"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Sambucus","Taxus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae.undiff.","Chenopodiaceae","Cyperaceae","Fabaceae","Galium","Humulus","Iva.annua.type","Plantago","Poaceae.undiff.","Polygonaceae.undiff.","Polygonum.bistortoides","Ranunculaceae.undiff.","Rosaceae","Rumex","Stellaria","Thalictrum","Urtica","Zea"
25,79,0,0.00318979266347687,0.0127591706539075,0.00318979266347687,0.0175438596491228,0,0,0.280701754385965,0.00637958532695375,0.0685805422647528,0,0,0,0,0.00637958532695375,0.00159489633173844,0.0845295055821372,0.00478468899521531,0.00159489633173844,0.00159489633173844,0,0.00159489633173844,0,0,0,0,0.0287081339712919,0,0.00318979266347687,0.00637958532695375,0.00478468899521531,0.0382775119617225,0.0669856459330144,0,0,0.103668261562998,0,0.00478468899521531,0,0,0,0.100478468899522,0.00478468899521531,0,0.025518341307815,0,0.00318979266347687,0.00478468899521531,0,0,0,0.00478468899521531,0,0,0,0,0,0.0606060606060606,0,0,0,0.00318979266347687,0.0414673046251994,0,0,0,0
27,89,0.00157232704402516,0.00628930817610063,0.0157232704402516,0.00628930817610063,0.0110062893081761,0,0,0.237421383647799,0,0.099056603773585,0,0,0,0,0.00314465408805031,0,0.089622641509434,0.00471698113207547,0.00314465408805031,0.00471698113207547,0,0.00157232704402516,0.00157232704402516,0,0,0,0.029874213836478,0,0,0.00786163522012579,0.00471698113207547,0.0283018867924528,0.105345911949686,0.00157232704402516,0,0.119496855345912,0,0.00157232704402516,0,0,0.00314465408805031,0.0660377358490566,0.00628930817610063,0,0.0345911949685535,0,0.00157232704402516,0.00471698113207547,0,0,0.00157232704402516,0.00314465408805031,0,0,0,0,0,0.050314465408805,0,0,0,0.00314465408805031,0.0408805031446541,0,0,0,0
29,99,0,0.0112359550561798,0.00963081861958266,0.00481540930979133,0.00642054574638844,0,0,0.237560192616372,0.00321027287319422,0.0850722311396469,0,0.00160513643659711,0,0,0.0128410914927769,0,0.0898876404494382,0.0112359550561798,0.00321027287319422,0.00321027287319422,0.00160513643659711,0,0.00160513643659711,0.00160513643659711,0,0,0.0160513643659711,0,0.00160513643659711,0.00642054574638844,0.00802568218298555,0.0272873194221509,0.0802568218298555,0.00160513643659711,0,0.104333868378812,0,0.00321027287319422,0,0,0.00160513643659711,0.0882825040128411,0.0176565008025682,0,0.043338683788122,0,0,0.00481540930979133,0,0,0,0.00481540930979133,0,0,0,0,0.00160513643659711,0.057784911717496,0,0,0,0.00160513643659711,0.0449438202247191,0,0,0,0
31,109,0,0.0105263157894737,0.0150375939849624,0.00150375939849624,0.0210526315789474,0,0.0075187969924812,0.221052631578947,0.00451127819548872,0.0887218045112782,0,0.00451127819548872,0,0,0.00300751879699248,0.00150375939849624,0.0977443609022556,0.00451127819548872,0.00451127819548872,0.00150375939849624,0,0,0,0,0,0,0.0481203007518797,0.00150375939849624,0.00451127819548872,0.0105263157894737,0.00601503759398496,0.0270676691729323,0.0511278195488722,0.00150375939849624,0,0.114285714285714,0,0.00300751879699248,0,0,0.00300751879699248,0.0616541353383459,0.0075187969924812,0,0.037593984962406,0,0,0.00300751879699248,0,0,0,0.00451127819548872,0,0,0,0,0,0.069172932330827,0,0,0,0.00601503759398496,0.0526315789473684,0,0,0,0
33,119,0.0029806259314456,0.00447093889716841,0.00745156482861401,0.0029806259314456,0.0119225037257824,0,0,0.222056631892697,0.0029806259314456,0.0834575260804769,0,0,0,0,0.0014903129657228,0,0.0804769001490313,0.014903129657228,0.0029806259314456,0.0014903129657228,0.0014903129657228,0,0,0.0014903129657228,0,0,0.0163934426229508,0,0.0014903129657228,0.00447093889716841,0.00745156482861401,0.0387481371087928,0.0774962742175857,0,0,0.146050670640835,0,0.0029806259314456,0,0,0,0.0894187779433681,0.00745156482861401,0,0.0342771982116244,0,0.0014903129657228,0,0,0,0,0.0014903129657228,0,0,0,0,0,0.0774962742175857,0,0,0,0.0029806259314456,0.0476900149031297,0,0,0,0
35,129,0.00166944908180301,0.00667779632721202,0.01669449081803,0.00667779632721202,0.011686143572621,0,0,0.245409015025042,0.00500834724540901,0.0667779632721202,0,0,0,0,0,0.00166944908180301,0.128547579298831,0.010016694490818,0.00333889816360601,0.00166944908180301,0,0.00333889816360601,0,0,0,0,0.0200333889816361,0,0.00166944908180301,0.00333889816360601,0.010016694490818,0.0400667779632721,0.0884808013355593,0,0.00166944908180301,0.146911519198664,0,0,0,0,0,0.0684474123539232,0.00834724540901502,0,0.0250417362270451,0,0,0,0,0,0,0.00667779632721202,0,0,0,0,0,0.0467445742904841,0,0,0,0.00166944908180301,0.0217028380634391,0,0,0,0
37,139,0,0.00646203554119548,0.0177705977382876,0,0.0113085621970921,0,0,0.24232633279483,0.0113085621970921,0.103392568659128,0,0,0,0,0.00807754442649435,0.00161550888529887,0.106623586429725,0.00646203554119548,0.00161550888529887,0.00161550888529887,0,0.00484652665589661,0,0,0,0,0.0323101777059774,0,0.00484652665589661,0.00807754442649435,0.0161550888529887,0.0387722132471729,0.0662358642972536,0.00646203554119548,0.00161550888529887,0.08562197092084,0,0,0,0,0,0.0888529886914378,0.00807754442649435,0,0.0339256865912763,0,0,0.00161550888529887,0,0.00161550888529887,0,0.00484652665589661,0,0,0,0,0,0.0452342487883683,0,0,0,0.00161550888529887,0.0306946688206785,0,0,0,0
39,149,0,0.00831946755407654,0.00998336106489185,0.00332778702163062,0.0149750415973378,0,0.00499168053244592,0.266222961730449,0.00665557404326123,0.0565723793677205,0,0,0,0,0.00166389351081531,0,0.146422628951747,0.00831946755407654,0.00166389351081531,0.00499168053244592,0,0,0,0,0.00166389351081531,0,0.0166389351081531,0,0.00332778702163062,0.00166389351081531,0.0116472545757072,0.0465890183028286,0.0782029950083195,0.00166389351081531,0,0.103161397670549,0,0,0,0,0.00166389351081531,0.0981697171381032,0.00831946755407654,0,0.0183028286189684,0,0,0,0,0,0,0.00665557404326123,0,0,0,0,0,0.0299500831946755,0,0,0,0.00166389351081531,0.0366056572379368,0,0,0,0
41,159,0,0.010016694490818,0.011686143572621,0,0.01669449081803,0,0.00500834724540901,0.225375626043406,0.00333889816360601,0.0801335559265442,0,0,0,0,0.00500834724540901,0,0.0767946577629382,0.01669449081803,0,0.00166944908180301,0,0.00166944908180301,0,0.00166944908180301,0.00166944908180301,0,0.0183639398998331,0,0.00333889816360601,0.01669449081803,0.010016694490818,0.0400667779632721,0.0567612687813022,0.00166944908180301,0,0.170283806343907,0,0.00166944908180301,0,0,0,0.118530884808013,0.00667779632721202,0,0.0183639398998331,0,0.00166944908180301,0.00166944908180301,0,0,0,0.00166944908180301,0,0.00166944908180301,0,0,0,0.0500834724540902,0,0,0,0,0.0233722871452421,0,0,0,0
43,168,0,0.00162866449511401,0.00814332247557003,0.00488599348534202,0.0146579804560261,0,0.00325732899022801,0.247557003257329,0.00488599348534202,0.0765472312703583,0,0,0,0,0.00325732899022801,0,0.100977198697068,0.00814332247557003,0.00325732899022801,0.00162866449511401,0,0.00162866449511401,0,0,0,0,0.0195439739413681,0.00162866449511401,0.00162866449511401,0.00814332247557003,0.0211726384364821,0.0407166123778502,0.0765472312703583,0.00162866449511401,0,0.112377850162866,0,0,0,0,0,0.109120521172638,0.011400651465798,0,0.0195439739413681,0,0,0.00488599348534202,0,0,0,0.00325732899022801,0,0,0,0,0,0.0325732899022801,0,0,0,0.00162866449511401,0.0537459283387622,0,0,0,0
45,178,0.0017636684303351,0.00529100529100529,0.0264550264550265,0.0017636684303351,0.00705467372134039,0,0.00352733686067019,0.241622574955908,0.00529100529100529,0.0952380952380952,0,0,0,0,0.00529100529100529,0,0.100529100529101,0.00529100529100529,0.00352733686067019,0.0017636684303351,0.0017636684303351,0,0.00352733686067019,0,0,0,0.0158730158730159,0,0.00529100529100529,0.017636684303351,0.0105820105820106,0.0493827160493827,0.0776014109347443,0.0017636684303351,0,0.139329805996473,0,0,0,0,0,0.08994708994709,0.00352733686067019,0,0.0141093474426808,0,0.0017636684303351,0.0017636684303351,0,0,0,0.00352733686067019,0,0,0,0,0,0.0352733686067019,0,0,0,0.00352733686067019,0.0194003527336861,0,0,0,0
47,188,0.00170648464163823,0.0068259385665529,0.0136518771331058,0.00170648464163823,0.0068259385665529,0,0.00341296928327645,0.261092150170648,0.00511945392491468,0.0477815699658703,0,0,0,0,0.00511945392491468,0,0.114334470989761,0.0102389078498294,0.00170648464163823,0.00341296928327645,0,0,0,0.00170648464163823,0,0,0.0290102389078498,0.00170648464163823,0.0068259385665529,0.0068259385665529,0.0170648464163823,0.0392491467576792,0.0767918088737201,0.00341296928327645,0,0.158703071672355,0,0.00170648464163823,0,0,0,0.0853242320819113,0.00511945392491468,0,0.0136518771331058,0,0.00170648464163823,0,0,0,0,0.00170648464163823,0,0,0,0,0,0.0358361774744027,0,0,0,0.00341296928327645,0.0273037542662116,0,0,0,0
49,198,0.0017921146953405,0.007168458781362,0.0125448028673835,0.0017921146953405,0.00537634408602151,0,0.003584229390681,0.275985663082437,0.010752688172043,0.0752688172043011,0,0,0,0,0.003584229390681,0.0017921146953405,0.145161290322581,0.0125448028673835,0.007168458781362,0.0017921146953405,0.003584229390681,0.0017921146953405,0,0,0,0,0.0125448028673835,0.0017921146953405,0.0089605734767025,0.010752688172043,0.010752688172043,0.043010752688172,0.0519713261648745,0,0,0.150537634408602,0,0,0,0,0,0.089605734767025,0.003584229390681,0,0.0089605734767025,0,0,0,0,0,0,0,0,0,0,0,0,0.0232974910394265,0,0,0,0.00537634408602151,0.007168458781362,0,0,0,0
51,240,0.00350877192982456,0.0105263157894737,0.0245614035087719,0.00175438596491228,0.00526315789473684,0,0,0.240350877192982,0.00526315789473684,0.0859649122807018,0,0.00175438596491228,0,0,0,0,0.133333333333333,0.0140350877192982,0.00701754385964912,0.00175438596491228,0,0,0,0,0.00175438596491228,0,0.0228070175438597,0.00175438596491228,0.00701754385964912,0.0087719298245614,0.012280701754386,0.0473684210526316,0.0473684210526316,0.00526315789473684,0,0.12280701754386,0,0.00175438596491228,0,0,0,0.156140350877193,0.00526315789473684,0,0.0087719298245614,0,0,0.00175438596491228,0,0,0,0.00175438596491228,0,0,0,0,0,0.00701754385964912,0,0,0,0,0.00526315789473684,0,0,0,0
53,314,0,0.00535714285714286,0.0214285714285714,0.00178571428571429,0.0178571428571429,0,0.00357142857142857,0.269642857142857,0.00535714285714286,0.0714285714285714,0,0,0,0.00178571428571429,0.00357142857142857,0,0.130357142857143,0.0232142857142857,0.00357142857142857,0.00357142857142857,0,0,0,0,0,0,0.0214285714285714,0,0.00357142857142857,0.0178571428571429,0.0178571428571429,0.0357142857142857,0.05,0.00714285714285714,0,0.130357142857143,0,0.00357142857142857,0,0,0,0.126785714285714,0.00357142857142857,0,0.00357142857142857,0,0,0.00357142857142857,0,0,0,0.00357142857142857,0,0,0,0,0,0.00357142857142857,0,0,0,0,0.00535714285714286,0,0,0,0
55,389,0,0.00374531835205993,0.0168539325842697,0.00374531835205993,0.00374531835205993,0,0.00374531835205993,0.267790262172285,0.00561797752808989,0.0636704119850187,0,0,0,0.00187265917602996,0.00187265917602996,0,0.153558052434457,0.00374531835205993,0.00561797752808989,0.00561797752808989,0,0,0,0.00187265917602996,0,0,0.0149812734082397,0,0.00374531835205993,0.00936329588014981,0.0187265917602996,0.0280898876404494,0.0636704119850187,0,0,0.146067415730337,0,0.00187265917602996,0,0,0,0.149812734082397,0.00374531835205993,0,0,0,0,0.00187265917602996,0,0,0,0.00187265917602996,0,0,0,0,0,0.00749063670411985,0,0,0,0.00187265917602996,0.00374531835205993,0,0,0,0
57,463,0,0.00754716981132075,0.0207547169811321,0.00377358490566038,0.00377358490566038,0,0,0.220754716981132,0.00754716981132075,0.079245283018868,0,0,0,0,0.00377358490566038,0,0.177358490566038,0.00566037735849057,0.00566037735849057,0.00377358490566038,0.00188679245283019,0,0,0,0,0,0.0169811320754717,0,0.00566037735849057,0.0113207547169811,0.00188679245283019,0.0377358490566038,0.0716981132075472,0,0,0.122641509433962,0,0,0,0,0,0.160377358490566,0.00754716981132075,0,0,0,0,0.00188679245283019,0,0,0,0.00188679245283019,0,0,0,0,0,0.0150943396226415,0,0,0,0,0.00377358490566038,0,0,0,0
59,537,0,0.0112359550561798,0.0243445692883895,0.00374531835205993,0.0187265917602996,0,0.00187265917602996,0.215355805243446,0.00561797752808989,0.0355805243445693,0,0,0,0,0.00187265917602996,0,0.192883895131086,0.0168539325842697,0.00561797752808989,0.00374531835205993,0,0,0,0,0,0,0.0168539325842697,0,0.00936329588014981,0.00187265917602996,0.00936329588014981,0.0318352059925094,0.0449438202247191,0,0,0.131086142322097,0,0,0,0,0,0.196629213483146,0,0,0.00374531835205993,0,0,0,0,0,0,0,0,0,0,0,0,0.00749063670411985,0,0,0,0.00561797752808989,0.00374531835205993,0,0,0,0
61,612,0,0.00558659217877095,0.0167597765363128,0.00558659217877095,0.0130353817504655,0,0.0037243947858473,0.204841713221601,0.00186219739292365,0.0353817504655493,0,0,0,0.00186219739292365,0.00186219739292365,0,0.217877094972067,0.0260707635009311,0.00558659217877095,0,0,0,0,0,0,0,0.031657355679702,0,0.00558659217877095,0.00186219739292365,0.0074487895716946,0.031657355679702,0.0577281191806331,0.00186219739292365,0.00186219739292365,0.124767225325885,0,0,0,0,0,0.176908752327747,0.00186219739292365,0,0.00186219739292365,0,0.00186219739292365,0,0,0,0,0.00186219739292365,0,0,0,0,0,0.0037243947858473,0,0,0,0.00186219739292365,0.00558659217877095,0,0,0,0
63,686,0,0.00927643784786642,0.0185528756957328,0.00742115027829314,0.00742115027829314,0,0.00185528756957328,0.230055658627087,0.00556586270871985,0.0500927643784787,0,0.00371057513914657,0,0,0.00185528756957328,0.00185528756957328,0.205936920222635,0.0222634508348794,0.00742115027829314,0,0.00556586270871985,0,0,0,0,0,0.00371057513914657,0,0.0204081632653061,0.00371057513914657,0.00556586270871985,0.0278293135435993,0.0426716141001855,0.00185528756957328,0,0.116883116883117,0,0,0,0,0,0.174397031539889,0,0,0.00371057513914657,0,0,0.00185528756957328,0,0.00185528756957328,0,0.00371057513914657,0,0,0,0,0,0.00742115027829314,0,0,0,0,0.00556586270871985,0,0,0,0
65,760,0,0.0055045871559633,0.0220183486238532,0.0036697247706422,0.0201834862385321,0,0.0073394495412844,0.247706422018349,0.0055045871559633,0.0440366972477064,0,0,0,0,0.0036697247706422,0,0.176146788990826,0.0128440366972477,0.0055045871559633,0.0036697247706422,0,0.0018348623853211,0,0,0,0,0.0073394495412844,0,0.0018348623853211,0.0055045871559633,0.0110091743119266,0.0256880733944954,0.0568807339449541,0.0036697247706422,0,0.124770642201835,0,0,0,0,0,0.18348623853211,0.0073394495412844,0,0,0,0,0.0018348623853211,0,0,0,0.0073394495412844,0,0,0,0,0,0.0036697247706422,0,0,0,0,0,0,0,0,0
67,834,0,0.0127970749542962,0.0219378427787934,0.0036563071297989,0.00731261425959781,0,0.00731261425959781,0.270566727605119,0.00731261425959781,0.0310786106032907,0,0.0036563071297989,0,0.00182815356489945,0,0,0.151736745886654,0.00731261425959781,0.00731261425959781,0.00182815356489945,0,0,0,0,0,0,0.00731261425959781,0.0036563071297989,0,0.00914076782449726,0.020109689213894,0.0255941499085923,0.0438756855575868,0.0036563071297989,0,0.129798903107861,0,0,0,0,0,0.197440585009141,0.0109689213893967,0,0,0,0,0.00182815356489945,0,0,0,0.0036563071297989,0,0,0,0,0,0.00548446069469835,0,0,0,0,0.00182815356489945,0,0,0,0
69,893,0,0.00757575757575758,0.0227272727272727,0.00568181818181818,0.0132575757575758,0,0.00189393939393939,0.242424242424242,0.00946969696969697,0.0284090909090909,0,0,0,0,0.00189393939393939,0,0.204545454545455,0.0132575757575758,0,0.00378787878787879,0.00189393939393939,0,0,0,0,0,0.0113636363636364,0.00189393939393939,0.00946969696969697,0.00946969696969697,0.00378787878787879,0.0321969696969697,0.0549242424242424,0.00189393939393939,0,0.106060606060606,0,0,0,0,0,0.195075757575758,0.00757575757575758,0,0.00189393939393939,0,0,0,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0.00189393939393939,0,0,0,0
71,953,0,0.00378787878787879,0.0189393939393939,0.00189393939393939,0.00189393939393939,0,0.00378787878787879,0.236742424242424,0.00757575757575758,0.0321969696969697,0,0,0,0,0.00189393939393939,0,0.195075757575758,0.00757575757575758,0.00189393939393939,0.00378787878787879,0,0,0,0,0,0,0.0170454545454545,0.00189393939393939,0.00568181818181818,0.00378787878787879,0.00757575757575758,0.0340909090909091,0.0378787878787879,0,0,0.132575757575758,0,0,0,0,0,0.221590909090909,0.00378787878787879,0,0,0,0,0,0,0,0,0.00189393939393939,0,0.00189393939393939,0,0,0.00189393939393939,0.00568181818181818,0,0,0,0,0.00568181818181818,0,0,0,0
