"depth","best.age","min.age","max.age"
0,-27,-60,5
10,87,56,119
20,202,172,235
30,316,286,351
40,430,397,467
50,545,507,581
60,659,617,696
70,774,725,810
80,888,834,925
90,1002,934,1040
100,1117,1039,1154
110,1231,1145,1269
120,1346,1250,1384
130,1460,1358,1499
140,1575,1465,1614
141,1586,1476,1626
142,1597,1487,1638
143,1609,1498,1649
144,1620,1509,1661
146,1643,1530,1684
147,1655,1541,1696
148,1666,1552,1708
149,1677,1563,1719
150,1689,1574,1731
165,1861,1726,1904
170,1918,1791,1963
180,2032,1887,2079
190,2147,2007,2195
200,2261,2114,2311
205,2318,2169,2370
210,2375,2222,2428
220,2490,2330,2545
230,2604,2437,2662
240,2719,2544,2778
250,3001,2908,3086
260,3210,3093,3310
270,3346,3262,3426
280,3482,3409,3552
290,3618,3493,3698
300,3858,3761,3926
310,4098,4032,4153
