"sample.depths","sample.ages","Acer.saccharinum.type","Ambrosia.type","Artemisia","Betula","Cannabaceae","Amaranthaceae.undiff.","Cyperaceae","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Juglans.cinerea","Juglans.undiff.","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Brassicaceae","Rosaceae","Carya","Iva.xanthifolia.type","Picea","Celtis","Asteraceae.undiff.","Iva.annua.type","Fabaceae.undiff.","Ranunculaceae.undiff.","Tilia","Populus","Rumex","Amorpha.type","Pinus.subg..Strobus","Apiaceae","Cerealia","Lamiaceae","Cupressaceae","Acer.negundo","Corylus","Sarcobatus.vermiculatus","Fraxinus.nigra.type","Polemoniaceae","Abies","Asteraceae.subf..Cichorioideae","Dalea","Impatiens","Ephedra","Liliaceae","Pinus.subg..Pinus","Caryophyllaceae","Iva.undiff.","Malvaceae","Polygonaceae.undiff.","Larix","Acer.saccharum.type","Liquidambar","Tsuga","Morus","Plantago","Herbs.undiff.","Trees.undiff.","Acer.rubrum","Rhamnaceae.Vitaceae","Shepherdia","Fraxinus.undiff.","Ericaceae"
410,5083,0.00325732899022801,0.228013029315961,0.11400651465798,0.00977198697068404,0,0.0521172638436482,0.0651465798045603,0.00977198697068404,0.188925081433225,0,0,0,0.0977198697068404,0,0.0553745928338762,0.11400651465798,0,0.0325732899022801,0.00651465798045603,0.00325732899022801,0,0.00325732899022801,0,0,0,0.00325732899022801,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0.00651465798045603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,5284,0,0.221238938053097,0.0973451327433628,0.00294985250737463,0,0.0353982300884956,0.0855457227138643,0,0.253687315634218,0,0,0,0.056047197640118,0,0.0501474926253687,0.079646017699115,0.00294985250737463,0.0501474926253687,0.00589970501474926,0.00294985250737463,0,0,0,0.00294985250737463,0.0206489675516224,0,0,0,0.00589970501474926,0.0147492625368732,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0.00589970501474926,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,5486,0,0.248520710059172,0.0887573964497041,0.0029585798816568,0,0.0473372781065089,0.0739644970414201,0.0029585798816568,0.21301775147929,0.0029585798816568,0,0,0.0443786982248521,0,0.0680473372781065,0.091715976331361,0,0.0384615384615385,0.00887573964497041,0.00887573964497041,0,0,0.00887573964497041,0,0.014792899408284,0,0,0,0.00591715976331361,0.00887573964497041,0,0,0,0.00591715976331361,0.0029585798816568,0,0,0.00591715976331361,0,0,0,0,0,0.0029585798816568,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,5687,0,0.216374269005848,0.0730994152046784,0.0116959064327485,0,0.043859649122807,0.0789473684210526,0.00292397660818713,0.207602339181287,0,0,0,0.0672514619883041,0,0.064327485380117,0.0789473684210526,0,0.0467836257309941,0.0116959064327485,0.00292397660818713,0,0.00292397660818713,0.00292397660818713,0.00292397660818713,0.0204678362573099,0.00292397660818713,0,0.00584795321637427,0.0116959064327485,0.0204678362573099,0,0,0.00292397660818713,0.00292397660818713,0,0,0,0.00292397660818713,0,0,0,0.00292397660818713,0,0,0.00292397660818713,0.00292397660818713,0.00292397660818713,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,5888,0,0.216292134831461,0.0337078651685393,0.00280898876404494,0,0.0646067415730337,0.101123595505618,0.0112359550561798,0.22752808988764,0,0,0.00280898876404494,0.050561797752809,0,0.050561797752809,0.0814606741573034,0.00842696629213483,0.0646067415730337,0.00842696629213483,0,0.00842696629213483,0.00842696629213483,0,0,0.0112359550561798,0,0,0.00561797752808989,0.00842696629213483,0.0168539325842697,0,0,0,0,0.00561797752808989,0,0,0.00280898876404494,0,0,0,0,0.00280898876404494,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0
460,6032,0.00303951367781155,0.434650455927052,0.033434650455927,0.00303951367781155,0,0.0547112462006079,0.0638297872340425,0,0.209726443768997,0,0,0,0.0243161094224924,0,0.0303951367781155,0.060790273556231,0.00911854103343465,0.0395136778115502,0.0121580547112462,0,0.00303951367781155,0,0,0,0.00303951367781155,0,0,0.00303951367781155,0.00303951367781155,0.00303951367781155,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,6120,0.00285714285714286,0.277142857142857,0.06,0,0,0.0657142857142857,0.0685714285714286,0.00571428571428571,0.248571428571429,0,0,0.00285714285714286,0.0342857142857143,0,0.0428571428571429,0.0342857142857143,0.0114285714285714,0,0.0114285714285714,0,0.00285714285714286,0,0,0.00285714285714286,0.0114285714285714,0,0.08,0.0171428571428571,0.00571428571428571,0.00571428571428571,0,0,0,0,0,0,0,0.00285714285714286,0,0,0,0.00285714285714286,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,6207,0,0.331269349845201,0.0402476780185759,0,0,0.0835913312693498,0.0402476780185759,0,0.26625386996904,0,0,0,0.0526315789473684,0,0.0247678018575851,0.0402476780185759,0.00619195046439629,0.0526315789473684,0.0123839009287926,0,0,0,0,0,0.0123839009287926,0,0,0,0.00619195046439629,0,0,0,0.00309597523219814,0.00309597523219814,0.00309597523219814,0,0,0,0,0,0,0.00619195046439629,0,0,0,0,0.00619195046439629,0,0.00309597523219814,0,0,0.00309597523219814,0,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0
500,6382,0,0.404320987654321,0.0277777777777778,0,0,0.114197530864198,0.0216049382716049,0.00925925925925926,0.209876543209877,0.00308641975308642,0,0,0.0277777777777778,0,0.0308641975308642,0.037037037037037,0,0.0308641975308642,0.0123456790123457,0,0.00308641975308642,0,0,0,0.00925925925925926,0,0,0.00925925925925926,0.00925925925925926,0.00925925925925926,0,0,0,0.00617283950617284,0.00308641975308642,0.00617283950617284,0,0.00617283950617284,0,0,0,0.00308641975308642,0,0.00308641975308642,0,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,6470,0,0.214285714285714,0.0683229813664596,0,0,0.062111801242236,0.130434782608696,0,0.273291925465839,0,0,0,0.0527950310559006,0,0.0559006211180124,0.0683229813664596,0,0.0403726708074534,0.0062111801242236,0,0,0.0031055900621118,0,0,0,0,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062111801242236,0,0,0,0.0062111801242236,0,0,0,0,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,6557,0,0.243626062322946,0.0424929178470255,0.0028328611898017,0,0.135977337110482,0.093484419263456,0.0056657223796034,0.220963172804533,0,0,0,0.0424929178470255,0,0.0226628895184136,0.0878186968838527,0.0169971671388102,0.0396600566572238,0.0084985835694051,0,0,0.0028328611898017,0,0.0028328611898017,0.0056657223796034,0,0,0.0056657223796034,0.0028328611898017,0,0,0,0.0056657223796034,0.0028328611898017,0.0028328611898017,0,0,0,0,0,0,0,0.0028328611898017,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,6645,0,0.302547770700637,0.0414012738853503,0,0,0.0477707006369427,0.0414012738853503,0,0.25796178343949,0,0,0,0.035031847133758,0,0.0509554140127389,0.0955414012738854,0.0191082802547771,0,0.0191082802547771,0,0,0,0,0,0.00636942675159236,0,0.0700636942675159,0,0.00636942675159236,0.00318471337579618,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,6732,0,0.331306990881459,0.0547112462006079,0,0,0.0455927051671733,0.0668693009118541,0.0060790273556231,0.285714285714286,0,0,0,0.033434650455927,0,0.0303951367781155,0.0577507598784195,0.0212765957446809,0.0182370820668693,0.0182370820668693,0,0,0.00303951367781155,0.00303951367781155,0.00303951367781155,0.00911854103343465,0,0,0.00303951367781155,0,0,0,0,0,0.00303951367781155,0,0.00303951367781155,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,6820,0,0.337313432835821,0.0417910447761194,0.00298507462686567,0,0.0328358208955224,0.0626865671641791,0.00298507462686567,0.283582089552239,0,0,0,0.0298507462686567,0,0.0238805970149254,0.0626865671641791,0.0119402985074627,0.0388059701492537,0.0119402985074627,0.00597014925373134,0.0119402985074627,0.00298507462686567,0.00298507462686567,0,0.00597014925373134,0,0,0,0.00298507462686567,0.00895522388059702,0,0,0,0.00298507462686567,0,0,0,0.00298507462686567,0,0,0,0.00597014925373134,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,6907,0,0.182608695652174,0.0463768115942029,0,0,0.0956521739130435,0.107246376811594,0.00869565217391304,0.347826086956522,0,0,0,0.0376811594202899,0,0.0173913043478261,0.0608695652173913,0.00869565217391304,0.0347826086956522,0.00579710144927536,0,0,0,0,0,0.0144927536231884,0,0,0.00579710144927536,0.0115942028985507,0,0,0,0,0.00579710144927536,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0.00579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,6995,0,0.339181286549708,0.0321637426900585,0.00292397660818713,0,0.0614035087719298,0.0818713450292398,0,0.216374269005848,0,0,0,0.0321637426900585,0,0.0233918128654971,0.0789473684210526,0,0.0760233918128655,0.0087719298245614,0,0,0,0,0,0.00584795321637427,0,0,0.00584795321637427,0.0087719298245614,0.00584795321637427,0,0,0,0.00584795321637427,0,0.00292397660818713,0,0,0,0,0,0,0,0.00292397660818713,0,0.00292397660818713,0.00292397660818713,0,0,0.00292397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,7082,0,0.308571428571429,0.0342857142857143,0,0,0.102857142857143,0.114285714285714,0,0.234285714285714,0,0,0,0.02,0,0.0142857142857143,0.0714285714285714,0.00857142857142857,0.0428571428571429,0.00857142857142857,0,0.00285714285714286,0,0,0.00571428571428571,0,0,0,0.00571428571428571,0.0114285714285714,0,0,0,0,0.00571428571428571,0,0,0,0.00285714285714286,0,0,0,0.00285714285714286,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,7256,0,0.249190938511327,0.0906148867313916,0,0,0.129449838187702,0.0323624595469256,0.00647249190938511,0.119741100323625,0,0,0,0.058252427184466,0,0.0485436893203883,0.080906148867314,0,0.119741100323625,0.00647249190938511,0.00647249190938511,0.00323624595469256,0,0,0.00647249190938511,0.00647249190938511,0,0,0.00323624595469256,0.00323624595469256,0.00323624595469256,0,0,0,0,0,0.00323624595469256,0,0.00647249190938511,0,0,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0.0129449838187702,0,0,0,0,0,0,0,0,0,0,0
610,7343,0,0.343558282208589,0.049079754601227,0,0,0.0552147239263804,0.0552147239263804,0.0122699386503067,0.263803680981595,0,0,0,0.0306748466257669,0,0.0153374233128834,0.0736196319018405,0,0.0552147239263804,0.00613496932515337,0,0.00306748466257669,0,0,0,0.00613496932515337,0,0,0.00613496932515337,0.00920245398773006,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0.0122699386503067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,7430,0.00297619047619048,0.214285714285714,0.0357142857142857,0,0,0.151785714285714,0.0714285714285714,0.00892857142857143,0.19047619047619,0,0,0,0.0803571428571429,0,0.0267857142857143,0.0654761904761905,0.0119047619047619,0.0773809523809524,0.00892857142857143,0,0.00595238095238095,0.00297619047619048,0,0.0178571428571429,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.0148809523809524,0.00595238095238095,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,7517,0,0.300859598853868,0.0401146131805158,0,0,0.0515759312320917,0.111747851002865,0.00573065902578797,0.232091690544413,0,0,0,0.0372492836676218,0,0.0200573065902579,0.0859598853868195,0.0114613180515759,0.0458452722063037,0.0143266475644699,0,0,0.00286532951289398,0,0,0.00859598853868195,0,0,0.00286532951289398,0,0.0114613180515759,0,0,0,0.00859598853868195,0,0,0,0,0,0,0,0.00573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0
650,7691,0,0.332298136645963,0.077639751552795,0.0031055900621118,0,0.062111801242236,0.0186335403726708,0.0062111801242236,0.142857142857143,0,0,0.0031055900621118,0.0372670807453416,0,0.0403726708074534,0.0714285714285714,0.0062111801242236,0.0559006211180124,0.0062111801242236,0.0093167701863354,0,0,0,0.0186335403726708,0.015527950310559,0.0031055900621118,0,0.0186335403726708,0.0279503105590062,0.0093167701863354,0,0,0,0.0031055900621118,0,0.0062111801242236,0,0.0031055900621118,0,0,0,0.0031055900621118,0,0.0093167701863354,0,0,0.0062111801242236,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0
660,7778,0,0.206989247311828,0.0134408602150538,0,0,0.0967741935483871,0.155913978494624,0.00268817204301075,0.293010752688172,0,0,0.00537634408602151,0.0295698924731183,0,0.010752688172043,0.0483870967741935,0.00537634408602151,0.0456989247311828,0.0134408602150538,0.00268817204301075,0,0,0.00268817204301075,0.00268817204301075,0.010752688172043,0,0,0.00537634408602151,0.0161290322580645,0.00537634408602151,0,0,0,0,0,0.00268817204301075,0,0,0,0,0.00268817204301075,0.00537634408602151,0.00268817204301075,0,0,0,0.010752688172043,0,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,7952,0,0.25,0.051948051948052,0,0,0.0357142857142857,0.116883116883117,0,0.392857142857143,0,0,0.0064935064935065,0.0292207792207792,0,0.0194805194805195,0.0227272727272727,0.00324675324675325,0.0292207792207792,0.00974025974025974,0,0,0,0,0,0.0064935064935065,0,0,0,0.012987012987013,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0
690,8039,0,0.455737704918033,0.0131147540983607,0.00655737704918033,0,0.0754098360655738,0.0163934426229508,0,0.242622950819672,0,0,0,0.0360655737704918,0,0.019672131147541,0.0163934426229508,0,0.0622950819672131,0.0131147540983607,0.00327868852459016,0,0,0,0.00327868852459016,0.0131147540983607,0,0,0.00655737704918033,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0.00655737704918033,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,8126,0,0.270358306188925,0.0358306188925081,0,0,0.0586319218241042,0.0228013029315961,0.00325732899022801,0.342019543973941,0,0,0,0.0228013029315961,0,0.0358306188925081,0.0358306188925081,0,0.0716612377850163,0.0130293159609121,0,0,0.00325732899022801,0,0,0.0195439739413681,0,0,0.0228013029315961,0.00977198697068404,0.00325732899022801,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0.00325732899022801,0,0.0228013029315961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,8213,0,0.26625386996904,0.043343653250774,0.00309597523219814,0,0.0526315789473684,0.0371517027863777,0.00928792569659443,0.374613003095975,0,0,0.00309597523219814,0.0185758513931889,0,0.0154798761609907,0.0464396284829721,0.00619195046439629,0.0526315789473684,0.00619195046439629,0.00309597523219814,0,0,0,0,0.00309597523219814,0,0,0.00928792569659443,0.0278637770897833,0,0,0,0,0.0123839009287926,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309597523219814,0,0,0,0,0,0,0
720,8300,0,0.58252427184466,0.0355987055016181,0.00323624595469256,0,0.058252427184466,0.0355987055016181,0,0.168284789644013,0,0,0.00323624595469256,0.0258899676375405,0,0.00647249190938511,0.00323624595469256,0,0,0.00647249190938511,0,0,0,0,0,0.00323624595469256,0,0.0355987055016181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970873786407767,0,0,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161812297734628,0.00323624595469256,0,0,0,0,0
730,8387,0,0.369458128078818,0.0344827586206897,0,0,0.0985221674876847,0.0689655172413793,0,0.172413793103448,0,0,0,0.00985221674876847,0,0.0295566502463054,0.0541871921182266,0,0.0738916256157636,0.0197044334975369,0,0,0,0,0.00492610837438424,0.00492610837438424,0,0,0.0394088669950739,0.0147783251231527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,8474,0,0.378640776699029,0.0517799352750809,0.00647249190938511,0,0.0744336569579288,0.0226537216828479,0.00323624595469256,0.249190938511327,0,0.00647249190938511,0.00323624595469256,0.0323624595469256,0,0.00970873786407767,0.058252427184466,0.00323624595469256,0.0323624595469256,0.0161812297734628,0.00323624595469256,0,0.00323624595469256,0,0,0.0194174757281553,0,0,0.00647249190938511,0.00970873786407767,0,0,0,0,0.00323624595469256,0,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,8547,0,0.324675324675325,0.0649350649350649,0.00974025974025974,0,0.0746753246753247,0.0422077922077922,0.00324675324675325,0.233766233766234,0,0,0,0.0162337662337662,0,0.0324675324675325,0.0616883116883117,0.00324675324675325,0.051948051948052,0.0064935064935065,0.00324675324675325,0,0,0.0064935064935065,0.0064935064935065,0.0064935064935065,0,0,0.00974025974025974,0.0162337662337662,0.00324675324675325,0,0,0,0.00324675324675325,0.00324675324675325,0,0,0,0,0,0,0,0.0064935064935065,0,0,0,0.0064935064935065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0
760,8606,0,0.297124600638978,0.143769968051118,0,0,0.0766773162939297,0.0479233226837061,0,0.156549520766773,0,0.00638977635782748,0.00319488817891374,0.0383386581469649,0,0.0511182108626198,0.0447284345047923,0.012779552715655,0.0159744408945687,0.0447284345047923,0.00638977635782748,0,0,0,0.00319488817891374,0.012779552715655,0,0,0.00319488817891374,0.00638977635782748,0.012779552715655,0,0,0,0.00638977635782748,0,0,0,0,0,0,0,0,0.00319488817891374,0.00319488817891374,0,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,8665,0,0.245161290322581,0.145161290322581,0.0161290322580645,0,0.067741935483871,0.0451612903225806,0.0032258064516129,0.183870967741935,0,0,0.0032258064516129,0.0225806451612903,0.0032258064516129,0.067741935483871,0.0548387096774194,0.0032258064516129,0.0193548387096774,0.0387096774193548,0.00967741935483871,0,0,0,0.00967741935483871,0.0129032258064516,0,0,0.0064516129032258,0.0193548387096774,0.0064516129032258,0.0032258064516129,0,0,0,0.0064516129032258,0.0032258064516129,0,0,0,0,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,8724,0,0.232704402515723,0.172955974842767,0,0,0.0534591194968553,0.0345911949685535,0.00943396226415094,0.191823899371069,0,0,0.00628930817610063,0.0345911949685535,0,0.0691823899371069,0.0408805031446541,0.00628930817610063,0.0408805031446541,0.0220125786163522,0.00628930817610063,0,0,0.00314465408805031,0.00314465408805031,0.0157232704402516,0,0,0.00628930817610063,0.0157232704402516,0.00628930817610063,0.00314465408805031,0,0,0.00314465408805031,0.0125786163522013,0,0,0,0,0,0,0,0,0.00314465408805031,0,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,8782,0,0.254019292604502,0.157556270096463,0,0,0.0385852090032154,0.0160771704180064,0.00321543408360129,0.205787781350482,0,0,0.0128617363344051,0.0289389067524116,0,0.0578778135048231,0.0385852090032154,0,0.0385852090032154,0.0707395498392283,0.0128617363344051,0,0,0,0.00321543408360129,0.00964630225080386,0,0,0.0160771704180064,0.00643086816720257,0.00964630225080386,0,0,0,0,0.00643086816720257,0,0,0.00321543408360129,0,0,0,0,0,0.00321543408360129,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0
800,8841,0.00974025974025974,0.24025974025974,0.152597402597403,0.0292207792207792,0,0.051948051948052,0.0324675324675325,0.00974025974025974,0.146103896103896,0,0,0.012987012987013,0.0551948051948052,0,0.0551948051948052,0.0357142857142857,0.0064935064935065,0.0487012987012987,0.0551948051948052,0,0,0.0064935064935065,0.00324675324675325,0,0.012987012987013,0.00324675324675325,0,0,0.00324675324675325,0,0,0,0,0,0,0.0064935064935065,0,0,0,0,0,0.00324675324675325,0.00324675324675325,0,0,0.00324675324675325,0,0,0,0,0,0,0,0.00324675324675325,0.00324675324675325,0,0.00324675324675325,0,0,0,0,0,0.00324675324675325,0,0,0,0,0
810,8900,0,0.215873015873016,0.152380952380952,0.00317460317460317,0,0.0285714285714286,0.0222222222222222,0.00634920634920635,0.247619047619048,0,0,0.00317460317460317,0.053968253968254,0,0.0507936507936508,0.0412698412698413,0.00634920634920635,0.0349206349206349,0.0285714285714286,0.00634920634920635,0,0,0,0.00952380952380952,0.0253968253968254,0.00317460317460317,0,0.0126984126984127,0.0253968253968254,0.00317460317460317,0,0,0.00317460317460317,0.00634920634920635,0,0,0,0,0,0,0,0,0,0,0.00634920634920635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317460317460317,0,0,0,0,0,0
820,8959,0,0.17515923566879,0.187898089171975,0.00955414012738853,0,0.0445859872611465,0.054140127388535,0.00318471337579618,0.222929936305732,0,0.00636942675159236,0.00318471337579618,0.0286624203821656,0,0.0509554140127389,0.0445859872611465,0.0127388535031847,0.00636942675159236,0.0636942675159236,0.00318471337579618,0,0,0.00318471337579618,0,0.0414012738853503,0,0,0.00318471337579618,0.00318471337579618,0,0,0,0,0.00318471337579618,0.00318471337579618,0,0,0,0,0,0.00318471337579618,0,0.00636942675159236,0,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0.00636942675159236,0,0.00318471337579618,0,0.00318471337579618,0,0,0,0,0,0,0
830,9018,0,0.195266272189349,0.14792899408284,0.0029585798816568,0,0.0355029585798817,0.0325443786982249,0.0029585798816568,0.257396449704142,0,0,0.0118343195266272,0.0177514792899408,0,0.0739644970414201,0.0473372781065089,0,0.0325443786982249,0.0591715976331361,0.0029585798816568,0.0029585798816568,0,0.00591715976331361,0.00591715976331361,0.0177514792899408,0,0,0.014792899408284,0,0.0029585798816568,0.00591715976331361,0,0,0,0.0029585798816568,0,0,0,0,0,0.00887573964497041,0.0029585798816568,0,0,0,0,0.00887573964497041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,9077,0,0.166123778501629,0.149837133550489,0.00651465798045603,0,0.0325732899022801,0.0521172638436482,0,0.218241042345277,0,0,0.0162866449511401,0.0390879478827362,0,0.0618892508143322,0.0260586319218241,0,0.0390879478827362,0.0553745928338762,0,0,0,0.00325732899022801,0.00651465798045603,0.0553745928338762,0,0,0.0228013029315961,0.00651465798045603,0.00651465798045603,0,0,0,0,0.00325732899022801,0,0,0,0,0,0.00325732899022801,0.00325732899022801,0,0,0.00325732899022801,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0.0162866449511401,0,0,0,0,0.00325732899022801,0,0,0,0,0,0
850,9136,0.00630914826498423,0.182965299684543,0.129337539432177,0.00630914826498423,0,0.0599369085173502,0.0504731861198738,0.00946372239747634,0.17981072555205,0,0,0.0157728706624606,0.0473186119873817,0.00630914826498423,0.129337539432177,0.0220820189274448,0,0.0126182965299685,0.056782334384858,0.00630914826498423,0,0,0,0.0157728706624606,0.00946372239747634,0,0,0,0,0.0220820189274448,0,0,0,0,0,0.00630914826498423,0,0.00630914826498423,0,0,0,0,0,0.00630914826498423,0,0,0.00630914826498423,0,0,0,0.00315457413249211,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,9195,0,0.186915887850467,0.130841121495327,0.00311526479750779,0,0.0467289719626168,0.0311526479750779,0.00311526479750779,0.258566978193146,0,0,0.0124610591900312,0.0467289719626168,0,0.0716510903426791,0.0373831775700935,0.0124610591900312,0.0280373831775701,0.0529595015576324,0.00311526479750779,0,0,0,0.0124610591900312,0.00934579439252336,0,0,0.0186915887850467,0,0.00623052959501558,0,0,0,0,0.00623052959501558,0,0,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124610591900312,0,0,0,0,0,0,0,0,0,0,0
870,9254,0,0.221153846153846,0.0897435897435897,0.00641025641025641,0,0.0737179487179487,0.0256410256410256,0.00320512820512821,0.205128205128205,0,0,0.00961538461538462,0.0288461538461538,0,0.108974358974359,0.0192307692307692,0.00320512820512821,0.016025641025641,0.0608974358974359,0.00641025641025641,0.00641025641025641,0,0.00641025641025641,0.00641025641025641,0.032051282051282,0.00320512820512821,0,0.0128205128205128,0,0.00641025641025641,0.00641025641025641,0,0.00320512820512821,0,0.00641025641025641,0,0,0,0,0,0.00320512820512821,0.00320512820512821,0.00961538461538462,0.00320512820512821,0,0,0.00961538461538462,0,0,0,0,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,9406,0,0.12012012012012,0.0930930930930931,0.006006006006006,0,0.033033033033033,0.048048048048048,0.009009009009009,0.192192192192192,0,0,0.036036036036036,0.0540540540540541,0.003003003003003,0.126126126126126,0.024024024024024,0.003003003003003,0.024024024024024,0.087087087087087,0.009009009009009,0,0,0,0.003003003003003,0.051051051051051,0.003003003003003,0,0.015015015015015,0.003003003003003,0.003003003003003,0.003003003003003,0,0,0.003003003003003,0.003003003003003,0,0,0,0,0,0.006006006006006,0,0.006006006006006,0,0.003003003003003,0,0.009009009009009,0,0,0,0,0,0,0,0,0.006006006006006,0.015015015015015,0,0,0,0,0,0,0,0,0,0,0
890,9559,0,0.0984126984126984,0.123809523809524,0.0222222222222222,0,0.0444444444444444,0.0349206349206349,0,0.196825396825397,0.00317460317460317,0.00634920634920635,0.0253968253968254,0.0253968253968254,0.00317460317460317,0.0984126984126984,0.0222222222222222,0,0.0412698412698413,0.114285714285714,0.00634920634920635,0.00952380952380952,0,0.0222222222222222,0.00952380952380952,0.0285714285714286,0,0,0.019047619047619,0.00317460317460317,0,0,0,0,0,0.0126984126984127,0,0,0,0,0,0.00634920634920635,0,0,0,0.00317460317460317,0,0,0,0,0,0.00317460317460317,0,0,0,0,0,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0
