"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Corylus","Cupressaceae","Ericaceae","Fraxinus","Juglans","Larix","Moraceae","Myrica.Comptonia.peregrina","Ostrya.Carpinus","Picea","Pinus","Platanus","Populus","Quercus","Salix","Taxus","Tilia","Tsuga","Ulmus","Ambrosia","Artemisia","Chenopodiaceae","Cyperaceae","Rosaceae","Rumex"
0,-35,0.0192837465564738,0.0413223140495868,0.0495867768595041,0.322314049586777,0,0,0.0495867768595041,0,0.0110192837465565,0,0,0,0,0.00275482093663912,0.0275482093663912,0.258953168044077,0,0,0.0247933884297521,0,0,0,0.0192837465564738,0.0137741046831956,0.090909090909091,0.0137741046831956,0.0137741046831956,0.0165289256198347,0.0220385674931129,0.00275482093663912
10,38,0.0117370892018779,0.0187793427230047,0.0305164319248826,0.286384976525822,0,0,0.0187793427230047,0,0.00704225352112676,0.00234741784037559,0.00704225352112676,0,0.00469483568075117,0.0140845070422535,0.0774647887323944,0.370892018779343,0.00469483568075117,0.00234741784037559,0.039906103286385,0,0,0,0.039906103286385,0.0187793427230047,0.00938967136150235,0.00938967136150235,0.00234741784037559,0.0234741784037559,0,0
25,155,0.0126262626262626,0.0227272727272727,0.0176767676767677,0.310606060606061,0.00252525252525253,0,0.0353535353535354,0,0.00252525252525253,0,0.00505050505050505,0,0,0.0101010101010101,0.0353535353535354,0.424242424242424,0.00252525252525253,0.00505050505050505,0.0404040404040404,0.00505050505050505,0,0,0.0404040404040404,0.00505050505050505,0.00252525252525253,0.00505050505050505,0,0.0151515151515152,0,0
50,656,0.0213333333333333,0.024,0.008,0.277333333333333,0,0,0.0213333333333333,0,0.00266666666666667,0,0.00533333333333333,0,0.00266666666666667,0.00533333333333333,0.0506666666666667,0.466666666666667,0,0,0.0293333333333333,0,0,0,0.0453333333333333,0.00266666666666667,0.008,0.00266666666666667,0.00266666666666667,0.0213333333333333,0.00266666666666667,0
75,1157,0.00493827160493827,0.0197530864197531,0.0222222222222222,0.353086419753086,0.00246913580246914,0,0.0148148148148148,0,0.00246913580246914,0,0,0,0,0.00987654320987654,0.0395061728395062,0.422222222222222,0,0,0.0395061728395062,0,0,0,0.0419753086419753,0.00740740740740741,0.00246913580246914,0.00740740740740741,0.00246913580246914,0.00740740740740741,0,0
100,1659,0.00710900473933649,0.033175355450237,0.023696682464455,0.343601895734597,0,0,0.0118483412322275,0,0,0.0023696682464455,0.009478672985782,0,0,0.004739336492891,0.0308056872037915,0.414691943127962,0,0.0023696682464455,0.033175355450237,0.0023696682464455,0,0,0.0308056872037915,0.014218009478673,0.0023696682464455,0.0213270142180095,0.0023696682464455,0.009478672985782,0,0
125,2160,0.0136986301369863,0.0191780821917808,0.0246575342465753,0.328767123287671,0,0,0.010958904109589,0,0.00821917808219178,0,0.00273972602739726,0,0.00273972602739726,0.00821917808219178,0.0493150684931507,0.397260273972603,0,0,0.0602739726027397,0,0,0,0.0328767123287671,0.0136986301369863,0.0164383561643836,0,0.00273972602739726,0.00821917808219178,0,0
150,2670,0.0146443514644351,0.0209205020920502,0.0230125523012552,0.326359832635983,0,0.00209205020920502,0.00209205020920502,0.00209205020920502,0.00627615062761506,0,0.00418410041841004,0,0.00418410041841004,0.0188284518828452,0.0523012552301255,0.357740585774059,0.00209205020920502,0.00209205020920502,0.0439330543933054,0,0,0,0.0523012552301255,0.0188284518828452,0.00836820083682008,0.00836820083682008,0.00209205020920502,0.0271966527196653,0,0
175,3209,0.0109289617486339,0.0163934426229508,0.040983606557377,0.281420765027322,0,0.00546448087431694,0.00546448087431694,0,0.0136612021857923,0,0.00546448087431694,0,0.00546448087431694,0.00819672131147541,0.0519125683060109,0.439890710382514,0.00273224043715847,0,0.0382513661202186,0.00273224043715847,0,0,0.0300546448087432,0.00819672131147541,0.00546448087431694,0.00546448087431694,0.00819672131147541,0.0136612021857923,0,0
200,3748,0.0163487738419619,0.0108991825613079,0.0299727520435967,0.389645776566757,0,0.00272479564032698,0.0217983651226158,0,0.00272479564032698,0,0.00817438692098093,0,0,0.0217983651226158,0.0245231607629428,0.356948228882834,0,0.00817438692098093,0.0326975476839237,0,0,0.00272479564032698,0.0354223433242507,0.0108991825613079,0.00272479564032698,0.00544959128065395,0.00272479564032698,0.0136239782016349,0,0
225,4287,0.0048780487804878,0.0390243902439024,0.0292682926829268,0.368292682926829,0.0024390243902439,0,0.0170731707317073,0,0.0024390243902439,0.0024390243902439,0,0,0.0024390243902439,0.0024390243902439,0.0121951219512195,0.395121951219512,0,0.0024390243902439,0.0365853658536585,0,0,0,0.0390243902439024,0.0121951219512195,0.00731707317073171,0.00731707317073171,0.0024390243902439,0.0146341463414634,0,0
250,4825,0.00233644859813084,0.0257009345794393,0.0373831775700935,0.394859813084112,0.00233644859813084,0,0.0210280373831776,0,0.00934579439252336,0,0.00467289719626168,0,0.00233644859813084,0.00934579439252336,0.0163551401869159,0.369158878504673,0.00233644859813084,0,0.0397196261682243,0,0,0,0.0257009345794393,0.00233644859813084,0.00934579439252336,0.00467289719626168,0.00233644859813084,0.014018691588785,0.00467289719626168,0
275,5364,0.00943396226415094,0.0377358490566038,0.0400943396226415,0.294811320754717,0.00235849056603774,0,0.0165094339622642,0.00235849056603774,0.0070754716981132,0,0.00235849056603774,0,0,0.0141509433962264,0.0235849056603774,0.431603773584906,0,0.00471698113207547,0.0589622641509434,0,0.00235849056603774,0,0.0330188679245283,0.0070754716981132,0.00471698113207547,0.00235849056603774,0.00235849056603774,0.00235849056603774,0,0
300,5952,0.00728155339805825,0.0194174757281553,0.0315533980582524,0.303398058252427,0,0,0.0218446601941748,0,0.00485436893203883,0,0,0,0.00242718446601942,0,0.0339805825242718,0.439320388349515,0.00485436893203883,0.00242718446601942,0.0461165048543689,0,0,0,0.0461165048543689,0.00485436893203883,0.00242718446601942,0.00728155339805825,0,0.0218446601941748,0,0
325,NA,0.0124378109452736,0.0149253731343284,0.0348258706467662,0.365671641791045,0,0.00746268656716418,0.0199004975124378,0,0.00746268656716418,0,0.00248756218905473,0,0,0.0149253731343284,0.00746268656716418,0.395522388059701,0,0.00497512437810945,0.0522388059701493,0.00248756218905473,0.00497512437810945,0.00248756218905473,0.0199004975124378,0.00746268656716418,0,0.00746268656716418,0.00248756218905473,0.0124378109452736,0,0
350,NA,0.0117096018735363,0.0140515222482436,0.0281030444964871,0.323185011709602,0,0,0.00936768149882904,0,0.0117096018735363,0,0.00234192037470726,0,0.00234192037470726,0.00936768149882904,0.00702576112412178,0.456674473067916,0.00234192037470726,0.00702576112412178,0.0351288056206089,0,0,0.00702576112412178,0.0281030444964871,0.0140515222482436,0,0.0117096018735363,0.00702576112412178,0.0117096018735363,0,0
375,NA,0.0115273775216138,0.031700288184438,0.0518731988472622,0.227665706051873,0.00288184438040346,0,0.031700288184438,0,0.00576368876080692,0,0.00288184438040346,0,0.00288184438040346,0.031700288184438,0,0.484149855907781,0,0.00576368876080692,0.0403458213256484,0.00576368876080692,0,0.00288184438040346,0.0115273775216138,0.0144092219020173,0.00288184438040346,0.00864553314121038,0.00576368876080692,0.0172910662824208,0,0
400,NA,0.00207900207900208,0.0249480249480249,0.0249480249480249,0.189189189189189,0.00207900207900208,0,0.0166320166320166,0,0.0124740124740125,0,0.00623700623700624,0,0.00207900207900208,0.0166320166320166,0.00623700623700624,0.567567567567568,0,0.00207900207900208,0.0727650727650728,0.00207900207900208,0,0,0.0145530145530146,0.0145530145530146,0.00623700623700624,0.00415800415800416,0.00415800415800416,0.00831600831600832,0,0
425,NA,0.00938967136150235,0.0328638497652582,0.0328638497652582,0.164319248826291,0.00234741784037559,0,0.0492957746478873,0,0.00234741784037559,0,0,0,0.00234741784037559,0.0234741784037559,0.00469483568075117,0.467136150234742,0.00469483568075117,0.0164319248826291,0.117370892018779,0,0,0,0.0187793427230047,0.0258215962441315,0.00469483568075117,0.00704225352112676,0.00234741784037559,0.0117370892018779,0,0
450,NA,0.00704225352112676,0.0539906103286385,0.0328638497652582,0.129107981220657,0,0,0.0328638497652582,0,0.00938967136150235,0,0,0,0,0.00938967136150235,0.00234741784037559,0.584507042253521,0,0.00469483568075117,0.0610328638497653,0,0,0.00234741784037559,0.00704225352112676,0.0211267605633803,0.0187793427230047,0.00704225352112676,0.00234741784037559,0.0140845070422535,0,0
475,NA,0.00203665987780041,0.044806517311609,0.0264765784114053,0.146639511201629,0,0,0.0264765784114053,0,0.0203665987780041,0,0.00203665987780041,0,0,0.0325865580448065,0.010183299389002,0.560081466395112,0,0.0162932790224033,0.0570264765784114,0,0,0.00203665987780041,0.00814663951120163,0.00814663951120163,0.00203665987780041,0.0162932790224033,0.00814663951120163,0.010183299389002,0,0
500,NA,0.00244498777506112,0.0317848410757946,0.039119804400978,0.102689486552567,0.00244498777506112,0.00244498777506112,0.019559902200489,0,0.00733496332518337,0,0.00488997555012225,0,0.00733496332518337,0.019559902200489,0.0171149144254279,0.49877750611247,0,0.00244498777506112,0.0684596577017115,0,0,0.00244498777506112,0.105134474327628,0.0244498777506112,0.00244498777506112,0.0171149144254279,0.0122249388753056,0.0097799511002445,0,0
525,NA,0.00223713646532438,0.0156599552572707,0.0402684563758389,0.105145413870246,0,0,0.00894854586129754,0,0.0178970917225951,0.00223713646532438,0,0.00223713646532438,0,0.0268456375838926,0.00223713646532438,0.642058165548098,0.00223713646532438,0.00447427293064877,0.0671140939597315,0.00447427293064877,0,0.00223713646532438,0.0380313199105145,0.00447427293064877,0.00447427293064877,0.00223713646532438,0,0.00223713646532438,0.00223713646532438,0
550,NA,0.00680272108843537,0.018140589569161,0.018140589569161,0.126984126984127,0,0,0.00680272108843537,0,0.0113378684807256,0,0.00226757369614512,0,0.00226757369614512,0.0430839002267574,0.00680272108843537,0.630385487528345,0,0,0.0634920634920635,0,0,0.00226757369614512,0.0226757369614512,0.0226757369614512,0,0.00680272108843537,0.00226757369614512,0.00453514739229025,0.00226757369614512,0
575,NA,0,0.0202247191011236,0.0292134831460674,0.0853932584269663,0,0,0.0134831460674157,0,0.0112359550561798,0,0,0,0,0.051685393258427,0,0.633707865168539,0,0.00674157303370787,0.0786516853932584,0,0.00224719101123596,0,0.00224719101123596,0.0382022471910112,0.00224719101123596,0.0112359550561798,0.00898876404494382,0.00449438202247191,0,0
600,NA,0.0051150895140665,0.0153452685421995,0.0664961636828645,0.127877237851662,0.00255754475703325,0,0.010230179028133,0.00255754475703325,0.00255754475703325,0,0,0,0.0051150895140665,0.0485933503836317,0,0.567774936061381,0.00255754475703325,0.0127877237851662,0.061381074168798,0.00255754475703325,0,0,0,0.0255754475703325,0.00767263427109974,0.00767263427109974,0.0051150895140665,0.020460358056266,0,0
625,NA,0.00480769230769231,0.0192307692307692,0.0288461538461538,0.0961538461538462,0.00240384615384615,0.00240384615384615,0.00961538461538462,0,0.0168269230769231,0,0,0,0,0.0120192307692308,0.00721153846153846,0.689903846153846,0,0.00480769230769231,0.0649038461538462,0,0,0.00240384615384615,0,0.0216346153846154,0.00240384615384615,0,0.00961538461538462,0.00480769230769231,0,0
650,NA,0.00402414486921529,0.00804828973843058,0.00804828973843058,0.0603621730382294,0.00402414486921529,0.00201207243460765,0,0,0.0120724346076459,0.00201207243460765,0,0,0,0.028169014084507,0,0.788732394366197,0,0.00201207243460765,0.0261569416498994,0.00201207243460765,0.00201207243460765,0,0,0.0261569416498994,0.00804828973843058,0.00402414486921529,0.00804828973843058,0.00402414486921529,0,0
675,NA,0.00415800415800416,0.00623700623700624,0.0311850311850312,0.079002079002079,0,0,0.00207900207900208,0,0.0145530145530146,0.00207900207900208,0,0,0.00415800415800416,0.0207900207900208,0.0103950103950104,0.733887733887734,0.00207900207900208,0.0103950103950104,0.0145530145530146,0,0.00207900207900208,0,0,0.0187110187110187,0.0166320166320166,0.00623700623700624,0.0145530145530146,0.00623700623700624,0,0
700,NA,0.00740740740740741,0,0.0271604938271605,0.148148148148148,0,0,0.0148148148148148,0,0.00987654320987654,0,0,0,0.00493827160493827,0.0123456790123457,0.00987654320987654,0.681481481481481,0,0.0148148148148148,0.0148148148148148,0.00246913580246914,0,0,0,0.0148148148148148,0.00987654320987654,0.00740740740740741,0.00740740740740741,0.00987654320987654,0.00246913580246914,0
