"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Tilia","Ulmus","Juniperus.type","Fraxinus.americana.type","Poaceae","Urticaceae","Abies.balsamea","Acer.saccharum","Castanea.dentata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Populus.balsamifera.type","Pinus.resinosa.type","Viburnum.edule","Salix.undiff.","Polygonaceae.undiff.","Taxus","Cornus","Carya.ovata","Nemopanthus.mucronatus","Asteraceae.subf..Asteroideae.undiff.","Rhamnus.alnifolia.R..frangula","Viburnum.lentago","Juglans.nigra","Saxifraga","Viburnum.opulus","Rosaceae.undiff.","Amaranthaceae","Salix.herbacea.type","Thalictrum","Saxifraga.oppositifolia.type","Acer.spicatum","Viburnum.undiff.","Sambucus","Lamiaceae","Acer.saccharinum","Saxifraga.cernua.type","cf..Sarcobatus.vermiculatus","Liliaceae","Onagraceae","Populus.deltoides.type","Caryophyllaceae","Hypericum","Fabaceae.undiff.","Shepherdia.canadensis","Polygonum.convolvulus.type","Celtis.occidentalis","Linnaea.borealis","Potentilla.palustris.type","Oxytropis.maydelliana.type","Viburnum.nudum","Prunus","Asteraceae.subf..Cichorioideae","Ranunculaceae.undiff.","cf..Oxyria.digyna","Rubiaceae","Salix.vestita.type","Viburnum.alnifolium","Brassicaceae","Armeria.maritima","Saxifragaceae.undiff."
5,93,0.0018018018018018,0.0018018018018018,0.0162162162162162,0.00540540540540541,0.0018018018018018,0.0036036036036036,0.464864864864865,0.0072072072072072,0.0018018018018018,0.0738738738738739,0.0108108108108108,0.0036036036036036,0.00540540540540541,0.00540540540540541,0.0108108108108108,0.0018018018018018,0.018018018018018,0.0126126126126126,0.00540540540540541,0.0342342342342342,0.00540540540540541,0.0216216216216216,0.0234234234234234,0.00540540540540541,0.0108108108108108,0.0018018018018018,0.0144144144144144,0.0306306306306306,0.0018018018018018,0.0036036036036036,0.0036036036036036,0.0216216216216216,0.0612612612612613,0.0072072072072072,0.0882882882882883,0.0126126126126126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,280,0,0.00379506641366224,0.0094876660341556,0.00379506641366224,0,0,0.500948766603416,0.0170777988614801,0.00189753320683112,0.0740037950664137,0.0246679316888046,0.00379506641366224,0,0,0,0,0.0170777988614801,0.0455407969639469,0.00379506641366224,0.0208728652751423,0.00569259962049336,0.0132827324478178,0.00569259962049336,0.00189753320683112,0.00569259962049336,0,0.0094876660341556,0.0170777988614801,0,0,0.00189753320683112,0.00569259962049336,0.0740037950664137,0,0.117647058823529,0.00569259962049336,0.00189753320683112,0.00189753320683112,0.00379506641366224,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,466,0,0.00594059405940594,0.0138613861386139,0.00198019801980198,0.00396039603960396,0.00396039603960396,0.471287128712871,0.00594059405940594,0.00198019801980198,0.0712871287128713,0.00594059405940594,0.00198019801980198,0.00198019801980198,0.00594059405940594,0.00594059405940594,0,0.0356435643564356,0.0178217821782178,0.00594059405940594,0.0396039603960396,0.00396039603960396,0.00396039603960396,0.0099009900990099,0.00198019801980198,0.0178217821782178,0,0.0178217821782178,0.0277227722772277,0.00198019801980198,0,0,0.0257425742574257,0.0613861386138614,0.0138613861386139,0.0792079207920792,0.0138613861386139,0,0.00198019801980198,0,0.00198019801980198,0.00198019801980198,0.00198019801980198,0.00198019801980198,0.00594059405940594,0.00396039603960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,933,0,0.00148148148148148,0.0148148148148148,0.00592592592592593,0.00296296296296296,0.00148148148148148,0.472592592592593,0.00444444444444444,0,0.112592592592593,0.0192592592592593,0.00296296296296296,0.00148148148148148,0.00444444444444444,0.00444444444444444,0.00148148148148148,0.0296296296296296,0.0251851851851852,0,0.0207407407407407,0.00592592592592593,0.0103703703703704,0.0118518518518519,0,0.00444444444444444,0,0.00888888888888889,0.0266666666666667,0.00148148148148148,0,0.00148148148148148,0.0192592592592593,0.0607407407407407,0,0.103703703703704,0.00740740740740741,0,0.00148148148148148,0,0,0,0.00296296296296296,0,0.00444444444444444,0,0.00148148148148148,0.00148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1399,0,0.0131086142322097,0.0131086142322097,0.00187265917602996,0.00187265917602996,0.00187265917602996,0.382022471910112,0.0112359550561798,0.00374531835205993,0.146067415730337,0.0243445692883895,0.00187265917602996,0,0,0.0243445692883895,0.00187265917602996,0.00749063670411985,0.0187265917602996,0.00561797752808989,0.0411985018726592,0.00374531835205993,0.0149812734082397,0.0187265917602996,0,0.00561797752808989,0,0.00561797752808989,0.0262172284644195,0,0,0.00187265917602996,0.00187265917602996,0.101123595505618,0.00374531835205993,0.102996254681648,0.00561797752808989,0,0,0,0,0,0.00187265917602996,0,0.00187265917602996,0.00187265917602996,0,0,0.00187265917602996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1834,0,0.00580270793036751,0.0290135396518375,0.00580270793036751,0.00386847195357834,0.00193423597678917,0.458413926499033,0.0135396518375242,0,0.104448742746615,0.00386847195357834,0.00193423597678917,0,0,0.00580270793036751,0,0.00580270793036751,0.0676982591876209,0,0.0174081237911025,0,0.00967117988394584,0.00193423597678917,0.00386847195357834,0.00386847195357834,0,0.0174081237911025,0.058027079303675,0,0.00193423597678917,0,0.011605415860735,0.0986460348162476,0,0.0483558994197292,0.00580270793036751,0,0.00580270793036751,0,0,0,0.00580270793036751,0,0,0,0,0,0,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1995,0.00318979266347687,0.00956937799043062,0.0111642743221691,0.00159489633173844,0.00159489633173844,0.00159489633173844,0.448165869218501,0.0175438596491228,0.00159489633173844,0.0956937799043062,0.00956937799043062,0.00159489633173844,0,0.00478468899521531,0.00797448165869218,0,0.0175438596491228,0.0271132376395534,0.00159489633173844,0.0207336523125997,0.00637958532695375,0.0111642743221691,0.0143540669856459,0.00797448165869218,0.0111642743221691,0,0.00637958532695375,0.0175438596491228,0,0,0.00159489633173844,0.00956937799043062,0.121212121212121,0.0175438596491228,0.0829346092503987,0.00478468899521531,0,0.00159489633173844,0,0,0,0,0,0.00159489633173844,0.00159489633173844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2155,0,0.0074487895716946,0.0260707635009311,0.00186219739292365,0,0.00186219739292365,0.437616387337058,0.0260707635009311,0,0.0782122905027933,0.0167597765363128,0.00558659217877095,0,0.00186219739292365,0.00558659217877095,0.00558659217877095,0.00186219739292365,0.0279329608938547,0.0037243947858473,0.0223463687150838,0.00186219739292365,0.0148975791433892,0.0037243947858473,0,0.0130353817504655,0,0.0037243947858473,0.0279329608938547,0,0,0.00186219739292365,0,0.162011173184358,0.00186219739292365,0.0875232774674116,0.0037243947858473,0,0.00186219739292365,0,0,0,0,0,0,0.00186219739292365,0,0,0,0,0.00186219739292365,0.00186219739292365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2315,0,0.00165016501650165,0.0132013201320132,0.00165016501650165,0,0.00165016501650165,0.363036303630363,0.0099009900990099,0.00165016501650165,0.107260726072607,0.0115511551155116,0.00165016501650165,0,0,0.0033003300330033,0,0.0132013201320132,0.070957095709571,0.0033003300330033,0.0412541254125413,0,0.0115511551155116,0.00165016501650165,0.00495049504950495,0.0033003300330033,0,0.0099009900990099,0.033003300330033,0,0.0033003300330033,0.00495049504950495,0.0066006600660066,0.16006600660066,0,0.0957095709570957,0.00825082508250825,0,0.00495049504950495,0,0.00165016501650165,0,0.00165016501650165,0,0,0,0,0,0,0,0,0,0.00165016501650165,0.00165016501650165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2476,0.00227531285551763,0.0068259385665529,0.0136518771331058,0.00113765642775882,0.00113765642775882,0.00113765642775882,0.351535836177474,0.0170648464163823,0.00227531285551763,0.121729237770193,0.0068259385665529,0.00227531285551763,0.00113765642775882,0.00341296928327645,0.00796359499431172,0,0.0261660978384528,0.0386803185437998,0,0.0238907849829352,0.00341296928327645,0.0170648464163823,0.0204778156996587,0,0.0113765642775882,0,0.0113765642775882,0.0261660978384528,0,0,0,0.0113765642775882,0.152445961319681,0.0068259385665529,0.0910125142207053,0.00568828213879408,0,0.00227531285551763,0,0,0,0.00341296928327645,0,0.00455062571103527,0,0,0.00113765642775882,0,0,0,0,0.00113765642775882,0.00113765642775882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
