"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Tilia","Ulmus","Juniperus.type","Fraxinus.americana.type","Poaceae","Urticaceae","Abies.balsamea","Acer.saccharum","Castanea.dentata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Populus.balsamifera.type","Pinus.resinosa.type","Viburnum.edule","Salix.undiff.","Polygonaceae.undiff.","Taxus","Cornus","Carya.ovata","Nemopanthus.mucronatus","Asteraceae.subf..Asteroideae.undiff.","Rhamnus.alnifolia.R..frangula","Viburnum.lentago","Juglans.nigra","Saxifraga","Viburnum.opulus","Rosaceae.undiff.","Amaranthaceae","Salix.herbacea.type","Thalictrum","Saxifraga.oppositifolia.type","Acer.spicatum","Viburnum.undiff.","Sambucus","Lamiaceae","Acer.saccharinum","Saxifraga.cernua.type","cf..Sarcobatus.vermiculatus","Liliaceae","Onagraceae","Populus.deltoides.type","Caryophyllaceae","Hypericum","Fabaceae.undiff.","Shepherdia.canadensis","Polygonum.convolvulus.type","Celtis.occidentalis","Linnaea.borealis","Potentilla.palustris.type","Oxytropis.maydelliana.type","Viburnum.nudum","Prunus","Asteraceae.subf..Cichorioideae","Ranunculaceae.undiff.","cf..Oxyria.digyna","Rubiaceae","Salix.vestita.type","Viburnum.alnifolium","Brassicaceae","Armeria.maritima","Saxifragaceae.undiff."
210,2540,0,0.00234192037470726,0.0117096018735363,0.00234192037470726,0.00234192037470726,0.00468384074941452,0.358313817330211,0.0257611241217799,0.00234192037470726,0.0960187353629977,0.0140515222482436,0,0.00234192037470726,0.00936768149882904,0.00468384074941452,0,0.0163934426229508,0.0562060889929742,0,0.0117096018735363,0,0.0210772833723653,0,0.00702576112412178,0.00234192037470726,0,0.0234192037470726,0.0468384074941452,0,0.00702576112412178,0.00234192037470726,0.00468384074941452,0.138173302107728,0.00234192037470726,0.0960187353629977,0.00468384074941452,0,0.0117096018735363,0,0,0,0.00468384074941452,0,0.00234192037470726,0,0,0,0,0,0,0,0,0,0.00468384074941452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2636,0,0.00522875816993464,0.0169934640522876,0.00261437908496732,0,0,0.4,0.0156862745098039,0.00261437908496732,0.0718954248366013,0.0156862745098039,0.0065359477124183,0,0.00392156862745098,0.0104575163398693,0,0.0169934640522876,0.0143790849673203,0.00130718954248366,0.0339869281045752,0.00130718954248366,0.0143790849673203,0.00784313725490196,0,0.00261437908496732,0,0.00392156862745098,0.0235294117647059,0,0,0.00130718954248366,0.00392156862745098,0.197385620915033,0.00522875816993464,0.108496732026144,0.00261437908496732,0,0,0,0,0,0.00261437908496732,0,0,0.00130718954248366,0.00130718954248366,0,0.00130718954248366,0,0,0,0,0,0,0.00130718954248366,0.00130718954248366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2796,0,0.00432276657060519,0.015850144092219,0.00432276657060519,0.00144092219020173,0,0.479827089337176,0.00720461095100865,0.00288184438040346,0.0605187319884726,0.0129682997118156,0.00432276657060519,0.00288184438040346,0.00432276657060519,0.00720461095100865,0,0.0100864553314121,0.0331412103746398,0,0.0331412103746398,0.00288184438040346,0.00864553314121038,0.0100864553314121,0.00288184438040346,0.0100864553314121,0,0.0115273775216138,0.0331412103746398,0.00144092219020173,0,0,0.00288184438040346,0.138328530259366,0.00720461095100865,0.0677233429394813,0.00576368876080692,0,0,0,0,0,0.0100864553314121,0,0,0,0,0,0,0,0,0,0.00144092219020173,0.00144092219020173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2860,0.00143266475644699,0,0.00859598853868195,0.00429799426934097,0.00143266475644699,0.00143266475644699,0.436962750716332,0.00859598853868195,0,0.0759312320916905,0.0100286532951289,0.00573065902578797,0.00429799426934097,0,0.0128939828080229,0,0.00429799426934097,0.0401146131805158,0.00286532951289398,0.0286532951289398,0,0.00716332378223496,0.0300859598853868,0,0.00859598853868195,0,0.00859598853868195,0.0214899713467049,0.00143266475644699,0.00286532951289398,0.00429799426934097,0.00716332378223496,0.189111747851003,0,0.0458452722063037,0.00286532951289398,0,0,0,0.00143266475644699,0,0.0157593123209169,0,0.00286532951289398,0,0.00143266475644699,0,0,0.00143266475644699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2957,0,0.00344827586206897,0.0189655172413793,0,0.00172413793103448,0,0.412068965517241,0.00344827586206897,0,0.053448275862069,0.0241379310344828,0.00344827586206897,0.00172413793103448,0.00517241379310345,0.00862068965517241,0.00172413793103448,0.0275862068965517,0.0293103448275862,0.00344827586206897,0.0327586206896552,0,0.0206896551724138,0.00689655172413793,0.00172413793103448,0.00344827586206897,0,0.0103448275862069,0.0293103448275862,0.00172413793103448,0,0.00344827586206897,0.0137931034482759,0.210344827586207,0.0172413793103448,0.0189655172413793,0.0103448275862069,0,0,0,0,0,0.0155172413793103,0,0,0,0.00172413793103448,0.00172413793103448,0,0,0,0,0,0.00172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,3021,0,0.00204081632653061,0.0142857142857143,0.00816326530612245,0,0.00408163265306122,0.430612244897959,0.0285714285714286,0.00204081632653061,0.0510204081632653,0.0102040816326531,0.00612244897959184,0,0.00204081632653061,0.0122448979591837,0.00204081632653061,0.0163265306122449,0.0469387755102041,0.00816326530612245,0.0306122448979592,0,0.0122448979591837,0.0142857142857143,0,0.0122448979591837,0,0.0163265306122449,0.0183673469387755,0,0,0.00204081632653061,0.0285714285714286,0.161224489795918,0.00204081632653061,0.026530612244898,0.00408163265306122,0,0,0,0,0,0.0183673469387755,0,0.00204081632653061,0.00204081632653061,0,0,0,0,0,0,0,0,0,0,0,0.00204081632653061,0.00204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,3117,0,0.0058252427184466,0.0116504854368932,0.00194174757281553,0,0,0.353398058252427,0.00970873786407767,0,0.0951456310679612,0.0174757281553398,0.00194174757281553,0.0058252427184466,0.00388349514563107,0.0058252427184466,0,0.0174757281553398,0.029126213592233,0,0.0621359223300971,0.00388349514563107,0.00388349514563107,0.00388349514563107,0.00388349514563107,0.00776699029126214,0,0.00194174757281553,0.0233009708737864,0,0,0.00194174757281553,0.00970873786407767,0.248543689320388,0.00194174757281553,0.0466019417475728,0.00776699029126214,0,0.00388349514563107,0,0,0,0.00776699029126214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194174757281553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3277,0,0,0.0179738562091503,0.00163398692810458,0,0,0.444444444444444,0.00326797385620915,0.00163398692810458,0.0751633986928105,0.0163398692810458,0,0.00163398692810458,0.00326797385620915,0.00163398692810458,0,0.00490196078431373,0.0637254901960784,0,0.0522875816993464,0.0065359477124183,0.00816993464052288,0.00490196078431373,0.00490196078431373,0.0065359477124183,0,0.00980392156862745,0.0196078431372549,0.00163398692810458,0,0,0.0179738562091503,0.191176470588235,0,0.0310457516339869,0.00326797385620915,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0.00163398692810458,0,0,0,0.00163398692810458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,3438,0.00184162062615101,0.00184162062615101,0.0147329650092081,0.00552486187845304,0.00184162062615101,0.00184162062615101,0.441988950276243,0.00736648250460405,0,0.0939226519337017,0.00552486187845304,0.00552486187845304,0,0.00184162062615101,0.0110497237569061,0,0.00920810313075507,0.0110497237569061,0.00552486187845304,0.0405156537753223,0.00184162062615101,0.0147329650092081,0,0,0,0,0,0.0276243093922652,0.00184162062615101,0.00184162062615101,0,0.00552486187845304,0.243093922651934,0,0.0294659300184162,0.00184162062615101,0,0,0.00368324125230203,0,0,0.00368324125230203,0,0,0.00184162062615101,0,0,0,0,0,0,0,0.00184162062615101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,3502,0,0.0110497237569061,0.0202578268876611,0,0,0.00184162062615101,0.453038674033149,0.0147329650092081,0.00184162062615101,0.0699815837937385,0.0110497237569061,0.00368324125230203,0.00368324125230203,0.00368324125230203,0.00184162062615101,0,0.00368324125230203,0.0386740331491713,0,0.0423572744014733,0,0.00552486187845304,0.00552486187845304,0.00184162062615101,0.00368324125230203,0,0.0110497237569061,0.0202578268876611,0,0,0,0.0257826887661142,0.202578268876611,0,0.0257826887661142,0.00368324125230203,0,0.00552486187845304,0,0,0,0.00552486187845304,0,0.00184162062615101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,3598,0,0.00461538461538462,0.0215384615384615,0,0.00307692307692308,0,0.396923076923077,0.0123076923076923,0,0.0507692307692308,0.0123076923076923,0.00461538461538462,0.00307692307692308,0,0.00153846153846154,0,0.0123076923076923,0.0615384615384615,0.00615384615384615,0.0461538461538462,0.00307692307692308,0.0246153846153846,0.00307692307692308,0.00461538461538462,0.00461538461538462,0,0.00923076923076923,0.0230769230769231,0,0.00153846153846154,0,0.0153846153846154,0.235384615384615,0,0.0215384615384615,0,0,0,0,0.00153846153846154,0,0.0107692307692308,0,0.00153846153846154,0,0,0,0.00153846153846154,0,0,0,0,0,0,0,0,0,0,0.00153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,3814,0,0,0.0185497470489039,0.00505902192242833,0,0.00168634064080944,0.492411467116358,0.00168634064080944,0,0.0286677908937605,0.00843170320404722,0.00505902192242833,0,0.00168634064080944,0.00505902192242833,0.00168634064080944,0.0118043844856661,0.0118043844856661,0.00505902192242833,0.0893760539629005,0.00505902192242833,0.0219224283305228,0,0,0.00674536256323777,0,0,0.0202360876897133,0,0,0,0.00168634064080944,0.205733558178752,0.00505902192242833,0.0252951096121417,0.00168634064080944,0,0.00168634064080944,0,0.00168634064080944,0,0.00337268128161889,0,0.00168634064080944,0.00337268128161889,0.00337268128161889,0,0,0,0,0,0,0,0,0.00168634064080944,0,0,0,0,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,4215,0,0.0020746887966805,0.0269709543568465,0,0.0020746887966805,0,0.531120331950207,0.004149377593361,0,0.0186721991701245,0.0145228215767635,0.004149377593361,0.004149377593361,0,0.00622406639004149,0.0020746887966805,0.0020746887966805,0.0145228215767635,0,0.087136929460581,0,0.024896265560166,0,0,0.0103734439834025,0,0.0020746887966805,0.0228215767634855,0.0020746887966805,0,0,0,0.132780082987552,0,0.0643153526970954,0,0.0020746887966805,0,0,0,0,0.00829875518672199,0,0.0020746887966805,0.0020746887966805,0.004149377593361,0,0,0,0,0,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,4615,0,0,0.0127272727272727,0.00363636363636364,0.00363636363636364,0,0.434545454545455,0.0109090909090909,0,0.00909090909090909,0.0127272727272727,0.00545454545454545,0.00181818181818182,0.00181818181818182,0.00909090909090909,0,0.00363636363636364,0.0545454545454545,0.0127272727272727,0.0527272727272727,0.00363636363636364,0.02,0.00727272727272727,0.00363636363636364,0.00363636363636364,0.00363636363636364,0.00363636363636364,0.00909090909090909,0,0,0.00181818181818182,0.0345454545454545,0.203636363636364,0,0.0618181818181818,0,0,0,0,0,0,0.00727272727272727,0,0,0.00363636363636364,0.00363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,4776,0,0,0.0308747855917667,0.00343053173241852,0,0.00514579759862779,0.457975986277873,0.00686106346483705,0,0.00514579759862779,0.0137221269296741,0,0.00514579759862779,0,0.00171526586620926,0,0.00514579759862779,0.0171526586620926,0.00857632933104631,0.0308747855917667,0.00514579759862779,0.0102915951972556,0.00686106346483705,0,0.00686106346483705,0,0.00686106346483705,0.0222984562607204,0,0,0.00343053173241852,0.0222984562607204,0.109777015437393,0,0.195540308747856,0.00171526586620926,0.00343053173241852,0,0,0,0,0.00686106346483705,0,0,0.00171526586620926,0,0,0,0,0,0,0.00171526586620926,0.00171526586620926,0,0,0,0,0,0,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,4937,0,0.00172711571675302,0.0172711571675302,0.00690846286701209,0,0.00172711571675302,0.431778929188256,0.00518134715025907,0.00172711571675302,0.0155440414507772,0.0224525043177893,0.0120898100172712,0.00345423143350604,0,0.0103626943005181,0,0.00690846286701209,0.0103626943005181,0.00172711571675302,0.0414507772020725,0.00172711571675302,0.0259067357512953,0,0,0.00172711571675302,0,0,0.0155440414507772,0.00172711571675302,0,0.00345423143350604,0.00345423143350604,0.139896373056995,0,0.203799654576857,0.00172711571675302,0,0,0,0,0,0.00345423143350604,0,0.00172711571675302,0.00172711571675302,0.00172711571675302,0,0,0,0.00172711571675302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,5178,0,0.00168918918918919,0.0168918918918919,0.00337837837837838,0,0.00337837837837838,0.351351351351351,0.00844594594594595,0,0.0118243243243243,0.00844594594594595,0,0.00337837837837838,0.00168918918918919,0.00168918918918919,0,0.00844594594594595,0.128378378378378,0.00168918918918919,0.0439189189189189,0,0.0185810810810811,0.00168918918918919,0,0.00506756756756757,0,0.00168918918918919,0.0135135135135135,0,0.00168918918918919,0.00168918918918919,0.0168918918918919,0.141891891891892,0,0.153716216216216,0.00506756756756757,0,0.0304054054054054,0,0,0,0.00844594594594595,0,0.00168918918918919,0.00168918918918919,0,0,0,0,0,0,0,0.00168918918918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,5419,0,0.00387596899224806,0.0213178294573643,0.00387596899224806,0.00387596899224806,0,0.317829457364341,0.00968992248062015,0.00193798449612403,0.00968992248062015,0.0135658914728682,0.00581395348837209,0.00581395348837209,0.00387596899224806,0.00193798449612403,0.00193798449612403,0.00581395348837209,0.0542635658914729,0,0.0310077519379845,0.00581395348837209,0.0135658914728682,0.00775193798449612,0,0.00775193798449612,0,0,0.0155038759689922,0,0,0.00387596899224806,0.0426356589147287,0.207364341085271,0,0.174418604651163,0.00387596899224806,0,0,0,0.00193798449612403,0,0.0135658914728682,0,0,0.00387596899224806,0.00193798449612403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,5580,0,0.00432900432900433,0.0216450216450216,0,0,0.00216450216450216,0.41991341991342,0.012987012987013,0,0.0108225108225108,0.0108225108225108,0,0.00865800865800866,0,0,0,0.00216450216450216,0.051948051948052,0,0.0606060606060606,0,0.0173160173160173,0.00216450216450216,0.00216450216450216,0.00216450216450216,0,0.00432900432900433,0.025974025974026,0,0,0,0.0108225108225108,0.0974025974025974,0,0.216450216450216,0,0,0.00432900432900433,0,0.00865800865800866,0,0,0,0,0,0,0,0,0,0,0,0,0.00216450216450216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,5741,0,0,0.015695067264574,0,0.00224215246636771,0,0.405829596412556,0.00224215246636771,0,0.00896860986547085,0.00896860986547085,0,0.00672645739910314,0,0.00224215246636771,0,0.00224215246636771,0.0269058295964126,0,0.0269058295964126,0.00448430493273543,0.00896860986547085,0,0,0,0,0.00224215246636771,0.00896860986547085,0,0.00448430493273543,0,0.00672645739910314,0.183856502242152,0,0.266816143497758,0,0,0,0,0,0,0.00224215246636771,0,0,0,0.00224215246636771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,5982,0,0.00150375939849624,0.0120300751879699,0,0,0.00451127819548872,0.338345864661654,0.00300751879699248,0,0.00902255639097744,0.0075187969924812,0,0.00150375939849624,0,0.00300751879699248,0.00150375939849624,0.00601503759398496,0.0285714285714286,0.00601503759398496,0.0315789473684211,0.00150375939849624,0.0195488721804511,0.00150375939849624,0.00150375939849624,0.00150375939849624,0,0.00300751879699248,0.0195488721804511,0.00150375939849624,0.00300751879699248,0,0.0315789473684211,0.190977443609023,0,0.24812030075188,0.00150375939849624,0,0.0075187969924812,0,0.00150375939849624,0,0.00451127819548872,0,0,0.00300751879699248,0,0,0,0,0,0,0,0.00150375939849624,0,0,0,0.00150375939849624,0,0,0,0,0.00150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
