"depth","best.age","min.age","max.age"
5,183,153,215
10,399,358,445
13,529,477,584
20,831,756,910
30,1263,1151,1379
40,1809,1683,1942
50,2468,2341,2599
60,3126,2993,3264
70,3785,3639,3935
80,4444,4281,4611
90,5103,4917,5288
100,5762,5552,5968
110,6420,6185,6646
120,7079,6820,7328
130,7738,7453,8010
140,8397,8085,8694
150,9056,8715,9377
160,9714,9346,10062
170,10373,9975,10747
180,11032,10605,11433
190,11691,11234,12119
200,12252,11838,12648
210,12813,12406,13201
220,13374,12948,13761
230,13935,13469,14329
240,14496,13975,14906
250,15058,14461,15487
260,15619,14932,16078
270,16180,15401,16688
280,16556,15756,17074
290,16780,16023,17277
300,17004,16288,17488
310,17228,16549,17703
320,17453,16810,17925
330,17677,17068,18150
340,17901,17323,18381
350,18126,17569,18611
360,18350,17807,18843
370,18574,18044,19082
380,18798,18270,19322
390,19023,18488,19562
400,19247,18702,19809
410,19471,18906,20056
413,19539,18966,20130
420,19696,19107,20306
430,19920,19301,20556
440,20144,19493,20812
450,20368,19681,21070
456,20503,19792,21225
460,20593,19866,21330
466,NA,NA,NA
