"depth","best.age","min.age","max.age"
1,10,-44,69
20,403,338,471
40,816,731,899
60,1226,1118,1326
80,1631,1501,1749
100,2031,1876,2166
120,2423,2241,2576
140,2806,2589,2987
160,3178,2921,3411
180,3543,3221,3834
200,3906,3515,4259
220,4276,3834,4709
240,4658,4136,5124
260,5060,4513,5583
280,5487,4940,6060
300,5948,5421,6554
320,6449,5953,7078
340,6997,6587,7569
360,7599,7228,8110
380,8260,7749,8758
400,8957,8300,9498
420,9640,8873,10345
440,10273,9397,11224
460,NA,NA,NA
480,NA,NA,NA
500,NA,NA,NA
520,NA,NA,NA
540,NA,NA,NA
