"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Adiantum","Alisma","Allium","Alnus.incana.type","Alnus.viridis.type","Amaranthaceae.undiff.","Ambrosia.type","Amelanchier.type","Amorpha.type","Anemone.canadensis.type","Apiaceae","Aquilapollenites","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.tribe.Cynareae","Athyrium.filix.femina","Avena.type","Avena.Triticum","Betula","Brasenia.schreberi","Brassica","Brassicaceae.undiff.","Campanula.rotundifolia.type","Carya","Caryophyllaceae.undiff.","Ceanothus","Celtis","Cephalanthus","Cerealia.undiff.","cf..Parnassia","Corylus","Cupressaceae","Cyperaceae","Dalea.candida","Dalea.purpurea.type","Dalea.undiff.","Dryopteris.type","Engelhardtia.type","Ephedra.trifurca.type","Ephedra.viridis.type","Equisetum","Ericaceae","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica","Fraxinus.undiff.","Galium","Gaura","Humulus","Huperzia.lucidula","Indeterminable","Isoëtes","Iva.annua.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Larix","Lemna","Liliaceae.undiff.","Lycopodiaceae.undiff.","Lycopus.type","Morus","Myriophyllum","Nuphar","Nymphaea","Osmunda","Ostrya.Carpinus","Parthenocissus","Pediomelum.type","Phlox","Picea","Pinaceae..vesiculate..undiff.","Pinaceae.undiff.","Pinus.edulis.type","Pinus.subg..Pinus","Pinus.subg..Strobus.undiff.","Pinus.undiff.","Plantago.major.type","Plantago.undiff.","Platanus","Poaceae.undiff.","Polygonum.amphibium","Polygonum.aviculare.type","Polygonum.bistortoides.type","Polygonum.lapathifolium.type","Populus.balsamifera.type","Populus.tremuloides.type","Potamogeton","Prunus.type","Pteridium.type","Quercus","Ranunculaceae..pericolpate.","Ranunculaceae..tricolpate..undiff.","Ranunculaceae.undiff.","Rhus","Rosaceae.undiff.","Rumex","Ruppia.maritima","Sagittaria","Salix","Salsola","Sanguisorba","Sarcobatus.vermiculatus","Secale.type","Selaginella.densa.type","Shepherdia.argentea","Shepherdia.canadensis","Sparganium.type","Sphaeralcea","Sphagnum","Stellaria","Stuckenia","Symphoricarpos.type","Thalictrum","Tidestromia.type","Tilia","Triticum.type","Tsuga","Typha.latifolia","Ulmus","Unknown","Unknown..monolete..undiff.","Unknown..trilete..undiff.","Unknown.undiff.","Urtica.type","Utricularia","Viburnum.lentago","Vitis","Xanthium","Zea.mays","Zigadenus"
1995,7247,2.5,0,0,0,0,0,0,0,5,0,28,122,0,0,0,1,0,183,47,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17.5,0,0,0,41,0,0,0,0,0,2,0,1,0,16,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
2003.3,7260,0,1,0,0,0,0,0,0,3,1,42,104,0,0,0,1,0,45,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,57,1,3,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0.5,0,0,2,2,15,0,0,0,60,0,0,0,0,0,1,0,0,0,12,0,0,0,0,1,0,2,1,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,5,0,0
2011.7,7274,0,0,0,0,0,0,0,0,9,0,61,88,0,0,0,1,0,89,17,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,4,36,0,1,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48.5,0,0,0,110,0,0,0,0,1,1,0,0,0,23,0,0,0,0,1,1,9,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0
2020,7287,0,0,0,0,0,0,0,0,1,2,40,83,0,0,0,5,0,99,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,7,1,14,0,0,0,76,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0
2024.3,7294,0,0,0,1,0,0,0,0,11,0,58,108,0,0,0,3,0,101.5,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,36.5,0,2,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,9,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,2,32.5,0,0,0,79,0,0,0,1,0,1,0,0,0,11,0,0,0,0,2,1,5,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,3,0,0
2032.8,7307,0,0,0,0,0,0,0,0,1,1,53,51,0,0,0,2,0,65,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,51,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,7,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,12,1,0,0,1,0,16,0,0,0,99,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,1,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0
2041.3,7320,0,1,0,0,0,0,0,1,2,0,38,140,0,0,0,0,0,79.5,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,3,58,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,7,1,44.5,0,0,0,91,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,1,0,0
2049.8,7334,0,1,0,0,0,0,0,0,2,0,42,81,0,0,0,1,0,108.5,27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,44,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,1,0,0,0,1,11,0,0,0,42,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,8,0,0
2058.3,7347,0,0,0,0,0,0,0,0,1,0,40,134,0,0,0,0,0,90,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,25,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,12,0,0,0,20,0,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,15,0,0
2066.8,7360,0,2,0,0,0,0,0,0,1,0,54,102,0,0,0,0,0,48,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,4,0,0,0,78,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,20.5,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,0,8,0,0
2075.3,7374,1,1,0,0,0,0,0,0,4,0,34,156,0,0,0,0,0,54,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,43,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,50,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,54,0,0,0,0,1,4,1,0,0,10,0,0,0,0,1,0,8,0,6,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,3,0,0
2083.8,7387,0,0,0,0,0,0,0,0,1,1,37,264,0,0,0,5,0,24,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,9,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5,0,0,0,0,0,3,0,0,0,32,0,0,0,0,0,4,0,0,0,10,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,0,9,0,0
2092.3,7401,0,2,0,0,0,0,0,1,3,1,92,241,0,0,0,1,0,66.5,29,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.5,3,31,1,0,0,1,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,7,0,17,16,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,3.5,1,0,0,5,0,23.5,0,0,0,59,0,5,0,0,1,3,1,0,0,10,0,0,0,0,4,0,10,0,4,0,0,3,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,13,1,0,2,0,0,0,0,0,4,0,0
2100.8,7414,0,0,0,0,0,0,0,0,2,1,54,91,0,1,0,2,0,41,108,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,5,27,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,12,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.5,0,0,0,0,0,5,0,0,0,49,0,0,0,0,1,10,3,0,0,2,0,0,0,0,0,2,6,0,1,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0
2109.4,7427,0,2,0,0,0,0,0,0,1,0,46,136,0,0,0,4,0,21,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,37,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,10,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,2.5,1,0,0,1,0,43,0,0,0,37,0,14,0,0,1,5,2,0,0,5,0,0,0,0,4,0,3.5,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,0,0,0,0,2,0,0
2117.9,7441,0,1,0,0,0,0,0,0,1,0,67,101,0,0,0,1,0,85,14,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,6.5,0,0,0,84,0,0,0,0,1,3,4,0,0,7,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,7,0,0,0,0,0,3,0,0
2120,7444,0,0,0,0,0,0,0,0,0,0,43,75,0,0,0,1,0,64,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,5,51,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,2,21.5,0,0,0,100,0,0,0,2,0,0,1,0,0,11,0,0,0,0,1,1,6.5,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0
2128.8,7458,0.5,2.5,0,0,0,1,0,0,3,0,46,96,0,0,0,1,3,12.5,25,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,10,66,0,3,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,22,5,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,13,0,0,0,0,0,8.5,0,0,0,79,0,0,0,0,1,22,5,0,0,10,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,0,13,7,0,0,0,0,4,0,0
2137.6,7472,0,0,0,0,0,0,0,0,1.5,1,62,207,0,0,0,1,0,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,27.5,0,0,0,35,0,0,0,1,0,4,0,0,0,10,0,0,0,1,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0
2146.4,7486,1,0,0,0,0,0,0,0,2,0,65,95,0,0,0,0,0,67,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,65,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.5,0,1,0,2,0,12,0,0,0,100,0,0,0,0,0,1,1,0,0,10,0,0,0,0,1,1,0,0,5,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,2,0,0
2155.2,7500,2,3,0,0,0,0,0,0,3,0,46,154,0,0,0,0,0,71.5,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,1,33,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.5,0,0,0,0,0,18,0,0,0,86,0,0,0,0,0,0,1,0,0,10,0,0,0,0,2,1,1,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
2164,7564,0,4.5,0,0,0,0,0,0,3,0,11,150,0,0,0,0,0,51,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,58,0,4,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,5,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,2.5,0,0,0,70,0,0,0,0,1,2,1,0,0,22,0,0,1,0,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,10,0,0
2172.7,7644,0,1,0,0,0,0,0,0,6,2,52,72,0,0,0,0,0,50,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,21,0,0,0,113,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,1,0,0
2181.5,7725,0,3,0,0,0,0,0,0,3,0,28,64,0,1,0,0,0,72,10,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,56,1,6,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,21,0,0,0,0,0,5.5,0,0,0,138,0,0,0,0,0,1,2,0,0,7,0,0,0,0,3,0,3,3,4,0,0,5,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,0,0
2190.3,7806,0,1,0,0,0,0,0,0,3,0,40,42,0,0,0,0,0,58,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,54,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1.5,0,0,0,5,0,34,0,0,0,101,0,0,0,0,2,3,0,0,0,29,1,0,0,0,0,0,2,0,4,0,0,5,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,0
2199.1,7887,1,1,0,0,0,0,0,0,0,0,30,321.5,0,0,0,0,0,19,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,16.5,0,0,0,44,0,0,0,0,0,4,0,0,0,44.5,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,5,0,0,0,0,0,8,0,0
2207.9,7968,0,0,0,1,0,0,0,0,2,0,45,107,0,0,0,2,0,124,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,62,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,1,19,0,0,0,90,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0
2216.7,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,8079,0,0,0,1,0,0,0,0,3,0,34,43,0,0,0,0,0,81,10,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,37,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,20.5,0,0,0,103,0,0,0,0,1,0,3,0,0,57,0,1,0,0,1,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,2,0,0,0
2224.4,8120,1,2,0,1,0,0,0,0,0,0,25,216,0,0,0,0,0,51,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,23,0,0,0,60,0,0,0,0,2,1,0,0,0,47,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,2,0,0,0
2228.9,8263,0,0,0,0,0,0,0,0,5,0,67.5,137,0,0,0,1,0,96,13,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5,0,0,0,126,1,0,0,0,0,5,0,0,0,59,2,0,0,0,0,1,0,0,11,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0
2233.3,8406,0,0,0,2,0,0,0,0,4,0,59,98,0,0,0,0,0,138,14,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6,41,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,1,40.5,0,0,0,148,0,0,0,0,0,1,0,0,0,22,0,0,0,0,4,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,1,0,1,0,0,0,0,0,0,0,0
2237.8,8551,0,2,0,0,0,0,0,0,1,2,17,332,0,0,0,0,0,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.5,0,0,0,62,0,0,0,0,0,2,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,4,0,0,0,0,0,2,0,0
2242.2,8694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246.7,8840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251.1,8982,1,0,0,0,0,0,0,0,0,0,49,453,0,0,0,0,0,135,25,1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,4,1,23,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,3,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,1,0,25.5,0,0,0,59,0,0,0,0,0,0,1,0,0,35,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2255.6,9128,0,4,0,0,0,0,0,0,1,2,24,16,0,0,0,0,0,61,8,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,40,0,0,0,0,0,1,0,0,0,2,0,0,4,1,0,0,0,1,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,39,0,0,2,120,0,0,0,0,0,3,1,0,0,35,0,1,0,0,2,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
2260,9273,0,1,0,0,0,0,0,0,0,0,29,38,0,0,0,0,0,80,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,8,51,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.5,0,0,0,1,1,24,0,0,0,107,0,0,0,0,1,0,0,0,0,21,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2264.4,9417,0,1,0,0,0,0,0,0,2,0,44,41,0,1,0,1,0,67,9,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,2,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2.5,0,0,0,0,1,28.5,0,0,1,106,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,3,0,9,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0
2268.9,9565,0,0,0,0,0,0,0,0,5,0,24,85,0,0,0,0,0,106,5,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,8,1,69,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,2,23.5,0,0,0,94,0,0,0,0,1,4,0,0,0,18,0,1,0,0,1,0,1,0,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
2273.3,9709,0,1,0,0,2,0,0,0,0,0,23,158.5,0,1,0,0,0,160.5,8,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,57,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,13,1,27.5,0,1,0,125,0,0,0,0,1,4,0,0,0,33,0,0,0,2,2,0,6,0,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,15,2,0,1,0,0,0,0,0,4,0,0
2277.8,9857,1,0,0,0,0,0,0,0,1,1,112,85,0,0,0,1,0,171,11,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9.5,1,0,0,4,1,17,0,0,0,38,0,0,0,0,0,0,0,1,0,12,1,0,0,3,1,0,1,0,23,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,2,1,0,0,0,0,1,0,0
2282.2,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
