"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Adiantum","Alisma","Allium","Alnus.incana.type","Alnus.viridis.type","Amaranthaceae.undiff.","Ambrosia.type","Amelanchier.type","Amorpha.type","Anemone.canadensis.type","Apiaceae","Aquilapollenites","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.tribe.Cynareae","Athyrium.filix.femina","Avena.type","Avena.Triticum","Betula","Brasenia.schreberi","Brassica","Brassicaceae.undiff.","Campanula.rotundifolia.type","Carya","Caryophyllaceae.undiff.","Ceanothus","Celtis","Cephalanthus","Cerealia.undiff.","cf..Parnassia","Corylus","Cupressaceae","Cyperaceae","Dalea.candida","Dalea.purpurea.type","Dalea.undiff.","Dryopteris.type","Engelhardtia.type","Ephedra.trifurca.type","Ephedra.viridis.type","Equisetum","Ericaceae","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica","Fraxinus.undiff.","Galium","Gaura","Humulus","Huperzia.lucidula","Indeterminable","Isoëtes","Iva.annua.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Larix","Lemna","Liliaceae.undiff.","Lycopodiaceae.undiff.","Lycopus.type","Morus","Myriophyllum","Nuphar","Nymphaea","Osmunda","Ostrya.Carpinus","Parthenocissus","Pediomelum.type","Phlox","Picea","Pinaceae..vesiculate..undiff.","Pinaceae.undiff.","Pinus.edulis.type","Pinus.subg..Pinus","Pinus.subg..Strobus.undiff.","Pinus.undiff.","Plantago.major.type","Plantago.undiff.","Platanus","Poaceae.undiff.","Polygonum.amphibium","Polygonum.aviculare.type","Polygonum.bistortoides.type","Polygonum.lapathifolium.type","Populus.balsamifera.type","Populus.tremuloides.type","Potamogeton","Prunus.type","Pteridium.type","Quercus","Ranunculaceae..pericolpate.","Ranunculaceae..tricolpate..undiff.","Ranunculaceae.undiff.","Rhus","Rosaceae.undiff.","Rumex","Ruppia.maritima","Sagittaria","Salix","Salsola","Sanguisorba","Sarcobatus.vermiculatus","Secale.type","Selaginella.densa.type","Shepherdia.argentea","Shepherdia.canadensis","Sparganium.type","Sphaeralcea","Sphagnum","Stellaria","Stuckenia","Symphoricarpos.type","Thalictrum","Tidestromia.type","Tilia","Triticum.type","Tsuga","Typha.latifolia","Ulmus","Unknown","Unknown..monolete..undiff.","Unknown..trilete..undiff.","Unknown.undiff.","Urtica.type","Utricularia","Viburnum.lentago","Vitis","Xanthium","Zea.mays","Zigadenus"
2286.7,10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291.1,10294,2.5,1,0,0,1,0,0,0,4,0,39.5,18,0,1,0,0,0,90,3,0,0,0,0,0,4.5,0,0,1,0,3,0,0,0,0,0,0,2,3,76,0,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,20.5,3,0,0,4,3,36,0,0,0,159,0,0,0,0,4,6,0,0,0,21,0,0,0,0,0,0,5.5,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,29,0,0,2,0,0,0,0,0,0,0,0
2295.6,10441,0,1.5,0,0,0,0,0,0,3,0,26,12,0,0,0,1,0,63.5,5,0,0,0,0,0,6,0,0,1,0,2,0,0,0,0,0,0,5,4,51,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9.5,1,0,0,2,0,26.5,0,0,0,113,0,0,0,0,0,4,1,0,0,17,0,0,0,0,2,0,3,0,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0
2300,10586,2,1,0,0,0,0,0,0,10,0,27,26,0,1,0,1,0,91,15,0,0,0,0,0,18,0,0,2,0,0,0,0,1,0,0,0,20,4,89,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,14,2,0,0,3,1,47,0,0,0,241.5,0,0,0,0,1,4,0,0,0,22,0,1,0,0,5,0,2,0,16,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,72,0,0,3,0,0,0,0,0,0,0,0
2304.4,10730,0,0,0,0,2,0,0,0,2,0,13,13,0,0,0,0,0,83,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,5,55,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,3,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,26,0,0,0,99,0,0,0,0,1,3,1,0,0,29,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,42,0,0,2,0,0,0,0,0,0,0,0
2308.9,10880,1,2,0,0,1,0,0,0,3,0,10,13,0,0,0,0,0,54.5,8,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,14,5,41.5,1,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,2,0,0,2,0,20.5,0,0,0,95,0,0,0,0,2,0,0,0,1,10,0,0,0,0,6,0,4.5,0,20,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,2,53,0,0,2,0,0,0,0,0,0,0,0
2313.3,11047,0,1,0,0,1,0,0,0,3,0,18,15,0,1,0,0,0,67,3,0,0,0,0,0,28,0,0,0,0,6,0,0,0,0,0,0,20,6,65,1,0,0,1,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,13,3,0,0,0,0,46.5,0,0,0,129,0,0,0,0,0,4,0,0,1,37,0,0,0,0,2,0,1,0,22,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,55,0,0,1,0,0,0,0,0,3,0,0
2317.8,11218,1,0,0,0,0,0,0,0,0,0,20,27,0,0,0,0,0,38,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,1,58,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,23.5,0,0,0,0,2,38,0,0,0,106,0,1,0,0,1,3,0,0,0,31,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,0,0,2,0,0,0,0,1,0,0,0
2320,11301,0,0,0,0,0,0,0,0,7,0,11,14,0,1,0,0,0,31,3,1,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,18,6,53,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,25,0.5,0,0,0,1,27,0,0,0,61,0,0,0,0,6,6,1,0,3,28,0,0,0,0,5,1,1,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,42,0,0,3,0,0,0,0,0,2,0,0
2324,11453,1.5,1,0,0,2,0,0,0,9,1,7,7,0,0,0,0,0,30,9,0,0,0,0,0,35,0,0,0,0,0,0,0,2,0,0,0,25,3,62,0,0,0,11,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,27,2,0,0,5,1,41.5,0,0,0,62,0,0,0,0,19,4,0,0,0,28,0,0,0,0,2,0,0,0,14,0,0,1,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,10,46,0,0,4,1,0,0,0,0,0,0,0
2328,11605,2,0,0,0,1,0,0,0,4,0,14,20,0,0,0,0,0,43,8,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,3,7,57,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,30.5,0,0,0,0,2,49.5,0,0,0,56,0,0,0,0,18,20,0,0,0,46,0,0,0,0,4,0,0,0,25,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,1,21,0,0,3,0,0,0,0,1,0,0,0
2332,11759,6.5,5,0,0,1,0,0,0,15,1,9,8,0,0,0,0,0,46,7,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,9,8,89,0,2.5,0,2,0,0,0,3,0,0,0,0,23,0,0,0,0,0,0,13,0,1,0,0,0,0,4,0,1,0,2,0,0,0,0,0,14,0,0,0,83.5,6.5,0,0,2,0,19.5,0,0,1,80,0,0,0,0,10,6,0,0,0,15,0,0,0,0,3,0,0,1,38,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,3,0,0,1,0,0,1,0,0
2336,11912,3,2,0,0,0,0,0,0,11,0,5,6,0,0,0,0,1,21,3,0,0,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0,9,3,57,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,79.5,1.5,0,0,0,0,13.5,0,0,1,68,0,0,0,0,5,11,0,0,0,10,0,0,0,0,2,0,0,0,16,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,6.5,20,0,0,2,0,0,0,0,0,2,0,0
2340,12066,1,2,0,0,0,0,0,0,6,0,10,4,0,0,0,0,0,29,8,1,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0,0,7,7,42,0,0,0,0,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,12,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,163,0.5,0,0,0,0,5.5,0,0,0,71,0,0,0.5,0,17,12,2,0,0,14,0,0,0,0,3,0,0,0,13,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,15,1,0,1,0,0,0,0,0,0,0,0
2344,12219,0,0,0,0,0,0,0,0,7,0,5,7,0,0,0,0,0,44,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,2,54,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,250,0,0,0,0,0,9.5,0,0,0,20,0,0,0,0,8,13,0,0,0,11,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,2,10,0,0,1,0,0,0,0,0,0,0,0
2348,12373,0,0,0,0,0,0,0,0,7,0,4,7,1,0,0,0,0,48,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,9,74,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,152.5,1,0,0,0,0,5,0,0,0,43,0,0,0,0,58,2,0,0,0,11,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,1,4,0,1,2,0,0,0,0,0,0,0,0
2352,12527,8.5,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,59.5,6,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,5,15,55,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,31.5,0,0,0,1,0,0,0,0,0,5,0,0,0,335,11.5,0,0,0,0,13,0,0,0,35,0,0,0,0,13,2,1,0,0,6,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0
2356,12680,2.5,1,0,0,0,0,0,0,11,0,9,4,0,0,0,0,0,40,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,19,84,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,1,0,0,0,0,0,1,0,4,0,0,0,152.5,1.5,0,0,1,1,6,0,0,0,38,0,0,0,0,23,5,1,0,0,5,0,0,0,0,2.5,0,1,0,30,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,6,3,0,0,4,0,0,0,0,0,2,0,0
2360,12751,2,0,0,1,2,0,0,0,3,0,9,2,0,0,0,0,0,48,7,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,14,123,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,14,0,0,0,0,1,0,14,0,0,0,0,0,0,1,2,0,2,0,0,0,237.5,0,0,0,0,0,11,0,0,0,40,0,0,0,0,6,12,1,0,0,8,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,2,1,0,0,0,0,0,0,0
2364,12810,3,1,0,0,0,0,0,0,6,0,9,7,0,0,0,0,0,66,7,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,5,18,125,1,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,1,0,0,0,0,27.5,0,0,0,2,0,0,0,0,0,2,0,0,0,489.5,1,0,0,0,0,7,0,0,0,58,0,0,0,0,9,0,1,0,0,4,0,0,0,0,1,0,0,0,16,0,0,1,0,0,0,10,2,0,0,0,0,0,3,0,0,0,0,6,7,0,0,1,0,0,0,0,0,0,0,0
2368,12870,1,1,0,0,0,0,0,0,5,1,8,7,0,0,0,0,0,64,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,10,75.5,0,0,0,2,0,0,0,1,1,0,0,0,11,0,0,0,0,1,0,3,0,0,1,0,0,0,22,0,1,0,0,0,0,0,0,0,2,0,0,0,266,3,0,0,0,0,8,0,0,0,33,0,0,0,0,10,2,2,1,0,2,0,0,0,0,3,0,0,0,36,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,3,6,0,0,1,2,0,0,0,0,1,0,0
2372,12929,1.5,0,0,0,0,0,1,0,2,1,23,6,0,0,0,0,0,66,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,9,71,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,2,0,0,0,0,0,0,14,0,0,0,1,0,0,1,0,0,9,0,0,0,329.5,1,0,0,0,0,10,0,0,0,29,0,0,0,0,7,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,4,5,0,0,0,1,0,0,0,0,1,0,0
2376,12988,0,0,0,0,0,0,0,0,3,0,21,29,0,0,0,0,1,52,4,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,5,31,74,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,3,0,13,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,567,0,0,0,0,2,9,0,0,0,32,0,0,0,0,12,10,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,3,0,0,2,2,0,0,0,0,0,0,0
2380,13047,3,0,0,1,0,0,0,1,0,0,2,6,0,0,0,0,0,18,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,67,0,0,0,2,0,0,0,5,0,0,0,0,18,2,1,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,245.5,0,0,0,0,0,8.5,0,0,0,12,0,0,0,0,9,3,1,0,0,7,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
2384,13107,0,0,0,0,0,0,0,0,2,0,8,11,2,0,0,0,0,30,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,56,0,0,0,3,0,0,0,3,0,0,0,0,32,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,347.5,0,0,0,0,0,3.5,0,0,0,16,0,0,0,0,12,2,1,0,0,4,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,3,0,0,0,0,1,0,0
2388,13166,1,0,0,0,0,0,0,0,1,0,1,17,0,0,0,0,0,26,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,80,0,0,0,1,0,0,0,4,0,0,0,0,14,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,316.5,0,0,0,0,0,3,0,0,0,15,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,0,0,2,3,0,0,0,0,0,0,0
2392,13225,3,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,19,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,82,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,313.5,0,0,0,0,1,8.5,0,0,0,15,0,0,0,0,0,8,3,0,0,6,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,2,3,2,11,16,0,0,0,0,0,0,0
2396,13285,0,0,0,0,0,1.5,0,0,0,0,4,9,0,1,0,0,2,27,2,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,54,0,0,0,4,0,0,0,3,0,0,0,0,24,2,0,0,0,0,0,16,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,6,0,0,0,146.5,1,0,0,0,0,4,0,0,0,42,0,0,0,0,5,9,1,0,0,7,0,0,0,0,3,0,0,1,9,0,1,0,0,0,2,2,1,0,2,0,0,0,3,0,0,0,0,2,3,6,3,21,5,0,0,0,0,2,0,0
2400,13344,0.5,2,0,0,0,0,0,0,2,0,5,9,0,0,0,1,4,20,5,0,0,1,0,0,7,0,0,0.5,0,2,0,0,0,0,0,0,0,39,62,0,0,0,3,0,0,0,2,0,0,2,0,3,0,0,0,0,2,0,23,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,0,0,0,121.5,0.5,0,0,0,0,11.5,0,1,0,35,0,0,0,0,5,4,1,0,0,9,0,0,0,0,5,0,0,2,4,0,0,2,0,0,1,2,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,23,6,0,0,0,0,1,0,0
2404,13403,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,5,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,105.5,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,41,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,51.5,0.5,0,0,0,0,6.5,0,0,0,19,0,0,0,0,8,22,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,0,0,0,0,0,3,4,0,32,25.5,0,0,0,0,0,0,0
2408,13462,1,1,0,0,0,0,0,0,2,0,2,7,0,1,0,0,3,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,9,97,0,0,0,1,0,0,0,0,1,0,0,0,15,2,0,0,0,1,0,16,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,174.5,1,0,0,0,0,8.5,0,0,1,15,0,0,0,0,8,23,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,2,1,35,28,0,0,0,1,0,0,0
2416,13581,0,0,0,0,0,0,0,0,0,1,4,7,0,0,0,0,9,27,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,3,84,0,0,0,3,1,0,0,0,0,0,0,0,5,1,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,170.5,0,0,0,0,0,8.5,0,0,0,20,0,0,0,0,8,20,0,0,0,4,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,33,9,0,0,0,0,0,0,0
2424,13624,1.5,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,7,35,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,2,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160,3,0,0,0,0,18,0,0,0,12,0,0,0,0,11,11,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,26,8,0,0,0,1,0,0,0
2436,13650,2.5,1,0,0,0,0,0,0,1,0,4,10,0,0,0,0,2,13,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,2,73.5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,98,3,0,0,0,0,8,0,1,0,9,0,0,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,35,9,0,0,0,0,0,0,0
2444,NA,2,1,0,0,0,0,0,0,1,0,4,13,0,0,0,0,3,41,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,2,72,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,179,3,0,0,0,0,16,0,1,0,28,0,0,0,0,7,7,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,35,12,0,0,0,0,1,0,0
