"depth","best.age","min.age","max.age"
0,-28,-59,3
10,322,289,356
20,673,631,717
30,1023,969,1083
40,1374,1302,1448
50,1724,1634,1813
60,2074,1968,2200
70,2425,2302,2574
80,2775,2636,2948
100,3476,3302,3693
120,4016,3830,4246
140,4393,4220,4607
160,4771,4605,4963
180,5149,4993,5300
220,5905,5761,6045
240,6283,6141,6420
260,6661,6519,6796
280,7039,6892,7173
300,7417,7262,7550
320,7795,7628,7928
340,8173,7985,8308
360,8551,8340,8689
380,8929,8698,9071
400,9307,9057,9458
420,9917,9723,10061
440,10606,10440,10762
460,11294,11128,11473
480,11982,11792,12189
500,12670,12441,12918
502,12739,12506,12992
