"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.undiff.","Ambrosia.type","Artemisia","Betula","Castanea","Amaranthaceae.undiff.","Corylus","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.undiff.","Juglans.nigra","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Pinus.undiff.","Platanus","Quercus","Ranunculaceae.undiff.","Rumex","Salix","Taxus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Alnus.viridis","Juniperus.Thuja","Myrica","Populus","Poaceae","Plantago","Rosaceae","Ilex.Nemopanthus","Pinus.strobus","Ericales","Carya","Juglans.cinerea","Tilia","Achillea.type","Shepherdia.canadensis","Liquidambar","Thalictrum","Caryophyllaceae","Sarcobatus.vermiculatus","Apiaceae","Brassicaceae","Ephedra","Rubiaceae.undiff.","Fabaceae","Cephalanthus","Celtis","Cornus","Lamiaceae"
780,113,0.00711382113821138,0.0345528455284553,0.0040650406504065,0.0558943089430894,0.00101626016260163,0.348577235772358,0.00101626016260163,0.00609756097560976,0.00101626016260163,0.008130081300813,0.0365853658536585,0.00508130081300813,0.008130081300813,0.00101626016260163,0.0111788617886179,0.00101626016260163,0.0182926829268293,0.00914634146341463,0.117886178861789,0.00101626016260163,0.0833333333333333,0.00101626016260163,0.0121951219512195,0.00508130081300813,0.00101626016260163,0.0579268292682927,0.00203252032520325,0.0132113821138211,0.0213414634146341,0.00101626016260163,0.008130081300813,0.00101626016260163,0.0111788617886179,0.0304878048780488,0.00203252032520325,0.00101626016260163,0.00101626016260163,0.0691056910569106,0.00101626016260163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,245,0.00589970501474926,0.0432645034414946,0.0088495575221239,0.0806293018682399,0.0108161258603736,0.290068829891839,0,0.00491642084562439,0.000983284169124877,0.00983284169124877,0.0580137659783677,0.00983284169124877,0.00786627335299902,0,0.00589970501474926,0,0.023598820058997,0.0108161258603736,0.119960668633235,0.00294985250737463,0.0550639134709931,0.000983284169124877,0.0137659783677483,0.00294985250737463,0,0.0452310717797443,0.00294985250737463,0.015732546705998,0.0314650934119961,0,0.00589970501474926,0.00393313667649951,0.000983284169124877,0.0521140609636185,0.00196656833824975,0,0,0.0678466076696165,0,0.000983284169124877,0.000983284169124877,0.00196656833824975,0.000983284169124877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,378,0.00578592092574735,0.0327868852459016,0.00192864030858245,0,0.0038572806171649,0.337512054001929,0.000964320154291225,0.000964320154291225,0.00289296046287367,0.00482160077145612,0.0212150433944069,0.0077145612343298,0.0038572806171649,0,0.00289296046287367,0,0.0212150433944069,0.0125361620057859,0.0916104146576663,0.00482160077145612,0.0578592092574735,0,0,0,0.000964320154291225,0.108003857280617,0.00192864030858245,0.0183220829315333,0.0221793635486982,0,0.00578592092574735,0.000964320154291225,0.00192864030858245,0.00289296046287367,0,0,0,0.212150433944069,0,0.00192864030858245,0.00192864030858245,0.00482160077145612,0,0.000964320154291225,0,0,0,0,0,0,0,0,0,0,0,0,0
804,512,0.012037037037037,0.0194444444444444,0.00555555555555556,0.00740740740740741,0.00462962962962963,0.30462962962963,0,0,0,0.00833333333333333,0.0351851851851852,0.00925925925925926,0.00277777777777778,0.000925925925925926,0.00185185185185185,0,0.0314814814814815,0.0185185185185185,0.123148148148148,0.00555555555555556,0.0675925925925926,0.000925925925925926,0,0,0.00185185185185185,0.101851851851852,0.000925925925925926,0.037037037037037,0.0287037037037037,0,0.0037037037037037,0,0.00185185185185185,0,0,0.000925925925925926,0.00185185185185185,0.141666666666667,0,0.00185185185185185,0.0037037037037037,0.0138888888888889,0,0,0.000925925925925926,0,0,0,0,0,0,0,0,0,0,0,0
812,647,0.00266666666666667,0.0533333333333333,0.0106666666666667,0.00177777777777778,0.00533333333333333,0.260444444444444,0.000888888888888889,0.000888888888888889,0,0.00266666666666667,0.103111111111111,0.0186666666666667,0.00533333333333333,0.000888888888888889,0.00266666666666667,0,0.0195555555555556,0.00711111111111111,0.0808888888888889,0.00266666666666667,0.0568888888888889,0,0,0,0,0.211555555555556,0.000888888888888889,0.0346666666666667,0.0177777777777778,0,0.00711111111111111,0.000888888888888889,0.00266666666666667,0.00177777777777778,0,0,0.000888888888888889,0.0746666666666667,0,0.00533333333333333,0.00177777777777778,0.00355555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,783,0.00371057513914657,0.0584415584415584,0.000927643784786642,0.00371057513914657,0.00185528756957328,0.222634508348794,0,0,0,0.00556586270871985,0.0992578849721707,0.00927643784786642,0.000927643784786642,0,0.00371057513914657,0,0.0102040816326531,0.00927643784786642,0.0871985157699443,0.00278293135435993,0.0454545454545455,0,0,0.00185528756957328,0.00278293135435993,0.2569573283859,0,0.0426716141001855,0.0102040816326531,0,0.00463821892393321,0,0.000927643784786642,0.00278293135435993,0,0,0.000927643784786642,0.103896103896104,0,0.00185528756957328,0.000927643784786642,0.00371057513914657,0,0,0,0.000927643784786642,0,0,0,0,0,0,0,0,0,0,0
828,921,0.00292682926829268,0.048780487804878,0.0048780487804878,0.00195121951219512,0.00390243902439024,0.193170731707317,0,0.00097560975609756,0.00195121951219512,0.0097560975609756,0.140487804878049,0.0107317073170732,0.0048780487804878,0,0.00195121951219512,0,0.0146341463414634,0.0048780487804878,0.0936585365853659,0.00292682926829268,0.0439024390243902,0,0,0.00195121951219512,0.00292682926829268,0.266341463414634,0.00195121951219512,0.0292682926829268,0.0136585365853659,0,0.0136585365853659,0,0,0.00195121951219512,0,0,0,0.0770731707317073,0,0.00390243902439024,0.00097560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,1060,0.0072202166064982,0.0604693140794224,0.00902527075812274,0.00180505415162455,0.00270758122743682,0.216606498194946,0,0.000902527075812274,0,0.01985559566787,0.171480144404332,0.00902527075812274,0.000902527075812274,0,0.0036101083032491,0,0.0171480144404332,0.0135379061371841,0.111913357400722,0.00180505415162455,0.0523465703971119,0,0,0,0.00541516245487365,0.155234657039711,0.0036101083032491,0.0297833935018051,0.0117328519855596,0,0.00812274368231047,0.000902527075812274,0.000902527075812274,0.00180505415162455,0,0,0.000902527075812274,0.0685920577617329,0.000902527075812274,0.00541516245487365,0.000902527075812274,0.0036101083032491,0,0.000902527075812274,0,0.000902527075812274,0,0,0,0,0,0,0,0,0,0,0
844,1201,0.00364963503649635,0.0538321167883212,0.00912408759124088,0.00182481751824818,0.00364963503649635,0.247262773722628,0,0.000912408759124088,0,0.00456204379562044,0.158759124087591,0.0072992700729927,0.00364963503649635,0,0.000912408759124088,0,0.0155109489051095,0.0118613138686131,0.118613138686131,0.00638686131386861,0.0301094890510949,0,0,0,0.000912408759124088,0.194343065693431,0.00182481751824818,0.0246350364963504,0.0118613138686131,0,0.00456204379562044,0,0.000912408759124088,0.00182481751824818,0,0.000912408759124088,0,0.072992700729927,0,0.00273722627737226,0,0.00364963503649635,0,0,0,0,0.000912408759124088,0,0,0,0,0,0,0,0,0,0
852,1342,0.00423280423280423,0.0687830687830688,0.00423280423280423,0.00423280423280423,0.00423280423280423,0.278306878306878,0,0,0.00211640211640212,0.00846560846560847,0.123809523809524,0.00634920634920635,0.00952380952380952,0,0,0,0.0253968253968254,0.00952380952380952,0.0751322751322751,0.00423280423280423,0.0465608465608466,0,0,0,0.00317460317460317,0.13015873015873,0.00317460317460317,0.053968253968254,0.0126984126984127,0,0.00529100529100529,0,0.00211640211640212,0.00423280423280423,0,0,0,0.100529100529101,0,0.00105820105820106,0.00105820105820106,0.00634920634920635,0,0.00105820105820106,0,0,0,0,0,0,0,0,0,0,0,0,0
860,1485,0.00344234079173838,0.0524956970740103,0.00258175559380379,0,0.00344234079173838,0.305507745266781,0,0.000860585197934596,0.000860585197934596,0.00344234079173838,0.115318416523236,0.0111876075731497,0.00774526678141136,0,0,0,0.0111876075731497,0.00602409638554217,0.0791738382099828,0.00602409638554217,0.0524956970740103,0,0,0.000860585197934596,0.00344234079173838,0.188468158347676,0,0.0327022375215146,0.00688468158347676,0,0.00774526678141136,0,0.00172117039586919,0.00430292598967298,0,0,0,0.0748709122203098,0.000860585197934596,0.00602409638554217,0.00258175559380379,0.00602409638554217,0,0,0,0.000860585197934596,0,0.000860585197934596,0,0,0,0,0,0,0,0,0
