"sample.depths","sample.ages","Artemisia","Betula","Carya","Cyperaceae","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Poaceae.undiff.","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Ambrosia","Juniperus.type","Myrica","Populus","Amaranthaceae","Viburnum","Cerealia","Plantago","Rosaceae","Juglans.cinerea.type","Juglans.nigra.type","Pinus.banksiana.P..resinosa","Other.herbs","Iva.annua.type","Corylus","Fagus","Liquidambar","Nyssa","Rhus","Tilia","Celtis","Picea","Tsuga","Vitis","Acer","Rhamnus","Abies","Cornus","Ceanothus","Castanea","Pinus.strobus","Cephalanthus","Morus","Larix","Shepherdia.canadensis","Ericaceae","Ilex"
672,-9,0.00353356890459364,0.00353356890459364,0.0247349823321555,0.0176678445229682,0.0106007067137809,0.0282685512367491,0.11660777385159,0.0141342756183746,0.0106007067137809,0.00706713780918728,0.162544169611307,0.0318021201413428,0.00706713780918728,0.03886925795053,0.0212014134275618,0.00353356890459364,0.420494699646643,0.00353356890459364,0.00353356890459364,0.00706713780918728,0.00706713780918728,0.00353356890459364,0.00353356890459364,0.0106007067137809,0.0106007067137809,0.00706713780918728,0.0141342756183746,0.00353356890459364,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,236,0,0.00305810397553517,0.0672782874617737,0.018348623853211,0.00305810397553517,0.0336391437308868,0.018348623853211,0.0214067278287462,0.00305810397553517,0.0091743119266055,0.654434250764526,0.00611620795107034,0.0091743119266055,0.0397553516819572,0.00305810397553517,0,0.0428134556574924,0,0,0,0,0.00305810397553517,0,0,0.00305810397553517,0.00611620795107034,0.00305810397553517,0,0.00305810397553517,0.00305810397553517,0.0122324159021407,0.018348623853211,0.00305810397553517,0.00611620795107034,0.00305810397553517,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,532,0.0028328611898017,0.0056657223796034,0.0453257790368272,0.028328611898017,0.0169971671388102,0.0226628895184136,0.0424929178470255,0.0198300283286119,0.0056657223796034,0.0311614730878187,0.575070821529745,0.0028328611898017,0.0509915014164306,0.0226628895184136,0.0028328611898017,0,0.0254957507082153,0,0,0.0056657223796034,0,0,0,0,0.0028328611898017,0.0084985835694051,0.0028328611898017,0.0141643059490085,0.0084985835694051,0,0,0.028328611898017,0,0,0,0,0.0056657223796034,0.0056657223796034,0.0028328611898017,0.0028328611898017,0.0084985835694051,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0
948,827,0.00293255131964809,0.00586510263929619,0.105571847507331,0.0410557184750733,0.00879765395894428,0.0263929618768328,0.0351906158357771,0.032258064516129,0.0234604105571848,0.0117302052785924,0.483870967741935,0.00293255131964809,0.0557184750733138,0.0175953079178886,0,0.00293255131964809,0.0293255131964809,0,0,0.00879765395894428,0.00586510263929619,0,0,0,0.00293255131964809,0.00879765395894428,0.00293255131964809,0,0.00879765395894428,0,0.00293255131964809,0.0469208211143695,0,0.00586510263929619,0.00293255131964809,0,0,0.00293255131964809,0,0,0.00879765395894428,0.00293255131964809,0.00293255131964809,0,0,0,0,0,0,0,0,0,0
980,1122,0,0.00268096514745308,0.0670241286863271,0.0697050938337802,0,0.0428954423592493,0.0402144772117962,0.0294906166219839,0.0428954423592493,0.0160857908847185,0.42627345844504,0,0.093833780160858,0.032171581769437,0,0.00268096514745308,0.032171581769437,0,0,0.00536193029490617,0,0,0,0,0.00268096514745308,0.00536193029490617,0,0.00536193029490617,0.00804289544235925,0,0.00804289544235925,0.0241286863270777,0,0,0,0.00804289544235925,0,0,0,0.00804289544235925,0.0241286863270777,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0
1044,1713,0,0.00563380281690141,0.0816901408450704,0.0873239436619718,0.00563380281690141,0.0140845070422535,0.028169014084507,0.00845070422535211,0.00563380281690141,0.0197183098591549,0.591549295774648,0,0.0394366197183099,0.0140845070422535,0.00845070422535211,0.0028169014084507,0.0197183098591549,0,0,0,0.0028169014084507,0,0,0,0,0.0028169014084507,0.0028169014084507,0,0.00563380281690141,0,0.00845070422535211,0.0169014084507042,0.0028169014084507,0,0,0,0,0.0028169014084507,0,0,0.0197183098591549,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0
1108,2304,0,0.00593471810089021,0.0919881305637982,0.056379821958457,0.00890207715133531,0.029673590504451,0.029673590504451,0.0148367952522255,0.0148367952522255,0.0148367952522255,0.617210682492582,0,0.0148367952522255,0.0118694362017804,0.0029673590504451,0.0029673590504451,0.0207715133531157,0,0,0.00593471810089021,0,0,0,0,0,0.00593471810089021,0,0.0029673590504451,0.0118694362017804,0,0.0029673590504451,0.0267062314540059,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0
1140,2599,0,0.00309597523219814,0.108359133126935,0.0185758513931889,0,0.0247678018575851,0.0278637770897833,0.0185758513931889,0.00619195046439629,0.0278637770897833,0.631578947368421,0,0.0247678018575851,0.021671826625387,0,0,0.0154798761609907,0,0,0.00619195046439629,0,0,0,0,0,0.00309597523219814,0.00309597523219814,0,0.00928792569659443,0,0.00309597523219814,0.0185758513931889,0.00309597523219814,0,0,0,0,0.00309597523219814,0,0.00309597523219814,0.0185758513931889,0,0,0,0,0,0,0,0,0,0,0,0
1172,2894,0,0.00862068965517241,0.232758620689655,0.0344827586206897,0.0028735632183908,0.0316091954022989,0.0201149425287356,0.0172413793103448,0.0229885057471264,0,0.528735632183908,0,0.0114942528735632,0.0258620689655172,0,0.00862068965517241,0.014367816091954,0,0,0,0,0,0,0,0,0.0028735632183908,0.0028735632183908,0,0.0028735632183908,0,0,0.00862068965517241,0.0028735632183908,0,0,0.0028735632183908,0.00574712643678161,0,0,0,0.00862068965517241,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0
1220,3337,0,0.0044543429844098,0.178173719376392,0.044543429844098,0.0089086859688196,0.0200445434298441,0.0066815144766147,0.022271714922049,0.0155902004454343,0.0111358574610245,0.55011135857461,0.0022271714922049,0.0089086859688196,0.0467706013363029,0,0.0089086859688196,0.0066815144766147,0,0,0.0022271714922049,0.0022271714922049,0,0,0,0,0,0.0022271714922049,0,0.0066815144766147,0,0.0044543429844098,0.0178173719376392,0.0022271714922049,0,0,0.0044543429844098,0,0,0,0,0.0111358574610245,0,0,0,0,0.0044543429844098,0.0066815144766147,0,0,0,0,0,0
