"sample.depths","sample.ages","Acer.negundo","Ambrosia.type","Artemisia","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Ephedra.trifurca.type","Euphorbia","Iva.xanthifolia.type","Fabaceae.undiff.","Lycopus.type","Dalea.candida.type","Dalea.purpurea.type","Picea","Pinus.undiff.","Populus.tremuloides.type","Quercus","Rhus","Rumex","Salix","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Alnus","Fraxinus","Poaceae","Brassicaceae","Rosaceae","Ephedra.viridis.type","Pinus.subg..Strobus","Thalictrum","Abies","Corylus","Ostrya.Carpinus","Pseudotsuga","Scrophulariaceae","Plantago.major","Allium","Amorpha.type","Phacelia","Apiaceae","Caryophyllaceae","Iva.annua.type","Geranium","Urtica.type","Cannabaceae","Eriogonum","Polygonum.amphibium","Liliaceae","Impatiens","Polygonum.bistortoides.type","Ranunculaceae.undiff.","Comandra","Pinus.subg..Pinus","Asteraceae.subf..Cichorioideae","Epilobium","Lysimachia"
168,33,0.00355239786856128,0.113676731793961,0.19360568383659,0.165186500888099,0.0284191829484902,0.0817051509769094,0.00177619893428064,0.00177619893428064,0.0159857904085258,0.00710479573712256,0.00177619893428064,0.00532859680284192,0.0177619893428064,0.00177619893428064,0.0976909413854352,0.0088809946714032,0.0266429840142096,0.00177619893428064,0.00177619893428064,0.00710479573712256,0.0088809946714032,0.0515097690941385,0.00177619893428064,0.00532859680284192,0.00355239786856128,0.00177619893428064,0.140319715808171,0.00177619893428064,0.00177619893428064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,359,0,0.104294478527607,0.205521472392638,0.0828220858895705,0.0245398773006135,0.131901840490798,0,0,0.00920245398773006,0,0,0,0,0,0.251533742331288,0.00920245398773006,0,0,0,0.00306748466257669,0.00613496932515337,0.0368098159509202,0,0,0,0.00613496932515337,0.113496932515337,0,0,0.00306748466257669,0.00920245398773006,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,538,0,0.0814558058925477,0.173310225303293,0,0.0294627383015598,0.119584055459272,0.00346620450606586,0,0.0190641247833622,0,0,0.00346620450606586,0.00173310225303293,0.00346620450606586,0.175043327556326,0,0.0190641247833622,0,0,0.0693240901213172,0.00173310225303293,0.0363951473136915,0,0.00346620450606586,0.00173310225303293,0,0.24263431542461,0,0.00173310225303293,0.00173310225303293,0,0,0.00173310225303293,0.00173310225303293,0.00173310225303293,0.00346620450606586,0.00346620450606586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,1052,0,0.0619266055045872,0.23394495412844,0.091743119266055,0.0275229357798165,0.165137614678899,0,0,0.00458715596330275,0,0,0,0.00688073394495413,0.018348623853211,0.158256880733945,0.0137614678899083,0.0114678899082569,0,0,0,0.00229357798165138,0.00688073394495413,0,0,0.00458715596330275,0.00229357798165138,0.181192660550459,0,0.00458715596330275,0.00229357798165138,0,0,0,0,0,0,0,0.00229357798165138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,1181,0,0.020979020979021,0.206293706293706,0.0681818181818182,0.0332167832167832,0.127622377622378,0,0.00174825174825175,0,0.00174825174825175,0,0.0034965034965035,0.0034965034965035,0.006993006993007,0.129370629370629,0.00174825174825175,0.00524475524475524,0,0,0.00174825174825175,0.006993006993007,0.0314685314685315,0.00174825174825175,0.0122377622377622,0.00174825174825175,0,0.309440559440559,0,0,0,0,0,0.00874125874125874,0,0,0,0.00874125874125874,0,0.00174825174825175,0.00174825174825175,0.00174825174825175,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,1695,0,0.0381471389645777,0.201634877384196,0.111716621253406,0.0354223433242507,0.160762942779292,0,0,0.00272479564032698,0,0,0,0.00272479564032698,0.00272479564032698,0.163487738419619,0.00544959128065395,0.0108991825613079,0,0,0.00272479564032698,0.00544959128065395,0.0299727520435967,0,0,0,0,0.217983651226158,0,0.00272479564032698,0,0,0,0.00272479564032698,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,1824,0.00169204737732657,0.0456852791878173,0.153976311336717,0.077834179357022,0.0456852791878173,0.157360406091371,0.00169204737732657,0.00338409475465313,0.00338409475465313,0,0,0,0.00338409475465313,0.00676818950930626,0.123519458544839,0.00338409475465313,0.011844331641286,0,0.0050761421319797,0.0050761421319797,0.00338409475465313,0.0473773265651438,0,0.0050761421319797,0.00338409475465313,0,0.272419627749577,0,0,0.00169204737732657,0,0.00169204737732657,0.00169204737732657,0,0,0,0,0,0,0,0,0.00169204737732657,0.00169204737732657,0.00676818950930626,0.00169204737732657,0.00169204737732657,0,0,0,0,0,0,0,0,0,0,0,0
548,2338,0,0.0766550522648084,0.292682926829268,0.0871080139372822,0.0696864111498258,0.083623693379791,0,0,0,0,0,0,0.00696864111498258,0.00696864111498258,0.149825783972125,0,0.0209059233449477,0,0,0.00348432055749129,0.00696864111498258,0.0313588850174216,0,0,0,0,0.160278745644599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,2466,0.00341880341880342,0.0358974358974359,0.217094017094017,0.0871794871794872,0.0376068376068376,0.123076923076923,0.00341880341880342,0.00170940170940171,0.00854700854700855,0.00170940170940171,0,0.00512820512820513,0,0.0136752136752137,0.158974358974359,0.00683760683760684,0.0136752136752137,0,0,0.00170940170940171,0.00341880341880342,0.0444444444444444,0.00170940170940171,0.00854700854700855,0.00170940170940171,0,0.21025641025641,0,0,0,0,0,0.00170940170940171,0,0,0,0.00170940170940171,0.00170940170940171,0,0.00170940170940171,0,0.00170940170940171,0,0,0,0,0.00170940170940171,0,0,0,0,0,0,0,0,0,0,0
645,2961,0,0.118357487922705,0.292270531400966,0.0434782608695652,0.0483091787439614,0.0966183574879227,0,0,0,0,0,0,0.00241545893719807,0.0169082125603865,0.157004830917874,0,0.0217391304347826,0,0,0.00241545893719807,0.00241545893719807,0.0193236714975845,0,0,0,0,0.171497584541063,0,0,0,0,0,0.00241545893719807,0,0,0,0,0.00241545893719807,0,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
