"depth","best.age","min.age","max.age"
1,-38,-41,-37
3,-24,-29,-18
5,-10,-19,-1
7,3,-5,10
9,17,10,23
11,30,23,36
13,43,35,51
15,82,73,92
17,147,135,161
21,277,252,301
25,407,369,445
27,472,427,516
29,536,484,587
31,601,542,659
33,723,668,776
35,844,791,896
37,966,912,1018
39,1087,1031,1141
41,1209,1147,1263
43,1330,1263,1388
45,1451,1379,1515
51,1816,1715,1899
55,2013,1921,2095
61,2309,2183,2426
65,2506,2335,2656
70,NA,NA,NA
