"sample.depths","sample.ages","Betula","Carya","Caryophyllaceae","Corylus","Ericaceae","Poaceae.undiff.","Ilex","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rhus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Acer","Alnus.incana","Ambrosia","Fraxinus","Myrica.Comptonia.peregrina","Amaranthaceae","Viburnum","Plantago","Rosaceae","cf..Hypericum","Iva","Fagus","Polygonaceae.undiff.","Rumex","Fabaceae","Cornus","Brassicaceae","Cupressaceae.Taxaceae","Corylus.Myrica","Artemisia","Liquidambar","Alnus.viridis","Cyperaceae","Apiaceae","Juglans","Populus","Castanea","Tilia","Zea.mays","Hudsonia","Abies","Salix","Liliaceae","Rhamnus.Vitis","Asteraceae.subf..Cichorioideae","Lamiaceae","Ranunculaceae"
0,-28,0.0573857598299681,0.00318809776833156,0.00106269925611052,0.00212539851222104,0.0945802337938363,0.0276301806588735,0.00106269925611052,0.00106269925611052,0.00318809776833156,0.00425079702444208,0.0106269925611052,0.00850159404888417,0.0743889479277365,0.0669500531349628,0.00425079702444208,0.0053134962805526,0.00425079702444208,0.00425079702444208,0.00318809776833156,0.00850159404888417,0.0212539851222104,0.00106269925611052,0.108395324123273,0.00318809776833156,0.00318809776833156,0.00318809776833156,0.0148777895855473,0.456960680127524,0.00212539851222104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,322,0.0385514018691589,0.00116822429906542,0.00350467289719626,0.00467289719626168,0.128504672897196,0.0151869158878505,0.00233644859813084,0,0.00934579439252336,0.00116822429906542,0.0525700934579439,0.0163551401869159,0.178738317757009,0.110981308411215,0,0.0058411214953271,0.00233644859813084,0.00350467289719626,0.00817757009345794,0.00700934579439252,0.0292056074766355,0,0.103971962616822,0,0.00233644859813084,0.00467289719626168,0.0233644859813084,0.218457943925234,0,0.00116822429906542,0.00116822429906542,0.00233644859813084,0.00350467289719626,0.00350467289719626,0.00116822429906542,0.00116822429906542,0.014018691588785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,673,0.0517241379310345,0.0028735632183908,0,0.00431034482758621,0.228448275862069,0.0272988505747126,0,0.0028735632183908,0.0028735632183908,0,0.0373563218390805,0.0129310344827586,0.122126436781609,0.0775862068965517,0,0.00718390804597701,0.0028735632183908,0.00862068965517241,0,0.00431034482758621,0.0114942528735632,0.00718390804597701,0.116379310344828,0.0014367816091954,0,0.0014367816091954,0.00574712643678161,0.255747126436782,0,0.0028735632183908,0,0,0,0,0,0,0,0.0014367816091954,0.0014367816091954,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1023,0.056,0.00571428571428571,0,0.00114285714285714,0.0171428571428571,0.04,0.00114285714285714,0.00342857142857143,0.00457142857142857,0,0.0102857142857143,0,0.016,0.0548571428571429,0,0.00114285714285714,0.008,0.00914285714285714,0.00228571428571429,0.00571428571428571,0.0891428571428571,0.00114285714285714,0.0502857142857143,0.00228571428571429,0,0.008,0.0674285714285714,0.528,0,0.00114285714285714,0,0.00571428571428571,0,0,0,0,0,0,0,0.00114285714285714,0.00457142857142857,0.00114285714285714,0.00228571428571429,0.00114285714285714,0,0,0,0,0,0,0,0,0,0,0
40,1374,0.0762081784386617,0.00371747211895911,0,0.00371747211895911,0.00557620817843866,0.0947955390334572,0,0.00371747211895911,0,0.00557620817843866,0,0,0.0371747211895911,0.117100371747212,0,0.00185873605947955,0.00743494423791822,0.00557620817843866,0.00185873605947955,0.00557620817843866,0.104089219330855,0.00185873605947955,0.0762081784386617,0,0,0.0111524163568773,0.0780669144981413,0.323420074349442,0,0,0,0.0185873605947955,0,0,0,0.00185873605947955,0,0,0.00185873605947955,0.00185873605947955,0.00743494423791822,0,0.00185873605947955,0,0.00185873605947955,0,0,0,0,0,0,0,0,0,0
50,1724,0.02,0.00235294117647059,0,0.00941176470588235,0.0564705882352941,0.00588235294117647,0.509411764705882,0.00705882352941176,0.00352941176470588,0,0,0.00117647058823529,0.0211764705882353,0.136470588235294,0,0.00235294117647059,0.00235294117647059,0.00117647058823529,0,0.00705882352941176,0.00352941176470588,0.00117647058823529,0.148235294117647,0,0,0,0.0176470588235294,0.00941176470588235,0,0.00235294117647059,0.00117647058823529,0,0,0,0.00235294117647059,0,0.0270588235294118,0,0,0,0,0,0,0,0,0.00117647058823529,0,0,0,0,0,0,0,0,0
60,2074,0.0149253731343284,0.00248756218905473,0,0.0422885572139304,0.0895522388059701,0.0497512437810945,0.253731343283582,0.0398009950248756,0,0,0.00248756218905473,0.00746268656716418,0.0373134328358209,0.246268656716418,0,0.00248756218905473,0.0199004975124378,0.00248756218905473,0.00746268656716418,0.0099502487562189,0.0199004975124378,0,0.0398009950248756,0,0,0,0.0199004975124378,0.0398009950248756,0,0.0099502487562189,0,0.0248756218905473,0.00497512437810945,0,0,0,0,0.00497512437810945,0,0.00248756218905473,0,0,0,0.00248756218905473,0,0,0.00248756218905473,0,0,0,0,0,0,0,0
70,2425,0.0336391437308868,0.00305810397553517,0,0.00458715596330275,0.0688073394495413,0.0198776758409786,0.45565749235474,0.0152905198776758,0,0,0,0,0.0259938837920489,0.17737003058104,0,0,0.0474006116207951,0.00152905198776758,0.00305810397553517,0.00764525993883792,0.0122324159021407,0,0.0565749235474006,0,0,0,0.00152905198776758,0,0,0.0642201834862385,0,0,0,0,0,0,0,0,0.00152905198776758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2775,0.0163551401869159,0,0,0.0128504672897196,0.156542056074766,0.00817757009345794,0.495327102803738,0.00700934579439252,0.00350467289719626,0,0,0.00116822429906542,0.0257009345794393,0.115654205607477,0,0.00116822429906542,0.0572429906542056,0,0.00233644859813084,0.00350467289719626,0.00467289719626168,0,0.0537383177570093,0,0,0,0.00350467289719626,0,0,0.014018691588785,0,0,0.00116822429906542,0,0,0.00467289719626168,0.00817757009345794,0,0,0.00116822429906542,0.00116822429906542,0,0,0,0,0.00116822429906542,0,0,0,0,0,0,0,0,0
100,3476,0.0425531914893617,0.0060790273556231,0,0.0151975683890578,0.0395136778115502,0.0212765957446809,0.0516717325227964,0,0.00303951367781155,0,0,0,0.060790273556231,0.534954407294833,0,0,0.00303951367781155,0,0,0.0121580547112462,0.0121580547112462,0,0.179331306990881,0,0,0,0.00303951367781155,0,0.0060790273556231,0.00303951367781155,0,0,0,0,0,0,0,0,0,0.0060790273556231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4016,0.0422535211267606,0.00528169014084507,0,0.00704225352112676,0.0580985915492958,0.00352112676056338,0.288732394366197,0.00352112676056338,0.00352112676056338,0,0,0.00352112676056338,0.191901408450704,0.140845070422535,0,0.0105633802816901,0.0140845070422535,0.00176056338028169,0,0.00352112676056338,0.00352112676056338,0.00176056338028169,0.205985915492958,0,0,0,0,0,0,0.00528169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176056338028169,0,0.00352112676056338,0,0,0,0,0,0,0
140,4393,0.0209125475285171,0.00190114068441065,0,0.0475285171102662,0.00760456273764259,0,0.0133079847908745,0,0.00760456273764259,0,0.00950570342205323,0,0.212927756653992,0.127376425855513,0,0.0133079847908745,0.00380228136882129,0.00190114068441065,0.00380228136882129,0.00760456273764259,0.00760456273764259,0,0.401140684410646,0,0,0,0,0,0,0,0,0,0,0,0,0.00190114068441065,0.104562737642586,0,0,0.00380228136882129,0,0,0,0,0,0,0,0,0.00190114068441065,0,0,0,0,0,0
160,4771,0.0333333333333333,0.00277777777777778,0,0.0138888888888889,0.0166666666666667,0.00555555555555556,0.0333333333333333,0,0.00555555555555556,0,0.0166666666666667,0.0111111111111111,0.252777777777778,0.252777777777778,0,0.0305555555555556,0.0222222222222222,0.00555555555555556,0,0.00555555555555556,0.00555555555555556,0,0.266666666666667,0,0,0,0.00833333333333333,0,0,0,0,0,0,0,0,0.00277777777777778,0,0.00555555555555556,0,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,5149,0.0154440154440154,0.00386100386100386,0,0,0.00386100386100386,0,0,0.00386100386100386,0,0,0.0540540540540541,0.0115830115830116,0.366795366795367,0.235521235521236,0,0.0308880308880309,0.0193050193050193,0.00772200772200772,0,0.0231660231660232,0.0193050193050193,0,0.185328185328185,0,0,0,0,0,0,0,0,0,0.00386100386100386,0,0,0,0,0.00772200772200772,0.00772200772200772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,5905,0.0167130919220056,0.00278551532033426,0,0.00557103064066852,0.00557103064066852,0.0139275766016713,0.0306406685236769,0,0.00278551532033426,0,0.00278551532033426,0.0278551532033426,0.323119777158774,0.286908077994429,0,0.0306406685236769,0.00278551532033426,0.00557103064066852,0.00278551532033426,0.00835654596100279,0.0222841225626741,0.00278551532033426,0.183844011142061,0,0,0,0.00557103064066852,0,0,0,0,0,0,0,0,0,0,0.00278551532033426,0,0.00278551532033426,0,0,0.00278551532033426,0,0.00278551532033426,0.00557103064066852,0,0,0,0,0,0,0,0,0
240,6283,0.0254957507082153,0,0,0.0198300283286119,0.107648725212465,0.0169971671388102,0,0.0056657223796034,0.0056657223796034,0.0028328611898017,0.0453257790368272,0.0368271954674221,0.339943342776204,0.203966005665722,0,0.0113314447592068,0,0.0056657223796034,0.0028328611898017,0.0028328611898017,0.0396600566572238,0,0.104815864022663,0,0,0,0.0056657223796034,0,0,0,0,0,0,0,0,0.0028328611898017,0,0.0028328611898017,0,0.0028328611898017,0.0028328611898017,0,0.0028328611898017,0,0,0,0,0,0,0.0028328611898017,0,0,0,0,0
260,6661,0.032051282051282,0,0,0.032051282051282,0.00320512820512821,0.016025641025641,0.105769230769231,0,0.00641025641025641,0,0.00320512820512821,0.0352564102564103,0.33974358974359,0.137820512820513,0,0.0352564102564103,0.00961538461538462,0.00320512820512821,0,0.0192307692307692,0.016025641025641,0,0.169871794871795,0,0,0,0.0128205128205128,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0.0128205128205128,0.00320512820512821,0,0,0,0,0,0,0,0,0,0.00320512820512821,0,0,0,0
280,7039,0.020442930153322,0.00170357751277683,0,0.0153321976149915,0.0425894378194208,0.0187393526405451,0.187393526405451,0.00681431005110733,0.00170357751277683,0,0.00851788756388416,0.0136286201022147,0.155025553662692,0.294718909710392,0,0.0272572402044293,0.00851788756388416,0.010221465076661,0.00170357751277683,0.0119250425894378,0.0170357751277683,0.00511073253833049,0.13458262350937,0,0,0,0.00170357751277683,0,0,0.00170357751277683,0,0.00170357751277683,0,0,0,0.00170357751277683,0,0,0,0.00681431005110733,0.00170357751277683,0,0.00170357751277683,0,0,0,0,0,0,0,0,0,0,0,0
300,7417,0.0114155251141553,0,0,0.045662100456621,0.08675799086758,0.0091324200913242,0.0616438356164384,0.00228310502283105,0.04337899543379,0,0.0114155251141553,0.0114155251141553,0.205479452054795,0.184931506849315,0,0.00228310502283105,0.0182648401826484,0.00684931506849315,0.00228310502283105,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.248858447488584,0,0,0,0.0091324200913242,0.0091324200913242,0,0,0,0,0,0,0.0045662100456621,0,0,0,0,0,0.00228310502283105,0,0,0,0,0,0,0,0,0,0,0.00228310502283105,0,0,0
320,7795,0.021505376344086,0.00268817204301075,0,0.0188172043010753,0.0349462365591398,0.0188172043010753,0,0.00537634408602151,0.0161290322580645,0,0.0188172043010753,0.0591397849462366,0.169354838709677,0.317204301075269,0,0.0295698924731183,0.010752688172043,0.00268817204301075,0,0.010752688172043,0.0134408602150538,0,0.0456989247311828,0,0,0,0.021505376344086,0.155913978494624,0,0.00268817204301075,0,0,0,0,0.00268817204301075,0,0,0,0,0.010752688172043,0.00806451612903226,0,0,0,0,0,0,0,0,0,0,0.00268817204301075,0,0,0
340,8173,0.0787878787878788,0.00606060606060606,0,0.0141414141414141,0.0343434343434343,0.0303030303030303,0.0101010101010101,0.00404040404040404,0.00404040404040404,0,0.0141414141414141,0.0181818181818182,0.242424242424242,0.339393939393939,0,0.0141414141414141,0.00404040404040404,0.00404040404040404,0,0.00404040404040404,0.0181818181818182,0.00606060606060606,0.105050505050505,0,0,0,0.00606060606060606,0.00808080808080808,0,0.00202020202020202,0,0,0,0,0,0,0,0,0,0.00606060606060606,0.0202020202020202,0,0,0,0.00202020202020202,0,0,0,0,0,0,0,0.00202020202020202,0.00202020202020202,0
360,8551,0.0739030023094688,0,0,0.0023094688221709,0.0323325635103926,0.0207852193995381,0.0023094688221709,0.0023094688221709,0.0069284064665127,0,0.0161662817551963,0.0415704387990762,0.247113163972286,0.355658198614319,0,0.0138568129330254,0.0161662817551963,0.0023094688221709,0,0.0069284064665127,0.023094688221709,0,0.103926096997691,0,0,0,0.0069284064665127,0.0046189376443418,0,0,0,0.0046189376443418,0,0,0,0,0,0,0,0.0023094688221709,0.0069284064665127,0,0,0,0.0023094688221709,0.0023094688221709,0,0,0,0,0,0,0.0023094688221709,0,0
380,8929,0.118181818181818,0.00227272727272727,0,0.00909090909090909,0.179545454545455,0.0136363636363636,0.0113636363636364,0,0,0,0.0272727272727273,0.0295454545454545,0.263636363636364,0.152272727272727,0,0.00909090909090909,0.0113636363636364,0.0136363636363636,0.00227272727272727,0.00681818181818182,0.0159090909090909,0,0.122727272727273,0,0,0,0,0.00454545454545455,0,0.00681818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,9307,0.162650602409639,0,0,0.0281124497991968,0.180722891566265,0.00602409638554217,0.0240963855421687,0.00200803212851406,0.00803212851405622,0.00803212851405622,0.00803212851405622,0.00602409638554217,0.255020080321285,0.0883534136546185,0,0.00401606425702811,0.00200803212851406,0.0100401606425703,0.00401606425702811,0.00401606425702811,0.00200803212851406,0,0.160642570281124,0,0.00602409638554217,0,0.00200803212851406,0,0,0,0,0,0,0,0,0,0,0,0,0.0160642570281124,0.00803212851405622,0,0,0,0,0,0,0,0.00200803212851406,0,0,0,0,0,0.00200803212851406
420,9917,0.0612691466083151,0,0,0.0087527352297593,0.0765864332603939,0.0131291028446389,0.00218818380743982,0,0.00218818380743982,0.074398249452954,0.0700218818380744,0.0087527352297593,0.420131291028446,0.0306345733041575,0,0.0087527352297593,0.00437636761487965,0.00437636761487965,0,0.0087527352297593,0,0.00437636761487965,0.142231947483589,0,0,0,0.00218818380743982,0,0,0,0,0,0.00437636761487965,0,0.00218818380743982,0,0.00218818380743982,0,0,0.0459518599562363,0,0,0,0,0,0,0,0,0.00218818380743982,0,0,0,0,0,0
440,10606,0.0245700245700246,0,0,0.00982800982800983,0.0319410319410319,0.285012285012285,0,0,0.0343980343980344,0.12039312039312,0.0343980343980344,0,0.255528255528256,0.0638820638820639,0,0,0.00491400491400491,0,0,0.00982800982800983,0,0.0171990171990172,0,0,0,0,0,0,0,0.00491400491400491,0,0,0,0,0,0,0,0,0,0.00982800982800983,0.0638820638820639,0,0.00245700245700246,0,0,0,0,0.0245700245700246,0,0.00245700245700246,0,0,0,0,0
460,11294,0.0283018867924528,0,0,0,0.0165094339622642,0.115566037735849,0,0,0.0188679245283019,0.134433962264151,0.0400943396226415,0,0.318396226415094,0.0518867924528302,0,0,0.0283018867924528,0,0,0,0.00235849056603774,0.0188679245283019,0.0471698113207547,0,0.00235849056603774,0,0.0070754716981132,0,0,0,0,0,0.00235849056603774,0,0,0.0070754716981132,0,0.0165094339622642,0,0.00235849056603774,0.136792452830189,0,0,0,0,0,0,0,0,0.00471698113207547,0,0,0,0,0
480,11982,0.0176991150442478,0,0,0.00294985250737463,0.023598820058997,0.0737463126843658,0,0,0.0206489675516224,0.200589970501475,0.0648967551622419,0.00294985250737463,0.306784660766962,0.0088495575221239,0,0,0.0943952802359882,0,0,0.00589970501474926,0,0,0.0530973451327434,0,0,0,0.023598820058997,0,0,0,0.00294985250737463,0,0,0,0.0088495575221239,0.00294985250737463,0,0.00589970501474926,0,0,0.0648967551622419,0,0,0,0,0,0,0,0.00294985250737463,0.00589970501474926,0,0,0,0.00589970501474926,0
500,12670,0.04,0,0,0.00266666666666667,0.016,0.106666666666667,0,0,0.0213333333333333,0.168,0.032,0.00266666666666667,0.333333333333333,0.0586666666666667,0,0,0.0186666666666667,0.00533333333333333,0,0.00266666666666667,0,0.0133333333333333,0.0373333333333333,0,0,0,0.00533333333333333,0,0,0.00266666666666667,0,0,0,0,0.00533333333333333,0,0,0.0133333333333333,0,0.00533333333333333,0.104,0,0,0,0,0,0,0.00266666666666667,0,0.00266666666666667,0,0,0,0,0
