"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.undiff.","Aquifoliaceae.undiff.","Betula","Carya","Castanea","Celtis","Cupressaceae","Fagus","Fraxinus.undiff.","Fraxinus.pennsylvanica.F..americana.type","Ilex","Juglans.cinerea","Juglans.undiff.","Larix","Morus","Nyssa","Ostrya.Carpinus","Picea","Pinus.undiff.","Pinus.subg..Strobus","Pinus.subg..Pinus","Populus.undiff.","Populus.balsamifera.type","Prunus.Sorbus","Quercus","Salix","Tilia","Tsuga","Ulmus","Alnus.viridis.subsp..crispa","Alnus.incana","Alnus.undiff.","Anacardiaceae.undiff.","Cephalanthus","Cornus","Corylus","Ericaceae","Myrica","Parthenocissus","Rhus","Rubus","Sambucus","Viburnum","Vitis","Ambrosia","Apiaceae","Arceuthobium","Artemisia","Asteraceae..high.spine.","Asteraceae..low.spine.","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Berberidaceae","Brassicaceae","Caryophyllaceae","Chenopodiaceae.Amaranthaceae","Cyperaceae","Epilobium","Galium","Hypericum","Impatiens","Plantago","Poaceae","Polygonum","Potentilla","Ranunculaceae.undiff.","Rosaceae.trees","Saxifragaceae","Thalictrum","Urtica"
5.5,17,0,0,0.00424628450106157,0,0.00212314225053079,0.00636942675159236,0,0.0849256900212314,0.00849256900212314,0.00636942675159236,0,0.0318471337579618,0.0127388535031847,0.00636942675159236,0,0.00212314225053079,0,0,0.00424628450106157,0,0,0.00212314225053079,0.00849256900212314,0.182590233545648,0,0,0,0,0,0.186836518046709,0.00212314225053079,0,0.029723991507431,0.00212314225053079,0.00212314225053079,0,0.00212314225053079,0,0.00849256900212314,0.00212314225053079,0.00424628450106157,0.0106157112526539,0.0127388535031847,0,0.00212314225053079,0.00424628450106157,0,0,0,0.0233545647558386,0,0,0,0.0382165605095541,0.0360934182590234,0.0106157112526539,0,0,0.00212314225053079,0.00212314225053079,0,0.171974522292994,0,0.00212314225053079,0.00212314225053079,0,0,0.078556263269639,0,0,0,0,0,0,0
10.5,71,0,0,0.018970189701897,0,0.00542005420054201,0,0,0.0677506775067751,0,0.010840108401084,0,0.035230352303523,0.024390243902439,0.002710027100271,0.00542005420054201,0.002710027100271,0,0,0,0.002710027100271,0,0,0.002710027100271,0,0.116531165311653,0.127371273712737,0,0,0.002710027100271,0.265582655826558,0.002710027100271,0,0.056910569105691,0,0,0,0.008130081300813,0,0,0,0.002710027100271,0.0677506775067751,0.00542005420054201,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677506775067751,0,0,0,0,0,0.0948509485094851,0,0,0,0,0,0,0
32,305,0,0,0.00228310502283105,0,0.0045662100456621,0.00228310502283105,0,0.091324200913242,0.0182648401826484,0.0045662100456621,0,0.0182648401826484,0.0205479452054795,0.0045662100456621,0,0,0,0,0,0,0,0,0.0045662100456621,0.15296803652968,0,0,0.0045662100456621,0,0,0.248858447488584,0.0091324200913242,0,0.0296803652968037,0.0091324200913242,0,0,0.00684931506849315,0,0.0502283105022831,0,0.0091324200913242,0.0114155251141553,0.0182648401826484,0,0,0.00228310502283105,0.0045662100456621,0,0,0.0228310502283105,0,0,0,0,0,0.0342465753424658,0,0,0,0,0.00228310502283105,0.105022831050228,0,0,0,0,0,0.105022831050228,0.00228310502283105,0,0,0,0,0,0
50.5,759,0,0,0,0,0,0.0205278592375367,0,0.0498533724340176,0.00293255131964809,0.00293255131964809,0,0.0146627565982405,0.0469208211143695,0.00879765395894428,0,0,0,0,0,0,0,0,0,0,0.0527859237536657,0.0527859237536657,0,0,0,0.219941348973607,0.0263929618768328,0.00879765395894428,0.0263929618768328,0,0,0,0.0234604105571848,0,0.193548387096774,0,0.00879765395894428,0,0.0146627565982405,0,0,0,0,0,0.00293255131964809,0,0,0,0.00293255131964809,0,0.0175953079178886,0,0.00879765395894428,0.0263929618768328,0.00293255131964809,0,0.00293255131964809,0.0879765395894428,0,0,0.00293255131964809,0,0,0.0703812316715543,0,0,0,0,0,0,0
122,2515,0,0,0.00285714285714286,0,0.00285714285714286,0,0,0.0542857142857143,0.00857142857142857,0,0,0.0228571428571429,0.0228571428571429,0.00571428571428571,0,0.00857142857142857,0,0.00285714285714286,0,0,0,0.00285714285714286,0.00857142857142857,0.0914285714285714,0,0,0.00285714285714286,0,0,0.231428571428571,0.0171428571428571,0.00285714285714286,0.0171428571428571,0.00571428571428571,0,0,0.00857142857142857,0,0.154285714285714,0,0.00857142857142857,0.00285714285714286,0.00857142857142857,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0.117142857142857,0,0,0.0257142857142857,0,0,0.128571428571429,0,0,0,0,0,0.00285714285714286,0
150.5,3216,0,0,0.010126582278481,0,0.00253164556962025,0,0,0.0481012658227848,0.010126582278481,0.00253164556962025,0,0,0.030379746835443,0.00506329113924051,0,0.00506329113924051,0,0,0,0,0.00506329113924051,0,0,0.0354430379746835,0,0,0.00253164556962025,0,0,0.222784810126582,0.0177215189873418,0,0.00759493670886076,0.00253164556962025,0,0,0.00759493670886076,0,0.0911392405063291,0,0.00253164556962025,0.020253164556962,0.010126582278481,0,0,0,0,0,0.00253164556962025,0,0,0,0,0,0,0.00253164556962025,0,0,0.0126582278481013,0,0,0.030379746835443,0,0,0.0455696202531646,0,0,0.362025316455696,0,0,0,0,0.00253164556962025,0.00253164556962025,0
160,3449,0,0,0.0106666666666667,0,0.00266666666666667,0,0,0.0293333333333333,0,0.00266666666666667,0,0.00266666666666667,0.0453333333333333,0.00533333333333333,0,0.00266666666666667,0,0.00266666666666667,0.00266666666666667,0,0.00266666666666667,0.00266666666666667,0.00266666666666667,0.0373333333333333,0,0,0,0,0,0.226666666666667,0.0266666666666667,0,0.008,0.00533333333333333,0,0,0.008,0,0.0666666666666667,0,0.008,0.024,0.00266666666666667,0,0,0,0.008,0,0,0.00266666666666667,0.00266666666666667,0,0,0,0,0.0133333333333333,0,0,0.0106666666666667,0,0,0.0453333333333333,0,0.00266666666666667,0.048,0,0,0.338666666666667,0,0,0,0,0,0,0
209,4653,0,0,0.0166666666666667,0,0.00277777777777778,0,0,0.0222222222222222,0.00277777777777778,0,0,0.00277777777777778,0.0444444444444444,0.0111111111111111,0,0.00555555555555556,0,0,0.00277777777777778,0,0,0.00277777777777778,0.00277777777777778,0.0333333333333333,0,0,0.00555555555555556,0,0,0.236111111111111,0.0138888888888889,0.00277777777777778,0.00555555555555556,0,0,0,0.025,0,0.0583333333333333,0.0111111111111111,0.00555555555555556,0.0138888888888889,0,0,0,0.00277777777777778,0.00555555555555556,0,0,0,0,0.00277777777777778,0,0,0,0.00833333333333333,0,0,0.0111111111111111,0,0.00277777777777778,0.0305555555555556,0,0.00277777777777778,0.00277777777777778,0.00277777777777778,0,0.4,0,0,0,0,0,0,0
221,4947,0,0.00277008310249307,0.0110803324099723,0,0.00554016620498615,0.0110803324099723,0.00554016620498615,0.0415512465373961,0.00277008310249307,0,0,0.00831024930747922,0.0443213296398892,0.0221606648199446,0.00277008310249307,0,0,0,0.00831024930747922,0,0.00277008310249307,0,0,0,0.0221606648199446,0.0221606648199446,0,0,0,0.157894736842105,0.00277008310249307,0.00277008310249307,0.00831024930747922,0.00277008310249307,0,0,0.00831024930747922,0,0.074792243767313,0.0110803324099723,0.00831024930747922,0.0166204986149584,0.00554016620498615,0,0,0,0.00277008310249307,0,0,0.00277008310249307,0.00277008310249307,0.00554016620498615,0,0,0,0.00831024930747922,0,0,0,0,0,0.038781163434903,0,0.00277008310249307,0.0138504155124654,0,0,0.407202216066482,0,0,0,0,0,0.00277008310249307,0
233,5242,0,0,0,0,0,0.0113314447592068,0,0.0198300283286119,0,0,0,0,0.0509915014164306,0.0084985835694051,0,0.0028328611898017,0,0.0028328611898017,0,0,0.0113314447592068,0,0,0,0.0198300283286119,0.0056657223796034,0,0,0,0.243626062322946,0.0028328611898017,0,0.0169971671388102,0.0056657223796034,0,0,0.0169971671388102,0,0.028328611898017,0,0.0028328611898017,0.0084985835694051,0,0,0,0,0.0056657223796034,0,0.0028328611898017,0.0056657223796034,0,0,0,0,0.0141643059490085,0,0,0,0.056657223796034,0.0028328611898017,0,0.0084985835694051,0,0,0.0311614730878187,0,0.0028328611898017,0.410764872521246,0,0,0,0,0,0,0
240,5414,0,0,0,0,0,0.0108932461873638,0,0.0261437908496732,0.00435729847494553,0.00217864923747277,0,0,0.0631808278867102,0.00435729847494553,0,0,0,0.00217864923747277,0,0,0.0108932461873638,0,0,0,0.0239651416122004,0.0239651416122004,0,0,0.00217864923747277,0.26797385620915,0.00435729847494553,0,0.0152505446623094,0.00435729847494553,0,0,0.0130718954248366,0,0.0130718954248366,0,0.00435729847494553,0.0261437908496732,0,0,0,0,0.00217864923747277,0,0,0.00217864923747277,0,0,0,0,0.0108932461873638,0,0,0,0.0174291938997821,0,0.00217864923747277,0.0196078431372549,0,0,0,0,0.00217864923747277,0.420479302832244,0,0,0,0,0,0,0
254,5847,0.00180505415162455,0,0.00541516245487365,0.00180505415162455,0,0,0,0.0252707581227437,0,0,0,0.0108303249097473,0.0252707581227437,0.0036101083032491,0.00180505415162455,0.00180505415162455,0,0.0036101083032491,0,0,0.0379061371841155,0.0036101083032491,0.00180505415162455,0,0.0252707581227437,0.0252707581227437,0.0036101083032491,0,0,0.220216606498195,0.00541516245487365,0,0.0270758122743682,0.0108303249097473,0,0,0.00902527075812274,0,0.00902527075812274,0.00180505415162455,0,0,0.00180505415162455,0,0,0,0.00180505415162455,0,0,0,0,0,0,0,0,0.00902527075812274,0,0,0.00180505415162455,0,0,0.0397111913357401,0,0,0,0.00180505415162455,0,0.481949458483755,0,0,0,0,0,0,0
280,6842,0,0,0,0,0,0.00323624595469256,0,0.029126213592233,0.00647249190938511,0,0,0.00323624595469256,0.0226537216828479,0.00323624595469256,0.00970873786407767,0,0.00323624595469256,0,0,0,0.0129449838187702,0,0.00323624595469256,0.0679611650485437,0,0,0,0,0,0.161812297734628,0.00323624595469256,0,0.0161812297734628,0.00970873786407767,0,0,0.0226537216828479,0,0.0226537216828479,0,0.00323624595469256,0,0,0,0,0,0,0,0,0.00323624595469256,0,0,0,0,0,0.00647249190938511,0,0,0,0,0,0.0453074433656958,0,0,0.0129449838187702,0,0,0.524271844660194,0,0,0,0.00323624595469256,0,0,0
290,7225,0,0,0.00472813238770686,0,0,0.00945626477541371,0,0.0401891252955083,0,0,0,0.00945626477541371,0.0354609929078014,0.00709219858156028,0.00709219858156028,0,0,0,0,0,0.0212765957446809,0,0,0,0.0189125295508274,0.0803782505910166,0,0,0,0.252955082742317,0,0,0.0236406619385343,0.00945626477541371,0,0,0.0189125295508274,0,0.00709219858156028,0,0.00945626477541371,0.00709219858156028,0.00236406619385343,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0,0.00472813238770686,0,0,0.00472813238770686,0,0,0.0307328605200946,0,0,0.00472813238770686,0,0,0.385342789598109,0.00236406619385343,0,0,0,0,0,0
310,7511,0,0,0.00449438202247191,0,0,0.00449438202247191,0,0.0426966292134831,0,0,0,0.00449438202247191,0.00898876404494382,0.00898876404494382,0.00224719101123596,0,0,0,0.00224719101123596,0,0.00224719101123596,0.00224719101123596,0,0.0921348314606742,0,0,0,0,0,0.292134831460674,0.00449438202247191,0,0.0224719101123595,0.0112359550561798,0,0,0.0426966292134831,0,0.0202247191011236,0,0.00674157303370787,0.00224719101123596,0,0,0,0,0.00449438202247191,0,0,0.00224719101123596,0,0,0,0,0,0.0247191011235955,0,0,0.00449438202247191,0,0.00224719101123596,0.0674157303370786,0,0,0.0112359550561798,0,0,0.30561797752809,0,0,0,0,0,0,0
330,7785,0,0,0.00226757369614512,0,0,0.0136054421768707,0,0.0453514739229025,0,0.00453514739229025,0,0.00226757369614512,0.0294784580498866,0.0136054421768707,0,0,0,0,0.00226757369614512,0,0.0226757369614512,0.00226757369614512,0,0,0.0770975056689342,0.0249433106575964,0.00226757369614512,0,0,0.328798185941043,0.00453514739229025,0.00226757369614512,0.0226757369614512,0.00453514739229025,0,0,0.0793650793650794,0,0.0136054421768707,0,0.018140589569161,0.00680272108843537,0.00453514739229025,0,0,0,0,0,0.00453514739229025,0.0090702947845805,0,0,0,0,0,0.0294784580498866,0,0,0.00680272108843537,0,0,0.036281179138322,0,0.00226757369614512,0.0340136054421769,0,0,0.140589569160998,0.00226757369614512,0,0,0.00453514739229025,0,0.00226757369614512,0
340.5,7929,0,0,0,0,0,0.0142045454545455,0,0.0511363636363636,0.00284090909090909,0,0,0,0.0227272727272727,0.00568181818181818,0.00568181818181818,0,0,0.00284090909090909,0,0,0.00568181818181818,0,0,0.130681818181818,0,0,0,0,0,0.366477272727273,0.00852272727272727,0,0.0255681818181818,0,0,0,0.0653409090909091,0,0.0284090909090909,0,0.0227272727272727,0.0170454545454545,0,0.00284090909090909,0,0,0.00284090909090909,0,0,0.00568181818181818,0,0.00284090909090909,0,0,0,0.00284090909090909,0,0,0.0227272727272727,0,0,0.090909090909091,0,0,0.0198863636363636,0,0,0.0738636363636364,0,0,0,0,0,0,0
351,8601,0,0,0,0,0,0,0,0.0472813238770686,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0.00236406619385343,0,0,0,0.439716312056738,0.302600472813239,0,0,0,0.0945626477541371,0,0,0.0472813238770686,0,0,0,0.016548463356974,0,0,0,0.00472813238770686,0.00472813238770686,0,0,0,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0.0189125295508274,0,0,0,0,0,0.016548463356974,0,0,0,0,0,0,0
