"sample.depths","sample.ages","Abies","Acer.saccharum","Alnus","Betula","Carya","Corylus","Ericaceae","Fraxinus","Juglans","Juniperus","Larix","Ostrya","Picea","Pinus.banksiana","Pinus.strobus","Pinus.undiff.","Quercus","Salix","Tilia","Tsuga","Ulmus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiaceae.Amaranthaceae","Eupatorium","Poaceae","Rosaceae","Thalictrum"
10,867,0,0.0420168067226891,0.0448179271708683,0.291316526610644,0,0.0280112044817927,0,0.0112044817927171,0,0,0.00280112044817927,0.0504201680672269,0.00840336134453781,0.0112044817927171,0.128851540616246,0.204481792717087,0.00840336134453781,0,0.0112044817927171,0.109243697478992,0.0196078431372549,0.0112044817927171,0,0.00560224089635854,0,0.00280112044817927,0.00840336134453781,0,0,0
20,1777,0,0.0443213296398892,0.03601108033241,0.293628808864266,0,0.0138504155124654,0,0.00554016620498615,0,0,0,0.0554016620498615,0.00554016620498615,0.0138504155124654,0.124653739612188,0.257617728531856,0.00554016620498615,0,0.00277008310249307,0.116343490304709,0.0193905817174515,0.00554016620498615,0,0,0,0,0,0,0,0
30,2688,0,0.0735694822888283,0.0326975476839237,0.20708446866485,0,0.00817438692098093,0,0.0108991825613079,0,0,0,0.00817438692098093,0.00544959128065395,0.00544959128065395,0.130790190735695,0.376021798365123,0,0.00272479564032698,0,0.100817438692098,0.0136239782016349,0.0108991825613079,0,0.0136239782016349,0,0,0,0,0,0
40,3598,0,0.0725806451612903,0.0510752688172043,0.139784946236559,0,0.0268817204301075,0,0.010752688172043,0,0,0,0.0134408602150538,0.00537634408602151,0.010752688172043,0.123655913978495,0.462365591397849,0.010752688172043,0.0295698924731183,0.00268817204301075,0.010752688172043,0.0134408602150538,0.00806451612903226,0,0.00806451612903226,0,0,0,0,0,0
50,4509,0,0.0535211267605634,0.0253521126760563,0.16056338028169,0,0.00845070422535211,0,0.0197183098591549,0,0,0,0.0140845070422535,0.0028169014084507,0.0140845070422535,0.126760563380282,0.464788732394366,0.00845070422535211,0.00563380281690141,0.00845070422535211,0.0422535211267606,0.0253521126760563,0.0140845070422535,0,0.00563380281690141,0,0,0,0,0,0
60,5420,0,0.058679706601467,0.0268948655256724,0.122249388753056,0,0.0268948655256724,0,0.0342298288508557,0.00488997555012225,0,0,0.0220048899755501,0.00244498777506112,0.00488997555012225,0.117359413202934,0.474327628361858,0.0122249388753056,0.00733496332518337,0,0.0146699266503667,0.039119804400978,0.0244498777506112,0,0.00733496332518337,0,0,0,0,0,0
70,6330,0,0.0712250712250712,0.0199430199430199,0.133903133903134,0,0.0199430199430199,0,0.0142450142450142,0,0,0.00284900284900285,0.0113960113960114,0.00284900284900285,0.0227920227920228,0.11965811965812,0.484330484330484,0.00284900284900285,0.00854700854700855,0.0142450142450142,0.00284900284900285,0.0284900284900285,0.0256410256410256,0,0.0142450142450142,0,0,0,0,0,0
80,7241,0,0.0686813186813187,0.0302197802197802,0.173076923076923,0,0.0412087912087912,0,0.010989010989011,0.00274725274725275,0,0,0.010989010989011,0,0.00549450549450549,0.131868131868132,0.428571428571429,0.00824175824175824,0.00549450549450549,0.010989010989011,0,0.0357142857142857,0.0164835164835165,0,0.0164835164835165,0,0,0.00274725274725275,0,0,0
90,8151,0,0.0169491525423729,0.0169491525423729,0.0649717514124294,0,0.0112994350282486,0,0.00564971751412429,0,0,0,0.00282485875706215,0.019774011299435,0.0112994350282486,0.129943502824859,0.666666666666667,0,0.00847457627118644,0,0,0.00564971751412429,0.0254237288135593,0,0.0141242937853107,0,0,0,0,0,0
100,NA,0,0.0169014084507042,0.0309859154929577,0.0647887323943662,0,0.00845070422535211,0,0,0,0,0,0,0.0112676056338028,0.0112676056338028,0.129577464788732,0.667605633802817,0,0,0.0028169014084507,0,0.0169014084507042,0.0197183098591549,0,0.0197183098591549,0,0,0,0,0,0
