"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Fagus","Fraxinus.nigra.type","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Salix","Tilia","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Carya.ovata","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Picea.undiff.","Ericaceae","Thalictrum","Fraxinus.pennsylvanica.type","Ilex.Nemopanthus","Acer.rubrum","Acer.spicatum","Asteraceae.subf..Cichorioideae","Asteraceae.subf..Asteroideae.undiff.","Larix","Acer.pensylvanicum","Acer.saccharinum","Corylus.cornuta","Elaeagnus.commutata","Rosaceae","Juniperus.communis.Thuja.occidentalis.type","Taxus","Amaranthaceae","Caryophyllaceae","Onagraceae","Myrica.gale","Shepherdia.canadensis","Viburnum","cf..Diapensia.lapponica","Fabaceae","Ranunculaceae.undiff."
750,10399,0.00337837837837838,0.0101351351351351,0.00168918918918919,0,0.126689189189189,0.00337837837837838,0.0101351351351351,0.0185810810810811,0.00168918918918919,0,0,0.0118243243243243,0.0878378378378378,0,0.00337837837837838,0.118243243243243,0.00506756756756757,0,0.0388513513513514,0.00168918918918919,0.00337837837837838,0,0.0135135135135135,0.00168918918918919,0.329391891891892,0.165540540540541,0.0152027027027027,0.00506756756756757,0,0,0.00337837837837838,0,0,0.00337837837837838,0,0.00337837837837838,0.00168918918918919,0,0,0.00337837837837838,0,0,0,0,0.00337837837837838,0,0,0.00506756756756757,0,0,0,0,0
765,11050,0,0.0111317254174397,0.00185528756957328,0.00185528756957328,0.192949907235622,0,0.0166975881261596,0.0426716141001855,0,0,0,0.00556586270871985,0.0834879406307978,0,0.00371057513914657,0.0871985157699443,0.00185528756957328,0,0.0816326530612245,0.00185528756957328,0,0.00927643784786642,0.00742115027829314,0,0.228200371057514,0.191094619666048,0.0111317254174397,0.00742115027829314,0,0,0.00371057513914657,0,0,0,0,0,0.00371057513914657,0,0,0,0,0,0,0,0,0,0,0.00556586270871985,0,0,0,0,0
775,11192,0,0.00736648250460405,0.00184162062615101,0.00184162062615101,0.193370165745856,0.00552486187845304,0.00368324125230203,0.0294659300184162,0,0,0,0.0184162062615101,0.0883977900552486,0,0,0.0607734806629834,0.00184162062615101,0,0.0718232044198895,0,0.0110497237569061,0.00920810313075507,0.00736648250460405,0.00368324125230203,0.322283609576427,0.138121546961326,0.00184162062615101,0.0128913443830571,0,0,0.00184162062615101,0,0,0,0,0.00184162062615101,0.00184162062615101,0,0,0,0,0,0,0,0,0,0.00184162062615101,0.00184162062615101,0,0,0,0,0
785,11335,0,0.0189075630252101,0.00210084033613445,0,0.331932773109244,0.0126050420168067,0,0.0189075630252101,0,0,0,0.0189075630252101,0.0504201680672269,0,0,0.0546218487394958,0.00630252100840336,0,0.0210084033613445,0.00420168067226891,0.00210084033613445,0.046218487394958,0.00420168067226891,0.00210084033613445,0.210084033613445,0.149159663865546,0.00630252100840336,0.0105042016806723,0,0,0,0,0,0,0,0,0.023109243697479,0,0,0,0,0,0,0,0,0,0,0.00630252100840336,0,0,0,0,0
800,11549,0,0.0132890365448505,0.00332225913621262,0.0132890365448505,0.106312292358804,0.026578073089701,0,0.0132890365448505,0,0,0.00332225913621262,0.0996677740863787,0.0963455149501661,0.00996677740863787,0.0398671096345515,0.0631229235880399,0.00332225913621262,0.00332225913621262,0.0132890365448505,0.0166112956810631,0.0199335548172757,0,0.00664451827242525,0.00664451827242525,0.225913621262458,0.12624584717608,0,0.0365448504983389,0,0,0.00332225913621262,0,0,0,0,0,0.00332225913621262,0,0,0.00664451827242525,0,0,0,0,0,0,0,0.0398671096345515,0,0,0,0,0
810,11692,0,0.0167014613778706,0,0,0.1419624217119,0.00835073068893528,0.00626304801670146,0.0146137787056367,0,0,0,0.189979123173278,0.058455114822547,0,0.00208768267223382,0.0647181628392484,0.00417536534446764,0.00208768267223382,0.00626304801670146,0.00417536534446764,0.0125260960334029,0.0125260960334029,0.00208768267223382,0.00417536534446764,0.210855949895616,0.179540709812109,0.00208768267223382,0.0271398747390397,0,0,0,0,0,0,0,0,0.0125260960334029,0.00208768267223382,0,0,0,0,0.00208768267223382,0,0.00208768267223382,0,0,0.00835073068893528,0.00208768267223382,0,0,0,0
820,11835,0,0.0234833659491194,0.00195694716242661,0.00195694716242661,0.129158512720157,0.0176125244618395,0.00391389432485323,0.0136986301369863,0,0,0.00391389432485323,0.176125244618395,0.0802348336594912,0.00782778864970646,0.0195694716242661,0.0841487279843444,0.00391389432485323,0,0.00391389432485323,0.0352250489236791,0.00587084148727984,0,0.00391389432485323,0,0.23091976516634,0.0900195694716243,0.00782778864970646,0.025440313111546,0.00391389432485323,0,0.00195694716242661,0,0,0,0,0.00587084148727984,0,0,0,0,0,0,0,0,0.00195694716242661,0,0,0.00587084148727984,0.00391389432485323,0.00391389432485323,0.00195694716242661,0,0
830,11977,0,0.0544412607449857,0,0.0143266475644699,0.200573065902579,0.0114613180515759,0,0.0286532951289398,0,0,0.00573065902578797,0.0974212034383954,0.0372492836676218,0.00286532951289398,0.0716332378223496,0.108882521489971,0.0257879656160458,0,0.00859598853868195,0.00859598853868195,0.00859598853868195,0.00286532951289398,0.00573065902578797,0,0.189111747851003,0.0515759312320917,0.0143266475644699,0.0171919770773639,0.00573065902578797,0,0.00573065902578797,0,0,0,0,0.00286532951289398,0,0,0,0.00286532951289398,0,0,0.00286532951289398,0,0,0,0,0.00286532951289398,0.00573065902578797,0,0,0.00573065902578797,0
835,NA,0.00657894736842105,0.0427631578947368,0.00657894736842105,0.0328947368421053,0.1875,0.0427631578947368,0,0.0263157894736842,0,0,0.00328947368421053,0.0789473684210526,0.0789473684210526,0,0.0197368421052632,0.0493421052631579,0.0296052631578947,0.00328947368421053,0.00986842105263158,0,0.0131578947368421,0.00328947368421053,0.00986842105263158,0,0.236842105263158,0.0394736842105263,0.00986842105263158,0.0296052631578947,0,0.00328947368421053,0.00657894736842105,0,0,0,0,0.00328947368421053,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0.00328947368421053,0.00986842105263158,0,0,0,0.00986842105263158
840,NA,0.04,0.008,0,0.016,0.136,0.024,0.008,0.008,0,0,0,0.152,0.184,0,0,0.016,0.008,0,0.008,0.024,0.016,0,0.024,0,0.16,0.016,0.016,0.104,0,0.016,0,0,0,0.008,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,NA,0.0198019801980198,0.0198019801980198,0,0.0297029702970297,0.188118811881188,0.0297029702970297,0,0.0099009900990099,0,0,0,0.128712871287129,0.118811881188119,0,0.0396039603960396,0.0495049504950495,0.0198019801980198,0,0,0,0.0198019801980198,0,0.0198019801980198,0,0.128712871287129,0.0297029702970297,0.0297029702970297,0.0792079207920792,0.0099009900990099,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198019801980198,0,0,0,0,0,0,0,0
