"depth","best.age","min.age","max.age"
0,1,-1,3
10,219,200,235
25,548,502,591
37.5,822,752,886
50,1096,1002,1182
62.5,1370,1252,1477
75,1644,1503,1773
87.5,1918,1753,2068
100,2192,2003,2363
112.5,2466,2254,2660
125,2740,2504,2955
150,3288,3005,3546
175,3836,3505,4137
200,4306,3968,4614
225,4465,4269,4655
250,4624,4466,4788
275,5748,5582,5918
287.5,6310,6093,6550
300,6837,6590,7113
312.5,7312,7069,7568
325,7787,7524,8052
337.5,8261,7963,8573
350,8736,8381,9111
367.5,9400,8965,9887
375,9685,9213,10222
390,10254,9702,10895
400,NA,NA,NA
410,NA,NA,NA
420,NA,NA,NA
425,NA,NA,NA
430,NA,NA,NA
440,NA,NA,NA
445,NA,NA,NA
450,NA,NA,NA
455,NA,NA,NA
465,NA,NA,NA
475,NA,NA,NA
485,NA,NA,NA
490,NA,NA,NA
500,NA,NA,NA
