"depth","best.age","min.age","max.age"
0,NA,NA,NA
5,NA,NA,NA
10,NA,NA,NA
15,1447,1342,1541
20,1627,1533,1718
25,1808,1694,1914
27.5,1898,1771,2018
30,1989,1844,2124
40,2714,2551,2866
45,3258,3109,3397
50,3803,3659,3934
55,4347,4206,4484
58,4674,4529,4819
60,4892,4741,5047
63,5219,5058,5404
65,5436,5263,5645
70,5892,5692,6124
75,5990,5821,6196
80,6088,5936,6256
85,6185,6043,6340
90,6283,6146,6433
95,6381,6243,6534
100,6479,6335,6641
105,6577,6425,6756
110,6675,6509,6894
115,6773,6588,7025
120,6871,6666,7153
125,7057,6901,7235
130,7242,7075,7408
135,7428,7193,7646
140,NA,NA,NA
