"depth","best.age","min.age","max.age"
0,-34,-36,-31
5,5,-30,28
10,44,-29,90
15,84,-26,153
20,123,-23,216
25,162,-21,277
30,201,-18,340
35,241,-15,403
40,280,-13,465
45,341,107,505
50,424,276,564
55,672,535,815
60,1085,971,1198
65,1499,1373,1631
70,1912,1756,2092
75,2170,2021,2342
80,2411,2268,2569
85,2652,2510,2795
90,2893,2753,3030
95,3133,2993,3273
100,3374,3226,3516
105,3615,3458,3759
110,3856,3690,4007
115,4097,3918,4257
120,4338,4146,4513
125,4578,4371,4771
130,4819,4594,5029
135,NA,NA,NA
