"depth","best.age","min.age","max.age"
383.5,-31,-44,-18
400,2,-14,18
432,67,29,103
464,214,168,262
496,445,389,499
528,675,599,746
560,905,800,993
592,1136,1003,1245
624,1366,1205,1498
656,1597,1409,1751
688,1853,1686,1990
714.5,2065,1915,2195
752,2365,2231,2489
784,2622,2495,2751
816,2878,2745,3015
848,3134,2984,3283
878,3374,3205,3536
912,3671,3492,3838
946,4013,3854,4165
975,4304,4160,4451
1008,4636,4496,4775
1040,4958,4812,5090
1072,5280,5123,5413
1104,5601,5430,5745
1136,5923,5736,6086
1168,6243,6037,6422
1200,6547,6359,6711
1232,6852,6678,7004
1264,7156,6994,7300
1292,7422,7269,7562
1328,7764,7615,7904
1360,8068,7912,8210
1388.5,8339,8171,8485
1424,8676,8493,8832
1456,8981,8782,9149
1488,9285,9069,9470
1520,9990,9541,10424
1552,10789,9820,11725
1600,11675,11232,12097
1616,11970,11570,12378
1648,12189,11801,12597
1696,12390,12053,12737
1728,12523,12218,12834
1760,12657,12381,12937
1792,12791,12539,13047
1824,12924,12689,13161
1856,13058,12834,13282
1888,13192,12976,13416
1920,13325,13109,13559
1949,13446,13220,13695
1957,13480,13249,13734
