"sample.depths","sample.ages","Ambrosia.type","Betula","Bidens.type","Carya","Cephalanthus","Clethra","Cyperaceae","Cyrilla.racemiflora","Fagus","Gordonia","Ilex","Liquidambar","Magnolia","Nyssa","Ostrya.Carpinus","Quercus","Rumex","Salix","Serenoa","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Cornus","Fraxinus","Myrica","Pinus","Amaranthaceae","Viburnum","Poaceae","Plantago","Polygonum","Ericales.undiff.","Iva","Boehmeria.type","Acer.saccharum.type","Artemisia","Chamaecrista","Itea","Prunus.Sorbus","Apiaceae.undiff.","Celtis","Aralia","Acer.rubrum","Juglans.nigra","Platanus","Rhus","Tilia","Castanea","Smilax","Xyris","Lechea","Thalictrum","Phoradendron","Liriodendron","Rhexia","Brassicaceae","Gleditsia","Symplocos"
580,10,0.00970873786407767,0.000606796116504854,0.00242718446601942,0.0078883495145631,0.00121359223300971,0.00182038834951456,0.00364077669902913,0.00121359223300971,0.000606796116504854,0.00424757281553398,0.00121359223300971,0.00546116504854369,0.00182038834951456,0.0163834951456311,0.00303398058252427,0.151699029126214,0.00242718446601942,0.00121359223300971,0.000606796116504854,0.0151699029126214,0.00910194174757281,0.00121359223300971,0.00242718446601942,0.00182038834951456,0.000606796116504854,0.00182038834951456,0.0442961165048544,0.678398058252427,0.00303398058252427,0.00303398058252427,0.0133495145631068,0.000606796116504854,0.000606796116504854,0.00546116504854369,0.00121359223300971,0.000606796116504854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,106,0.0109289617486339,0,0.00156128024980484,0.00858704137392662,0.00078064012490242,0,0.00312256049960968,0.00078064012490242,0.00312256049960968,0.00546448087431694,0.00312256049960968,0.00546448087431694,0.00234192037470726,0.0101483216237315,0.0039032006245121,0.128805620608899,0.00234192037470726,0.00078064012490242,0,0.0647931303669009,0.00624512099921936,0.00312256049960968,0.00234192037470726,0.00234192037470726,0,0.00468384074941452,0.029664324746292,0.655737704918033,0.0039032006245121,0.00624512099921936,0.00858704137392662,0,0,0.0109289617486339,0.00234192037470726,0.00078064012490242,0.00078064012490242,0.00078064012490242,0.00234192037470726,0.00156128024980484,0.00078064012490242,0.00078064012490242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,171,0.00109829763866008,0.00109829763866008,0.00494233937397035,0.0192202086765513,0,0.000549148819330038,0.00329489291598023,0,0.00329489291598023,0.00274574409665019,0.00109829763866008,0.0126304228445909,0.000549148819330038,0.00933552992861065,0.00329489291598023,0.14113124656782,0,0.000549148819330038,0,0.0406370126304228,0.00164744645799012,0.00219659527732015,0,0.000549148819330038,0,0.00109829763866008,0.0197693574958814,0.70236133992312,0.00109829763866008,0.000549148819330038,0.0159253157605711,0,0.000549148819330038,0.00549148819330038,0.000549148819330038,0,0.000549148819330038,0.000549148819330038,0.000549148819330038,0,0,0,0.000549148819330038,0.000549148819330038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,448,0,0.00076103500761035,0.0015220700152207,0.0167427701674277,0,0,0.00532724505327245,0,0.0076103500761035,0.00684931506849315,0,0.0167427701674277,0,0.0114155251141553,0.00684931506849315,0.144596651445967,0,0.00076103500761035,0,0.071537290715373,0.0015220700152207,0.00228310502283105,0,0.00076103500761035,0,0.00228310502283105,0.0388127853881279,0.633942161339422,0,0,0.0220700152207002,0,0,0.00228310502283105,0,0,0.00076103500761035,0,0.00076103500761035,0.00076103500761035,0,0,0.00076103500761035,0,0.00076103500761035,0.00076103500761035,0.00076103500761035,0,0,0,0,0,0,0,0,0,0,0,0,0
640,817,0.0033167495854063,0,0.00165837479270315,0.0248756218905473,0,0,0.0033167495854063,0,0.0107794361525705,0.00248756218905473,0,0.0099502487562189,0.000829187396351575,0.00580431177446103,0.00912106135986733,0.154228855721393,0,0,0,0.0953565505804312,0.000829187396351575,0.00497512437810945,0,0.00165837479270315,0,0.0066334991708126,0.0414593698175788,0.604477611940298,0.00165837479270315,0,0.00912106135986733,0,0,0.00414593698175788,0,0.000829187396351575,0,0,0,0,0,0,0.000829187396351575,0,0.000829187396351575,0,0,0.000829187396351575,0,0,0,0,0,0,0,0,0,0,0,0
660,1186,0.00266429840142096,0.00088809946714032,0.0044404973357016,0.0204262877442274,0,0,0.00532859680284192,0,0.00976909413854352,0.00799289520426288,0.00088809946714032,0.0124333925399645,0.00266429840142096,0.00799289520426288,0.00799289520426288,0.144760213143872,0,0,0,0.101243339253996,0.00088809946714032,0.00177619893428064,0.00177619893428064,0.00088809946714032,0,0.00177619893428064,0.0399644760213144,0.600355239786856,0.00177619893428064,0,0.0124333925399645,0,0,0.00532859680284192,0,0,0,0,0,0.00088809946714032,0.00088809946714032,0,0,0,0.00177619893428064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,1555,0.00163532297628782,0.00163532297628782,0.00245298446443173,0.017988552739166,0,0,0.00408830744071954,0,0.0130825838103025,0.00735895339329518,0.00163532297628782,0.0253475061324612,0.000817661488143908,0.008994276369583,0.0122649223221586,0.239574816026165,0,0,0.000817661488143908,0.0637775960752249,0,0.008994276369583,0.00245298446443173,0.00163532297628782,0,0.00654129190515127,0.0327064595257563,0.525756336876533,0,0.00245298446443173,0.0098119378577269,0,0,0.00163532297628782,0.000817661488143908,0,0,0.000817661488143908,0.00163532297628782,0,0,0,0.00163532297628782,0,0,0,0,0.000817661488143908,0.000817661488143908,0,0,0,0,0,0,0,0,0,0,0
700,1924,0.000586510263929619,0.00117302052785924,0.00175953079178886,0.0269794721407625,0.000586510263929619,0,0.00175953079178886,0,0.00527859237536657,0.00821114369501466,0,0.0129032258064516,0.00351906158357771,0.00703812316715543,0.00410557184750733,0.223460410557185,0,0,0,0.0428152492668622,0.00175953079178886,0.00351906158357771,0.000586510263929619,0.000586510263929619,0,0.00293255131964809,0.0181818181818182,0.6158357771261,0,0,0.00703812316715543,0,0,0.00351906158357771,0,0.000586510263929619,0,0,0.000586510263929619,0.00117302052785924,0,0,0.000586510263929619,0,0.00175953079178886,0,0,0,0,0.000586510263929619,0.000586510263929619,0,0,0,0,0,0,0,0,0
720,2294,0.00111982082866741,0.000559910414333707,0.00111982082866741,0.0195968645016797,0.000559910414333707,0,0.00111982082866741,0,0.00447928331466965,0.00447928331466965,0.000559910414333707,0.013437849944009,0,0.0078387458006719,0.0100783874580067,0.191489361702128,0,0,0,0.0330347144456887,0,0.00559910414333707,0.00111982082866741,0.000559910414333707,0,0.00279955207166853,0.0291153415453527,0.648376259798432,0.00167973124300112,0.00111982082866741,0.0162374020156775,0,0,0.00223964165733483,0,0,0,0,0.000559910414333707,0,0,0,0,0,0,0,0,0.000559910414333707,0,0,0,0.000559910414333707,0,0,0,0,0,0,0,0
740,2663,0.000629326620516048,0.0012586532410321,0,0.0327249842668345,0.000629326620516048,0,0.00629326620516048,0,0.00314663310258024,0.00503461296412838,0,0.0144745122718691,0,0.00755191944619257,0.00629326620516048,0.16236626809314,0,0.000629326620516048,0,0.0383889238514789,0,0.00188797986154814,0,0.0012586532410321,0.000629326620516048,0.00503461296412838,0.0283196979232222,0.661422278162366,0.000629326620516048,0,0.0144745122718691,0,0,0.0012586532410321,0,0.000629326620516048,0.000629326620516048,0,0.000629326620516048,0.000629326620516048,0,0.000629326620516048,0.000629326620516048,0,0.0012586532410321,0,0,0,0,0,0.000629326620516048,0,0,0,0,0,0,0,0,0
