"sample.depths","sample.ages","Acer.negundo","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Carya","Celtis","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.pennsylvanica.type","Juglans.cinerea","Melilotus.type","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Populus","Poaceae","Rosaceae","Acer.saccharum.type","Asteraceae.undiff.","Fraxinus.nigra.type","Juglans.nigra","Corylus","Maclura.pomifera.type","Picea","Tsuga","Acer.rubrum","Ceanothus","Fraxinus.undiff.","Larix","Platanus","Tilia","Apiaceae","Fagus","Polygonaceae.undiff.","Xanthium","Abies","Amorpha.type","Iva.annua.type","Galium","Ephedra","Cannabaceae","Dalea","Rhamnus","Cornus","Rhus","Sarcobatus.vermiculatus"
1295,-5,0.00906344410876133,0.00604229607250755,0.265861027190332,0.00906344410876133,0.054380664652568,0.0120845921450151,0.00604229607250755,0.0211480362537764,0.00906344410876133,0.00302114803625378,0.027190332326284,0.00302114803625378,0.00302114803625378,0.00302114803625378,0.00604229607250755,0.0151057401812689,0.0211480362537764,0.287009063444109,0.00604229607250755,0.0362537764350453,0.00302114803625378,0.00604229607250755,0.0694864048338369,0.00302114803625378,0.027190332326284,0.0845921450151057,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,99,0.0091743119266055,0.0091743119266055,0.348623853211009,0.0137614678899083,0.0229357798165138,0.00458715596330275,0,0.0275229357798165,0,0.0091743119266055,0.0091743119266055,0,0.0091743119266055,0.0091743119266055,0.00458715596330275,0,0.0229357798165138,0.284403669724771,0,0.0137614678899083,0,0.00458715596330275,0.0275229357798165,0,0.0275229357798165,0.119266055045872,0,0.00458715596330275,0.00458715596330275,0.0091743119266055,0.00458715596330275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,211,0,0.0288065843621399,0.0823045267489712,0.0329218106995885,0.0617283950617284,0,0,0.00823045267489712,0.00411522633744856,0.0288065843621399,0,0,0,0.0288065843621399,0.037037037037037,0.0411522633744856,0.0905349794238683,0.37037037037037,0.00411522633744856,0.0164609053497942,0,0.00411522633744856,0.0288065843621399,0,0,0.0781893004115226,0,0.0164609053497942,0,0.00411522633744856,0.00411522633744856,0.0123456790123457,0.00411522633744856,0.00411522633744856,0.00823045267489712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,327,0.00615384615384615,0.0338461538461538,0.0430769230769231,0.04,0.0553846153846154,0.00307692307692308,0,0.00307692307692308,0.00923076923076923,0.0553846153846154,0.00307692307692308,0.00307692307692308,0,0.0184615384615385,0.0338461538461538,0.0892307692307692,0.110769230769231,0.249230769230769,0.00307692307692308,0.0184615384615385,0,0.0184615384615385,0.0307692307692308,0.00615384615384615,0.00923076923076923,0.0769230769230769,0,0.0184615384615385,0.00307692307692308,0.00307692307692308,0,0.0123076923076923,0,0.0123076923076923,0,0.00307692307692308,0.00615384615384615,0.00307692307692308,0.00615384615384615,0.00307692307692308,0.00615384615384615,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,560,0,0.0356083086053412,0.0474777448071217,0.0385756676557863,0.118694362017804,0.00593471810089021,0.00593471810089021,0.00890207715133531,0.00593471810089021,0.0415430267062315,0.0029673590504451,0.0029673590504451,0,0.0267062314540059,0.0207715133531157,0.0385756676557863,0.118694362017804,0.356083086053412,0,0.0118694362017804,0,0.0118694362017804,0.00890207715133531,0,0.0029673590504451,0.0356083086053412,0,0.00890207715133531,0,0.00890207715133531,0,0.0148367952522255,0,0.00593471810089021,0.00890207715133531,0,0.0029673590504451,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,792,0,0.0324074074074074,0.0416666666666667,0.00925925925925926,0.0833333333333333,0.00462962962962963,0,0.00462962962962963,0,0.037037037037037,0,0,0,0.0138888888888889,0.0185185185185185,0.0324074074074074,0.0509259259259259,0.527777777777778,0,0.00925925925925926,0,0.0185185185185185,0.0185185185185185,0,0.00925925925925926,0.0555555555555556,0,0.00462962962962963,0,0,0,0.00925925925925926,0,0,0.00462962962962963,0.00925925925925926,0,0,0,0,0,0,0.00462962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1200,0,0.0246305418719212,0.0394088669950739,0.0492610837438424,0.083743842364532,0,0,0.00492610837438424,0,0.0541871921182266,0,0,0,0.0197044334975369,0,0.0394088669950739,0.0492610837438424,0.443349753694581,0,0.00985221674876847,0,0.00985221674876847,0.0344827586206897,0,0,0.103448275862069,0,0,0,0.00492610837438424,0.00492610837438424,0.00985221674876847,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0.00492610837438424,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0
1440,1676,0,0.0286885245901639,0.0655737704918033,0.040983606557377,0.0532786885245902,0,0,0,0.0122950819672131,0.0327868852459016,0.00409836065573771,0,0,0.0163934426229508,0.00819672131147541,0.0532786885245902,0.0737704918032787,0.413934426229508,0,0.00819672131147541,0.00409836065573771,0.0163934426229508,0.0122950819672131,0,0,0.114754098360656,0,0.00409836065573771,0,0,0,0.00819672131147541,0,0.00409836065573771,0,0,0,0.00409836065573771,0,0.00409836065573771,0.00409836065573771,0,0,0.00409836065573771,0,0.00409836065573771,0.00409836065573771,0,0,0,0,0,0,0,0,0
1500,2426,0.0032258064516129,0.032258064516129,0.0354838709677419,0.0354838709677419,0.0548387096774194,0.0064516129032258,0,0.00967741935483871,0.0032258064516129,0.0387096774193548,0.0032258064516129,0,0,0.0258064516129032,0.0161290322580645,0.032258064516129,0.0548387096774194,0.429032258064516,0,0.0032258064516129,0.0032258064516129,0.0193548387096774,0.032258064516129,0.0032258064516129,0.0161290322580645,0.109677419354839,0,0.0064516129032258,0,0.00967741935483871,0,0.00967741935483871,0,0,0,0,0,0.0032258064516129,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
