"sample.depths","sample.ages","Abies","Acer.negundo","Acer.pensylvanicum","Acer.rubrum","Acer.saccharum","Acer.spicatum","Alnus.incana.type","Arceuthobium","Betula","Carya","Celtis.Maclura.type","Cornus.undiff.","Cornus.canadensis.type","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica.F..americana.type","Fraxinus.undiff.","Ilex.type","Ilex.Nemopanthus.undiff.","Juglans.cinerea","Juglans.undiff.","Larix","Morus","Myrica.type","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera","Populus.tremuloides","Prunus","Quercus","Salix","Sarcobatus.vermiculatus","Taxus.canadensis","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Bidens.type","Brassicaceae","Caryophyllaceae","Chenopodiaceae.Amaranthaceae.undiff.","Cyperaceae","Humulus","Iva.annua.type","Mentha","Phlox","Plantago","Poaceae","Potentilla","Primula.farinosa.type","Thalictrum","Urtica","Xanthium"
0,-45,0.00795228628230616,0.00198807157057654,0,0.00198807157057654,0.00795228628230616,0,0.0278330019880716,0,0.347912524850895,0.00397614314115308,0.00198807157057654,0,0,0,0.0894632206759443,0,0.0497017892644135,0,0.0099403578528827,0.00198807157057654,0.00198807157057654,0,0,0,0.00198807157057654,0.00397614314115308,0,0.0139165009940358,0.0298210735586481,0.0357852882703777,0.0417495029821074,0.0914512922465209,0,0,0,0,0.0318091451292246,0,0,0,0.00198807157057654,0.0556660039761431,0.0159045725646123,0,0.0516898608349901,0.0119284294234592,0.00596421471172962,0,0,0.00397614314115308,0,0.0238568588469185,0,0,0,0.00397614314115308,0,0.0198807157057654,0,0,0,0,0
23.5,239,0.00198019801980198,0,0.00594059405940594,0.00198019801980198,0.0118811881188119,0.00198019801980198,0.0158415841584158,0,0.382178217821782,0.00198019801980198,0,0,0.00198019801980198,0.00396039603960396,0.0752475247524752,0.00198019801980198,0.0554455445544554,0.00198019801980198,0,0.00594059405940594,0,0,0.00198019801980198,0,0.00198019801980198,0,0,0.0138613861386139,0.0237623762376238,0.0257425742574257,0.0594059405940594,0.110891089108911,0.00198019801980198,0,0.00198019801980198,0,0.0574257425742574,0,0.00198019801980198,0,0,0.0653465346534653,0.0198019801980198,0,0.0178217821782178,0,0.00396039603960396,0,0,0,0.00396039603960396,0.00792079207920792,0,0,0,0,0,0.00594059405940594,0,0.00198019801980198,0.00198019801980198,0,0
38,476,0.00395256916996047,0.00395256916996047,0.0138339920948617,0.00395256916996047,0.00988142292490119,0,0.0276679841897233,0,0.367588932806324,0,0,0,0,0.00592885375494071,0.0592885375494071,0,0.0790513833992095,0,0.00592885375494071,0.00592885375494071,0,0,0,0.00197628458498024,0,0,0.00197628458498024,0.0276679841897233,0.0237154150197628,0.0276679841897233,0.0355731225296443,0.118577075098814,0.00197628458498024,0,0,0,0.0592885375494071,0.00197628458498024,0,0,0,0.0652173913043478,0.0138339920948617,0,0.00790513833992095,0.00395256916996047,0.00197628458498024,0,0,0,0.00395256916996047,0.00790513833992095,0,0.00395256916996047,0,0,0,0.00395256916996047,0,0,0,0,0
50,673,0.00396039603960396,0.0158415841584158,0.00792079207920792,0.00396039603960396,0.0217821782178218,0.00594059405940594,0.0118811881188119,0,0.310891089108911,0.00198019801980198,0,0.00198019801980198,0,0.00396039603960396,0.0514851485148515,0,0.0554455445544554,0,0,0.00396039603960396,0,0,0,0,0.00198019801980198,0,0,0.0118811881188119,0.0118811881188119,0.0356435643564356,0.0792079207920792,0.138613861386139,0.00198019801980198,0,0.00198019801980198,0.00198019801980198,0.0495049504950495,0,0,0,0,0.108910891089109,0.0158415841584158,0,0.00594059405940594,0.00594059405940594,0.00198019801980198,0,0,0,0.00198019801980198,0.0138613861386139,0,0,0,0,0,0.00198019801980198,0.00198019801980198,0.00396039603960396,0,0.00198019801980198,0
66,936,0.00185873605947955,0,0.00185873605947955,0.00185873605947955,0.0315985130111524,0.00185873605947955,0.0148698884758364,0,0.377323420074349,0.00371747211895911,0,0,0,0.00743494423791822,0.0427509293680297,0,0.0631970260223048,0,0.00371747211895911,0,0,0.00185873605947955,0,0.00185873605947955,0.00371747211895911,0,0.00371747211895911,0.0185873605947955,0.0111524163568773,0.0371747211895911,0.0557620817843866,0.100371747211896,0,0.00185873605947955,0,0,0.0427509293680297,0.00557620817843866,0.00185873605947955,0.00185873605947955,0,0.0724907063197026,0.0204460966542751,0,0.00557620817843866,0.00371747211895911,0.00557620817843866,0,0,0,0.00185873605947955,0.0278810408921933,0.00743494423791822,0,0,0,0,0.00929368029739777,0,0.00371747211895911,0,0.00185873605947955,0
74,1126,0.00377358490566038,0.00377358490566038,0.00566037735849057,0.00377358490566038,0.0283018867924528,0,0.0264150943396226,0,0.364150943396226,0.00188679245283019,0,0,0,0.00943396226415094,0.0471698113207547,0,0.0433962264150943,0,0.00188679245283019,0.00188679245283019,0,0.00188679245283019,0,0.00188679245283019,0,0,0.00188679245283019,0.0150943396226415,0.0150943396226415,0.030188679245283,0.0924528301886792,0.109433962264151,0,0,0,0.00377358490566038,0.0528301886792453,0,0,0,0.00188679245283019,0.0754716981132075,0.0150943396226415,0,0.00377358490566038,0.00377358490566038,0.00188679245283019,0,0,0,0.00188679245283019,0.0226415094339623,0,0,0,0,0,0.00188679245283019,0,0,0,0.00566037735849057,0
82,1394,0.00759013282732448,0.00569259962049336,0.0170777988614801,0.00189753320683112,0.00759013282732448,0.00189753320683112,0.0170777988614801,0.00189753320683112,0.328273244781784,0.00189753320683112,0,0,0,0,0.0531309297912713,0,0.0664136622390892,0.00189753320683112,0.00759013282732448,0,0,0,0,0.00189753320683112,0,0,0,0.0246679316888046,0.0227703984819734,0.0531309297912713,0.104364326375712,0.104364326375712,0.00379506641366224,0,0,0,0.0512333965844402,0,0,0.00189753320683112,0.00189753320683112,0.0664136622390892,0.0113851992409867,0,0.00569259962049336,0.00189753320683112,0.00189753320683112,0,0,0,0.00189753320683112,0.0132827324478178,0,0,0,0,0,0.00379506641366224,0,0,0,0.00189753320683112,0.00189753320683112
90,1662,0.00377358490566038,0,0.00188679245283019,0,0.0264150943396226,0,0.00943396226415094,0,0.333962264150943,0,0,0,0,0.00377358490566038,0.0849056603773585,0,0.0415094339622641,0,0.0132075471698113,0.00188679245283019,0,0.00188679245283019,0,0.00188679245283019,0,0,0,0.0188679245283019,0.0113207547169811,0.0679245283018868,0.124528301886792,0.115094339622642,0,0,0,0,0.0415094339622641,0,0,0,0,0.0641509433962264,0.0113207547169811,0.00188679245283019,0.00188679245283019,0.00377358490566038,0,0,0,0,0.00188679245283019,0.00943396226415094,0,0,0,0,0,0.00188679245283019,0,0,0,0,0
98,1930,0.0125,0,0.0107142857142857,0.00535714285714286,0.0214285714285714,0,0.0142857142857143,0,0.298214285714286,0.00357142857142857,0,0,0,0.00178571428571429,0.173214285714286,0,0.0392857142857143,0,0.00535714285714286,0.00178571428571429,0,0,0.00178571428571429,0,0.00357142857142857,0,0.00178571428571429,0.0160714285714286,0.0107142857142857,0.0678571428571429,0.0642857142857143,0.0857142857142857,0.00178571428571429,0,0.00535714285714286,0,0.0482142857142857,0.00357142857142857,0,0,0,0.0571428571428571,0.0107142857142857,0.00357142857142857,0.00535714285714286,0.00714285714285714,0.00178571428571429,0,0,0,0,0.0107142857142857,0,0,0,0,0,0.00535714285714286,0,0,0,0,0
106,2198,0.0056390977443609,0.0056390977443609,0.0075187969924812,0.0037593984962406,0.0206766917293233,0,0.0225563909774436,0,0.321428571428571,0,0,0,0,0.0037593984962406,0.099624060150376,0,0.037593984962406,0.0037593984962406,0.0037593984962406,0,0,0,0,0,0,0,0,0.0150375939849624,0.0169172932330827,0.0676691729323308,0.112781954887218,0.0789473684210526,0.0037593984962406,0,0,0,0.0695488721804511,0.0037593984962406,0,0,0,0.056390977443609,0.0131578947368421,0,0,0.0075187969924812,0,0,0,0,0,0.0112781954887218,0,0,0.0018796992481203,0,0,0.0037593984962406,0,0,0,0.0018796992481203,0
110,2331,0.0131332082551595,0.00187617260787992,0.0075046904315197,0.00562851782363977,0.0131332082551595,0,0.0225140712945591,0,0.455909943714822,0,0,0,0,0.00562851782363977,0.0863039399624766,0,0.0206378986866792,0,0.00375234521575985,0.00187617260787992,0,0,0,0,0.00187617260787992,0,0,0.0112570356472795,0.00187617260787992,0.048780487804878,0.0881801125703565,0.0600375234521576,0,0,0.00375234521575985,0,0.0337711069418387,0,0,0,0,0.0712945590994371,0.0168855534709193,0,0.00375234521575985,0.00187617260787992,0,0,0.00187617260787992,0,0.00187617260787992,0.0112570356472795,0,0,0,0,0,0.00375234521575985,0,0,0,0,0
118,2599,0.00378787878787879,0,0.0132575757575758,0.00189393939393939,0.0189393939393939,0.00378787878787879,0.0132575757575758,0,0.409090909090909,0.00189393939393939,0,0,0,0.00189393939393939,0.149621212121212,0,0.0189393939393939,0,0.00757575757575758,0.00189393939393939,0,0,0,0,0.00189393939393939,0,0,0.0151515151515152,0.00757575757575758,0.0378787878787879,0.090909090909091,0.0643939393939394,0.00757575757575758,0,0,0,0.0284090909090909,0.00189393939393939,0.00189393939393939,0,0,0.053030303030303,0.0189393939393939,0.00189393939393939,0.00568181818181818,0,0.00189393939393939,0,0.00189393939393939,0,0.00189393939393939,0.00757575757575758,0.00189393939393939,0,0,0,0,0,0,0,0,0.00189393939393939,0
130,3013,0.00197628458498024,0,0.0118577075098814,0.00197628458498024,0.0276679841897233,0.00395256916996047,0.0158102766798419,0,0.24901185770751,0,0,0,0,0.00197628458498024,0.179841897233202,0,0.0177865612648221,0,0.0177865612648221,0.00395256916996047,0,0,0.00197628458498024,0,0.00197628458498024,0,0,0.00790513833992095,0.00395256916996047,0.090909090909091,0.126482213438735,0.0592885375494071,0,0,0.00197628458498024,0,0.0711462450592885,0,0,0,0.00197628458498024,0.041501976284585,0.0138339920948617,0.00197628458498024,0.00592885375494071,0.00395256916996047,0.00197628458498024,0,0,0,0.00197628458498024,0.0158102766798419,0,0,0,0,0,0.00790513833992095,0,0.00197628458498024,0,0.00197628458498024,0
138,3308,0.00398406374501992,0,0.00597609561752988,0.00199203187250996,0.0139442231075697,0,0.0139442231075697,0,0.410358565737052,0.00199203187250996,0,0,0,0.00398406374501992,0.095617529880478,0,0.00796812749003984,0,0.00199203187250996,0.00398406374501992,0,0,0,0,0.00199203187250996,0,0,0.0258964143426295,0.0159362549800797,0.0597609561752988,0.0896414342629482,0.107569721115538,0,0,0.00796812749003984,0,0.051792828685259,0,0,0,0,0.0278884462151394,0.0119521912350598,0,0.00199203187250996,0.00398406374501992,0.00199203187250996,0,0,0,0.00199203187250996,0.0119521912350598,0,0,0.00199203187250996,0,0,0.00398406374501992,0,0.00199203187250996,0,0.00398406374501992,0
150,3752,0.00394477317554241,0.00394477317554241,0.0157790927021696,0,0.00788954635108481,0,0.00591715976331361,0,0.323471400394477,0,0,0,0,0.0019723865877712,0.207100591715976,0,0.0177514792899408,0,0.00394477317554241,0.0019723865877712,0,0,0,0,0.00394477317554241,0,0,0.0157790927021696,0.00394477317554241,0.0710059171597633,0.132149901380671,0.0631163708086785,0.0019723865877712,0,0,0,0.0631163708086785,0,0.0019723865877712,0,0,0.0138067061143984,0.00986193293885602,0,0.00394477317554241,0.0019723865877712,0,0,0,0,0.0019723865877712,0.00788954635108481,0,0,0.0019723865877712,0,0,0.00394477317554241,0,0,0,0.00394477317554241,0
