"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Carya","Celtis","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Ilex","Larix","Ostrya.Carpinus","Pinus.subg..Strobus","Platanus","Quercus","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Vitis","Alnus","Acer","Anacardiaceae","Poaceae","Lamiaceae","Abies","Ericaceae","Fagus","Fraxinus.nigra.type","Liquidambar","Morus","Pinus.subg..Pinus","Pinus.undiff.","Thalictrum","Tilia","Ulmus","Apiaceae","Fraxinus.pennsylvanica.type","Picea","Fabaceae","Juglans","Urtica.type","Populus","Elaeagnaceae","Rosaceae","Brassicaceae","Cornus","Ephedra","Sarcobatus.vermiculatus"
200,1747,0.0271084337349398,0.00602409638554217,0.0180722891566265,0.0150602409638554,0.0150602409638554,0.00903614457831325,0.00602409638554217,0.00903614457831325,0.0602409638554217,0,0,0.00602409638554217,0.0240963855421687,0.00903614457831325,0.620481927710843,0,0,0.0120481927710843,0,0.00903614457831325,0.00602409638554217,0,0.0542168674698795,0,0,0,0.00602409638554217,0.00301204819277108,0,0,0.0120481927710843,0.0301204819277108,0.00301204819277108,0.00301204819277108,0.0150602409638554,0,0,0,0,0.0120481927710843,0,0.00903614457831325,0,0,0,0,0,0
220,1922,0.0383480825958702,0.0117994100294985,0.0176991150442478,0.0294985250737463,0.00294985250737463,0,0,0.0117994100294985,0.0353982300884956,0,0,0.00589970501474926,0.0147492625368732,0.0117994100294985,0.648967551622419,0.00589970501474926,0.00294985250737463,0.0206489675516224,0,0.00294985250737463,0.00294985250737463,0,0.0383480825958702,0,0,0,0.00294985250737463,0.0088495575221239,0.00294985250737463,0.00294985250737463,0.00294985250737463,0.0324483775811209,0,0.00294985250737463,0.0265486725663717,0,0,0,0,0.0117994100294985,0,0.00294985250737463,0,0,0,0,0,0
240,2110,0.0316455696202532,0.00316455696202532,0.0158227848101266,0.0189873417721519,0,0.00316455696202532,0.00316455696202532,0.00316455696202532,0.0506329113924051,0,0,0.0126582278481013,0.00949367088607595,0.00632911392405063,0.686708860759494,0,0,0.0158227848101266,0,0.0158227848101266,0.00316455696202532,0,0.060126582278481,0,0,0,0,0,0,0,0,0.0221518987341772,0.00316455696202532,0,0.0126582278481013,0.00316455696202532,0,0.00316455696202532,0,0.00949367088607595,0,0.00632911392405063,0,0,0,0,0,0
260,2312,0.0474683544303797,0.00316455696202532,0.0189873417721519,0.0253164556962025,0.00632911392405063,0.00632911392405063,0.0189873417721519,0.0126582278481013,0.0253164556962025,0,0,0.0221518987341772,0.0221518987341772,0.0158227848101266,0.60126582278481,0,0,0.0189873417721519,0,0.00316455696202532,0,0,0.0411392405063291,0.00316455696202532,0,0,0.00316455696202532,0.0126582278481013,0.00316455696202532,0,0,0.0411392405063291,0,0,0.0316455696202532,0,0.00316455696202532,0,0,0.00632911392405063,0,0.00632911392405063,0,0,0,0,0,0
280,2534,0.0483870967741935,0.0129032258064516,0.0161290322580645,0.0258064516129032,0.0032258064516129,0.00967741935483871,0.0064516129032258,0.0064516129032258,0.0258064516129032,0,0,0.0032258064516129,0.0225806451612903,0.00967741935483871,0.629032258064516,0.0032258064516129,0,0.0064516129032258,0,0.00967741935483871,0.0032258064516129,0,0.0483870967741935,0,0,0,0.0032258064516129,0.0193548387096774,0,0,0.0032258064516129,0.0193548387096774,0,0.0032258064516129,0.0258064516129032,0.0032258064516129,0.0064516129032258,0.0032258064516129,0,0.0161290322580645,0,0.0064516129032258,0,0,0,0,0,0
300,2774,0.0471698113207547,0.0157232704402516,0.0188679245283019,0.0345911949685535,0,0.00314465408805031,0,0.0125786163522013,0.0408805031446541,0,0,0.00943396226415094,0.0566037735849057,0.00628930817610063,0.562893081761006,0,0,0.0188679245283019,0,0.00314465408805031,0.00628930817610063,0,0.0440251572327044,0,0,0,0.00314465408805031,0.00628930817610063,0.00314465408805031,0,0.00943396226415094,0.0440251572327044,0,0,0.0377358490566038,0,0,0,0,0.00943396226415094,0,0.00628930817610063,0,0,0,0,0,0
320,3030,0.0857142857142857,0.00952380952380952,0.00317460317460317,0.0317460317460317,0,0.00952380952380952,0.00952380952380952,0.00634920634920635,0.0444444444444444,0,0,0.00952380952380952,0.0222222222222222,0.00952380952380952,0.587301587301587,0.00317460317460317,0,0.00317460317460317,0,0.00634920634920635,0.00317460317460317,0,0.0666666666666667,0,0,0,0.00317460317460317,0,0.0126984126984127,0,0.00634920634920635,0.0349206349206349,0,0.00317460317460317,0.0222222222222222,0,0,0,0,0.00317460317460317,0,0.00317460317460317,0,0,0,0,0,0
340,3298,0.0479233226837061,0.0191693290734824,0.012779552715655,0.0415335463258786,0,0.012779552715655,0.00319488817891374,0.00958466453674121,0.0223642172523962,0,0.00319488817891374,0.00638977635782748,0.0159744408945687,0.0191693290734824,0.642172523961661,0,0,0.00638977635782748,0.00319488817891374,0.00638977635782748,0,0,0.0511182108626198,0,0,0,0,0.00958466453674121,0,0.00319488817891374,0.00638977635782748,0.0383386581469649,0,0,0.00958466453674121,0,0,0,0,0.00958466453674121,0,0,0,0,0,0,0,0
360,3576,0.0780780780780781,0.012012012012012,0.015015015015015,0.006006006006006,0.003003003003003,0.018018018018018,0,0.021021021021021,0.057057057057057,0,0,0.012012012012012,0.015015015015015,0.027027027027027,0.558558558558559,0.009009009009009,0.003003003003003,0.012012012012012,0,0.003003003003003,0.003003003003003,0,0.045045045045045,0,0,0,0.009009009009009,0.003003003003003,0,0,0.006006006006006,0.024024024024024,0,0.003003003003003,0.039039039039039,0,0.003003003003003,0,0,0.006006006006006,0,0.006006006006006,0,0.003003003003003,0,0,0,0
380,3862,0.0462962962962963,0.00308641975308642,0.00617283950617284,0.0277777777777778,0,0.00925925925925926,0.00308641975308642,0.00617283950617284,0.0339506172839506,0,0,0.00617283950617284,0.00617283950617284,0.00308641975308642,0.645061728395062,0.00308641975308642,0,0.0185185185185185,0,0.00925925925925926,0.0123456790123457,0,0.037037037037037,0,0,0,0.0123456790123457,0.0185185185185185,0.00308641975308642,0,0.00617283950617284,0.0216049382716049,0,0,0.0462962962962963,0,0,0,0,0.00617283950617284,0,0.00617283950617284,0,0.00308641975308642,0,0,0,0
400,4151,0.0684039087947883,0.00977198697068404,0.00651465798045603,0.0293159609120521,0.00651465798045603,0.00977198697068404,0.00651465798045603,0.00651465798045603,0.0456026058631922,0,0,0.00651465798045603,0.00977198697068404,0.00651465798045603,0.583061889250814,0,0,0.0228013029315961,0,0.00325732899022801,0.00325732899022801,0,0.0684039087947883,0,0,0,0.00325732899022801,0.0130293159609121,0,0,0,0.0162866449511401,0,0,0.0488599348534202,0,0,0,0,0.00977198697068404,0,0.00651465798045603,0,0,0.00977198697068404,0,0,0
420,4441,0.0614886731391586,0.0194174757281553,0,0.0194174757281553,0,0.0129449838187702,0.00323624595469256,0.00323624595469256,0.0323624595469256,0,0,0,0.0129449838187702,0.0161812297734628,0.611650485436893,0.00323624595469256,0,0.00647249190938511,0,0.00647249190938511,0.00323624595469256,0.00323624595469256,0.087378640776699,0,0,0,0,0.00323624595469256,0,0,0.00647249190938511,0.0194174757281553,0,0,0.0453074433656958,0,0.00647249190938511,0,0,0.0129449838187702,0,0,0,0,0,0.00323624595469256,0,0
440,4729,0.0410958904109589,0.0136986301369863,0,0.0365296803652968,0,0.0182648401826484,0.0045662100456621,0.0182648401826484,0.0547945205479452,0,0,0.0091324200913242,0.0182648401826484,0,0.552511415525114,0,0.0182648401826484,0.0091324200913242,0,0,0.0136986301369863,0,0.0547945205479452,0,0,0,0,0.0091324200913242,0.0045662100456621,0,0.0182648401826484,0.0730593607305936,0.0045662100456621,0.0045662100456621,0.0045662100456621,0,0.0045662100456621,0.0045662100456621,0,0.0045662100456621,0,0,0,0,0,0,0.0045662100456621,0
450,4871,0.0701754385964912,0.0087719298245614,0,0.0350877192982456,0.0043859649122807,0.0087719298245614,0,0.0175438596491228,0.0701754385964912,0,0,0.0043859649122807,0.0219298245614035,0.0087719298245614,0.539473684210526,0.0087719298245614,0,0.0219298245614035,0,0,0.0175438596491228,0,0.0307017543859649,0,0,0,0,0.0087719298245614,0,0,0.0087719298245614,0.0657894736842105,0,0,0.0219298245614035,0.0043859649122807,0,0.0043859649122807,0,0.0043859649122807,0,0.0131578947368421,0,0,0,0,0,0
460,5012,0.0434782608695652,0,0.00966183574879227,0.0434782608695652,0,0.00483091787439614,0.00483091787439614,0.0289855072463768,0.0434782608695652,0,0,0.00483091787439614,0.0531400966183575,0.0289855072463768,0.48792270531401,0.00483091787439614,0,0.00483091787439614,0,0,0.00483091787439614,0,0.0241545893719807,0,0,0,0,0.0338164251207729,0,0,0.00966183574879227,0.0966183574879227,0,0.00483091787439614,0.0289855072463768,0,0.00966183574879227,0.00483091787439614,0,0.0144927536231884,0,0.00483091787439614,0,0,0,0,0,0
470,5151,0.0412698412698413,0.00952380952380952,0,0.0285714285714286,0.00317460317460317,0.0126984126984127,0,0.00952380952380952,0.0349206349206349,0,0,0.0126984126984127,0.00634920634920635,0.019047619047619,0.66031746031746,0.00634920634920635,0,0.00634920634920635,0,0.00634920634920635,0.00952380952380952,0,0.019047619047619,0,0,0,0,0.0126984126984127,0,0,0,0.0412698412698413,0,0.00317460317460317,0.0317460317460317,0,0.0126984126984127,0,0,0.0126984126984127,0,0,0,0,0,0,0,0
480,5287,0.0662460567823344,0.00630914826498423,0,0.0347003154574132,0,0.00946372239747634,0.00946372239747634,0.0157728706624606,0.0252365930599369,0,0,0.0189274447949527,0.00946372239747634,0,0.640378548895899,0.00315457413249211,0.00315457413249211,0.00315457413249211,0,0.0126182965299685,0.00630914826498423,0,0.0473186119873817,0,0,0,0.00630914826498423,0.0126182965299685,0,0.00315457413249211,0.00630914826498423,0.0126182965299685,0,0.00315457413249211,0.0347003154574132,0,0.00630914826498423,0,0,0.00315457413249211,0,0,0,0,0,0,0,0
500,5553,0.0441640378548896,0.0220820189274448,0.00630914826498423,0.056782334384858,0.00315457413249211,0.00315457413249211,0,0.00946372239747634,0.00946372239747634,0,0.00630914826498423,0.0189274447949527,0.00946372239747634,0.0252365930599369,0.593059936908517,0.00315457413249211,0,0.0157728706624606,0,0.00315457413249211,0.0157728706624606,0,0.028391167192429,0,0,0,0,0.00630914826498423,0,0,0.00315457413249211,0.0315457413249211,0,0,0.0662460567823344,0,0.00630914826498423,0.00315457413249211,0,0.00946372239747634,0,0,0,0,0,0,0,0
520,5811,0.0360655737704918,0.0131147540983607,0,0.0491803278688525,0,0.00655737704918033,0.0098360655737705,0.0229508196721311,0.0262295081967213,0,0.00327868852459016,0.0098360655737705,0.0163934426229508,0.0262295081967213,0.488524590163934,0.0098360655737705,0,0.00655737704918033,0,0.00327868852459016,0.019672131147541,0,0.0557377049180328,0,0.00327868852459016,0.00327868852459016,0.00327868852459016,0.0131147540983607,0,0,0,0.0491803278688525,0,0.0098360655737705,0.0918032786885246,0,0.00327868852459016,0.00327868852459016,0,0.0131147540983607,0,0,0,0.00327868852459016,0,0,0,0
540,6069,0.0298507462686567,0.00895522388059702,0.00597014925373134,0.0537313432835821,0,0.00895522388059702,0.00895522388059702,0.0119402985074627,0.0238805970149254,0,0,0.017910447761194,0.017910447761194,0.0238805970149254,0.51044776119403,0.00298507462686567,0.00298507462686567,0.00597014925373134,0,0.00597014925373134,0.0238805970149254,0,0.0388059701492537,0,0,0,0,0.0119402985074627,0,0.00298507462686567,0.00895522388059702,0.0328358208955224,0,0.00298507462686567,0.122388059701493,0,0,0,0,0.0119402985074627,0,0,0,0,0,0,0.00298507462686567,0
560,6332,0.0434782608695652,0.00334448160535117,0,0.0668896321070234,0.00334448160535117,0.0100334448160535,0.00334448160535117,0,0.0100334448160535,0,0,0.020066889632107,0.0301003344481605,0.0234113712374582,0.565217391304348,0.00334448160535117,0,0.0100334448160535,0,0.00334448160535117,0.0100334448160535,0,0.020066889632107,0,0,0,0.0100334448160535,0.0167224080267559,0,0,0.00668896321070234,0.020066889632107,0,0.00668896321070234,0.096989966555184,0,0.00668896321070234,0.00334448160535117,0,0.00334448160535117,0,0.00334448160535117,0,0,0,0,0,0
580,6606,0.0235294117647059,0.0088235294117647,0,0.0441176470588235,0.00588235294117647,0.00588235294117647,0.00294117647058824,0.0147058823529412,0.0264705882352941,0,0.00294117647058824,0.0470588235294118,0.0117647058823529,0.0117647058823529,0.538235294117647,0.00588235294117647,0,0.0088235294117647,0,0.00588235294117647,0.00588235294117647,0,0.0323529411764706,0,0,0,0.0117647058823529,0.0088235294117647,0.00294117647058824,0,0,0.0352941176470588,0.00294117647058824,0.00588235294117647,0.102941176470588,0,0,0,0,0.0205882352941176,0,0,0,0,0,0,0.00294117647058824,0.00294117647058824
600,6897,0.0154798761609907,0.00309597523219814,0.00309597523219814,0.0526315789473684,0,0.00619195046439629,0.00309597523219814,0,0.0123839009287926,0,0,0.0340557275541796,0.00928792569659443,0.00928792569659443,0.597523219814242,0.00309597523219814,0,0.00309597523219814,0,0.00309597523219814,0.0154798761609907,0,0.0371517027863777,0,0.00309597523219814,0,0.00309597523219814,0.00928792569659443,0,0.00309597523219814,0,0.0247678018575851,0.00309597523219814,0.00309597523219814,0.120743034055728,0,0.00928792569659443,0.00928792569659443,0,0.00309597523219814,0,0,0,0,0,0,0,0
620,7212,0.0306122448979592,0.0102040816326531,0,0,0,0.0102040816326531,0.0170068027210884,0,0.0170068027210884,0,0,0.0476190476190476,0.0170068027210884,0,0.612244897959184,0,0,0.0102040816326531,0,0,0,0,0.0204081632653061,0,0,0,0,0,0.00340136054421769,0,0.0136054421768707,0.0238095238095238,0,0.0136054421768707,0.142857142857143,0,0,0.00340136054421769,0,0,0,0.00340136054421769,0,0,0,0.00340136054421769,0,0
640,7554,0.0492753623188406,0.00869565217391304,0,0.0347826086956522,0,0.0144927536231884,0.00579710144927536,0.00579710144927536,0.0144927536231884,0,0,0.0289855072463768,0.0231884057971014,0.0260869565217391,0.536231884057971,0.00289855072463768,0,0.0144927536231884,0,0.00579710144927536,0.00869565217391304,0,0.0376811594202899,0,0,0,0.00579710144927536,0.0144927536231884,0.00579710144927536,0,0.0173913043478261,0.0318840579710145,0,0.0173913043478261,0.072463768115942,0,0.00289855072463768,0.00289855072463768,0,0.00579710144927536,0,0,0,0,0,0.00289855072463768,0,0.00289855072463768
660,7927,0.0385756676557863,0.00593471810089021,0.0029673590504451,0.0207715133531157,0.0029673590504451,0.00890207715133531,0.0148367952522255,0,0.0237388724035608,0,0,0.0178041543026706,0.0356083086053412,0.00593471810089021,0.599406528189911,0,0,0.0029673590504451,0,0,0.00593471810089021,0,0.0385756676557863,0,0,0,0,0.00593471810089021,0,0,0.00593471810089021,0.029673590504451,0.0029673590504451,0.0178041543026706,0.0919881305637982,0,0.00890207715133531,0,0,0.00593471810089021,0,0,0,0,0,0.0029673590504451,0.0029673590504451,0
680,8333,0.0464396284829721,0.0154798761609907,0.00309597523219814,0.0154798761609907,0,0.00309597523219814,0.00309597523219814,0,0.0309597523219814,0,0.00309597523219814,0.0309597523219814,0.0154798761609907,0.0123839009287926,0.582043343653251,0.0123839009287926,0,0.00928792569659443,0,0.00309597523219814,0.00928792569659443,0,0.0278637770897833,0,0,0,0,0.0154798761609907,0,0,0,0.043343653250774,0,0,0.102167182662539,0,0.00309597523219814,0,0,0.0123839009287926,0,0,0,0,0,0,0,0
700,8777,0.0411764705882353,0.0117647058823529,0.0117647058823529,0.0176470588235294,0.00294117647058824,0.00588235294117647,0.00588235294117647,0,0.0382352941176471,0,0.00294117647058824,0.0529411764705882,0.0147058823529412,0.00294117647058824,0.502941176470588,0.0088235294117647,0,0.0088235294117647,0,0.00294117647058824,0.0176470588235294,0,0.0352941176470588,0,0.00294117647058824,0,0,0.0323529411764706,0,0.0088235294117647,0.0147058823529412,0.0352941176470588,0,0.0117647058823529,0.0970588235294118,0,0,0.0088235294117647,0,0.00294117647058824,0,0,0,0,0,0,0,0
720,9261,0.0245901639344262,0.00546448087431694,0.00273224043715847,0.0327868852459016,0,0.00273224043715847,0.0136612021857923,0.00273224043715847,0.0163934426229508,0,0,0.040983606557377,0.0327868852459016,0.0136612021857923,0.494535519125683,0.00273224043715847,0,0.0136612021857923,0,0,0.0136612021857923,0,0.040983606557377,0,0.00273224043715847,0,0,0.0136612021857923,0,0,0.0109289617486339,0.0546448087431694,0,0.0163934426229508,0.144808743169399,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0
740,9789,0.0121654501216545,0,0.0145985401459854,0.0291970802919708,0.0024330900243309,0.0024330900243309,0.0145985401459854,0.0024330900243309,0.0048661800486618,0,0.0024330900243309,0.104622871046229,0.0316301703163017,0.0121654501216545,0.411192214111922,0.0024330900243309,0,0,0,0,0.0364963503649635,0,0.0170316301703163,0,0,0,0,0.0291970802919708,0,0.0024330900243309,0.0170316301703163,0.0316301703163017,0,0.0097323600973236,0.194647201946472,0,0.0048661800486618,0,0,0.0097323600973236,0,0,0,0,0,0,0,0
750,10070,0.0137362637362637,0,0.0164835164835165,0.0247252747252747,0.00824175824175824,0,0.00824175824175824,0,0.00549450549450549,0,0.00274725274725275,0.043956043956044,0.0521978021978022,0.0192307692307692,0.403846153846154,0,0,0.00549450549450549,0,0.00549450549450549,0.0192307692307692,0,0.00274725274725275,0,0.0192307692307692,0,0,0.0164835164835165,0,0.00549450549450549,0.0247252747252747,0.0631868131868132,0,0.0302197802197802,0.192307692307692,0,0.00274725274725275,0.010989010989011,0,0.00274725274725275,0,0,0,0,0,0,0,0
760,10364,0.0084985835694051,0,0.0084985835694051,0.0311614730878187,0,0.0028328611898017,0.0141643059490085,0.0056657223796034,0.0169971671388102,0,0,0.121813031161473,0.0254957507082153,0.0084985835694051,0.39943342776204,0.0028328611898017,0,0.0028328611898017,0,0.0028328611898017,0.0169971671388102,0,0.0113314447592068,0,0,0,0,0.028328611898017,0,0.0056657223796034,0.0424929178470255,0.0481586402266289,0,0.0141643059490085,0.138810198300283,0,0,0.0084985835694051,0,0.0311614730878187,0,0,0,0,0,0.0028328611898017,0,0
770,10670,0.0202898550724638,0.00579710144927536,0.0144927536231884,0.0318840579710145,0,0.00289855072463768,0,0,0.00869565217391304,0,0.00579710144927536,0,0.0318840579710145,0.00289855072463768,0.304347826086957,0.00579710144927536,0,0,0,0.130434782608696,0.0231884057971014,0,0.0173913043478261,0,0.00869565217391304,0,0,0.0666666666666667,0,0.0115942028985507,0.0347826086956522,0.0376811594202899,0,0.00579710144927536,0.188405797101449,0,0.00579710144927536,0.00579710144927536,0,0.0289855072463768,0,0,0,0,0,0,0,0
780,10990,0.045045045045045,0.006006006006006,0.009009009009009,0.021021021021021,0,0.003003003003003,0.009009009009009,0,0.024024024024024,0,0.006006006006006,0.042042042042042,0.018018018018018,0.015015015015015,0.48048048048048,0.003003003003003,0,0.009009009009009,0,0.003003003003003,0.012012012012012,0,0.039039039039039,0,0.006006006006006,0,0,0.015015015015015,0,0,0.03003003003003,0.018018018018018,0.003003003003003,0.018018018018018,0.141141141141141,0,0,0.006006006006006,0,0.018018018018018,0,0,0,0,0,0,0,0
790,11322,0.00934579439252336,0,0.0373831775700935,0.0350467289719626,0.00467289719626168,0.00233644859813084,0.00700934579439252,0,0.014018691588785,0,0,0.0747663551401869,0.014018691588785,0,0.406542056074766,0.00233644859813084,0,0,0,0.014018691588785,0.0186915887850467,0,0.00233644859813084,0,0.00934579439252336,0,0,0.0514018691588785,0,0,0.0560747663551402,0.0186915887850467,0,0.0116822429906542,0.163551401869159,0,0.00934579439252336,0.00934579439252336,0,0.0163551401869159,0,0.0116822429906542,0,0,0,0,0,0
800,11662,0.0116959064327485,0.00584795321637427,0.105263157894737,0.0233918128654971,0.00584795321637427,0.00292397660818713,0.0087719298245614,0,0.0146198830409357,0,0.00292397660818713,0.0526315789473684,0.00584795321637427,0,0.239766081871345,0.00292397660818713,0,0.00292397660818713,0,0.00292397660818713,0.0263157894736842,0,0.0116959064327485,0,0.0263157894736842,0,0,0.0964912280701754,0,0,0.0730994152046784,0.0292397660818713,0,0,0.195906432748538,0,0.00584795321637427,0.0146198830409357,0,0.0204678362573099,0,0.00584795321637427,0,0,0,0.00584795321637427,0,0
810,11976,0.00320512820512821,0.00961538461538462,0.185897435897436,0.00320512820512821,0,0,0.0128205128205128,0,0.0224358974358974,0,0.0192307692307692,0.0192307692307692,0,0,0.128205128205128,0,0,0,0,0.0224358974358974,0.00320512820512821,0,0.0128205128205128,0,0.0544871794871795,0,0,0.0961538461538462,0,0,0.137820512820513,0.0448717948717949,0.00320512820512821,0,0.131410256410256,0,0.00641025641025641,0.0737179487179487,0,0.00641025641025641,0,0,0,0,0,0.00320512820512821,0,0
820,12251,0.00689655172413793,0.0206896551724138,0.141379310344828,0.00344827586206897,0,0.00344827586206897,0.00689655172413793,0,0.0241379310344828,0,0.0172413793103448,0.0241379310344828,0,0,0.151724137931034,0.00344827586206897,0,0.00344827586206897,0,0.0344827586206897,0,0,0.00689655172413793,0,0.113793103448276,0,0,0.148275862068966,0,0,0.113793103448276,0.0103448275862069,0.00344827586206897,0,0.1,0,0.00344827586206897,0.0448275862068966,0,0.00689655172413793,0,0.00689655172413793,0,0,0,0,0,0
