"depth","best.age","min.age","max.age"
2.5,6,4,9
12.5,207,197,218
22.5,408,388,431
35,659,628,695
45,860,821,907
55,1060,1012,1118
65,1261,1205,1330
85,1663,1589,1753
105,2064,1973,2176
125,2466,2356,2598
145,2867,2740,3022
165,3269,3124,3445
185,3671,3508,3868
205,4072,3891,4290
225,4474,4275,4713
245,4875,4660,5137
265,5277,5044,5560
285,5678,5428,5983
305,6080,5811,6405
340,6783,6483,7145
345,6874,6584,7226
365,7237,6983,7529
385,7601,7381,7835
405,7965,7764,8182
425,8328,8136,8547
445,8692,8498,8928
465,9055,8859,9380
475,9237,9034,9599
485,9419,9206,9814
495,9601,9375,10024
505,9748,9523,10170
510,9804,9587,10212
515,9860,9649,10251
520,9916,9712,10292
525,9972,9774,10331
530,10028,9835,10367
535,10084,9897,10403
545,10197,10020,10457
555,10309,10142,10534
565,10421,10262,10628
575,10533,10380,10727
585,10645,10494,10830
590,10701,10550,10883
595,10758,10608,10941
605,10870,10723,11060
610,10926,10779,11119
615,10982,10834,11178
625,11094,10946,11299
630,11150,11002,11360
635,11206,11056,11421
640,11262,11110,11483
645,11318,11164,11547
650,11375,11214,11610
655,NA,NA,NA
660,NA,NA,NA
670,NA,NA,NA
685,NA,NA,NA
700,NA,NA,NA
712,NA,NA,NA
720,NA,NA,NA
735,NA,NA,NA
