"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Herbs.undiff.","Juglans.nigra","Ostrya.Carpinus","Picea","Platanus","Polygonum.lapathifolium.type","Quercus","Sarcobatus.vermiculatus","Scrophulariaceae","Thalictrum","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Vitis","Alnus","Acer","Fraxinus","Pinus","Poaceae","Brassicaceae","Amorpha.type","Fabaceae.undiff.","Salix","Saxifragaceae","Trees.undiff.","Populus","Rosaceae","Solanaceae","Juglans.cinerea","Celtis","Parthenocissus","Dalea","Larix","Rumex","Galium","Ilex","Abies","Apiaceae"
5,352,0.074712643678161,0.0229885057471264,0.0014367816091954,0.00718390804597701,0.366379310344828,0.0014367816091954,0.00431034482758621,0.247126436781609,0.0014367816091954,0.00431034482758621,0.0028735632183908,0.0028735632183908,0.014367816091954,0.0014367816091954,0.107758620689655,0.0014367816091954,0.0014367816091954,0.0028735632183908,0.0014367816091954,0.0172413793103448,0.00574712643678161,0.0014367816091954,0.0028735632183908,0.0028735632183908,0.00431034482758621,0.0014367816091954,0.0531609195402299,0.0416666666666667,0.0014367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,693,0.0745341614906832,0.0170807453416149,0.0031055900621118,0.0093167701863354,0.420807453416149,0,0.0093167701863354,0.183229813664596,0.0062111801242236,0.0015527950310559,0.0031055900621118,0.0015527950310559,0.0031055900621118,0,0.09472049689441,0.0015527950310559,0,0,0,0.0326086956521739,0.0077639751552795,0,0.0015527950310559,0,0.0046583850931677,0,0.0527950310559006,0.0543478260869565,0,0.0015527950310559,0.0031055900621118,0.0015527950310559,0.0015527950310559,0.0015527950310559,0.0015527950310559,0.0031055900621118,0.0031055900621118,0,0,0,0,0,0,0,0,0,0
15,1034,0.0535714285714286,0.0229591836734694,0.0038265306122449,0.0114795918367347,0.299744897959184,0,0.00127551020408163,0.283163265306122,0,0.00255102040816327,0.00637755102040816,0,0.014030612244898,0,0.0956632653061224,0.00127551020408163,0,0,0.00255102040816327,0.0178571428571429,0.00637755102040816,0.00255102040816327,0,0.00255102040816327,0.00510204081632653,0.00255102040816327,0.0471938775510204,0.10969387755102,0.00127551020408163,0.00127551020408163,0,0,0,0.00127551020408163,0,0.00127551020408163,0,0.00255102040816327,0,0,0,0,0,0,0,0,0
20,1375,0.0757575757575758,0.0212121212121212,0.00151515151515152,0.00454545454545455,0.410606060606061,0,0,0.196969696969697,0.00151515151515152,0.00151515151515152,0,0.00151515151515152,0.00909090909090909,0,0.13030303030303,0.00151515151515152,0.00151515151515152,0,0.00303030303030303,0.0181818181818182,0.00454545454545455,0.00303030303030303,0.00151515151515152,0,0.00151515151515152,0.00303030303030303,0.0454545454545455,0.0424242424242424,0,0.00303030303030303,0,0.00303030303030303,0,0.00606060606060606,0.00151515151515152,0.00454545454545455,0,0,0.00151515151515152,0,0,0,0,0,0,0,0
25,1716,0.0764951321279555,0.0166898470097357,0.00556328233657858,0.0111265646731572,0.376912378303199,0,0.00139082058414465,0.257301808066759,0,0.00139082058414465,0.00973574408901252,0,0.00556328233657858,0,0.114047287899861,0.00139082058414465,0,0,0.00139082058414465,0.0111265646731572,0.00556328233657858,0,0,0,0.00278164116828929,0.00139082058414465,0.0570236439499305,0.0375521557719054,0,0.00139082058414465,0.00139082058414465,0,0,0.00139082058414465,0,0,0,0.00139082058414465,0,0,0,0,0,0,0,0,0
30,2057,0.0783699059561129,0.00626959247648903,0,0.00626959247648903,0.405956112852665,0,0.00940438871473354,0.188087774294671,0,0.00313479623824451,0.00156739811912226,0.00626959247648903,0.0109717868338558,0.00470219435736677,0.101880877742947,0,0,0,0.00156739811912226,0.0297805642633229,0.00156739811912226,0,0,0.00626959247648903,0.00470219435736677,0.00470219435736677,0.0470219435736677,0.0658307210031348,0.00313479623824451,0,0,0,0,0,0.00156739811912226,0.00470219435736677,0.00156739811912226,0.00156739811912226,0,0.00156739811912226,0.00156739811912226,0,0,0,0,0,0
35,2397,0.0735930735930736,0.0331890331890332,0.00432900432900433,0.0115440115440115,0.0851370851370851,0,0.012987012987013,0.216450216450216,0.00144300144300144,0.00721500721500722,0.00288600288600289,0,0.00432900432900433,0.00144300144300144,0.118326118326118,0.00144300144300144,0,0,0,0.025974025974026,0.00865800865800866,0,0.00288600288600289,0.00288600288600289,0.00144300144300144,0,0.0721500721500721,0.298701298701299,0,0.00144300144300144,0.00577200577200577,0,0,0,0.00288600288600289,0,0,0.00144300144300144,0,0,0,0.00144300144300144,0,0,0,0,0
40,2644,0.072463768115942,0.0101449275362319,0,0.00579710144927536,0.197101449275362,0,0.00434782608695652,0.221739130434783,0.00144927536231884,0.00289855072463768,0.00579710144927536,0.00434782608695652,0.00434782608695652,0.00434782608695652,0.0898550724637681,0.00144927536231884,0.00144927536231884,0,0,0.00289855072463768,0,0,0,0,0.00144927536231884,0.00144927536231884,0.0391304347826087,0.31304347826087,0,0,0,0,0.00289855072463768,0,0,0,0,0.00434782608695652,0,0.00434782608695652,0.00144927536231884,0,0.00144927536231884,0,0,0,0
45,2797,0.0731319554848967,0.0381558028616852,0.00317965023847377,0.00158982511923688,0.29570747217806,0,0.00476947535771065,0.176470588235294,0,0.00158982511923688,0.00158982511923688,0.00317965023847377,0.0111287758346582,0.00635930047694754,0.14308426073132,0.00476947535771065,0,0,0.00317965023847377,0.0286168521462639,0.0095389507154213,0,0.00158982511923688,0,0.00158982511923688,0.00317965023847377,0.0556438791732909,0.104928457869634,0,0.00317965023847377,0,0.00158982511923688,0.00158982511923688,0,0,0.00158982511923688,0,0.0111287758346582,0.00158982511923688,0.00317965023847377,0,0,0.00317965023847377,0,0,0,0
50,2950,0.06973293768546,0.0252225519287834,0.00593471810089021,0.0222551928783383,0.237388724035608,0,0.00148367952522255,0.108308605341246,0,0.00890207715133531,0.00741839762611276,0.00148367952522255,0.00741839762611276,0.00593471810089021,0.207715133531157,0.00148367952522255,0,0,0.0029673590504451,0.0415430267062315,0.0178041543026706,0,0,0.00741839762611276,0.0029673590504451,0.0029673590504451,0.0370919881305638,0.15727002967359,0,0.0029673590504451,0,0.00445103857566766,0,0.00148367952522255,0.00148367952522255,0.00148367952522255,0,0.00445103857566766,0,0,0.0029673590504451,0,0,0,0,0,0
60,3255,0.0658362989323843,0.0338078291814947,0.00177935943060498,0.0142348754448399,0.277580071174377,0,0.00711743772241993,0.0836298932384342,0,0.00889679715302491,0.00711743772241993,0.00533807829181495,0.0106761565836299,0.0106761565836299,0.179715302491103,0,0,0,0.00177935943060498,0.0302491103202847,0.0266903914590747,0,0,0.00177935943060498,0.00889679715302491,0.00177935943060498,0.0355871886120996,0.161921708185053,0,0.00355871886120996,0.00533807829181495,0,0,0,0.00177935943060498,0,0.00177935943060498,0.00355871886120996,0.00355871886120996,0,0,0,0.00355871886120996,0.00177935943060498,0,0,0
70,3624,0.0870967741935484,0.032258064516129,0.00483870967741936,0.00806451612903226,0.417741935483871,0.00161290322580645,0.0032258064516129,0.117741935483871,0,0.0032258064516129,0.00483870967741936,0.00161290322580645,0.00161290322580645,0.0032258064516129,0.0887096774193548,0.00161290322580645,0,0,0,0.017741935483871,0.0064516129032258,0,0,0.0032258064516129,0.0032258064516129,0.00161290322580645,0.032258064516129,0.145161290322581,0,0.00161290322580645,0,0.0032258064516129,0.00161290322580645,0.00161290322580645,0,0,0,0.0032258064516129,0,0,0.00161290322580645,0,0,0,0,0,0
80,4183,0.0458404074702886,0.0152801358234295,0,0.0033955857385399,0.570458404074703,0.0033955857385399,0.0033955857385399,0.117147707979626,0,0,0.0033955857385399,0,0.0033955857385399,0.00169779286926995,0.0730050933786078,0.00169779286926995,0,0.00169779286926995,0,0.0169779286926995,0.00848896434634975,0,0,0,0.00509337860780985,0.00169779286926995,0.033955857385399,0.0764006791171477,0.00169779286926995,0,0.00169779286926995,0.0033955857385399,0,0,0,0,0,0.0033955857385399,0.00169779286926995,0,0,0,0,0,0.00169779286926995,0,0
90,4742,0.0191570881226054,0.0204342273307791,0.00255427841634738,0,0.796934865900383,0,0,0.0561941251596424,0,0.00255427841634738,0.00127713920817369,0,0,0,0.0229885057471264,0.00127713920817369,0,0,0,0.00255427841634738,0,0,0,0.00127713920817369,0.00255427841634738,0.00127713920817369,0.00510855683269476,0.0600255427841635,0,0,0,0.00127713920817369,0,0,0,0.00127713920817369,0,0,0.00127713920817369,0,0,0,0,0,0,0,0
100,5300,0.0359820089955022,0.0149925037481259,0,0.00149925037481259,0.671664167916042,0,0.00449775112443778,0.0719640179910045,0.00149925037481259,0.00299850074962519,0.00149925037481259,0.00149925037481259,0.00599700149925037,0.00299850074962519,0.0584707646176912,0,0,0,0,0.0134932533733133,0.00299850074962519,0,0,0.00149925037481259,0,0,0.0299850074962519,0.0749625187406297,0,0,0,0,0,0,0,0,0,0.00149925037481259,0,0,0,0,0,0,0,0,0
110,5943,0.0450310559006211,0.0062111801242236,0.0015527950310559,0,0.801242236024845,0,0.0015527950310559,0.0295031055900621,0.0015527950310559,0.0015527950310559,0.0031055900621118,0.0015527950310559,0.0031055900621118,0,0.031055900621118,0.0015527950310559,0,0,0,0.0093167701863354,0.0031055900621118,0,0,0,0,0,0.0217391304347826,0.0295031055900621,0,0.0046583850931677,0,0,0.0015527950310559,0,0,0,0,0,0,0.0015527950310559,0,0,0,0,0,0,0
120,6836,0.0380577427821522,0.0078740157480315,0.00131233595800525,0,0.813648293963255,0,0.00131233595800525,0.0354330708661417,0,0,0,0.0026246719160105,0.00131233595800525,0.005249343832021,0.0341207349081365,0,0,0.00131233595800525,0,0.010498687664042,0.0026246719160105,0,0,0,0.005249343832021,0.00131233595800525,0.0144356955380577,0.015748031496063,0,0.00393700787401575,0,0,0,0,0,0,0,0,0.00131233595800525,0,0,0,0.0026246719160105,0,0,0,0
130,7730,0.019644527595884,0.00841908325537886,0,0,0.869971936389149,0,0.000935453695042095,0.0205799812909261,0,0,0.000935453695042095,0.00280636108512629,0,0,0.0205799812909261,0,0,0,0,0.0149672591206735,0.00187090739008419,0,0,0.00187090739008419,0.000935453695042095,0,0.0177736202057998,0.0168381665107577,0,0,0,0.000935453695042095,0,0,0,0.000935453695042095,0,0,0,0,0,0,0,0,0,0,0
