"sample.depths","sample.ages","Acer.rubrum","Acer.undiff.","Betula","Carya","Caryophyllaceae","Cupressaceae","Cyperaceae","Ericaceae","Juglans.cinerea","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus","Myricaceae","Amaranthaceae","Poaceae","Plantago","Polygonum","Castanea.dentata","Tsuga.canadensis","Fagus.grandifolia","Artemisia","Ilex","Tilia.americana","Salix","Asteraceae.subf..Cichorioideae","Larix.laricina","Thalictrum","Liquidambar.styraciflua","Corylus","Populus","Abies","Apiaceae","Sanguisorba"
370,5810,0,0.0120481927710843,0.0240963855421687,0.0602409638554217,0,0,0.00301204819277108,0.00301204819277108,0.00602409638554217,0.0271084337349398,0.00301204819277108,0,0.0331325301204819,0.551204819277108,0,0.00903614457831325,0.0150602409638554,0.0572289156626506,0,0.0240963855421687,0,0,0,0,0,0,0.105421686746988,0.0632530120481928,0,0,0.00301204819277108,0,0,0,0,0,0,0,0,0,0
375,5934,0,0.00943396226415094,0.0314465408805031,0.050314465408805,0.00628930817610063,0,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.0251572327044025,0,0.00314465408805031,0.0534591194968553,0.588050314465409,0,0.00943396226415094,0.0125786163522013,0.0408805031446541,0,0.0220125786163522,0.00314465408805031,0,0,0,0,0.00314465408805031,0.0754716981132075,0.0534591194968553,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0
380,6058,0,0.00664451827242525,0.0232558139534884,0.0398671096345515,0,0,0.00332225913621262,0,0.00996677740863787,0.0199335548172757,0,0,0.0365448504983389,0.621262458471761,0,0.0166112956810631,0.0232558139534884,0.0332225913621262,0,0.0332225913621262,0,0,0.00332225913621262,0,0,0.00664451827242525,0.0664451827242525,0.0465116279069767,0.00332225913621262,0,0.00332225913621262,0,0,0.00332225913621262,0,0,0,0,0,0,0
385,6112,0,0.0033112582781457,0.0629139072847682,0.043046357615894,0,0,0,0.0033112582781457,0.00662251655629139,0.0198675496688742,0,0,0.0397350993377483,0.559602649006622,0,0.0231788079470199,0.0264900662251656,0.0298013245033113,0,0.0231788079470199,0,0.0033112582781457,0.0033112582781457,0,0,0,0.119205298013245,0.033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0
390,6165,0,0.00636942675159236,0.035031847133758,0.0509554140127389,0,0,0,0,0.00636942675159236,0.0159235668789809,0,0.00636942675159236,0.035031847133758,0.605095541401274,0,0.0222929936305732,0.0191082802547771,0.0286624203821656,0,0.0222929936305732,0,0,0,0,0,0,0.0987261146496815,0.0414012738853503,0,0,0.00636942675159236,0,0,0,0,0,0,0,0,0,0
405,6327,0,0.0064935064935065,0.0422077922077922,0.012987012987013,0.00324675324675325,0,0.0064935064935065,0.00324675324675325,0.00324675324675325,0.0064935064935065,0,0,0.0422077922077922,0.626623376623377,0,0.0064935064935065,0.0194805194805195,0.051948051948052,0,0.0194805194805195,0.00324675324675325,0.00324675324675325,0,0,0,0,0.0681818181818182,0.0714285714285714,0,0.00324675324675325,0,0,0,0,0,0,0,0,0,0,0
410,6380,0,0.00808625336927224,0.0485175202156334,0.0377358490566038,0.00269541778975741,0,0,0,0.0107816711590297,0.0215633423180593,0,0.0134770889487871,0.0134770889487871,0.622641509433962,0,0.0107816711590297,0.0107816711590297,0.0566037735849057,0,0.0296495956873315,0,0,0,0,0,0,0.0646900269541779,0.0485175202156334,0,0,0,0,0,0,0,0,0,0,0,0,0
415,6434,0,0.0290322580645161,0.0161290322580645,0.0225806451612903,0,0,0,0,0.0032258064516129,0.0258064516129032,0,0,0.064516129032258,0.580645161290323,0,0.0064516129032258,0.0193548387096774,0.0483870967741935,0,0.0290322580645161,0,0,0.0032258064516129,0,0,0.0064516129032258,0.0774193548387097,0.064516129032258,0,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0
420,6488,0,0.0122324159021407,0.0214067278287462,0.0489296636085627,0.00305810397553517,0,0,0,0,0.0152905198776758,0,0,0.0397553516819572,0.623853211009174,0,0.0152905198776758,0.036697247706422,0.036697247706422,0,0.0152905198776758,0.00305810397553517,0,0,0,0,0,0.0856269113149847,0.036697247706422,0,0,0.00611620795107034,0,0,0,0,0,0,0,0,0,0
425,6542,0,0.00986842105263158,0.0328947368421053,0.0394736842105263,0,0,0.00328947368421053,0,0,0.0296052631578947,0,0,0.0394736842105263,0.615131578947368,0,0.00657894736842105,0.0131578947368421,0.0197368421052632,0,0.0197368421052632,0,0,0.00328947368421053,0,0,0.00657894736842105,0.0888157894736842,0.0690789473684211,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0
430,6595,0,0.0128617363344051,0.0353697749196141,0.0482315112540193,0.00321543408360129,0,0,0,0.00643086816720257,0.0257234726688103,0,0.00643086816720257,0.0128617363344051,0.559485530546624,0,0.0160771704180064,0.0385852090032154,0.0739549839228296,0,0.0289389067524116,0,0,0,0,0,0,0.0803858520900322,0.045016077170418,0,0,0.00643086816720257,0,0,0,0,0,0,0,0,0,0
435,6649,0,0.00314465408805031,0.0251572327044025,0.0314465408805031,0,0,0,0,0.00314465408805031,0.0125786163522013,0,0,0.0377358490566038,0.610062893081761,0,0.0125786163522013,0.0251572327044025,0.0345911949685535,0,0.0345911949685535,0,0,0.00628930817610063,0,0,0,0.0691823899371069,0.0786163522012579,0,0.00314465408805031,0.0125786163522013,0,0,0,0,0,0,0,0,0,0
440,6703,0,0.00898203592814371,0.0449101796407186,0.0508982035928144,0.0029940119760479,0,0,0.00598802395209581,0,0.0119760479041916,0,0.00598802395209581,0.0119760479041916,0.54191616766467,0,0.0119760479041916,0.0209580838323353,0.0419161676646707,0,0.0329341317365269,0.0029940119760479,0,0,0,0,0,0.116766467065868,0.0838323353293413,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0
445,6756,0,0.00630914826498423,0.0347003154574132,0.0252365930599369,0,0,0.00315457413249211,0,0.00315457413249211,0.00946372239747634,0,0.00315457413249211,0.0378548895899054,0.67192429022082,0,0.00630914826498423,0.00630914826498423,0.0220820189274448,0,0.00630914826498423,0,0.00315457413249211,0.00315457413249211,0.00315457413249211,0,0,0.0757097791798107,0.0757097791798107,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0
450,6810,0,0,0.0418006430868167,0.0160771704180064,0,0,0,0,0.00321543408360129,0.0192926045016077,0,0.00643086816720257,0.022508038585209,0.588424437299035,0,0.00321543408360129,0.0353697749196141,0.0257234726688103,0,0.0353697749196141,0.00643086816720257,0,0.00321543408360129,0,0,0.00321543408360129,0.0803858520900322,0.106109324758842,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0
455,6864,0,0.00647249190938511,0.0388349514563107,0.0323624595469256,0,0,0.00647249190938511,0,0.00323624595469256,0.0258899676375405,0,0,0.0258899676375405,0.627831715210356,0,0.00970873786407767,0.0226537216828479,0.029126213592233,0,0.0194174757281553,0,0,0,0,0,0,0.087378640776699,0.0614886731391586,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0
460,6918,0,0.0126582278481013,0.0506329113924051,0.0348101265822785,0.00632911392405063,0,0,0,0.00316455696202532,0.0126582278481013,0,0,0.0379746835443038,0.560126582278481,0,0.00632911392405063,0.0253164556962025,0.0189873417721519,0,0.0284810126582278,0,0,0,0,0,0,0.069620253164557,0.132911392405063,0,0,0,0,0,0,0,0,0,0,0,0,0
465,6971,0,0.0121212121212121,0.0424242424242424,0.0393939393939394,0.00606060606060606,0,0,0,0.00909090909090909,0.0212121212121212,0,0.00303030303030303,0.0272727272727273,0.584848484848485,0,0.00303030303030303,0.0181818181818182,0.0151515151515152,0,0.0303030303030303,0.00606060606060606,0,0,0,0,0,0.0636363636363636,0.118181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0
470,7025,0.00302114803625378,0.0241691842900302,0.054380664652568,0.0362537764350453,0,0,0.00302114803625378,0.00302114803625378,0.00906344410876133,0.0151057401812689,0,0,0.0422960725075529,0.628398791540785,0,0.00302114803625378,0.0151057401812689,0.0120845921450151,0,0.0241691842900302,0,0,0,0,0,0,0.0574018126888218,0.0694864048338369,0,0,0,0,0,0,0,0,0,0,0,0,0
475,7079,0,0.00313479623824451,0.0407523510971787,0.0250783699059561,0.00940438871473354,0,0,0,0,0.0156739811912226,0,0,0.0438871473354232,0.592476489028213,0,0.0125391849529781,0.0188087774294671,0.0250783699059561,0,0.0313479623824451,0,0,0.00313479623824451,0,0,0.00313479623824451,0.0846394984326019,0.0877742946708464,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0
480,7133,0,0.0130208333333333,0.0572916666666667,0.0416666666666667,0,0,0,0,0.00520833333333333,0.0208333333333333,0,0,0.0390625,0.578125,0,0.0104166666666667,0.0130208333333333,0.0130208333333333,0,0.0234375,0,0,0.00260416666666667,0,0,0,0.0911458333333333,0.0911458333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
485,7182,0,0.00914634146341463,0.0426829268292683,0.0182926829268293,0,0,0,0,0,0.0396341463414634,0,0,0.0396341463414634,0.551829268292683,0,0.00304878048780488,0.024390243902439,0.0335365853658537,0,0.0335365853658537,0,0,0,0,0,0,0.0853658536585366,0.11280487804878,0,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0
490,7230,0,0.0195439739413681,0.00977198697068404,0.0130293159609121,0,0,0,0,0.00325732899022801,0.0390879478827362,0,0,0.0293159609120521,0.680781758957655,0,0.00651465798045603,0.0293159609120521,0.0293159609120521,0,0.0325732899022801,0.00325732899022801,0,0.00651465798045603,0,0,0,0.0553745928338762,0.0423452768729642,0,0,0,0,0,0,0,0,0,0,0,0,0
505,7377,0,0.00914634146341463,0.0213414634146341,0.0152439024390244,0,0,0,0,0.00304878048780488,0.0396341463414634,0,0,0.0274390243902439,0.640243902439024,0,0.00609756097560976,0.024390243902439,0.0396341463414634,0,0.0213414634146341,0,0,0,0.00304878048780488,0,0.00609756097560976,0.0579268292682927,0.0823170731707317,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0
510,7426,0,0.0230547550432277,0.0288184438040346,0.0230547550432277,0,0,0,0.00288184438040346,0.00288184438040346,0.0172910662824208,0,0,0.0432276657060519,0.662824207492795,0,0.00864553314121038,0.0230547550432277,0.0432276657060519,0,0.031700288184438,0,0,0,0,0,0,0.0489913544668588,0.0403458213256484,0,0,0,0,0,0,0,0,0,0,0,0,0
515,7475,0,0,0.0189274447949527,0.0220820189274448,0.00630914826498423,0,0.00315457413249211,0,0,0.0252365930599369,0,0,0.0220820189274448,0.687697160883281,0,0.0189274447949527,0.0220820189274448,0.0157728706624606,0,0.0157728706624606,0,0,0,0,0,0,0.0410094637223975,0.0977917981072555,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0
520,7524,0,0.0255681818181818,0.0284090909090909,0.00568181818181818,0,0,0,0,0.00284090909090909,0.0255681818181818,0,0.00852272727272727,0.0340909090909091,0.659090909090909,0,0.0142045454545455,0.0142045454545455,0.03125,0,0.03125,0,0,0.0113636363636364,0,0,0.00284090909090909,0.0454545454545455,0.0568181818181818,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0,0
525,7573,0,0.018348623853211,0.036697247706422,0.0091743119266055,0,0,0,0,0,0.0428134556574924,0,0,0.0489296636085627,0.642201834862385,0,0.0214067278287462,0.018348623853211,0.0244648318042813,0,0.0244648318042813,0,0,0,0,0,0.00611620795107034,0.055045871559633,0.0458715596330275,0.00305810397553517,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0
530,7622,0,0.0263157894736842,0.0296052631578947,0.00986842105263158,0.00657894736842105,0,0,0,0.00328947368421053,0.0296052631578947,0.00328947368421053,0,0.0493421052631579,0.598684210526316,0,0.00328947368421053,0.00986842105263158,0.0263157894736842,0,0.0263157894736842,0.00328947368421053,0,0.0131578947368421,0,0,0.00328947368421053,0.0657894736842105,0.0888157894736842,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0
535,7671,0,0.00307692307692308,0.0307692307692308,0.0153846153846154,0,0,0.00307692307692308,0,0.00923076923076923,0.0246153846153846,0,0,0.0246153846153846,0.68,0,0.0153846153846154,0.0307692307692308,0.0307692307692308,0,0.0276923076923077,0,0,0.00307692307692308,0,0,0,0.0338461538461538,0.0676923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0
540,7720,0,0.00539083557951483,0.045822102425876,0.0188679245283019,0,0,0.00808625336927224,0,0.00539083557951483,0.0215633423180593,0,0,0.032345013477089,0.649595687331536,0,0.0404312668463612,0.00539083557951483,0.0350404312668464,0,0.0269541778975741,0,0,0.00269541778975741,0,0,0,0.0566037735849057,0.0404312668463612,0.00539083557951483,0,0,0,0,0,0,0,0,0,0,0,0
545,7769,0,0.0188087774294671,0.0470219435736677,0.00626959247648903,0,0,0.00940438871473354,0,0.00313479623824451,0.0344827586206897,0,0.00313479623824451,0.0626959247648903,0.595611285266458,0,0.0219435736677116,0.0313479623824451,0.0313479623824451,0,0.0313479623824451,0.00313479623824451,0,0.00626959247648903,0,0,0,0.0470219435736677,0.0470219435736677,0,0,0,0,0,0,0,0,0,0,0,0,0
550,7818,0,0.00588235294117647,0.0529411764705882,0.00588235294117647,0,0,0.0147058823529412,0,0,0.0235294117647059,0,0,0.0470588235294118,0.655882352941176,0,0.00588235294117647,0.0147058823529412,0.0294117647058824,0,0.0352941176470588,0.00294117647058824,0,0.0117647058823529,0,0,0,0.0470588235294118,0.0441176470588235,0,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0
555,7867,0,0.00890207715133531,0.0385756676557863,0.00593471810089021,0,0,0.0029673590504451,0,0,0.0267062314540059,0,0.0029673590504451,0.0534124629080119,0.661721068249258,0,0.0237388724035608,0.0029673590504451,0.0474777448071217,0,0.0267062314540059,0,0,0.00593471810089021,0,0,0,0.0474777448071217,0.0415430267062315,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0
560,7916,0,0.00634920634920635,0.0380952380952381,0.0126984126984127,0,0,0,0.00317460317460317,0.00317460317460317,0.0253968253968254,0,0.00317460317460317,0.0285714285714286,0.650793650793651,0,0.00634920634920635,0.0285714285714286,0.0444444444444444,0,0.0349206349206349,0,0,0.00634920634920635,0,0,0,0.0444444444444444,0.0507936507936508,0,0,0.00952380952380952,0,0,0,0,0.00317460317460317,0,0,0,0,0
565,7965,0,0.00895522388059702,0.026865671641791,0.0119402985074627,0.00298507462686567,0,0.00298507462686567,0,0,0.00895522388059702,0,0,0.0417910447761194,0.68955223880597,0,0.026865671641791,0.00895522388059702,0.0298507462686567,0,0.0238805970149254,0,0,0,0,0,0,0.0537313432835821,0.0626865671641791,0,0,0,0,0,0,0,0,0,0,0,0,0
570,8014,0,0.00887573964497041,0.0414201183431953,0.0118343195266272,0,0,0.00591715976331361,0,0.00591715976331361,0.0325443786982249,0,0,0.0266272189349112,0.689349112426035,0,0.014792899408284,0.0177514792899408,0.029585798816568,0,0.0177514792899408,0,0,0.00887573964497041,0,0,0,0.0325443786982249,0.0384615384615385,0.0029585798816568,0,0.0118343195266272,0,0,0,0.0029585798816568,0,0,0,0,0,0
575,8063,0,0.0194986072423398,0.0417827298050139,0.011142061281337,0.00278551532033426,0,0,0.00835654596100279,0.00278551532033426,0.0334261838440111,0,0.00278551532033426,0.0417827298050139,0.623955431754875,0,0.0167130919220056,0.0139275766016713,0.0306406685236769,0,0.0278551532033426,0,0.00278551532033426,0.00278551532033426,0,0,0,0.0473537604456825,0.0612813370473538,0,0.00557103064066852,0.00278551532033426,0,0,0,0,0,0,0,0,0,0
580,8112,0,0.00833333333333333,0.0333333333333333,0.00833333333333333,0,0,0.0138888888888889,0,0,0.0166666666666667,0,0,0.0444444444444444,0.663888888888889,0,0.0222222222222222,0.0111111111111111,0.025,0,0.0361111111111111,0.00277777777777778,0,0,0,0,0,0.05,0.0555555555555556,0,0,0.00555555555555556,0.00277777777777778,0,0,0,0,0,0,0,0,0
585,8161,0,0.0133689839572193,0.0481283422459893,0.00267379679144385,0.00267379679144385,0,0.0053475935828877,0,0.00267379679144385,0.0240641711229947,0,0.00802139037433155,0.0347593582887701,0.647058823529412,0,0.00802139037433155,0.0213903743315508,0.0427807486631016,0,0.0267379679144385,0,0,0.0106951871657754,0,0,0,0.0320855614973262,0.0641711229946524,0,0,0.0053475935828877,0,0,0,0,0,0,0,0,0,0
590,8210,0,0.0131147540983607,0.0295081967213115,0,0,0,0.00327868852459016,0,0,0.0295081967213115,0,0.00655737704918033,0.0360655737704918,0.652459016393443,0,0.0098360655737705,0.019672131147541,0.0360655737704918,0,0.0360655737704918,0.00327868852459016,0,0.00327868852459016,0,0,0,0.0688524590163934,0.0459016393442623,0,0.00327868852459016,0.00327868852459016,0,0,0,0,0,0,0,0,0,0
595,8259,0,0.016304347826087,0.0516304347826087,0.00815217391304348,0.00815217391304348,0,0.00271739130434783,0,0,0.0407608695652174,0,0.00815217391304348,0.0380434782608696,0.622282608695652,0,0.0244565217391304,0.0190217391304348,0.0244565217391304,0,0.0298913043478261,0,0,0.00271739130434783,0,0,0,0.0489130434782609,0.046195652173913,0,0,0.00815217391304348,0,0,0,0,0,0,0,0,0,0
600,8308,0,0.00879765395894428,0.0351906158357771,0,0.00293255131964809,0,0,0.00293255131964809,0,0.00879765395894428,0,0.00586510263929619,0.0469208211143695,0.736070381231672,0,0.00293255131964809,0.0175953079178886,0.0293255131964809,0.00293255131964809,0.0263929618768328,0.00293255131964809,0,0,0,0,0,0.0381231671554252,0.0175953079178886,0,0.00293255131964809,0.00586510263929619,0,0,0,0,0,0.00586510263929619,0,0,0,0
605,8357,0,0.00898203592814371,0.0359281437125748,0.0029940119760479,0,0,0.0029940119760479,0,0.0029940119760479,0.029940119760479,0,0.0029940119760479,0.0658682634730539,0.676646706586826,0,0.0119760479041916,0.0149700598802395,0.0419161676646707,0,0.0239520958083832,0,0,0.00598802395209581,0,0,0,0.0389221556886228,0.0239520958083832,0.0029940119760479,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0
610,8406,0,0.00638977635782748,0.0351437699680511,0.00319488817891374,0.00319488817891374,0,0,0,0,0.0159744408945687,0,0.012779552715655,0.060702875399361,0.674121405750799,0,0.00958466453674121,0.0319488817891374,0.0287539936102236,0,0.00958466453674121,0,0.00638977635782748,0.00319488817891374,0.00319488817891374,0,0,0.0511182108626198,0.0351437699680511,0,0.00638977635782748,0.00319488817891374,0,0,0,0,0,0,0,0,0,0
615,8455,0,0.0138888888888889,0.0388888888888889,0.00277777777777778,0.00277777777777778,0,0,0,0,0.0277777777777778,0,0.0111111111111111,0.0527777777777778,0.7,0,0.00833333333333333,0.0111111111111111,0.025,0,0.0138888888888889,0,0.00277777777777778,0,0,0,0,0.0583333333333333,0.0166666666666667,0,0,0.00833333333333333,0.00277777777777778,0,0,0,0,0,0.00277777777777778,0,0,0
620,8504,0,0.0105633802816901,0.0387323943661972,0.00704225352112676,0,0,0.00704225352112676,0,0,0.0246478873239437,0,0.0176056338028169,0.0387323943661972,0.721830985915493,0,0.0140845070422535,0.0105633802816901,0.0422535211267606,0,0.0105633802816901,0.00352112676056338,0,0.00352112676056338,0.00352112676056338,0,0.00352112676056338,0.0176056338028169,0.0176056338028169,0,0.00352112676056338,0.00352112676056338,0,0,0,0,0,0,0,0,0,0
625,8553,0,0.0088235294117647,0.0176470588235294,0.00294117647058824,0,0,0.00294117647058824,0,0.00294117647058824,0.0205882352941176,0.00294117647058824,0.0205882352941176,0.0382352941176471,0.755882352941176,0,0.00588235294117647,0.0176470588235294,0.0382352941176471,0,0.0117647058823529,0.00588235294117647,0,0,0.00294117647058824,0,0,0.0205882352941176,0.0235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0
630,8601,0,0.00311526479750779,0.0404984423676012,0.00311526479750779,0,0,0.00311526479750779,0,0,0.00934579439252336,0,0.0124610591900312,0.059190031152648,0.710280373831776,0,0.0124610591900312,0.0249221183800623,0.0124610591900312,0,0.00934579439252336,0.00623052959501558,0,0.00934579439252336,0.00311526479750779,0,0,0.0498442367601246,0.0155763239875389,0,0.00623052959501558,0.00934579439252336,0,0,0,0,0,0,0,0,0,0
635,8650,0,0.00280898876404494,0.0393258426966292,0.00561797752808989,0.00280898876404494,0,0.00561797752808989,0.00280898876404494,0,0.0168539325842697,0,0.00561797752808989,0.0617977528089888,0.76685393258427,0,0.00280898876404494,0.00842696629213483,0.0112359550561798,0,0.0140449438202247,0.00280898876404494,0,0,0,0,0,0.0252808988764045,0.0252808988764045,0,0,0,0,0,0,0,0,0,0,0,0,0
640,8699,0,0.0163398692810458,0.0588235294117647,0.0130718954248366,0,0,0,0,0.00326797385620915,0.0261437908496732,0,0.0065359477124183,0.0849673202614379,0.69281045751634,0,0.0130718954248366,0.0065359477124183,0.0326797385620915,0,0.0065359477124183,0,0,0.00326797385620915,0,0,0,0.0163398692810458,0.0163398692810458,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0
645,8783,0,0.0116959064327485,0.0233918128654971,0.00292397660818713,0,0,0.00292397660818713,0.00292397660818713,0,0.0204678362573099,0,0.00292397660818713,0.0789473684210526,0.707602339181287,0,0.0175438596491228,0.0233918128654971,0.0292397660818713,0,0.00584795321637427,0,0.00584795321637427,0.00292397660818713,0,0,0,0.0409356725146199,0.0204678362573099,0,0,0,0,0,0,0,0,0,0,0,0,0
650,8867,0,0.00623052959501558,0.043613707165109,0.00311526479750779,0.00311526479750779,0,0.00623052959501558,0,0,0.0373831775700935,0,0.00934579439252336,0.102803738317757,0.691588785046729,0,0.0124610591900312,0.0124610591900312,0.0124610591900312,0,0.0155763239875389,0,0.00311526479750779,0,0,0,0,0.00934579439252336,0.0311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0
655,8951,0,0,0.0413625304136253,0.0024330900243309,0,0,0.0072992700729927,0,0,0.0340632603406326,0,0.0145985401459854,0.0778588807785888,0.695863746958638,0,0.0072992700729927,0.0097323600973236,0.0340632603406326,0,0.0194647201946472,0,0.0024330900243309,0,0,0,0.0024330900243309,0.0170316301703163,0.024330900243309,0,0.0024330900243309,0,0.0024330900243309,0,0,0,0,0,0.0048661800486618,0,0,0
660,9035,0,0.00306748466257669,0.0214723926380368,0,0,0,0.00306748466257669,0,0,0.0337423312883436,0,0.0122699386503067,0.0797546012269939,0.742331288343558,0,0.0153374233128834,0.00920245398773006,0.0214723926380368,0,0.0184049079754601,0.00306748466257669,0.00306748466257669,0.00306748466257669,0,0,0,0.0153374233128834,0.00920245398773006,0,0,0.00306748466257669,0.00306748466257669,0,0,0,0,0,0,0,0,0
665,9119,0,0.00797872340425532,0.074468085106383,0,0.00265957446808511,0,0.00797872340425532,0,0.00265957446808511,0.0398936170212766,0.00265957446808511,0.0106382978723404,0.0558510638297872,0.672872340425532,0,0.0186170212765957,0.0265957446808511,0.023936170212766,0,0.0106382978723404,0.00531914893617021,0.00265957446808511,0.0132978723404255,0,0,0.00265957446808511,0.0186170212765957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,9203,0,0.00958466453674121,0.0830670926517572,0,0.00319488817891374,0,0.0191693290734824,0,0.00319488817891374,0.0543130990415335,0.00319488817891374,0.00319488817891374,0.0415335463258786,0.63258785942492,0,0.0159744408945687,0.0159744408945687,0.060702875399361,0,0.0159744408945687,0.00319488817891374,0,0.00319488817891374,0,0,0.00319488817891374,0.0191693290734824,0,0,0,0,0.00319488817891374,0,0,0,0,0.00638977635782748,0,0,0,0
675,9287,0,0.0088235294117647,0.0617647058823529,0.00294117647058824,0,0,0.00588235294117647,0,0,0.0264705882352941,0,0.00294117647058824,0.0647058823529412,0.691176470588235,0,0.0323529411764706,0.0088235294117647,0.0441176470588235,0,0.0235294117647059,0.0088235294117647,0,0.00588235294117647,0,0,0,0.00588235294117647,0.00294117647058824,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0
680,9371,0,0.00833333333333333,0.105555555555556,0.00277777777777778,0,0,0.00555555555555556,0.00277777777777778,0,0.0416666666666667,0,0,0.0944444444444444,0.583333333333333,0,0.0138888888888889,0.0222222222222222,0.0666666666666667,0,0.0194444444444444,0.00555555555555556,0,0,0,0,0,0.0222222222222222,0.00277777777777778,0,0,0,0,0,0,0,0,0.00277777777777778,0,0,0,0
685,9455,0,0.00316455696202532,0.110759493670886,0,0.00316455696202532,0,0.00632911392405063,0.00316455696202532,0,0.0443037974683544,0,0.00632911392405063,0.10126582278481,0.522151898734177,0,0.0189873417721519,0.0221518987341772,0.0664556962025316,0,0.0316455696202532,0.0189873417721519,0,0.00316455696202532,0.00316455696202532,0,0,0.0189873417721519,0.00949367088607595,0,0.00316455696202532,0,0.00316455696202532,0,0,0,0,0,0,0,0,0
690,9538,0,0.00602409638554217,0.153614457831325,0,0,0,0.00602409638554217,0,0,0.036144578313253,0,0.00602409638554217,0.123493975903614,0.496987951807229,0,0.0120481927710843,0.0180722891566265,0.069277108433735,0,0.0391566265060241,0,0,0.00301204819277108,0,0,0.00301204819277108,0.0210843373493976,0,0,0.00301204819277108,0,0.00301204819277108,0,0,0,0,0,0,0,0,0
695,9622,0,0.00342465753424658,0.167808219178082,0,0,0,0.00684931506849315,0,0,0.0376712328767123,0.00342465753424658,0,0.0856164383561644,0.52054794520548,0,0.0273972602739726,0.023972602739726,0.0513698630136986,0,0.0376712328767123,0.0102739726027397,0,0.00684931506849315,0.00342465753424658,0,0,0.0102739726027397,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0,0
705,9790,0,0.00334448160535117,0.0769230769230769,0,0,0,0.00334448160535117,0.00334448160535117,0,0.040133779264214,0,0.00668896321070234,0.173913043478261,0.558528428093645,0,0.0100334448160535,0.020066889632107,0.0267558528428094,0,0.0334448160535117,0.00334448160535117,0,0.0167224080267559,0,0,0,0.020066889632107,0,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0
710,9874,0,0.00925925925925926,0.132716049382716,0,0,0,0.0123456790123457,0.00617283950617284,0,0.0246913580246914,0,0.0432098765432099,0.138888888888889,0.472222222222222,0,0.00925925925925926,0.00617283950617284,0.0401234567901235,0,0.0401234567901235,0.0185185185185185,0.00308641975308642,0.00925925925925926,0.00308641975308642,0,0.00308641975308642,0.0123456790123457,0.00925925925925926,0,0,0,0.00308641975308642,0,0,0,0,0.00308641975308642,0,0,0,0
715,9958,0.00895522388059702,0,0.0895522388059701,0,0,0,0.00597014925373134,0.00298507462686567,0.00298507462686567,0.0238805970149254,0.00298507462686567,0.0119402985074627,0.116417910447761,0.540298507462687,0,0.0149253731343284,0.0298507462686567,0.0597014925373134,0.00298507462686567,0.0298507462686567,0,0,0.00597014925373134,0,0,0,0.0298507462686567,0.00298507462686567,0,0.00597014925373134,0,0.00298507462686567,0,0,0,0,0.00597014925373134,0,0.00298507462686567,0,0
720,10042,0.00311526479750779,0.00311526479750779,0.118380062305296,0,0,0,0.0218068535825545,0.00311526479750779,0,0.0218068535825545,0.00934579439252336,0.043613707165109,0.14018691588785,0.457943925233645,0,0.00623052959501558,0.0124610591900312,0.0841121495327103,0,0.0342679127725857,0.00311526479750779,0,0.00934579439252336,0,0,0.00311526479750779,0.0124610591900312,0,0.00311526479750779,0.00311526479750779,0,0.00311526479750779,0,0,0,0,0,0,0.00311526479750779,0,0
725,10126,0,0.00327868852459016,0.167213114754098,0,0,0,0.0131147540983607,0,0,0.019672131147541,0.00655737704918033,0.0163934426229508,0.124590163934426,0.478688524590164,0,0.0098360655737705,0.0163934426229508,0.0491803278688525,0,0.039344262295082,0.00327868852459016,0,0.00327868852459016,0,0,0,0.0426229508196721,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0.00327868852459016,0,0
