"depth","best.age","min.age","max.age"
0,0,-2,3
20,642,603,672
40,1284,1206,1344
60,1926,1809,2017
80,2568,2412,2690
100,3210,3015,3363
120,3852,3617,4034
140,4494,4220,4707
160,5136,4823,5380
180,5778,5426,6053
200,6420,6028,6724
220,7063,6631,7397
240,7705,7234,8070
260,8347,7836,8742
280,8989,8439,9415
300,9631,9042,10087
320,10273,9645,10760
340,10915,10247,11432
360,11557,10850,12105
380,12199,11453,12778
400,12841,12055,13449
420,13483,12658,14122
440,14125,13261,14795
