"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Castanea","Cornus.canadensis","Cornus.sericea.type","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Ilex.Nemopanthus","Larix","Myrica","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Populus","Quercus","Salix","Sambucus","Tilia","Tsuga","Ulmus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Cannabaceae","Cyperaceae","Poaceae","Polygonaceae.undiff.","Rosaceae","Rumex","Thalictrum"
8,228,0.0345821325648415,0.00576368876080692,0.037463976945245,0.207492795389049,0,0,0,0,0,0,0.112391930835735,0.00288184438040346,0,0,0,0.00576368876080692,0.0172910662824208,0.348703170028818,0,0.0778097982708934,0,0.00288184438040346,0.00288184438040346,0,0,0.0979827089337176,0,0.0201729106628242,0,0,0.00288184438040346,0,0,0,0.0115273775216138,0.0115273775216138,0,0,0,0
9,262,0.0174927113702624,0,0.0612244897959184,0.247813411078717,0,0,0,0,0.00583090379008746,0,0.122448979591837,0.00291545189504373,0.00583090379008746,0.00583090379008746,0,0.00291545189504373,0,0.221574344023324,0,0.204081632653061,0,0.0087463556851312,0.00291545189504373,0,0,0.0524781341107872,0,0.0087463556851312,0,0,0,0,0,0,0.0233236151603499,0.00583090379008746,0,0,0,0
10,296,0.0216049382716049,0.00308641975308642,0.0154320987654321,0.305555555555556,0,0.00617283950617284,0,0,0.00617283950617284,0,0.117283950617284,0.00925925925925926,0.00617283950617284,0,0,0,0,0.29320987654321,0.00308641975308642,0.080246913580247,0,0.00925925925925926,0.00308641975308642,0.00308641975308642,0.00925925925925926,0.0555555555555556,0,0.0123456790123457,0,0,0.00308641975308642,0,0,0,0.0277777777777778,0.00925925925925926,0,0,0,0
11.5,346,0.0787878787878788,0.0121212121212121,0.0484848484848485,0.275757575757576,0,0,0,0,0.0121212121212121,0,0.121212121212121,0.0121212121212121,0,0,0.00303030303030303,0,0,0.193939393939394,0.00606060606060606,0.090909090909091,0,0.0212121212121212,0.00606060606060606,0,0,0.106060606060606,0,0.00303030303030303,0,0,0.00303030303030303,0,0,0,0.00606060606060606,0,0,0,0,0
13,397,0.125340599455041,0.00272479564032698,0.0653950953678474,0.286103542234332,0,0,0,0,0,0,0.114441416893733,0.00817438692098093,0,0.00272479564032698,0.00272479564032698,0,0,0.125340599455041,0,0.0762942779291553,0,0.0108991825613079,0,0,0,0.147138964577657,0,0.00817438692098093,0,0,0.00272479564032698,0,0,0,0.0163487738419619,0.00272479564032698,0,0,0.00272479564032698,0
15,465,0.0491329479768786,0,0.0578034682080925,0.213872832369942,0,0,0,0,0.0115606936416185,0,0.0780346820809249,0.023121387283237,0.00289017341040462,0.00289017341040462,0,0.0115606936416185,0,0.19364161849711,0,0.213872832369942,0,0.00289017341040462,0,0,0,0.121387283236994,0,0.00289017341040462,0,0,0,0,0,0,0.00867052023121387,0.00289017341040462,0,0.00289017341040462,0,0
16.5,516,0.0810055865921788,0,0.0195530726256983,0.298882681564246,0,0,0,0,0,0.00279329608938547,0.111731843575419,0.00279329608938547,0.0111731843575419,0.00279329608938547,0,0,0.00837988826815642,0.184357541899441,0.00279329608938547,0.0810055865921788,0,0.0195530726256983,0.00279329608938547,0,0,0.131284916201117,0.00279329608938547,0.00837988826815642,0,0,0.00279329608938547,0,0,0,0.0251396648044693,0,0,0,0,0
18,566,0.0918918918918919,0,0.0189189189189189,0.378378378378378,0,0,0,0,0.00540540540540541,0,0.1,0.0243243243243243,0.0027027027027027,0,0.00540540540540541,0,0,0.108108108108108,0,0.0594594594594595,0,0.0108108108108108,0,0,0,0.175675675675676,0,0,0,0,0.0027027027027027,0,0,0,0.0135135135135135,0.0027027027027027,0,0,0,0
20,634,0.0691489361702128,0,0.0265957446808511,0.388297872340426,0,0,0,0,0.0345744680851064,0,0.109042553191489,0.0106382978723404,0.00265957446808511,0.00531914893617021,0,0,0,0.0824468085106383,0,0.111702127659574,0,0.00797872340425532,0.00265957446808511,0,0,0.132978723404255,0,0,0,0,0,0,0,0,0.0106382978723404,0.00531914893617021,0,0,0,0
21.5,760,0.0752212389380531,0,0.0353982300884956,0.398230088495575,0,0,0,0,0.00221238938053097,0,0.115044247787611,0.0221238938053097,0.00221238938053097,0.00221238938053097,0.00221238938053097,0,0,0.0663716814159292,0.00442477876106195,0.0973451327433628,0,0.0110619469026549,0.00221238938053097,0,0,0.157079646017699,0,0,0,0,0.00442477876106195,0,0,0,0.00221238938053097,0,0,0,0,0
23,886,0.0623781676413255,0,0.0292397660818713,0.417153996101364,0,0,0,0,0.00389863547758285,0,0.0818713450292398,0.0292397660818713,0,0,0,0,0.00584795321637427,0.0545808966861598,0,0.0974658869395711,0,0.00584795321637427,0,0,0.00194931773879142,0.185185185185185,0,0.00389863547758285,0,0.00194931773879142,0,0,0,0,0.00974658869395711,0.00194931773879142,0.00389863547758285,0,0,0.00389863547758285
25,1054,0.0259179265658747,0.00431965442764579,0.0475161987041037,0.431965442764579,0,0,0,0,0.00215982721382289,0,0.0907127429805616,0.0280777537796976,0.00431965442764579,0.019438444924406,0,0.00215982721382289,0,0.08207343412527,0,0.120950323974082,0,0.00647948164146868,0.00215982721382289,0,0,0.120950323974082,0,0,0,0,0,0,0,0,0.00863930885529158,0,0,0.00215982721382289,0,0
26.5,1179,0.085427135678392,0,0.0125628140703518,0.409547738693467,0.00753768844221105,0.00251256281407035,0,0,0.00753768844221105,0,0.0979899497487437,0.0351758793969849,0,0,0,0.00251256281407035,0,0.0402010050251256,0,0.108040201005025,0,0.00753768844221105,0.0050251256281407,0,0.00251256281407035,0.155778894472362,0,0,0,0,0,0,0,0.00251256281407035,0.0175879396984925,0,0,0,0,0
28,1305,0.0837696335078534,0,0.0244328097731239,0.357766143106457,0.00174520069808028,0,0,0,0.00174520069808028,0,0.1239092495637,0.0418848167539267,0,0,0,0,0,0.0383944153577661,0.00174520069808028,0.143106457242583,0,0,0.00349040139616056,0,0,0.157068062827225,0,0,0,0,0,0,0,0,0.0209424083769634,0,0,0,0,0
30,1473,0.0176991150442478,0,0.0471976401179941,0.519174041297935,0,0,0,0,0,0,0.0973451327433628,0.0176991150442478,0.0147492625368732,0,0,0.00294985250737463,0.0088495575221239,0.0471976401179941,0,0.123893805309735,0.00294985250737463,0.00294985250737463,0.00294985250737463,0,0,0.0914454277286136,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0
31.5,1599,0.0374707259953162,0.00234192037470726,0.0257611241217799,0.459016393442623,0,0,0,0,0.00234192037470726,0,0.124121779859485,0.0163934426229508,0,0.00234192037470726,0.00234192037470726,0,0,0.0515222482435597,0,0.0843091334894614,0,0.00936768149882904,0.00234192037470726,0,0.00468384074941452,0.14519906323185,0,0,0,0,0,0,0,0,0.0234192037470726,0,0,0.00468384074941452,0,0.00234192037470726
33,1725,0.0611111111111111,0.00555555555555556,0.0194444444444444,0.452777777777778,0,0,0,0,0.00277777777777778,0,0.0333333333333333,0.0444444444444444,0.00277777777777778,0,0,0,0,0.0222222222222222,0,0.177777777777778,0,0.00833333333333333,0,0,0,0.141666666666667,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,0.00555555555555556,0,0
35,1893,0.0458452722063037,0.00286532951289398,0.0229226361031519,0.498567335243553,0,0,0,0,0.0114613180515759,0,0.0687679083094556,0.0372492836676218,0.0171919770773639,0.00286532951289398,0,0,0,0.0286532951289398,0,0.166189111747851,0,0,0,0,0,0.0888252148997135,0,0,0.00286532951289398,0,0.00573065902578797,0,0,0,0,0,0,0,0,0
40,2080,0.038961038961039,0,0.0194805194805195,0.392857142857143,0.00324675324675325,0,0,0,0.00324675324675325,0,0.0422077922077922,0.0454545454545455,0.012987012987013,0,0.00974025974025974,0.00324675324675325,0,0.0324675324675325,0,0.172077922077922,0,0.0162337662337662,0,0,0,0.198051948051948,0,0,0,0,0.0064935064935065,0,0,0,0,0,0,0.00324675324675325,0,0
45,2209,0.0722222222222222,0.00277777777777778,0.0277777777777778,0.341666666666667,0.00277777777777778,0,0,0,0.0305555555555556,0,0.0833333333333333,0.0472222222222222,0.0111111111111111,0.00277777777777778,0.00555555555555556,0.00277777777777778,0,0.05,0.00833333333333333,0.105555555555556,0,0.0166666666666667,0,0,0,0.183333333333333,0,0,0,0,0,0,0.00277777777777778,0,0.00277777777777778,0,0,0,0,0
50,2339,0.0495356037151703,0,0.00928792569659443,0.176470588235294,0,0,0,0,0.00619195046439629,0,0.043343653250774,0.0804953560371517,0,0,0.00928792569659443,0,0.00309597523219814,0.0681114551083591,0,0.303405572755418,0.00309597523219814,0,0,0,0,0.232198142414861,0,0,0,0,0,0,0,0,0.0123839009287926,0,0,0.00309597523219814,0,0
60,2598,0.0651465798045603,0.00325732899022801,0.0260586319218241,0.244299674267101,0.00325732899022801,0.00325732899022801,0,0.00325732899022801,0.0130293159609121,0,0.0456026058631922,0.0390879478827362,0.00651465798045603,0,0.00651465798045603,0,0,0.0456026058631922,0.00325732899022801,0.234527687296417,0,0,0,0,0,0.247557003257329,0,0,0,0,0.00651465798045603,0,0,0,0.00325732899022801,0,0,0,0,0
75,2986,0.0625,0,0.0170454545454545,0.34375,0,0,0,0,0,0,0.0710227272727273,0.0539772727272727,0.00284090909090909,0,0,0,0,0.0170454545454545,0,0.178977272727273,0,0.00852272727272727,0,0,0,0.227272727272727,0,0,0,0,0.00852272727272727,0,0,0,0.00852272727272727,0,0,0,0,0
85,NA,0.0216216216216216,0.0027027027027027,0.0135135135135135,0.251351351351351,0,0,0,0,0.0027027027027027,0,0.148648648648649,0.0486486486486487,0.0108108108108108,0,0,0.0027027027027027,0.0027027027027027,0.0108108108108108,0.0027027027027027,0.351351351351351,0,0.00810810810810811,0,0,0,0.108108108108108,0,0,0,0,0,0,0,0,0.0135135135135135,0,0,0,0,0
93,NA,0.021505376344086,0,0,0.354838709677419,0,0,0,0,0.021505376344086,0,0.021505376344086,0.043010752688172,0,0,0,0.010752688172043,0,0.010752688172043,0,0.376344086021505,0.010752688172043,0,0,0,0,0.118279569892473,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0
