"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.negundo","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Caryophyllaceae","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Salix","Sarcobatus.vermiculatus","Thalictrum","Ulmus","Alnus","Myrica","Poaceae","Brassicaceae","Lamiaceae","Prunus.Sorbus","Acer.spicatum","Iva.xanthifolia.type","Potentilla.type","Spiraea.type","Asteraceae.subf..Asteroideae.undiff.","Apiaceae","Galium","Ledum.Chamaedaphne.calyculata","Xanthium","Ericaceae.undiff.","Carya","Ceanothus","Juglans.nigra","Tsuga","Ephedra","Amorpha.type","Arceuthobium","Rhamnus","Iva.annua.type","Herbs.undiff.","Tilia","Cannabaceae","Populus.undiff.","Rosaceae.undiff.","Dalea","Celtis","Viburnum","Fagus","Juglans.cinerea","Saxifragaceae","Plantago","Bidens.type","Ranunculus","Rumex","Impatiens","Rosaceae.trees","Taxus","Campanulaceae","Asteraceae.subf..Cichorioideae","Primulaceae","Polygonum","Acer.saccharinum.type","Shepherdia.argentea","Shepherdia.canadensis"
280,1148,0.0202898550724638,0,0,0,0.00869565217391304,0.0173913043478261,0.130434782608696,0,0,0.00289855072463768,0.00289855072463768,0.0144927536231884,0.00579710144927536,0,0.0492753623188406,0.00289855072463768,0.0695652173913043,0.0434782608695652,0.168115942028985,0.36231884057971,0.00289855072463768,0,0.00869565217391304,0.00869565217391304,0,0,0,0.00289855072463768,0.0521739130434783,0,0.00869565217391304,0,0,0,0,0,0,0,0.00579710144927536,0,0,0,0,0,0,0,0.00289855072463768,0,0,0,0.00289855072463768,0,0,0,0,0.00289855072463768,0,0,0,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1339,0.00572246065808298,0,0,0,0.00858369098712446,0.0157367668097282,0.206008583690987,0,0.00286123032904149,0.00858369098712446,0.00572246065808298,0.00572246065808298,0.00286123032904149,0.00143061516452074,0.0414878397711016,0.00572246065808298,0.0414878397711016,0.0371959942775393,0.174535050071531,0.309012875536481,0,0,0,0.0314735336194564,0.00572246065808298,0.00143061516452074,0,0.00429184549356223,0.0643776824034335,0.00572246065808298,0.00715307582260372,0,0,0,0,0,0.00143061516452074,0,0.00429184549356223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143061516452074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1530,0.0088495575221239,0.00110619469026549,0,0,0.00774336283185841,0.0165929203539823,0.152654867256637,0,0.00110619469026549,0.00553097345132743,0.00774336283185841,0.00663716814159292,0.00553097345132743,0.00110619469026549,0.0475663716814159,0.00663716814159292,0.0420353982300885,0.0243362831858407,0.202433628318584,0.31858407079646,0,0.00110619469026549,0.00110619469026549,0.038716814159292,0.00442477876106195,0.00221238938053097,0,0.00995575221238938,0.0475663716814159,0.0165929203539823,0.0143805309734513,0,0,0,0,0,0,0.00110619469026549,0,0.00110619469026549,0,0,0,0.00110619469026549,0,0,0,0,0,0.00110619469026549,0,0,0,0,0,0,0,0,0,0,0,0.00110619469026549,0.00110619469026549,0.00110619469026549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1768,0.00641711229946524,0,0,0.00213903743315508,0.00641711229946524,0.0160427807486631,0.174331550802139,0,0.00213903743315508,0.00106951871657754,0.00748663101604278,0.00641711229946524,0.00641711229946524,0.00106951871657754,0.0374331550802139,0.00641711229946524,0.0288770053475936,0.039572192513369,0.229946524064171,0.296256684491979,0,0,0.00641711229946524,0.0288770053475936,0.00106951871657754,0.00213903743315508,0,0.00748663101604278,0.0631016042780749,0.0053475935828877,0.0117647058823529,0,0,0,0,0,0,0,0.00213903743315508,0,0,0,0,0,0,0,0,0,0,0,0.00106951871657754,0,0.00106951871657754,0,0,0,0,0,0,0,0,0,0,0,0.00106951871657754,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1911,0.02710027100271,0,0,0,0.00903342366757,0.019873532068654,0.206865401987353,0,0.003613369467028,0.001806684733514,0.011743450767841,0.008130081300813,0.00632339656729901,0,0.032520325203252,0.00632339656729901,0.044263775971093,0.028906955736224,0.193315266485998,0.276422764227642,0,0.000903342366757,0.002710027100271,0.032520325203252,0.007226738934056,0.001806684733514,0,0.012646793134598,0.047877145438121,0.003613369467028,0.008130081300813,0,0,0,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0.000903342366757,0,0,0,0.000903342366757,0,0,0,0,0.000903342366757,0,0,0.000903342366757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,2121,0.0111214087117702,0,0,0.00092678405931418,0.0046339202965709,0.020389249304912,0.22613531047266,0,0.00648748841519926,0.00092678405931418,0.0046339202965709,0.0111214087117702,0.0129749768303985,0.00185356811862836,0.0370713623725672,0.00648748841519926,0.0342910101946247,0.0194624652455978,0.167747914735867,0.304911955514365,0.00092678405931418,0.0046339202965709,0.00185356811862836,0.0444856348470806,0.00092678405931418,0,0,0.00741427247451344,0.0454124189063948,0.00556070435588508,0.00741427247451344,0,0,0,0,0,0,0,0.0046339202965709,0,0,0,0,0,0.00092678405931418,0,0.00092678405931418,0,0,0,0,0,0,0,0.00092678405931418,0,0,0,0.00092678405931418,0.00092678405931418,0,0,0,0,0,0.00092678405931418,0,0,0,0,0,0,0,0,0,0,0,0
400,2292,0.0145985401459854,0.00145985401459854,0,0,0.0072992700729927,0.0175182481751825,0.188321167883212,0,0.0072992700729927,0.00583941605839416,0,0.0102189781021898,0.0175182481751825,0,0.0233576642335766,0.00583941605839416,0.0218978102189781,0.0291970802919708,0.240875912408759,0.272992700729927,0,0.00291970802919708,0,0.0160583941605839,0.00291970802919708,0,0,0.0116788321167883,0.0642335766423358,0.0131386861313869,0.0160583941605839,0,0,0,0,0,0,0,0.00291970802919708,0,0,0,0,0,0,0,0.00145985401459854,0,0,0.00145985401459854,0,0.00145985401459854,0,0,0,0,0,0,0,0,0,0,0.00145985401459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2388,0.0187793427230047,0.00187793427230047,0,0,0.0112676056338028,0.0178403755868545,0.183098591549296,0,0.00187793427230047,0.00187793427230047,0.00187793427230047,0.00751173708920188,0.00657276995305164,0.00187793427230047,0.0403755868544601,0.00938967136150235,0.0206572769953052,0.0103286384976526,0.0835680751173709,0.367136150234742,0.000938967136150235,0.000938967136150235,0.00375586854460094,0.0535211267605634,0.00375586854460094,0.00187793427230047,0,0.0169014084507042,0.0948356807511737,0.00938967136150235,0.0187793427230047,0,0,0,0.000938967136150235,0.000938967136150235,0,0,0.00187793427230047,0,0,0.000938967136150235,0,0.000938967136150235,0,0,0,0.000938967136150235,0,0,0.000938967136150235,0,0,0,0,0,0,0,0,0,0,0,0.000938967136150235,0,0,0.000938967136150235,0,0,0,0,0,0,0,0,0,0,0,0
417,2454,0.0304777594728171,0.000823723228995058,0,0,0.0098846787479407,0.0238879736408567,0.241350906095552,0,0.00494233937397035,0.00741350906095552,0,0.00494233937397035,0.00741350906095552,0.000823723228995058,0.0370675453047776,0.0115321252059308,0.0436573311367381,0.0156507413509061,0.13673805601318,0.302306425041186,0,0,0.000823723228995058,0.0222405271828666,0.00247116968698517,0.00164744645799012,0,0.0172981878088962,0.0485996705107084,0.00658978583196046,0.00906095551894563,0,0,0.000823723228995058,0,0,0,0,0.0057660626029654,0,0,0,0.000823723228995058,0,0,0,0,0,0,0,0,0.000823723228995058,0.000823723228995058,0,0,0,0,0,0.000823723228995058,0.000823723228995058,0,0,0,0,0,0.00164744645799012,0,0,0,0,0,0,0,0,0,0,0,0
427,2550,0.00862068965517241,0.00123152709359606,0,0,0.00492610837438424,0.0283251231527094,0.167487684729064,0,0.0110837438423645,0.00738916256157635,0.00123152709359606,0.0061576354679803,0.00862068965517241,0.00123152709359606,0.0307881773399015,0.0135467980295567,0.0517241379310345,0.020935960591133,0.11576354679803,0.358374384236453,0,0,0.00246305418719212,0.0357142857142857,0.00246305418719212,0.00123152709359606,0,0.0135467980295567,0.0788177339901478,0.00985221674876847,0.0110837438423645,0,0,0,0.00123152709359606,0,0,0,0.0061576354679803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,2674,0.00204498977505112,0.00102249488752556,0,0,0.00511247443762781,0.0214723926380368,0.192229038854806,0,0.00613496932515337,0.00204498977505112,0.00306748466257669,0.00408997955010225,0.0081799591002045,0.00204498977505112,0.0265848670756646,0.00715746421267894,0.0378323108384458,0.0439672801635992,0.216768916155419,0.282208588957055,0,0.00102249488752556,0.00204498977505112,0.0368098159509202,0.00306748466257669,0.00102249488752556,0,0.0214723926380368,0.0541922290388548,0.00408997955010225,0.00715746421267894,0,0,0,0,0,0,0,0.00408997955010225,0,0,0,0,0,0,0,0,0,0,0,0.00102249488752556,0,0.00102249488752556,0,0,0,0,0,0,0,0,0,0.00102249488752556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2769,0.018348623853211,0,0,0,0.0152905198776758,0.0091743119266055,0.207951070336391,0,0.00407747196738022,0.00305810397553517,0.00203873598369011,0.00407747196738022,0.017329255861366,0,0.0326197757390418,0.00509683995922528,0.0214067278287462,0.0132517838939857,0.165137614678899,0.337410805300714,0,0.00101936799184506,0.00101936799184506,0.0407747196738022,0.00305810397553517,0,0,0.0214067278287462,0.0560652395514781,0,0.0101936799184506,0,0.00101936799184506,0,0,0,0,0,0.00509683995922528,0,0,0,0,0,0,0,0,0,0,0,0.00203873598369011,0,0,0,0,0,0,0,0,0,0.00101936799184506,0,0,0,0.00101936799184506,0,0,0,0,0,0,0,0,0,0,0,0,0
465,3032,0.00850340136054422,0.00170068027210884,0.00170068027210884,0,0.00850340136054422,0.0272108843537415,0.248299319727891,0,0.00170068027210884,0.00340136054421769,0,0,0.0153061224489796,0.00170068027210884,0.0357142857142857,0.00850340136054422,0.0238095238095238,0.0255102040816327,0.124149659863946,0.267006802721088,0,0,0,0.0595238095238095,0.0102040816326531,0.00170068027210884,0.00170068027210884,0.0170068027210884,0.0782312925170068,0.00510204081632653,0.0153061224489796,0,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0.00170068027210884,0,0,0,0.00170068027210884,0,0,0,0,0,0,0,0,0,0,0,0.00170068027210884,0,0,0,0,0,0,0,0,0,0,0
