"sample.depths","sample.ages","Abies","Alnus.viridis.type","Betula","Picea","Pinus.subg..Pinus","Pinus.undiff.","Quercus","Asteraceae.subf..Asteroideae.undiff.","Populus","Ambrosia.type","Cyperaceae","Pinus.subg..Strobus","Ericaceae","Myrica","Artemisia","Rumex","Salix","Alnus.incana.type","Poaceae","Ulmus","Thalictrum","Ranunculus","Shepherdia","Amaranthaceae","Caryophyllaceae"
205,11,0.00925925925925926,0.0240740740740741,0.1,0.857407407407407,0.00185185185185185,0.00185185185185185,0.00185185185185185,0.00185185185185185,0.00185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1066,0.0070298769771529,0.0333919156414763,0.0826010544815466,0.862917398945518,0.00175746924428822,0.00175746924428822,0,0,0,0.00175746924428822,0.0070298769771529,0.00175746924428822,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2490,0.0246153846153846,0.0123076923076923,0.107692307692308,0.84,0.00615384615384615,0,0,0,0.00307692307692308,0,0,0,0.00307692307692308,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0
272,3545,0.0215633423180593,0.0269541778975741,0.150943396226415,0.784366576819407,0,0.00269541778975741,0,0,0.00269541778975741,0,0,0.00269541778975741,0,0,0.00269541778975741,0.00269541778975741,0.00269541778975741,0,0,0,0,0,0,0,0
292,4600,0.0284090909090909,0.0568181818181818,0.306818181818182,0.582386363636364,0,0.00284090909090909,0,0,0.00284090909090909,0,0.00284090909090909,0,0,0.00284090909090909,0.00284090909090909,0,0,0.0113636363636364,0,0,0,0,0,0,0
302,5128,0.069620253164557,0.344936708860759,0.344936708860759,0.161392405063291,0.0158227848101266,0,0,0,0.00632911392405063,0,0.0316455696202532,0.00316455696202532,0,0.00949367088607595,0,0,0,0.00316455696202532,0.00949367088607595,0,0,0,0,0,0
315,5814,0.0186335403726708,0.546583850931677,0.18944099378882,0.180124223602484,0.0062111801242236,0,0.0031055900621118,0,0,0,0.0217391304347826,0,0.0031055900621118,0.015527950310559,0.0031055900621118,0.0031055900621118,0.0031055900621118,0,0.0031055900621118,0.0031055900621118,0,0,0,0,0
322,6183,0,0.426229508196721,0.275409836065574,0.249180327868852,0.00655737704918033,0,0.00327868852459016,0.00327868852459016,0,0,0.0098360655737705,0,0,0.00655737704918033,0,0,0.00655737704918033,0.00327868852459016,0.0098360655737705,0,0,0,0,0,0
332,6710,0.00407331975560081,0.272912423625255,0.303462321792261,0.0916496945010183,0.0346232179226069,0,0,0,0.00203665987780041,0,0.144602851323829,0,0.0122199592668024,0.120162932790224,0,0,0.00814663951120163,0,0.00610997963340122,0,0,0,0,0,0
351,7445,0.0185758513931889,0.188854489164087,0.501547987616099,0.0743034055727554,0.0340557275541796,0,0,0,0,0.00309597523219814,0.0773993808049536,0,0.0154798761609907,0.0526315789473684,0.00309597523219814,0,0.0247678018575851,0,0.00309597523219814,0,0.00309597523219814,0,0,0,0
358,7694,0,0.19672131147541,0.557377049180328,0.0519125683060109,0.00819672131147541,0.00273224043715847,0.00819672131147541,0,0.00273224043715847,0,0.0273224043715847,0.00273224043715847,0.0136612021857923,0.0382513661202186,0.0109289617486339,0,0.046448087431694,0,0.0273224043715847,0,0,0.00546448087431694,0,0,0
378,8403,0,0.120845921450151,0.54380664652568,0.054380664652568,0.0241691842900302,0.0181268882175227,0,0,0,0,0.0876132930513595,0.0181268882175227,0.0302114803625378,0.0302114803625378,0.00302114803625378,0,0.054380664652568,0,0.0151057401812689,0,0,0,0,0,0
397,9078,0,0.0833333333333333,0.674603174603175,0.0119047619047619,0.0119047619047619,0.00396825396825397,0.0119047619047619,0,0,0,0.0753968253968254,0.0119047619047619,0.00793650793650794,0.00396825396825397,0,0,0.0873015873015873,0,0.00793650793650794,0,0,0.00396825396825397,0.00396825396825397,0,0
418,9823,0,0.0406091370558376,0.578680203045685,0.0050761421319797,0,0.050761421319797,0.0050761421319797,0,0.0050761421319797,0,0.0761421319796954,0.0050761421319797,0.0253807106598985,0.0355329949238579,0,0,0.126903553299492,0.0152284263959391,0.0253807106598985,0,0,0,0,0.0050761421319797,0
438,10533,0,0.0447761194029851,0.552238805970149,0.0149253731343284,0.0298507462686567,0.00746268656716418,0.00746268656716418,0,0,0,0.0671641791044776,0,0.0149253731343284,0.00746268656716418,0.0223880597014925,0,0.141791044776119,0,0.0671641791044776,0,0,0.0149253731343284,0,0,0.00746268656716418
458,11243,0,0.0176991150442478,0.247787610619469,0,0,0.0265486725663717,0.0088495575221239,0,0.0176991150442478,0.0088495575221239,0.176991150442478,0,0.0088495575221239,0.0088495575221239,0.0088495575221239,0,0.123893805309735,0.0088495575221239,0.088495575221239,0,0,0.230088495575221,0.0176991150442478,0,0
496,NA,0,0.0363636363636364,0.0727272727272727,0.0181818181818182,0,0.0545454545454545,0,0.0363636363636364,0,0,0.6,0,0,0,0.0363636363636364,0,0.0545454545454545,0,0.0545454545454545,0,0,0,0,0,0.0363636363636364
