"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Celtis","Cephalanthus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Ilex.Nemopanthus","Juglans","Larix","Liquidambar","Moraceae","Myrica.Comptonia.peregrina","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhus","Salix","Shepherdia","Taxus","Tilia","Tsuga","Ulmus","Vitaceae","Ambrosia","Artemisia","Asteraceae.undiff.","Chenopodiaceae","Cyperaceae","Poaceae","Ranunculaceae","Rosaceae","Rumex","Urticaceae"
0,-35,0.00717703349282297,0.0215311004784689,0,0.325358851674641,0.00239234449760766,0,0,0,0.0478468899521531,0,0.0239234449760766,0.00239234449760766,0,0.00239234449760766,0,0,0,0,0.0119617224880383,0.0191387559808612,0.069377990430622,0.0358851674641148,0.186602870813397,0,0.00717703349282297,0.0526315789473684,0,0.00239234449760766,0,0,0,0.0741626794258373,0.00717703349282297,0,0.0550239234449761,0.00717703349282297,0.00717703349282297,0.0119617224880383,0.00478468899521531,0.0119617224880383,0,0,0.00239234449760766,0
20,696,0.00492610837438424,0.0320197044334975,0.0172413793103448,0.226600985221675,0,0,0,0,0.0443349753694581,0,0.0221674876847291,0.00492610837438424,0,0,0.00738916256157635,0,0,0,0.00985221674876847,0.0172413793103448,0.0862068965517241,0.0369458128078818,0.221674876847291,0.0123152709359606,0,0.0344827586206897,0,0.00246305418719212,0,0,0,0.120689655172414,0.00985221674876847,0,0.061576354679803,0.00492610837438424,0.00246305418719212,0.00985221674876847,0,0.00985221674876847,0,0,0,0
40,1427,0.0260223048327138,0.0557620817843866,0.0371747211895911,0,0,0,0,0,0,0,0,0.00371747211895911,0,0,0.00743494423791822,0,0.00371747211895911,0,0,0.0446096654275093,0.0929368029739777,0.0929368029739777,0.28996282527881,0.00371747211895911,0.0223048327137546,0,0,0.00371747211895911,0,0,0,0.16728624535316,0,0,0.0855018587360595,0.00371747211895911,0.0111524163568773,0.0223048327137546,0.0111524163568773,0.0111524163568773,0,0,0.00371747211895911,0
60,2158,0.0097323600973236,0.0145985401459854,0.0218978102189781,0.218978102189781,0.0024330900243309,0,0,0,0.048661800486618,0,0.0389294403892944,0,0,0.0048661800486618,0.0048661800486618,0,0,0.0024330900243309,0.0097323600973236,0.0291970802919708,0.0608272506082725,0.0608272506082725,0.197080291970803,0.0024330900243309,0,0.0316301703163017,0,0,0,0,0,0.116788321167883,0.0048661800486618,0.0024330900243309,0.0851581508515815,0.0072992700729927,0.0024330900243309,0.0024330900243309,0.0072992700729927,0.0121654501216545,0,0,0,0
64,2304,0.0103950103950104,0.0249480249480249,0.0145530145530146,0.22037422037422,0,0,0,0.00207900207900208,0.0145530145530146,0,0.0228690228690229,0.00623700623700624,0,0.00207900207900208,0.0124740124740125,0,0,0,0.00415800415800416,0.0166320166320166,0.051975051975052,0.051975051975052,0.280665280665281,0.00415800415800416,0.00207900207900208,0.0395010395010395,0,0.00207900207900208,0,0,0,0.124740124740125,0.0124740124740125,0,0.0478170478170478,0.0103950103950104,0,0,0.00207900207900208,0.0166320166320166,0,0,0.00207900207900208,0
70,2523,0.0219123505976096,0.0179282868525896,0.0159362549800797,0.211155378486056,0,0.00398406374501992,0,0,0.0258964143426295,0,0.0219123505976096,0.00398406374501992,0,0,0.00398406374501992,0,0,0,0.00398406374501992,0.0239043824701195,0.047808764940239,0.051792828685259,0.316733067729084,0.00199203187250996,0.00199203187250996,0.0258964143426295,0,0,0,0,0.00199203187250996,0.131474103585657,0.0119521912350598,0,0.0298804780876494,0.00199203187250996,0.00398406374501992,0.00199203187250996,0.00597609561752988,0.00597609561752988,0.00199203187250996,0,0.00199203187250996,0
74,2669,0.00561797752808989,0.0149812734082397,0.0187265917602996,0.211610486891386,0.00374531835205993,0,0,0,0.0318352059925094,0,0.0299625468164794,0,0,0,0.0112359550561798,0,0,0,0,0.0262172284644195,0.0411985018726592,0.052434456928839,0.295880149812734,0,0.00749063670411985,0.0355805243445693,0,0,0,0,0,0.155430711610487,0.0149812734082397,0.00187265917602996,0.0224719101123595,0.00187265917602996,0,0.00187265917602996,0.0112359550561798,0.00187265917602996,0,0,0.00187265917602996,0
80,2889,0.00795228628230616,0.0198807157057654,0.00596421471172962,0.194831013916501,0,0,0,0.00397614314115308,0.0357852882703777,0.00198807157057654,0.0178926441351889,0,0,0.00397614314115308,0.0099403578528827,0,0,0,0.00596421471172962,0.0238568588469185,0.047713717693837,0.0516898608349901,0.284294234592445,0.00596421471172962,0.00198807157057654,0.0318091451292246,0,0,0,0,0,0.192842942345924,0.00596421471172962,0,0.0278330019880716,0.00596421471172962,0.00198807157057654,0.00397614314115308,0,0.00596421471172962,0,0,0,0
84,3035,0.00778210116731518,0.0175097276264591,0.0155642023346304,0.266536964980545,0.00194552529182879,0,0,0,0.0252918287937743,0.00194552529182879,0.0369649805447471,0.00389105058365759,0,0,0.00583657587548638,0,0,0,0.00583657587548638,0.0369649805447471,0.0525291828793774,0.0486381322957198,0.22568093385214,0,0.00389105058365759,0.0505836575875486,0,0,0,0,0,0.142023346303502,0.00972762645914397,0,0.0252918287937743,0.00389105058365759,0.00194552529182879,0.00389105058365759,0.00194552529182879,0.00389105058365759,0,0,0,0
90,3254,0.00346020761245675,0.013840830449827,0.0190311418685121,0.256055363321799,0,0,0,0,0.0224913494809689,0,0.0346020761245675,0.0069204152249135,0,0,0.0121107266435986,0,0,0,0.00519031141868512,0.0311418685121107,0.0294117647058824,0.0570934256055363,0.261245674740484,0.00519031141868512,0,0.0432525951557093,0,0,0,0,0,0.153979238754325,0.0069204152249135,0,0.0224913494809689,0.00865051903114187,0.00173010380622837,0.00173010380622837,0,0,0,0.00346020761245675,0,0
