"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Alnus.incana","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Carya","Castanea","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica.F..americana.type","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Shepherdia","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Fabaceae","Plantago","Poaceae.undiff.","Polygonaceae.undiff.","Ranunculaceae.undiff.","Rosaceae","Rumex","Thalictrum","Zea"
33.5,38,0,0,0.00136986301369863,0,0.0178082191780822,0.00684931506849315,0.00136986301369863,0,0.242465753424658,0.0191780821917808,0.0150684931506849,0,0.00821917808219178,0,0,0.0506849315068493,0.0164383561643836,0.00136986301369863,0,0.00273972602739726,0,0,0,0,0.00684931506849315,0,0.00547945205479452,0.0123287671232877,0.0205479452054795,0.0465753424657534,0.047945205479452,0.00410958904109589,0,0.201369863013699,0,0.00136986301369863,0,0.00136986301369863,0.0671232876712329,0.0123287671232877,0,0.0671232876712329,0,0,0.00136986301369863,0,0,0,0.0164383561643836,0,0.00136986301369863,0.0589041095890411,0,0,0.00136986301369863,0.0424657534246575,0,0
35.5,43,0.00164744645799012,0,0.00494233937397035,0,0.0131795716639209,0.0131795716639209,0.00164744645799012,0.00164744645799012,0.261943986820428,0.014827018121911,0.0313014827018122,0,0.00329489291598023,0,0,0.0313014827018122,0.00164744645799012,0.00823723228995058,0,0.00164744645799012,0,0,0,0,0.00658978583196046,0.00494233937397035,0.00329489291598023,0.0214168039538715,0.028006589785832,0.0461285008237232,0.0230642504118616,0,0,0.189456342668863,0.00329489291598023,0.00329489291598023,0,0.00164744645799012,0.0922570016474465,0.0181219110378913,0.00164744645799012,0.0609555189456343,0,0.00329489291598023,0.00164744645799012,0,0,0.00164744645799012,0.014827018121911,0,0.00494233937397035,0.0494233937397035,0,0,0,0.0296540362438221,0,0
37.5,48,0,0,0,0,0.0144144144144144,0.0126126126126126,0,0,0.209009009009009,0.018018018018018,0.00540540540540541,0.0018018018018018,0.0072072072072072,0.0018018018018018,0.0018018018018018,0.0414414414414414,0.0252252252252252,0,0,0,0,0.00540540540540541,0,0,0.018018018018018,0,0.0072072072072072,0.0126126126126126,0.0468468468468468,0.0612612612612613,0.0504504504504504,0.0036036036036036,0,0.194594594594595,0,0.00540540540540541,0,0,0.0846846846846847,0.0144144144144144,0,0.0756756756756757,0,0.0036036036036036,0,0,0,0.0036036036036036,0.0108108108108108,0,0,0.036036036036036,0,0,0.0036036036036036,0.0234234234234234,0,0
41.5,58,0,0,0.00303951367781155,0,0.00759878419452888,0.013677811550152,0,0,0.252279635258359,0.0106382978723404,0.0197568389057751,0,0.00911854103343465,0.00151975683890578,0,0.0547112462006079,0.00303951367781155,0.00151975683890578,0,0.00151975683890578,0.00151975683890578,0.00151975683890578,0,0,0.00455927051671732,0.00151975683890578,0.00151975683890578,0.0121580547112462,0.0243161094224924,0.033434650455927,0.0699088145896656,0,0,0.208206686930091,0.00151975683890578,0.00303951367781155,0,0,0.0896656534954407,0.0151975683890578,0,0.074468085106383,0,0.00151975683890578,0,0.00151975683890578,0,0.00151975683890578,0.00455927051671732,0,0.00151975683890578,0.0349544072948328,0.00151975683890578,0,0.00151975683890578,0.0303951367781155,0,0
42.5,60,0.00727802037845706,0.00291120815138282,0.00291120815138282,0,0.0203784570596798,0.00436681222707424,0.00145560407569141,0,0.245997088791849,0.0189228529839884,0.0276564774381368,0.00291120815138282,0.00145560407569141,0,0.00145560407569141,0.0727802037845706,0.0101892285298399,0.00291120815138282,0,0.00291120815138282,0.00145560407569141,0,0,0,0.0101892285298399,0,0.00291120815138282,0.0160116448326055,0.0407569141193595,0.0640465793304221,0.0509461426491994,0.00145560407569141,0,0.157205240174672,0,0.00145560407569141,0,0,0.0655021834061135,0.00727802037845706,0.00145560407569141,0.0596797671033479,0,0.00291120815138282,0,0,0,0.00145560407569141,0.0101892285298399,0,0,0.0320232896652111,0,0,0.00145560407569141,0.0451237263464338,0,0
44.5,65,0,0,0.00317460317460317,0.00158730158730159,0.0174603174603175,0.0126984126984127,0,0,0.228571428571429,0.0126984126984127,0.0158730158730159,0,0.0158730158730159,0.00952380952380952,0.00158730158730159,0.0619047619047619,0.0206349206349206,0.00317460317460317,0,0.00476190476190476,0.00158730158730159,0.00317460317460317,0,0,0.0158730158730159,0.00158730158730159,0.00952380952380952,0.0126984126984127,0.0412698412698413,0.053968253968254,0.0317460317460317,0.00476190476190476,0,0.150793650793651,0,0.00158730158730159,0,0,0.0619047619047619,0.00634920634920635,0,0.073015873015873,0,0.00317460317460317,0.00158730158730159,0,0,0,0.0142857142857143,0,0.00158730158730159,0.0317460317460317,0,0,0.00158730158730159,0.0666666666666667,0,0
47.5,73,0.00317965023847377,0,0,0,0.0127186009538951,0.0127186009538951,0,0,0.201907790143084,0.00794912559618442,0.0174880763116057,0,0.00158982511923688,0,0,0.0604133545310016,0.0127186009538951,0.00158982511923688,0,0.00635930047694754,0,0.00158982511923688,0,0,0.00635930047694754,0,0.00158982511923688,0.0158982511923688,0.0540540540540541,0.0302066772655008,0.0635930047694754,0.00635930047694754,0,0.220985691573927,0,0.00476947535771065,0,0.00317965023847377,0.0779014308426073,0.0095389507154213,0,0.0540540540540541,0,0,0.00476947535771065,0,0,0.00158982511923688,0.0190779014308426,0,0.00158982511923688,0.041335453100159,0.00158982511923688,0,0,0.0381558028616852,0.00317965023847377,0
49.5,78,0.00138504155124654,0,0,0,0.0166204986149584,0.00692520775623269,0,0,0.170360110803324,0.0138504155124654,0.0152354570637119,0.00138504155124654,0.00554016620498615,0,0.00138504155124654,0.0706371191135734,0.00692520775623269,0,0.00138504155124654,0.00138504155124654,0,0,0,0,0.0110803324099723,0.00138504155124654,0,0.018005540166205,0.03601108033241,0.090027700831025,0.0609418282548476,0.00138504155124654,0,0.17590027700831,0.00277008310249307,0.00138504155124654,0,0,0.0886426592797784,0.00415512465373961,0,0.0831024930747922,0,0.00415512465373961,0.00138504155124654,0,0,0.00138504155124654,0.00692520775623269,0,0.00138504155124654,0.0526315789473684,0,0,0,0.0443213296398892,0,0
51.5,82,0.0047244094488189,0,0.0047244094488189,0,0.0078740157480315,0.0094488188976378,0,0,0.177952755905512,0.0094488188976378,0.0220472440944882,0,0.0047244094488189,0,0,0.0614173228346457,0.0047244094488189,0,0.0015748031496063,0.0047244094488189,0.0015748031496063,0,0,0,0.0094488188976378,0,0.0031496062992126,0.0173228346456693,0.0645669291338583,0.031496062992126,0.0535433070866142,0.0047244094488189,0.0031496062992126,0.193700787401575,0,0.0015748031496063,0,0,0.122834645669291,0.0094488188976378,0,0.0503937007874016,0,0.0015748031496063,0.0015748031496063,0,0,0.0015748031496063,0.0094488188976378,0,0,0.047244094488189,0,0,0,0.0582677165354331,0,0
56,94,0.00269179004037685,0,0.00134589502018843,0,0.00942126514131898,0.00807537012113055,0,0,0.165545087483176,0.0174966352624495,0.0201884253028264,0,0.00269179004037685,0.00134589502018843,0,0.0713324360699865,0.0174966352624495,0,0,0.0053835800807537,0,0,0,0,0.00269179004037685,0,0.00134589502018843,0.0107671601615074,0.0753701211305518,0.0484522207267833,0.0524899057873486,0.00269179004037685,0.00134589502018843,0.172274562584118,0.00134589502018843,0.00269179004037685,0,0.00134589502018843,0.10228802153432,0.00403768506056528,0,0.0713324360699865,0,0.00403768506056528,0.00134589502018843,0,0,0.00134589502018843,0.0053835800807537,0,0,0.0417227456258412,0,0,0.00269179004037685,0.0686406460296097,0.00134589502018843,0
59.5,102,0,0,0.00632911392405063,0,0.0174050632911392,0.0158227848101266,0,0,0.158227848101266,0.00474683544303797,0.0427215189873418,0,0.00158227848101266,0,0,0.0585443037974684,0.0126582278481013,0,0,0.0126582278481013,0,0,0,0,0.0142405063291139,0,0.00949367088607595,0.0126582278481013,0.0300632911392405,0.0506329113924051,0.0585443037974684,0,0,0.183544303797468,0,0,0,0,0.0886075949367089,0.0110759493670886,0,0.069620253164557,0,0.00158227848101266,0.00316455696202532,0,0,0,0.00632911392405063,0,0,0.060126582278481,0,0,0.00158227848101266,0.0680379746835443,0,0
61.5,107,0.0069204152249135,0,0.00346020761245675,0,0.0173010380622837,0.00519031141868512,0.00519031141868512,0,0.160899653979239,0.00519031141868512,0.0259515570934256,0,0.0173010380622837,0,0,0.0570934256055363,0.0311418685121107,0.00173010380622837,0,0,0,0.00173010380622837,0,0,0.0207612456747405,0,0.00346020761245675,0.013840830449827,0.0640138408304498,0.0570934256055363,0.0622837370242214,0.00346020761245675,0.00173010380622837,0.152249134948097,0,0.00173010380622837,0,0,0.100346020761246,0.00519031141868512,0,0.0674740484429066,0,0.00173010380622837,0.00346020761245675,0,0,0,0.00519031141868512,0,0.00173010380622837,0.027681660899654,0,0,0,0.0674740484429066,0,0
64.5,114,0.00396301188903567,0,0,0,0.0250990752972259,0.00660501981505945,0,0,0.174372523117569,0.0105680317040951,0.0184940554821664,0,0.011889035667107,0.00132100396301189,0.00132100396301189,0.0647291941875826,0.0132100396301189,0.00132100396301189,0,0.00660501981505945,0,0.00132100396301189,0,0,0.00792602377807133,0,0.00660501981505945,0.0158520475561427,0.0488771466314399,0.0369881109643329,0.0581241743725231,0.00396301188903567,0,0.175693527080581,0,0.00132100396301189,0,0.00264200792602378,0.0898282694848085,0.00528401585204756,0,0.0634081902245707,0,0,0.00264200792602378,0,0,0.00264200792602378,0.0105680317040951,0,0,0.0660501981505945,0,0,0.00132100396301189,0.0581241743725231,0.00132100396301189,0
67.5,121,0,0,0,0,0.010590015128593,0.0075642965204236,0,0,0.170953101361573,0.0211800302571861,0.0408472012102874,0,0.00605143721633888,0.00302571860816944,0.00151285930408472,0.0529500756429652,0.00151285930408472,0.00453857791225416,0,0.00453857791225416,0,0,0,0,0.00453857791225416,0,0.00302571860816944,0.0151285930408472,0.037821482602118,0.0393343419062027,0.0574886535552194,0.00151285930408472,0,0.190620272314675,0.00151285930408472,0.00302571860816944,0,0,0.0998487140695915,0.00453857791225416,0.00302571860816944,0.0605143721633888,0,0,0.00151285930408472,0,0,0.00151285930408472,0.0181543116490166,0,0,0.0590015128593041,0.00151285930408472,0,0.00151285930408472,0.0680786686838124,0,0.00151285930408472
69.5,126,0.00146412884333821,0,0,0,0.0175695461200586,0.0102489019033675,0,0,0.143484626647145,0.00878477306002928,0.0117130307467057,0,0.00732064421669107,0,0,0.0541727672035139,0.0161054172767204,0,0,0.00585651537335286,0,0,0,0,0.00585651537335286,0,0.00732064421669107,0.0146412884333821,0.0658857979502196,0.0497803806734993,0.0439238653001464,0.00585651537335286,0,0.209370424597365,0.00146412884333821,0.00146412884333821,0.00146412884333821,0,0.0922401171303075,0.0161054172767204,0,0.0571010248901903,0,0,0.00146412884333821,0,0,0,0.0117130307467057,0,0,0.0497803806734993,0,0,0.00146412884333821,0.0863836017569546,0,0
72.5,134,0.00588235294117647,0,0.00147058823529412,0,0.025,0.0102941176470588,0.00147058823529412,0,0.173529411764706,0.0102941176470588,0.00735294117647059,0,0.00588235294117647,0.00147058823529412,0,0.05,0.0117647058823529,0,0.00147058823529412,0,0,0,0,0,0.0117647058823529,0,0.00441176470588235,0.00588235294117647,0.0676470588235294,0.05,0.0661764705882353,0,0.00147058823529412,0.180882352941176,0,0,0,0.00147058823529412,0.0955882352941176,0.00735294117647059,0,0.0470588235294118,0,0.00147058823529412,0.00147058823529412,0,0,0.00294117647058824,0.0279411764705882,0,0,0.0544117647058824,0,0,0,0.0661764705882353,0,0
75.5,141,0,0,0,0,0.0103550295857988,0.0118343195266272,0,0,0.171597633136095,0.00739644970414201,0.0340236686390533,0.0014792899408284,0.014792899408284,0.00443786982248521,0.0014792899408284,0.0813609467455621,0.0014792899408284,0.0029585798816568,0.0014792899408284,0.0014792899408284,0.0029585798816568,0,0,0,0.0029585798816568,0.00443786982248521,0.0014792899408284,0.0118343195266272,0.0458579881656805,0.0458579881656805,0.0650887573964497,0.0029585798816568,0,0.156804733727811,0,0.0014792899408284,0,0,0.119822485207101,0.0103550295857988,0,0.0355029585798817,0,0,0,0,0,0,0.0103550295857988,0,0.0014792899408284,0.0591715976331361,0,0,0.0029585798816568,0.0724852071005917,0,0
77.5,146,0.00154320987654321,0,0,0,0.0200617283950617,0.00308641975308642,0.00308641975308642,0,0.157407407407407,0.0231481481481481,0.00771604938271605,0,0.00925925925925926,0,0,0.058641975308642,0.0108024691358025,0,0.00154320987654321,0,0,0,0,0,0.00154320987654321,0.00154320987654321,0.00154320987654321,0.0154320987654321,0.0617283950617284,0.0555555555555556,0.058641975308642,0.00462962962962963,0.00154320987654321,0.197530864197531,0,0.00154320987654321,0,0,0.103395061728395,0.00771604938271605,0,0.0555555555555556,0,0,0,0,0,0,0.0169753086419753,0,0,0.0385802469135802,0,0,0.00154320987654321,0.0771604938271605,0.00154320987654321,0
80.5,153,0.00136425648021828,0,0.00136425648021828,0,0.0245566166439291,0.00409276944065484,0,0,0.167803547066849,0.0122783083219645,0.0300136425648022,0,0.00272851296043656,0,0,0.0654843110504775,0.0109140518417462,0.00136425648021828,0,0.00409276944065484,0,0,0,0,0.0122783083219645,0.00409276944065484,0.00136425648021828,0.0163710777626194,0.0545702592087312,0.0559345156889495,0.0504774897680764,0.00136425648021828,0,0.190995907230559,0,0.00409276944065484,0,0,0.0804911323328786,0.00545702592087312,0,0.0450204638472033,0,0,0.00272851296043656,0,0,0,0.0122783083219645,0,0.00136425648021828,0.043656207366985,0,0,0,0.0914051841746248,0,0
84.5,163,0.00143061516452074,0,0.00286123032904149,0,0.0243204577968526,0.00572246065808298,0,0,0.165951359084406,0.00429184549356223,0.011444921316166,0.00143061516452074,0.00572246065808298,0.00143061516452074,0,0.0643776824034335,0.0257510729613734,0,0,0,0.00286123032904149,0,0,0,0.00429184549356223,0.00286123032904149,0.00715307582260372,0.0214592274678112,0.0472103004291846,0.0357653791130186,0.0472103004291846,0,0.00143061516452074,0.217453505007153,0,0.00143061516452074,0,0.00286123032904149,0.078683834048641,0.011444921316166,0.00143061516452074,0.0343347639484979,0,0,0,0,0,0.00143061516452074,0.0128755364806867,0,0,0.072961373390558,0,0,0,0.078683834048641,0.00143061516452074,0
87.5,170,0.00152905198776758,0,0.00152905198776758,0,0.00305810397553517,0.0152905198776758,0.00152905198776758,0.00305810397553517,0.198776758409786,0.00611620795107034,0.0397553516819572,0.00152905198776758,0.00458715596330275,0,0.00152905198776758,0.0519877675840979,0.00305810397553517,0.0091743119266055,0,0.00305810397553517,0.00152905198776758,0,0,0,0.0091743119266055,0,0.00152905198776758,0.0214067278287462,0.0428134556574924,0.0688073394495413,0.00458715596330275,0.00458715596330275,0.00152905198776758,0.197247706422018,0,0.00458715596330275,0,0,0.120795107033639,0.00764525993883792,0,0.0412844036697248,0,0,0,0,0,0,0.00611620795107034,0,0,0.0504587155963303,0,0,0.00152905198776758,0.0688073394495413,0,0
89.5,175,0.00128700128700129,0,0.00257400257400257,0,0.018018018018018,0.0115830115830116,0,0,0.177606177606178,0.009009009009009,0.0334620334620335,0.00128700128700129,0.00128700128700129,0,0,0.0707850707850708,0.00257400257400257,0.009009009009009,0,0.00257400257400257,0,0,0,0,0.00128700128700129,0.00128700128700129,0.00514800514800515,0.0193050193050193,0.0553410553410553,0.0373230373230373,0.0656370656370656,0.00386100386100386,0,0.212355212355212,0.00128700128700129,0.00128700128700129,0,0,0.0965250965250965,0.00514800514800515,0,0.0373230373230373,0,0.00128700128700129,0,0,0,0,0.00772200772200772,0,0,0.0296010296010296,0,0,0.00514800514800515,0.072072072072072,0,0
91.5,180,0.00424929178470255,0,0.0028328611898017,0,0.018413597733711,0.0084985835694051,0,0,0.145892351274788,0.0113314447592068,0.0141643059490085,0,0.0028328611898017,0.0028328611898017,0,0.0793201133144476,0.0084985835694051,0,0,0.0056657223796034,0,0.00141643059490085,0,0,0.00708215297450425,0.00141643059490085,0.0113314447592068,0.018413597733711,0.0524079320113314,0.0339943342776204,0.0623229461756374,0.0028328611898017,0,0.211048158640227,0,0,0,0,0.110481586402266,0.00708215297450425,0,0.0354107648725212,0,0,0,0,0,0.00141643059490085,0.00141643059490085,0,0.00141643059490085,0.0509915014164306,0,0,0.00141643059490085,0.0821529745042493,0,0.00141643059490085
94.5,188,0,0,0,0,0.0132669983416252,0.0033167495854063,0,0,0.177446102819237,0.0099502487562189,0.0281923714759536,0,0.00497512437810945,0,0,0.0563847429519071,0.0248756218905473,0,0,0,0.00165837479270315,0,0,0.0033167495854063,0.0033167495854063,0.00165837479270315,0.00165837479270315,0.00829187396351575,0.0563847429519071,0.0530679933665008,0.0613598673300166,0,0,0.212271973466003,0.00165837479270315,0,0,0.00165837479270315,0.12106135986733,0.0066334991708126,0,0.0431177446102819,0,0.00497512437810945,0,0,0,0,0.00829187396351575,0,0,0.0348258706467662,0,0,0.00165837479270315,0.054726368159204,0,0
96.5,193,0.00504201680672269,0,0,0,0.0201680672268908,0.0100840336134454,0.00168067226890756,0,0.188235294117647,0.0168067226890756,0.0168067226890756,0,0.00672268907563025,0,0,0.0722689075630252,0.00504201680672269,0.00840336134453781,0.00168067226890756,0.00336134453781513,0,0,0,0,0.00840336134453781,0,0.00336134453781513,0.0117647058823529,0.0319327731092437,0.0504201680672269,0.0638655462184874,0,0,0.225210084033613,0.00168067226890756,0.00336134453781513,0,0,0.0991596638655462,0.0184873949579832,0,0.0252100840336134,0,0,0,0,0,0,0.0100840336134454,0.00168067226890756,0,0.0235294117647059,0,0,0.00336134453781513,0.0621848739495798,0,0
98.5,197,0.00172413793103448,0,0.00172413793103448,0,0.0189655172413793,0.0137931034482759,0.00172413793103448,0,0.18448275862069,0.00862068965517241,0.00689655172413793,0,0.00172413793103448,0,0,0.0879310344827586,0.00862068965517241,0,0,0,0,0,0,0,0.00517241379310345,0.00344827586206897,0.00172413793103448,0.00862068965517241,0.0879310344827586,0.0379310344827586,0.0517241379310345,0,0,0.270689655172414,0,0,0,0,0.0844827586206897,0.00344827586206897,0,0.00862068965517241,0,0,0.00517241379310345,0,0,0,0.00172413793103448,0,0,0.0517241379310345,0,0,0,0.0413793103448276,0,0
100.5,202,0,0,0.00366300366300366,0,0.010989010989011,0.00732600732600733,0,0,0.1996336996337,0.0146520146520147,0.0366300366300366,0,0.00366300366300366,0.00183150183150183,0,0.0732600732600733,0.00366300366300366,0.00915750915750916,0,0,0,0,0,0,0.00183150183150183,0,0.00183150183150183,0.010989010989011,0.0366300366300366,0.0476190476190476,0.0769230769230769,0.00366300366300366,0.00183150183150183,0.228937728937729,0,0.00183150183150183,0,0.00183150183150183,0.131868131868132,0,0,0.010989010989011,0,0,0,0,0,0,0.00732600732600733,0,0,0.0274725274725275,0,0,0,0.043956043956044,0,0
102.5,212,0,0,0.00348432055749129,0,0.00696864111498258,0.00871080139372822,0.00174216027874564,0,0.196864111498258,0.00871080139372822,0.0278745644599303,0,0.00696864111498258,0,0,0.0818815331010453,0.00348432055749129,0.0139372822299652,0.00174216027874564,0.0104529616724739,0,0,0,0,0.00871080139372822,0,0.00522648083623693,0.00696864111498258,0.0592334494773519,0.0452961672473868,0.0261324041811847,0.00174216027874564,0,0.264808362369338,0.00348432055749129,0,0,0,0.141114982578397,0.00522648083623693,0,0.0174216027874564,0,0,0.00174216027874564,0,0.00174216027874564,0,0.00348432055749129,0,0,0.0104529616724739,0,0,0,0.0226480836236934,0.00174216027874564,0
