"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Alnus.incana","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Carya","Castanea","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica.F..americana.type","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Shepherdia","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Fabaceae","Plantago","Poaceae.undiff.","Polygonaceae.undiff.","Ranunculaceae.undiff.","Rosaceae","Rumex","Thalictrum","Zea"
1,-42,0,0,0,0,0.0172143974960876,0.00782472613458529,0,0,0.303599374021909,0.0156494522691706,0.00469483568075117,0.00156494522691706,0.0125195618153365,0,0,0.0359937402190923,0.0187793427230047,0,0.00156494522691706,0,0,0,0,0,0.00782472613458529,0,0.00938967136150235,0.00938967136150235,0.0297339593114241,0.0391236306729265,0.0422535211267606,0.00625978090766823,0.00156494522691706,0.234741784037559,0,0.00156494522691706,0,0.00312989045383412,0.07981220657277,0.0156494522691706,0,0.0422535211267606,0,0,0,0,0,0.00156494522691706,0.0156494522691706,0,0,0.0297339593114241,0,0,0,0.00782472613458529,0.00312989045383412,0
5,-32,0.00328407224958949,0,0.00164203612479475,0,0.00328407224958949,0.00164203612479475,0,0,0.315270935960591,0.0213464696223317,0.0114942528735632,0,0.00328407224958949,0.00328407224958949,0.00164203612479475,0.0443349753694581,0,0.013136288998358,0,0,0.00164203612479475,0,0,0,0.00492610837438424,0,0.00328407224958949,0.00492610837438424,0.0180623973727422,0.0344827586206897,0.0229885057471264,0.00164203612479475,0,0.257799671592775,0.00164203612479475,0.00492610837438424,0,0,0.0738916256157636,0.013136288998358,0,0.0558292282430213,0,0.00328407224958949,0.00164203612479475,0,0,0.00164203612479475,0.00821018062397373,0,0.00164203612479475,0.0344827586206897,0,0,0.00328407224958949,0.0229885057471264,0,0
8.5,-23,0.00134952766531714,0,0,0,0.0107962213225371,0.00944669365721997,0,0,0.319838056680162,0.0107962213225371,0.00539811066126856,0,0,0,0,0.039136302294197,0.00809716599190283,0,0,0,0,0,0,0,0.0121457489878543,0,0.00539811066126856,0.00944669365721997,0.0364372469635627,0.0283400809716599,0.0418353576248313,0,0,0.245614035087719,0,0.00269905533063428,0,0.00134952766531714,0.0836707152496626,0.0161943319838057,0,0.0539811066126856,0,0,0.00134952766531714,0,0,0.00134952766531714,0.00809716599190283,0,0,0.0242914979757085,0,0,0,0.0229419703103914,0,0
11,-17,0.00155038759689922,0,0.00310077519379845,0,0.0108527131782946,0.0108527131782946,0.00155038759689922,0,0.334883720930233,0.0170542635658915,0.0155038759689922,0,0.0062015503875969,0.00155038759689922,0,0.0403100775193798,0,0.00930232558139535,0,0.00155038759689922,0,0,0,0,0.00465116279069767,0,0.00310077519379845,0.0108527131782946,0.0310077519379845,0.0155038759689922,0.0449612403100775,0.00465116279069767,0,0.210852713178295,0.00155038759689922,0,0,0,0.0666666666666667,0.0170542635658915,0,0.0449612403100775,0,0.00465116279069767,0.00465116279069767,0,0,0.00155038759689922,0.00930232558139535,0,0,0.0387596899224806,0,0,0,0.0310077519379845,0,0
15,-7,0.00434153400868307,0,0.00578871201157742,0,0.0101302460202605,0.00289435600578871,0.00144717800289436,0,0.282199710564399,0.0173661360347323,0.00868306801736614,0,0.0101302460202605,0.00289435600578871,0.00144717800289436,0.040520984081042,0.0101302460202605,0,0.00144717800289436,0.00144717800289436,0,0,0,0.00144717800289436,0.0101302460202605,0.00144717800289436,0.00723589001447178,0.00578871201157742,0.0347322720694645,0.0246020260492041,0.0274963820549928,0.00289435600578871,0.00144717800289436,0.228654124457308,0,0.00289435600578871,0,0,0.0781476121562952,0.0217076700434153,0.00144717800289436,0.0419681620839363,0,0.00289435600578871,0.00144717800289436,0,0,0.00289435600578871,0.0144717800289436,0,0,0.0535455861070912,0,0,0,0.0303907380607815,0.00144717800289436,0
19,3,0,0,0.0016025641025641,0,0.0240384615384615,0.0144230769230769,0,0,0.296474358974359,0.0176282051282051,0.0176282051282051,0.0016025641025641,0.0016025641025641,0,0.0016025641025641,0.0448717948717949,0.00320512820512821,0.0112179487179487,0.0016025641025641,0.0016025641025641,0.0016025641025641,0,0,0,0.0016025641025641,0.0016025641025641,0.0016025641025641,0.00641025641025641,0.0416666666666667,0.0304487179487179,0.0176282051282051,0.00480769230769231,0,0.182692307692308,0,0.00320512820512821,0,0.0016025641025641,0.092948717948718,0.0128205128205128,0,0.0625,0,0,0.00480769230769231,0,0,0.0016025641025641,0.00961538461538462,0.0016025641025641,0,0.0272435897435897,0,0,0,0.0528846153846154,0,0
21,8,0.00431654676258993,0,0.00143884892086331,0,0.0158273381294964,0.00431654676258993,0,0,0.282014388489209,0.00287769784172662,0,0.00143884892086331,0.0115107913669065,0,0,0.0517985611510791,0.00863309352517986,0,0.00143884892086331,0.00287769784172662,0,0,0,0,0.00287769784172662,0,0.00863309352517986,0.0129496402877698,0.041726618705036,0.0258992805755396,0.0517985611510791,0.00143884892086331,0,0.192805755395683,0,0.00287769784172662,0,0,0.0848920863309353,0.0172661870503597,0,0.0589928057553957,0,0,0.00287769784172662,0,0,0.00287769784172662,0.0115107913669065,0,0.00143884892086331,0.0460431654676259,0,0,0.00287769784172662,0.041726618705036,0,0
25,17,0.00156985871271586,0,0.00470957613814757,0,0.0156985871271586,0.00941915227629513,0.00156985871271586,0,0.263736263736264,0.0125588697017268,0.0392464678178964,0.00156985871271586,0.00627943485086342,0.00627943485086342,0,0.0518053375196232,0.00156985871271586,0.0125588697017268,0,0.00470957613814757,0,0,0,0,0.00784929356357928,0,0.00627943485086342,0.0188383045525903,0.0172684458398744,0.043956043956044,0.0518053375196232,0.00470957613814757,0,0.17425431711146,0.00156985871271586,0.00156985871271586,0,0,0.0800627943485086,0.00941915227629513,0,0.0596546310832025,0,0,0.00313971742543171,0,0,0.00156985871271586,0.0141287284144427,0,0,0.0376766091051805,0,0,0,0.032967032967033,0,0
29,27,0.0016,0,0.0064,0,0.0192,0.008,0.0016,0,0.2816,0.0208,0.0144,0,0.0048,0.0016,0,0.0576,0.0112,0.0016,0,0.0016,0,0.0016,0,0,0.0096,0,0.0064,0.0128,0.032,0.0352,0.0496,0,0.0016,0.176,0.0016,0.0016,0,0,0.0752,0.0208,0,0.0608,0,0.0016,0.0016,0,0,0.0016,0.0048,0,0,0.0416,0,0,0.0016,0.0288,0.0016,0
32.5,36,0,0,0.00162337662337662,0,0.0113636363636364,0.00974025974025974,0,0,0.271103896103896,0.00974025974025974,0.0405844155844156,0.00162337662337662,0.0064935064935065,0.00162337662337662,0,0.051948051948052,0.00162337662337662,0.00487012987012987,0,0.0064935064935065,0,0,0,0,0.00487012987012987,0,0.00162337662337662,0.00974025974025974,0.025974025974026,0.0324675324675325,0.0616883116883117,0.00487012987012987,0,0.167207792207792,0.00162337662337662,0.00162337662337662,0,0.00162337662337662,0.0844155844155844,0.0113636363636364,0.00162337662337662,0.0568181818181818,0,0,0.00324675324675325,0,0,0,0.00811688311688312,0,0.00162337662337662,0.0616883116883117,0,0,0,0.0373376623376623,0,0.00162337662337662
