"depth","best.age","min.age","max.age"
1.5,-48,-59,-35
5,-47,-82,-6
8.5,-43,-102,24
12,-35,-114,56
17,-13,-115,104
21,18,-96,147
24,49,-67,182
32,180,81,292
36,273,196,357
40,378,327,432
44,488,458,530
47.5,583,536,628
51,669,591,729
56,754,633,844
60,779,651,894
64,786,683,921
71,845,768,1003
71.5,855,777,1012
77.5,1038,944,1173
79,1104,1007,1234
83,1319,1218,1441
87,1592,1489,1706
91,1925,1832,2024
95,2306,2232,2382
99,2705,2646,2764
103,3090,3027,3151
107,3434,3357,3506
111,3711,3628,3792
115,3908,3829,3989
119,4035,3961,4119
123,4102,4017,4201
127,4129,4026,4271
131,4135,4018,4351
135,4138,4014,4398
141,4182,4055,4464
145,4254,4115,4515
149,4351,4201,4540
153,4461,4304,4610
157,4570,4417,4702
162,4685,4544,4818
165,4739,4597,4868
168,4782,4643,4912
171,4817,4677,4947
175,4856,4715,5000
177,4873,4726,5030
181,NA,NA,NA
183,NA,NA,NA
189,NA,NA,NA
193,NA,NA,NA
