"sample.depths","sample.ages","Abies","Acer","Alnus","Ambrosia","Apiaceae","Artemisia","Asteraceae..low.spine.","Betula","Caryophyllaceae","Castanea","Cephalanthus","Chenopodiaceae.Amaranthaceae","Cornus","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus","Hypericum","Ilex","Larix","Morus","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.subg..Pinus.undiff.","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Poaceae","Quercus","Rosaceae.trees","Salix","Sambucus","Tilia","Tsuga","Ulmus","Brassicaceae","Rumex","Asteraceae..high.spine.","Juglans","Carya","Asteraceae.subf..Asteroideae.undiff.","Plantago","Rhus","Thalictrum"
10,-2,0,0.0072463768115942,0.00966183574879227,0.128019323671498,0,0,0.00241545893719807,0.154589371980676,0.00483091787439614,0.00483091787439614,0.00241545893719807,0,0,0.0193236714975845,0.00241545893719807,0.00966183574879227,0.0314009661835749,0,0,0.289855072463768,0.0169082125603865,0,0,0.0120772946859903,0,0,0.0072463768115942,0,0,0.00241545893719807,0.0579710144927536,0,0.0458937198067633,0.101449275362319,0,0,0,0,0.00241545893719807,0.0120772946859903,0.070048309178744,0.00241545893719807,0.00241545893719807,0,0,0,0,0,0
70,249,0,0.0099009900990099,0.0231023102310231,0.0198019801980198,0,0,0.0132013201320132,0.181518151815182,0.0033003300330033,0.0066006600660066,0.0132013201320132,0.0033003300330033,0,0.0132013201320132,0.0033003300330033,0.0066006600660066,0.0099009900990099,0.0264026402640264,0,0.178217821782178,0.0099009900990099,0,0,0.0165016501650165,0.0066006600660066,0,0,0,0,0,0.0924092409240924,0,0.0528052805280528,0.237623762376238,0,0,0,0,0.0165016501650165,0.0132013201320132,0.0132013201320132,0,0.0099009900990099,0.0066006600660066,0.0066006600660066,0.0033003300330033,0.0033003300330033,0,0
181,5717,0,0.0017921146953405,0.010752688172043,0,0,0,0,0.03584229390681,0,0.003584229390681,0.0537634408602151,0,0,0.010752688172043,0.00537634408602151,0.017921146953405,0.003584229390681,0.0448028673835125,0.00537634408602151,0.0125448028673835,0,0,0,0,0.021505376344086,0.0017921146953405,0,0,0,0.00537634408602151,0.050179211469534,0.0017921146953405,0.335125448028674,0.290322580645161,0,0.0232974910394265,0,0,0.028673835125448,0.007168458781362,0.00537634408602151,0,0.0161290322580645,0,0.007168458781362,0,0,0,0
210,7145,0,0.0227743271221532,0.0165631469979296,0.0041407867494824,0,0.0041407867494824,0,0.0559006211180124,0,0,0.0476190476190476,0,0,0.010351966873706,0,0.010351966873706,0,0.0476190476190476,0,0.0020703933747412,0.0062111801242236,0,0.0020703933747412,0.0082815734989648,0.0683229813664596,0,0,0,0.0020703933747412,0,0.0227743271221532,0,0.22360248447205,0.347826086956522,0,0,0,0,0.0434782608695652,0.0062111801242236,0.0041407867494824,0,0.031055900621118,0,0.0082815734989648,0,0,0.0020703933747412,0.0020703933747412
250,9115,0,0.018018018018018,0.0540540540540541,0.015015015015015,0,0,0.066066066066066,0.114114114114114,0,0,0.003003003003003,0,0,0.021021021021021,0,0.003003003003003,0.012012012012012,0.024024024024024,0.006006006006006,0.03003003003003,0,0,0,0.021021021021021,0.015015015015015,0.003003003003003,0,0,0.003003003003003,0.003003003003003,0.0810810810810811,0,0.159159159159159,0.315315315315315,0,0,0.003003003003003,0,0.024024024024024,0.006006006006006,0,0,0,0,0,0,0,0,0
260,9608,0,0,0.058641975308642,0.0339506172839506,0.00308641975308642,0,0.0648148148148148,0.101851851851852,0,0,0,0.00308641975308642,0,0.0154320987654321,0.00617283950617284,0.0154320987654321,0.00308641975308642,0.0154320987654321,0.00925925925925926,0.0246913580246914,0,0,0,0.0185185185185185,0.00617283950617284,0.00308641975308642,0,0,0,0.00617283950617284,0.117283950617284,0,0.104938271604938,0.358024691358025,0,0,0,0,0.0277777777777778,0.00308641975308642,0,0,0,0,0,0,0,0,0
270,10101,0,0.003690036900369,0.0535055350553506,0.011070110701107,0,0,0.0166051660516605,0.081180811808118,0,0,0,0,0.003690036900369,0.018450184501845,0.0018450184501845,0.134686346863469,0,0,0.0018450184501845,0.022140221402214,0.0018450184501845,0.0018450184501845,0,0.0202952029520295,0,0.007380073800738,0.003690036900369,0,0.0313653136531365,0.0202952029520295,0.14760147601476,0,0.186346863468635,0.206642066420664,0,0.0055350553505535,0,0,0.0166051660516605,0.0018450184501845,0,0,0,0,0,0,0,0,0
280,10593,0.00268817204301075,0.00268817204301075,0.0188172043010753,0.00806451612903226,0,0,0.021505376344086,0.110215053763441,0.00268817204301075,0.00268817204301075,0,0.00268817204301075,0,0.010752688172043,0,0.120967741935484,0.00537634408602151,0.00268817204301075,0,0.0725806451612903,0.00268817204301075,0,0.00268817204301075,0.0188172043010753,0,0.00537634408602151,0.00537634408602151,0.0376344086021505,0.00806451612903226,0.0833333333333333,0.185483870967742,0.00268817204301075,0.0833333333333333,0.163978494623656,0,0,0,0,0.0134408602150538,0.00268817204301075,0,0,0,0,0,0,0,0,0
290,11086,0.00255102040816327,0.00255102040816327,0.0408163265306122,0.00255102040816327,0,0,0.0102040816326531,0.158163265306122,0,0.00255102040816327,0,0,0,0.0306122448979592,0.0076530612244898,0.0790816326530612,0.0459183673469388,0,0.00255102040816327,0.0229591836734694,0.00255102040816327,0,0,0.0178571428571429,0,0.00255102040816327,0.0229591836734694,0.038265306122449,0,0.191326530612245,0.147959183673469,0.00255102040816327,0.0204081632653061,0.122448979591837,0,0,0,0.00255102040816327,0.0153061224489796,0.00510204081632653,0,0,0,0,0,0,0,0,0
312,11476,0.0126582278481013,0,0.139240506329114,0,0,0.00632911392405063,0,0.10126582278481,0,0,0,0,0,0.00632911392405063,0,0.0189873417721519,0,0,0,0,0,0,0.0126582278481013,0.170886075949367,0,0.0379746835443038,0.265822784810127,0.139240506329114,0,0.0316455696202532,0.0253164556962025,0,0.00632911392405063,0.00632911392405063,0.00632911392405063,0.00632911392405063,0,0,0.00632911392405063,0,0,0,0,0,0,0,0,0,0
