"sample.depths","sample.ages","Pinus.Strobus","Pinus.banksiana.P..resinosa","Picea","Abies","Tsuga","Larix","Juniperus.Thuja","Quercus","Fagus","Carya","Juglans.cinerea","Juglans.nigra","Acer.saccharum","Betula","Fraxinus.nigra","Fraxinus.pennsylvanica.F..americana.type","Salix","Tilia","Ostrya.Carpinus","Ulmus","Platanus","Alnus","Ericaceae","Corylus","Myrica","Ilex.Nemopanthus","Cyperaceae","Poaceae","Chenopodiaceae.Amaranthaceae","Ambrosia","Asteraceae.subf..Asteroideae.undiff.","Artemisia","Rumex","Vitis","Populus","Acer.rubrum","Liquidambar","Other.shrubs","Ephedra","Polygonum","Thalictrum","Other.herbs"
1,17,0.141491395793499,0.44359464627151,0.0229445506692161,0.00573613766730402,0.017208413001912,0,0.00382409177820268,0.017208413001912,0.00191204588910134,0,0,0,0.0095602294455067,0.147227533460803,0.00191204588910134,0,0.00191204588910134,0,0.0095602294455067,0.0133843212237094,0,0.0305927342256214,0.00191204588910134,0.00382409177820268,0.00191204588910134,0,0.0210325047801147,0.0210325047801147,0.00382409177820268,0.0630975143403442,0.00191204588910134,0.00191204588910134,0.0095602294455067,0.00191204588910134,0,0,0,0,0,0,0,0
5,201,0.166666666666667,0.410852713178295,0.0271317829457364,0.00775193798449612,0.0135658914728682,0,0.0116279069767442,0.0232558139534884,0.0135658914728682,0.00387596899224806,0,0,0.00193798449612403,0.131782945736434,0,0,0.00193798449612403,0.00193798449612403,0.0116279069767442,0.0116279069767442,0,0.0155038759689922,0,0.00387596899224806,0,0,0.0174418604651163,0.0213178294573643,0.00387596899224806,0.0697674418604651,0.00968992248062015,0.00775193798449612,0.00968992248062015,0,0,0,0,0,0.00193798449612403,0,0,0
10,430,0.214859437751004,0.365461847389558,0.0261044176706827,0.0120481927710843,0.0281124497991968,0.00401606425702811,0.00602409638554217,0.0301204819277108,0.00602409638554217,0,0,0,0.00803212851405622,0.132530120481928,0,0,0.00401606425702811,0.00200803212851406,0.0140562248995984,0.00602409638554217,0,0.0180722891566265,0.0120481927710843,0,0,0,0.00803212851405622,0.0261044176706827,0,0.0602409638554217,0.00401606425702811,0.00803212851405622,0.00401606425702811,0,0,0,0,0,0,0,0,0
15,660,0.285714285714286,0.307692307692308,0.021978021978022,0.00915750915750916,0.0293040293040293,0,0.00183150183150183,0.043956043956044,0.0183150183150183,0.00183150183150183,0,0,0.00183150183150183,0.157509157509158,0,0.00366300366300366,0,0,0.00915750915750916,0.00732600732600733,0.00183150183150183,0.010989010989011,0,0.00183150183150183,0.00183150183150183,0,0.0366300366300366,0.00915750915750916,0.00183150183150183,0.0183150183150183,0.00549450549450549,0.00915750915750916,0,0,0.00183150183150183,0.00183150183150183,0,0,0,0,0,0
20,890,0.298412698412698,0.363492063492063,0.026984126984127,0.00476190476190476,0.0206349206349206,0,0.00158730158730159,0.0365079365079365,0.0142857142857143,0,0,0,0.00634920634920635,0.134920634920635,0.00634920634920635,0,0.00158730158730159,0,0.0126984126984127,0.0111111111111111,0,0.0206349206349206,0,0.00158730158730159,0,0,0.0126984126984127,0.00952380952380952,0.00158730158730159,0.00793650793650794,0,0.00317460317460317,0,0,0,0,0.00158730158730159,0.00158730158730159,0,0,0,0
24,1074,0.314332247557003,0.384364820846906,0.0130293159609121,0.00651465798045603,0.0228013029315961,0.00325732899022801,0.00325732899022801,0.0423452768729642,0.0162866449511401,0.00488599348534202,0,0,0.00814332247557003,0.107491856677524,0.00325732899022801,0,0,0.00162866449511401,0.00488599348534202,0.00977198697068404,0,0.0162866449511401,0,0.00162866449511401,0.00488599348534202,0,0.00651465798045603,0.011400651465798,0,0.00651465798045603,0,0.00488599348534202,0,0,0,0,0,0,0.00162866449511401,0,0,0
26,1165,0.32,0.332903225806452,0.0270967741935484,0.00258064516129032,0.0270967741935484,0,0,0.0361290322580645,0.0141935483870968,0.00129032258064516,0,0,0.0103225806451613,0.132903225806452,0.00258064516129032,0.00258064516129032,0.00129032258064516,0.00129032258064516,0.00903225806451613,0.00903225806451613,0.00129032258064516,0.0129032258064516,0.00258064516129032,0.00516129032258065,0.00258064516129032,0,0.00903225806451613,0.0206451612903226,0.00129032258064516,0.00516129032258065,0.00258064516129032,0.0064516129032258,0,0,0,0,0,0,0,0,0,0
29,1303,0.29249617151608,0.358346094946401,0.0367534456355283,0.00612557427258806,0.0245022970903522,0.00153139356814701,0.0122511485451761,0.0153139356814701,0.0199081163859112,0.00153139356814701,0,0,0.00765696784073507,0.153139356814701,0.00612557427258806,0.00153139356814701,0,0,0.0122511485451761,0.00612557427258806,0.00153139356814701,0.0153139356814701,0,0,0,0,0.00918836140888208,0.0107197549770291,0,0.00612557427258806,0,0.00153139356814701,0,0,0,0,0,0,0,0,0,0
39,1763,0.215827338129496,0.48021582733813,0.0143884892086331,0.00359712230215827,0.0305755395683453,0,0.00719424460431655,0.0179856115107914,0.012589928057554,0.00179856115107914,0,0,0.0107913669064748,0.134892086330935,0.00179856115107914,0,0.00179856115107914,0,0.00539568345323741,0.00719424460431655,0.00179856115107914,0.0161870503597122,0,0,0.00179856115107914,0,0.0107913669064748,0.012589928057554,0,0.00719424460431655,0,0.00179856115107914,0,0,0.00179856115107914,0,0,0,0,0,0,0
44,1992,0.301109350237718,0.38351822503962,0.0158478605388273,0.00792393026941363,0.0190174326465927,0.00316957210776545,0.0126782884310618,0.0316957210776545,0.0063391442155309,0,0,0,0.0126782884310618,0.12202852614897,0.00475435816164818,0,0,0.00158478605388273,0.0110935023771791,0.00475435816164818,0,0.00950871632329636,0.00158478605388273,0.00158478605388273,0.00158478605388273,0,0.01743264659271,0.0126782884310618,0,0.0063391442155309,0.00158478605388273,0.00475435816164818,0,0,0,0,0.00158478605388273,0,0,0.00158478605388273,0.00158478605388273,0
