"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Larix","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Poaceae","Abies.balsamea","Acer.saccharum","Carya.ovata","Corylus.cornuta","Pinus.strobus","Tsuga.canadensis","Picea.undiff.","Fraxinus.pennsylvanica.type","Ostrya.Carpinus","Salix","Tilia","Ulmus","Myrica.gale","Pinus.banksiana.type","Pinaceae","Acer.spicatum","Asteraceae.subf..Asteroideae.undiff.","Amaranthaceae","Acer.rubrum","Juglans.cinerea","Populus.tremuloides.type","Populus.balsamifera.type","Lonicera.involucrata","Pinus.resinosa.type","Prunus","Sambucus","Ranunculaceae.undiff.","Castanea.dentata","Juniperus.type","Rosaceae.undiff.","Hypericum","Saxifraga.cernua.type","Epilobium","Shepherdia.canadensis","Oxytropis.maydelliana.type","Thalictrum","Carya.cordiformis","Caryophyllaceae","Polygonum.viviparum","Asteraceae.subf..Cichorioideae","Nemopanthus.mucronatus"
10,229,0.0367892976588629,0.00668896321070234,0.00668896321070234,0.00334448160535117,0.234113712374582,0.0167224080267559,0.00668896321070234,0.00668896321070234,0.00668896321070234,0.00668896321070234,0.0100334448160535,0.274247491638796,0.0234113712374582,0.0100334448160535,0.00334448160535117,0.157190635451505,0.00334448160535117,0.00334448160535117,0.0167224080267559,0.0903010033444816,0.0100334448160535,0.0668896321070234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,459,0.0163934426229508,0.00409836065573771,0.00204918032786885,0.00204918032786885,0.297131147540984,0.0348360655737705,0.0204918032786885,0.0102459016393443,0.00409836065573771,0,0.00819672131147541,0.202868852459016,0.0307377049180328,0.014344262295082,0,0.100409836065574,0.00204918032786885,0,0.0225409836065574,0.125,0.00819672131147541,0.0655737704918033,0.00204918032786885,0.00204918032786885,0.00409836065573771,0.00204918032786885,0.00614754098360656,0.00204918032786885,0.00819672131147541,0.00204918032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,688,0.0206896551724138,0.00137931034482759,0,0.00689655172413793,0.313103448275862,0.0275862068965517,0.00551724137931034,0.00827586206896552,0,0.00137931034482759,0.016551724137931,0.216551724137931,0.0220689655172414,0.00689655172413793,0.00137931034482759,0.132413793103448,0.00551724137931034,0.00137931034482759,0.0206896551724138,0.0979310344827586,0.0151724137931034,0.0579310344827586,0.00137931034482759,0,0,0,0.00137931034482759,0.00551724137931034,0.00689655172413793,0.00137931034482759,0.00137931034482759,0.00137931034482759,0.00137931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,917,0.0158730158730159,0,0.00264550264550265,0.00264550264550265,0.322751322751323,0.00264550264550265,0.0264550264550265,0.0158730158730159,0,0.00264550264550265,0.0238095238095238,0.169312169312169,0.0396825396825397,0.00529100529100529,0,0.100529100529101,0.00529100529100529,0,0.0317460317460317,0.100529100529101,0.0211640211640212,0.0687830687830688,0,0.00264550264550265,0,0,0,0.0105820105820106,0.00529100529100529,0.0158730158730159,0,0,0,0.00264550264550265,0.00264550264550265,0.00264550264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1146,0.0248618784530387,0,0.00276243093922652,0.00276243093922652,0.276243093922652,0.0386740331491713,0.0138121546961326,0.0138121546961326,0.00552486187845304,0.00552486187845304,0.0303867403314917,0.215469613259669,0.0303867403314917,0.0138121546961326,0,0.129834254143646,0.00828729281767956,0,0.0276243093922652,0.0662983425414365,0.0110497237569061,0.0552486187845304,0,0,0,0,0.00552486187845304,0.00828729281767956,0.0110497237569061,0,0,0,0,0,0,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1376,0.00318471337579618,0.00318471337579618,0,0.00318471337579618,0.267515923566879,0.0127388535031847,0.0191082802547771,0.00318471337579618,0,0,0.0636942675159236,0.222929936305732,0.0191082802547771,0.00955414012738853,0,0.168789808917197,0.00636942675159236,0,0.0159235668789809,0.0987261146496815,0.0159235668789809,0.0414012738853503,0,0.00318471337579618,0,0.00318471337579618,0,0.00955414012738853,0.00955414012738853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1834,0.0177580466148724,0,0,0.00221975582685905,0.406215316315205,0.0099889012208657,0.00887902330743618,0.00776914539400666,0.00443951165371809,0,0.0110987791342952,0.20976692563818,0.0199778024417314,0.0110987791342952,0,0.0865704772475028,0.00776914539400666,0.00110987791342952,0.0321864594894562,0.0776914539400666,0.0210876803551609,0.0332963374028857,0,0.00443951165371809,0,0.00110987791342952,0.00887902330743618,0.00110987791342952,0.00776914539400666,0,0,0.00221975582685905,0.00110987791342952,0,0,0,0,0.00110987791342952,0.00332963374028857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2293,0.022964509394572,0.00626304801670146,0,0.00417536534446764,0.511482254697286,0.00208768267223382,0,0.0104384133611691,0,0.00208768267223382,0.0104384133611691,0.133611691022964,0.0250521920668058,0.0125260960334029,0.00208768267223382,0.0709812108559499,0,0,0.0334029227557411,0.0772442588726514,0.0125260960334029,0.0459290187891441,0,0,0,0,0,0.00417536534446764,0.00626304801670146,0,0.00208768267223382,0.00417536534446764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2751,0.0236127508854782,0.00354191263282172,0.00118063754427391,0.00354191263282172,0.505312868949233,0.00236127508854782,0.00236127508854782,0.0188902007083825,0.00118063754427391,0,0.00472255017709563,0.106257378984652,0.0247933884297521,0.0200708382526564,0.00118063754427391,0.063754427390791,0.00590318772136954,0.00118063754427391,0.0625737898465171,0.076741440377804,0.012987012987013,0.0377804014167651,0,0.00354191263282172,0,0,0.00590318772136954,0.00472255017709563,0.00354191263282172,0,0,0,0,0,0,0,0,0,0.00236127508854782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3210,0.0209205020920502,0.00627615062761506,0.00209205020920502,0.00209205020920502,0.456066945606695,0.00627615062761506,0.00418410041841004,0.00836820083682008,0,0,0.00209205020920502,0.133891213389121,0.0439330543933054,0.0146443514644351,0,0.0627615062761506,0,0,0.0376569037656904,0.098326359832636,0.00836820083682008,0.0502092050209205,0,0.00836820083682008,0,0.00209205020920502,0,0.00418410041841004,0.0188284518828452,0.00209205020920502,0,0.00209205020920502,0,0,0,0,0,0,0.00209205020920502,0.00209205020920502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,3669,0.0121951219512195,0,0.00203252032520325,0,0.447154471544715,0.0447154471544715,0.048780487804878,0.016260162601626,0.00609756097560976,0,0.024390243902439,0.08130081300813,0.0182926829268293,0.0101626016260163,0,0.109756097560976,0.008130081300813,0,0.0223577235772358,0.0995934959349594,0.00609756097560976,0.0182926829268293,0,0.008130081300813,0,0,0.00609756097560976,0.00203252032520325,0.0040650406504065,0,0,0.00203252032520325,0,0,0,0.00203252032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,4127,0.0186335403726708,0.0041407867494824,0,0.0020703933747412,0.401656314699793,0.0248447204968944,0.0062111801242236,0.0062111801242236,0.0020703933747412,0,0.010351966873706,0.082815734989648,0.0600414078674948,0.0186335403726708,0,0.111801242236025,0.0082815734989648,0,0.0496894409937888,0.136645962732919,0,0.031055900621118,0,0.0020703933747412,0,0,0.0041407867494824,0.0062111801242236,0.0082815734989648,0,0.0020703933747412,0,0,0,0,0,0,0,0.0020703933747412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,4586,0.00890207715133531,0.00148367952522255,0.0029673590504451,0.00148367952522255,0.597922848664688,0.0356083086053412,0.0118694362017804,0.00445103857566766,0.00148367952522255,0,0.0356083086053412,0.0459940652818991,0.0163204747774481,0.00890207715133531,0,0.0593471810089021,0.0029673590504451,0,0.0267062314540059,0.0830860534124629,0.0148367952522255,0.0178041543026706,0,0,0,0.00148367952522255,0.00148367952522255,0.0148367952522255,0.0029673590504451,0,0,0.00148367952522255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,5044,0.00240963855421687,0,0,0,0.443373493975904,0.0337349397590361,0.00240963855421687,0.0072289156626506,0.0072289156626506,0.00240963855421687,0.0120481927710843,0.108433734939759,0.0313253012048193,0.0144578313253012,0,0.101204819277108,0.00963855421686747,0,0.0530120481927711,0.127710843373494,0.0072289156626506,0.0120481927710843,0,0.00481927710843374,0,0.00240963855421687,0.00240963855421687,0.00963855421686747,0.00240963855421687,0,0,0,0,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,5503,0.00557620817843866,0.00743494423791822,0,0.00185873605947955,0.5,0.0278810408921933,0.00743494423791822,0.00743494423791822,0,0.00185873605947955,0.0130111524163569,0.066914498141264,0.0260223048327138,0.0148698884758364,0.00371747211895911,0.0780669144981413,0.00557620817843866,0,0.0315985130111524,0.135687732342007,0.0130111524163569,0.0371747211895911,0,0.00371747211895911,0,0,0.00185873605947955,0.00185873605947955,0,0,0,0,0.00185873605947955,0,0.00185873605947955,0,0,0,0.00371747211895911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,5961,0.0130597014925373,0,0,0,0.315298507462687,0.126865671641791,0.0242537313432836,0.00746268656716418,0.00746268656716418,0.00186567164179104,0.0111940298507463,0.0951492537313433,0.0279850746268657,0.0186567164179104,0,0.0764925373134328,0.00373134328358209,0.00186567164179104,0.0205223880597015,0.167910447761194,0.00559701492537313,0.0317164179104478,0,0,0.00746268656716418,0,0.00746268656716418,0.00186567164179104,0.0167910447761194,0,0,0.00559701492537313,0,0,0,0,0,0,0.00186567164179104,0,0.00186567164179104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,6420,0.0263736263736264,0.00659340659340659,0.0043956043956044,0.0043956043956044,0.265934065934066,0.158241758241758,0,0,0.00659340659340659,0.0021978021978022,0.0175824175824176,0.0923076923076923,0.021978021978022,0.0131868131868132,0.0021978021978022,0.131868131868132,0,0.0021978021978022,0.0197802197802198,0.134065934065934,0.0043956043956044,0.0417582417582418,0,0,0,0,0.00659340659340659,0.0021978021978022,0.0175824175824176,0,0,0,0,0,0.0021978021978022,0.0043956043956044,0.0021978021978022,0,0.0043956043956044,0,0,0.0021978021978022,0.0021978021978022,0,0,0,0,0,0,0,0,0,0,0,0,0
300,6879,0.0188679245283019,0.0125786163522013,0.00314465408805031,0.00628930817610063,0.314465408805031,0.0534591194968553,0.00628930817610063,0.00314465408805031,0,0,0.0314465408805031,0.10062893081761,0.0220125786163522,0.0471698113207547,0,0.213836477987421,0.00314465408805031,0.00314465408805031,0.0220125786163522,0.050314465408805,0,0.00943396226415094,0.00943396226415094,0,0,0,0.0251572327044025,0,0.0125786163522013,0,0,0,0.00943396226415094,0.00314465408805031,0,0.0125786163522013,0,0,0,0,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,7337,0.0298165137614679,0.0206422018348624,0.00458715596330275,0.00229357798165138,0.279816513761468,0.0642201834862385,0.00229357798165138,0,0.00229357798165138,0.0275229357798165,0.073394495412844,0.0802752293577982,0.0137614678899083,0.0229357798165138,0.00229357798165138,0.084862385321101,0.0114678899082569,0,0.018348623853211,0.176605504587156,0.00458715596330275,0.0298165137614679,0.00229357798165138,0.00458715596330275,0,0,0.00229357798165138,0,0.0206422018348624,0,0.00229357798165138,0,0,0,0.00229357798165138,0.00458715596330275,0.00229357798165138,0,0.00229357798165138,0,0,0,0.00229357798165138,0.00229357798165138,0,0,0,0,0,0,0,0,0,0,0,0
340,7796,0.024390243902439,0.029810298102981,0,0.002710027100271,0.254742547425474,0.138211382113821,0,0.002710027100271,0.00542005420054201,0.013550135501355,0.073170731707317,0.018970189701897,0.016260162601626,0.046070460704607,0.008130081300813,0.149051490514905,0.008130081300813,0,0.018970189701897,0.146341463414634,0.002710027100271,0.018970189701897,0,0,0.002710027100271,0,0.010840108401084,0.002710027100271,0,0,0,0,0.002710027100271,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,8254,0.0112107623318386,0.0246636771300448,0,0.00448430493273543,0.168161434977578,0.262331838565022,0,0,0,0.0112107623318386,0.0246636771300448,0.062780269058296,0.0358744394618834,0.0269058295964126,0.00224215246636771,0.141255605381166,0.00896860986547085,0.00224215246636771,0.0112107623318386,0.0896860986547085,0.00448430493273543,0.0381165919282511,0,0.00224215246636771,0.00224215246636771,0,0.00672645739910314,0.00672645739910314,0.0426008968609865,0,0,0,0.00672645739910314,0,0,0,0,0,0.00224215246636771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,8713,0.00930232558139535,0.0232558139534884,0,0.00232558139534884,0.123255813953488,0.0953488372093023,0.00232558139534884,0,0,0.0116279069767442,0.072093023255814,0.195348837209302,0.0209302325581395,0.0186046511627907,0,0.202325581395349,0,0,0.013953488372093,0.106976744186047,0.00232558139534884,0.0348837209302326,0,0,0.00232558139534884,0,0.00232558139534884,0,0.0534883720930233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00697674418604651,0,0,0,0,0,0,0,0,0,0,0,0,0
390,8942,0.0100502512562814,0.0979899497487437,0,0.0050251256281407,0.170854271356784,0.183417085427136,0,0,0,0,0.0603015075376884,0.180904522613065,0.0175879396984925,0.0125628140703518,0.00251256281407035,0.0678391959798995,0,0,0.00251256281407035,0.0653266331658292,0.0100502512562814,0.0477386934673367,0,0,0,0,0.00251256281407035,0,0.0477386934673367,0,0,0,0,0,0,0.00753768844221105,0,0,0,0,0,0,0,0.0050251256281407,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0
400,9171,0.0286806883365201,0.0994263862332696,0.00382409177820268,0,0.0879541108986616,0.227533460803059,0,0,0,0.00191204588910134,0.0975143403441683,0.154875717017208,0.0229445506692161,0.00573613766730402,0.00191204588910134,0.0535372848948375,0,0,0.0152963671128107,0.0860420650095602,0.00191204588910134,0.0229445506692161,0,0,0.00191204588910134,0.00191204588910134,0,0,0.0669216061185468,0,0,0.00191204588910134,0,0,0,0.00382409177820268,0,0,0.00191204588910134,0,0,0,0,0,0.00573613766730402,0.00191204588910134,0.00191204588910134,0,0,0,0,0,0,0,0,0
410,9401,0.0339425587467363,0.0417754569190601,0.00130548302872063,0.00391644908616188,0.130548302872063,0.238903394255875,0,0,0,0.00130548302872063,0.140992167101828,0.0744125326370757,0.0300261096605744,0.0130548302872063,0.00913838120104439,0.0469973890339426,0,0,0.0117493472584856,0.0796344647519582,0.00130548302872063,0.0456919060052219,0,0,0.00391644908616188,0,0.00130548302872063,0.00130548302872063,0.0691906005221932,0,0,0.00261096605744125,0,0,0.00130548302872063,0.00652741514360313,0,0,0,0,0,0,0,0.00261096605744125,0.00261096605744125,0,0.00130548302872063,0.00130548302872063,0.00130548302872063,0,0,0,0,0,0,0
415,9515,0.0106723585912487,0.0416221985058698,0.00106723585912487,0.00533617929562433,0.0939167556029883,0.490928495197439,0,0,0,0.00106723585912487,0.0608324439701174,0.032017075773746,0.0106723585912487,0.0192102454642476,0.0117395944503735,0.0309498399146211,0.00106723585912487,0,0.0096051227321238,0.0715048025613661,0.00106723585912487,0.0341515474919957,0,0,0.0096051227321238,0.00106723585912487,0.00106723585912487,0.00213447171824973,0.0256136606189968,0.00213447171824973,0,0.0032017075773746,0.00106723585912487,0,0.00106723585912487,0.0064034151547492,0,0,0.00426894343649947,0,0,0,0.00106723585912487,0.0128068303094984,0,0,0.00106723585912487,0,0,0,0,0,0,0,0,0
420,NA,0.0136518771331058,0.0284414106939704,0,0.0068259385665529,0.10580204778157,0.422070534698521,0,0,0.00113765642775882,0,0.0398179749715586,0.0136518771331058,0.0182025028441411,0.0182025028441411,0.135381114903299,0.0136518771331058,0.00113765642775882,0.00113765642775882,0.0068259385665529,0.0728100113765643,0.00455062571103527,0.0204778156996587,0,0,0.0102389078498294,0,0.00455062571103527,0.00341296928327645,0.0341296928327645,0,0,0.00341296928327645,0,0,0,0.00796359499431172,0,0,0,0,0,0,0.00113765642775882,0.00910125142207053,0,0,0,0,0.00113765642775882,0.00113765642775882,0,0,0,0,0,0
