"depth","best.age","min.age","max.age"
650,-26,-27,-24
662,-6,-14,5
670,8,-5,26
680,27,7,52
690,49,23,81
702,79,45,119
710,103,61,146
714,116,71,161
722,145,92,194
730,176,114,229
738,211,141,269
742,228,155,290
750,266,186,333
754,285,202,354
762,324,235,396
770,366,272,441
778,410,312,488
786,457,355,538
790,481,379,565
803,567,461,656
810,616,507,708
830,769,652,869
850,938,814,1047
870,1123,994,1238
890,1321,1191,1440
910,1532,1404,1653
930,1754,1630,1873
950,1986,1868,2100
970,2226,2110,2336
990,2471,2345,2578
1010,2717,2580,2819
1030,2953,2812,3050
1050,3172,3033,3261
1070,3364,3227,3458
1083,3473,3337,3582
1090,3527,3393,3646
1110,3672,3541,3815
1130,3809,3683,3972
1150,3949,3820,4122
1170,4096,3960,4275
1190,4251,4108,4430
1210,4416,4269,4592
1230,4593,4444,4764
1250,4781,4633,4944
1270,4982,4840,5137
1290,5198,5062,5344
1310,5429,5304,5568
1330,5677,5564,5809
1350,5943,5832,6066
1370,6226,6115,6343
1390,6521,6406,6646
1410,6823,6694,6963
1430,7126,6975,7279
1450,7426,7252,7592
1470,7721,7526,7903
1490,8008,7799,8196
1510,8287,8087,8483
1530,8581,8397,8775
1550,8904,8732,9091
1570,9257,9089,9445
1590,9642,9463,9849
1610,10060,9847,10279
1630,10512,10268,10755
1650,10988,10723,11243
1670,11466,11198,11724
1690,11942,11674,12189
1710,12418,12164,12656
1725,12774,12533,13018
