"sample.depths","sample.ages","Abies","Acer.negundo","Artemisia","Betula","Carya","Corylus","Cyperaceae","Fraxinus.nigra.type","Poaceae.undiff.","Iva.xanthifolia.type","Larix","Picea","Pinus.undiff.","Populus.tremuloides.type","Quercus","Rhus","Salix","Zea.mays","Ambrosia","Ostrya.type","Trifolium.repens.type","Pinus.strobus","Chenopodium.type","Pinus.banksiana.P..resinosa","Alnus.cf..A..incana","Thuja.type","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Rosaceae","Alnus.cf..A..viridis","Acer.rubrum","Caryophyllaceae","Platanus","Sarcobatus.vermiculatus","Iva.annua.type","Polygonum.lapathifolium.type","Humulus.type","Acer.saccharum","Fraxinus.pennsylvanica.type","Agastache.type","Juglans.cinerea.type","cf..Ceanothus","Parietaria.type","Galium","Asteraceae.subf..Cichorioideae","Dalea.candida.type","Ephedra","Amorpha"
0,-30,0.00441501103752759,0.00441501103752759,0.022075055187638,0.022075055187638,0.00441501103752759,0.0176600441501104,0.207505518763797,0.00441501103752759,0.0397350993377483,0.00441501103752759,0.00441501103752759,0.0154525386313466,0.406181015452539,0.0132450331125828,0.0132450331125828,0.00441501103752759,0.00441501103752759,0.00441501103752759,0.0309050772626932,0.00883002207505519,0.00441501103752759,0.0573951434878587,0.00883002207505519,0.0794701986754967,0.00883002207505519,0.00441501103752759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,56,0.0154109589041096,0,0.0136986301369863,0.0410958904109589,0,0,0.203767123287671,0,0.0136986301369863,0,0,0.0273972602739726,0.383561643835616,0.00684931506849315,0.0171232876712329,0,0.0102739726027397,0,0.0445205479452055,0.00342465753424658,0,0.035958904109589,0.0136986301369863,0.111301369863014,0.0205479452054795,0.00342465753424658,0.00342465753424658,0.0136986301369863,0.00684931506849315,0.00342465753424658,0.00342465753424658,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,134,0,0,0.0032,0.0352,0,0.0128,0.1696,0.0032,0.0064,0,0.0064,0.0224,0.5072,0.0032,0.0256,0,0.0064,0,0.0192,0.0032,0,0.0304,0.0096,0.0784,0.0192,0,0,0.0064,0.0096,0,0,0.0096,0.0032,0.0032,0.0032,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,647,0.00383141762452107,0,0.0229885057471264,0.0383141762452107,0,0,0.155172413793103,0,0.0344827586206897,0,0.00383141762452107,0.0229885057471264,0.53448275862069,0.00766283524904215,0.0114942528735632,0,0.0114942528735632,0,0,0.00383141762452107,0,0.0367816091954023,0.00766283524904215,0.0590038314176245,0.0268199233716475,0,0,0,0.00383141762452107,0.00383141762452107,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,903,0.00916230366492147,0,0.00785340314136126,0.049738219895288,0,0.0157068062827225,0.157068062827225,0.00523560209424084,0.031413612565445,0.00261780104712042,0.00261780104712042,0.024869109947644,0.465968586387435,0.00261780104712042,0.0157068062827225,0,0,0,0.00785340314136126,0.00261780104712042,0,0.0523560209424084,0,0.0968586387434555,0.0130890052356021,0.00261780104712042,0,0.00523560209424084,0.00523560209424084,0,0,0.0104712041884817,0,0,0,0.00261780104712042,0.00523560209424084,0.00523560209424084,0,0,0,0,0,0,0,0,0,0,0,0
65,1310,0.00161030595813205,0,0.0225442834138486,0.0483091787439614,0,0.00644122383252818,0.238325281803543,0,0.0483091787439614,0,0.0128824476650564,0.0402576489533011,0.363929146537842,0.00966183574879227,0.035426731078905,0,0.00644122383252818,0,0,0.0128824476650564,0,0.035426731078905,0.00322061191626409,0.0628019323671498,0.0161030595813204,0.00644122383252818,0.00322061191626409,0.00644122383252818,0,0,0,0.00966183574879227,0,0,0,0,0.00322061191626409,0,0.00322061191626409,0.00322061191626409,0,0,0,0,0,0,0,0,0,0
90,2172,0.00383141762452107,0,0.0204342273307791,0.066411238825032,0,0.0127713920817369,0.217113665389527,0.0153256704980843,0.066411238825032,0,0.00255427841634738,0.0191570881226054,0.278416347381865,0.0229885057471264,0.0587484035759898,0,0.00510855683269476,0,0.0102171136653895,0.0280970625798212,0,0.053639846743295,0.0102171136653895,0.0549169859514687,0.0280970625798212,0.00255427841634738,0.00255427841634738,0.0127713920817369,0.00255427841634738,0,0,0.00510855683269476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2690,0.00693240901213172,0,0.0450606585788562,0.0831889081455806,0,0.00346620450606586,0.232235701906412,0.0207972270363951,0.0519930675909879,0,0.00693240901213172,0.0207972270363951,0.195840554592721,0.0207972270363951,0.128249566724437,0,0.00693240901213172,0,0.0173310225303293,0.024263431542461,0,0.0305025996533796,0.0103986135181976,0.0249566724436742,0.024263431542461,0.00693240901213172,0,0.0103986135181976,0.00346620450606586,0,0,0.0138648180242634,0,0,0,0.00346620450606586,0,0,0,0,0.00346620450606586,0.00346620450606586,0,0,0,0,0,0,0,0
115,3034,0,0,0.05859375,0.09375,0,0.00260416666666667,0.239583333333333,0.015625,0.0546875,0,0.00260416666666667,0.0078125,0.188802083333333,0.015625,0.104166666666667,0.00260416666666667,0.015625,0,0.0104166666666667,0.0286458333333333,0,0.0583333333333333,0,0.0145833333333333,0.0416666666666667,0,0,0.015625,0.0104166666666667,0.00260416666666667,0,0.00520833333333333,0,0,0,0,0,0.00260416666666667,0,0,0,0,0.00260416666666667,0.00260416666666667,0.00260416666666667,0,0,0,0,0
125,3379,0.00366300366300366,0,0.0561660561660562,0.0586080586080586,0,0.00732600732600733,0.42002442002442,0.00488400488400488,0.105006105006105,0.00488400488400488,0,0.0061050061050061,0.098901098901099,0.021978021978022,0.0561660561660562,0,0.00732600732600733,0,0.021978021978022,0.00732600732600733,0,0.0170940170940171,0.021978021978022,0.0146520146520147,0.0244200244200244,0,0,0.0317460317460317,0.00244200244200244,0,0,0.00244200244200244,0,0,0,0,0,0,0,0,0,0.00244200244200244,0,0,0,0.00244200244200244,0,0,0,0
145,NA,0,0,0.0755735492577598,0.0269905533063428,0,0,0.437246963562753,0.00539811066126856,0.159244264507422,0.00269905533063428,0.00269905533063428,0.0107962213225371,0.0836707152496626,0.00539811066126856,0.0269905533063428,0,0,0,0.0134952766531714,0.00809716599190283,0,0.0202429149797571,0.0107962213225371,0.00809716599190283,0.0188933873144399,0,0.00269905533063428,0.0539811066126856,0.0107962213225371,0,0,0.00539811066126856,0,0.00269905533063428,0,0,0,0.00539811066126856,0,0,0.00269905533063428,0,0,0,0,0,0,0,0,0
200,NA,0.00124069478908189,0,0.106699751861042,0.0173697270471464,0,0.00496277915632754,0.421836228287841,0.00496277915632754,0.126550868486352,0,0,0.00620347394540943,0.0955334987593052,0.0173697270471464,0.0694789081885856,0,0.00496277915632754,0,0.0223325062034739,0.0124069478908189,0,0.00496277915632754,0.0148883374689826,0.00124069478908189,0.00744416873449132,0,0,0.0248138957816377,0.00248138957816377,0.00248138957816377,0,0.00248138957816377,0,0.00248138957816377,0,0,0.00248138957816377,0,0,0,0,0.00496277915632754,0,0,0,0,0.00248138957816377,0.00248138957816377,0.00248138957816377,0.0099255583126551
