"sample.depths","sample.ages","Abies","Acer","Alnus","Arceuthobium","Betula..shrub.","Betula.undiff.","Carya","Castanea","Corylus","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Ilex.Nemopanthus","Juniperus.Thuja","Larix","Lonicera","Myrica","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Populus","Quercus","Rhamnus","Salix","Sambucus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Galium.type","Poaceae","Rosaceae","Thalictrum"
90,8044,0.00872093023255814,0.00872093023255814,0.0145348837209302,0,0,0.284883720930233,0,0,0,0,0,0.00290697674418605,0,0,0,0,0,0.0813953488372093,0.00290697674418605,0.0116279069767442,0.00290697674418605,0.261627906976744,0.00872093023255814,0.0843023255813953,0,0,0,0,0.0406976744186047,0.0174418604651163,0,0.00581395348837209,0,0,0.00581395348837209,0,0,0.145348837209302,0,0.00290697674418605,0.00872093023255814,0
95,8063,0.00282485875706215,0.00282485875706215,0.0112994350282486,0,0,0.194915254237288,0,0,0,0,0.00282485875706215,0.00847457627118644,0.00282485875706215,0.00282485875706215,0,0,0,0.138418079096045,0,0.00564971751412429,0,0.288135593220339,0,0.104519774011299,0,0.0169491525423729,0,0,0.00847457627118644,0,0,0,0,0,0,0,0,0.146892655367232,0.00282485875706215,0.0593220338983051,0,0
100,8082,0,0.00286532951289398,0.0114613180515759,0,0,0.131805157593123,0,0,0,0,0,0.00286532951289398,0,0.00286532951289398,0,0,0,0.00573065902578797,0,0.00573065902578797,0,0.234957020057307,0,0.0630372492836676,0,0.00286532951289398,0,0,0.00859598853868195,0.00286532951289398,0,0,0,0,0,0,0,0.472779369627507,0,0.0487106017191977,0.00286532951289398,0
102,8090,0.00872093023255814,0.00872093023255814,0.0145348837209302,0,0,0.284883720930233,0,0,0,0,0,0.00290697674418605,0,0,0,0,0,0.0813953488372093,0.00290697674418605,0.0116279069767442,0.00290697674418605,0.261627906976744,0.00872093023255814,0.0843023255813953,0,0,0,0,0.0406976744186047,0.0174418604651163,0,0.00581395348837209,0,0,0.00581395348837209,0,0,0.145348837209302,0,0.00290697674418605,0.00872093023255814,0
105,8240,0.0120845921450151,0.00302114803625378,0.0302114803625378,0,0,0.401812688821752,0,0,0,0.00302114803625378,0,0,0,0,0.00302114803625378,0.00302114803625378,0,0.268882175226586,0,0.0120845921450151,0.00906344410876133,0.0755287009063444,0.0211480362537764,0.0422960725075529,0,0.0302114803625378,0,0,0,0.00302114803625378,0,0,0,0,0.0181268882175227,0,0,0.0241691842900302,0,0.0362537764350453,0.00302114803625378,0
110,8655,0.0108548168249661,0.00814111261872456,0.0217096336499322,0,0,0.184531886024423,0.00135685210312076,0,0,0.00135685210312076,0,0.00135685210312076,0,0.0122116689280868,0,0,0,0.0257801899592944,0.00135685210312076,0.0108548168249661,0.00949796472184532,0.26865671641791,0.00135685210312076,0.0746268656716418,0,0.0298507462686567,0,0,0.0135685210312076,0.00407055630936228,0,0,0,0,0.00135685210312076,0,0,0.0881953867028494,0,0.223880597014925,0.00407055630936228,0.00135685210312076
115,9070,0.0205607476635514,0.0149532710280374,0.0224299065420561,0,0.011214953271028,0.153271028037383,0,0.00186915887850467,0,0.00186915887850467,0,0.00373831775700935,0,0.0186915887850467,0,0,0,0.0242990654205607,0,0.0149532710280374,0.00934579439252336,0.383177570093458,0.00186915887850467,0.0878504672897196,0,0.00560747663551402,0,0,0.011214953271028,0.00373831775700935,0,0,0,0,0.00186915887850467,0,0,0.0654205607476635,0,0.142056074766355,0,0
120,9484,0.014218009478673,0.0165876777251185,0.023696682464455,0,0.0213270142180095,0.123222748815166,0,0,0.004739336492891,0.0023696682464455,0,0.00710900473933649,0,0.009478672985782,0,0,0,0.04739336492891,0,0.014218009478673,0.018957345971564,0.291469194312796,0,0.0924170616113744,0,0.0213270142180095,0,0,0.00710900473933649,0.004739336492891,0.0023696682464455,0,0,0,0.0023696682464455,0.0023696682464455,0,0.099526066350711,0,0.172985781990521,0,0
125,9899,0.0082079343365253,0.00410396716826265,0.0287277701778386,0,0.00136798905608755,0.203830369357045,0,0,0,0.00410396716826265,0,0,0.00136798905608755,0.0109439124487004,0.00410396716826265,0,0,0.0478796169630643,0,0.0082079343365253,0.00410396716826265,0.243502051983584,0,0.0451436388508892,0,0.0465116279069767,0,0,0.0054719562243502,0.00410396716826265,0,0.00136798905608755,0,0.00136798905608755,0.0027359781121751,0,0,0.0998632010943912,0,0.218878248974008,0.00410396716826265,0
130,10314,0.0193236714975845,0.00241545893719807,0.036231884057971,0,0,0.314009661835749,0.00241545893719807,0,0.00483091787439614,0.00483091787439614,0,0.00241545893719807,0,0.0072463768115942,0,0,0,0.0434782608695652,0,0.0072463768115942,0,0.241545893719807,0,0.0507246376811594,0,0.0314009661835749,0,0,0,0,0,0,0,0,0.00483091787439614,0,0,0.0772946859903382,0,0.144927536231884,0.00483091787439614,0
135,10728,0.00778816199376947,0.014018691588785,0.0249221183800623,0,0.0451713395638629,0.0934579439252336,0,0,0.00311526479750779,0.00623052959501558,0,0,0,0.00467289719626168,0,0,0,0.138629283489097,0.00623052959501558,0.0202492211838006,0.0420560747663551,0.216510903426791,0,0.0514018691588785,0,0.059190031152648,0,0,0.00623052959501558,0,0,0,0.00155763239875389,0,0,0,0,0.0919003115264797,0,0.155763239875389,0.00934579439252336,0.00155763239875389
140,10910,0.253521126760563,0.0105633802816901,0.0387323943661972,0,0.0176056338028169,0.140845070422535,0,0,0,0.0176056338028169,0,0.00352112676056338,0,0.00352112676056338,0.00352112676056338,0,0,0.0105633802816901,0.00352112676056338,0.176056338028169,0.00704225352112676,0.0985915492957746,0,0.073943661971831,0,0.0105633802816901,0,0,0.00704225352112676,0.00352112676056338,0.00352112676056338,0,0,0,0,0,0,0.0915492957746479,0,0.0105633802816901,0.0140845070422535,0
145,10978,0.136,0.02,0.044,0,0.024,0.128,0,0,0.004,0.008,0,0.004,0,0,0.004,0,0,0.044,0.008,0.096,0.016,0.168,0,0.036,0,0.012,0,0,0.008,0.012,0,0,0,0,0.004,0,0.004,0.192,0,0.02,0.008,0
150,11047,0.0869565217391304,0.0543478260869565,0.0217391304347826,0,0,0.173913043478261,0,0,0.0108695652173913,0.0108695652173913,0,0,0,0,0,0,0,0.0108695652173913,0,0.119565217391304,0,0.206521739130435,0,0.0326086956521739,0,0.0108695652173913,0,0,0.0217391304347826,0,0,0,0,0,0,0,0,0.0978260869565217,0,0,0.141304347826087,0
155,11116,0.0656934306569343,0.0072992700729927,0.0583941605839416,0,0.0291970802919708,0.116788321167883,0,0,0.0072992700729927,0,0,0,0,0.0072992700729927,0.0145985401459854,0,0,0.0218978102189781,0,0.0583941605839416,0.0218978102189781,0.160583941605839,0.0510948905109489,0.0437956204379562,0,0.0437956204379562,0,0,0.0072992700729927,0,0,0,0,0,0.0291970802919708,0,0,0.204379562043796,0,0.0218978102189781,0.0291970802919708,0
160,11184,0.011070110701107,0,0.044280442804428,0,0,0.158671586715867,0,0,0.003690036900369,0.003690036900369,0,0,0,0,0.007380073800738,0,0,0.011070110701107,0,0.225092250922509,0.011070110701107,0.11070110701107,0.003690036900369,0.025830258302583,0,0.044280442804428,0,0,0,0.003690036900369,0,0,0,0,0.007380073800738,0,0,0.309963099630996,0,0.007380073800738,0.011070110701107,0
165,11253,0.00862068965517241,0.00431034482758621,0.0258620689655172,0,0.0258620689655172,0.0689655172413793,0,0,0,0.00431034482758621,0,0,0,0,0,0,0,0.125,0,0.267241379310345,0.0172413793103448,0.112068965517241,0,0.0129310344827586,0,0.0862068965517241,0,0,0,0,0,0.00431034482758621,0,0,0.00431034482758621,0,0,0.202586206896552,0,0.00431034482758621,0.0258620689655172,0
170,11321,0.006006006006006,0,0.018018018018018,0,0,0.459459459459459,0,0,0.003003003003003,0.006006006006006,0,0.012012012012012,0,0,0,0,0,0.048048048048048,0,0.096096096096096,0.006006006006006,0.0780780780780781,0,0.033033033033033,0,0.171171171171171,0,0,0.006006006006006,0.003003003003003,0,0.003003003003003,0,0,0,0,0,0.024024024024024,0,0.012012012012012,0.012012012012012,0.003003003003003
173,11363,0,0,0.00332225913621262,0,0,0.461794019933555,0,0,0.00664451827242525,0.00996677740863787,0,0,0.00664451827242525,0,0,0,0,0.0664451827242525,0,0.146179401993355,0.00332225913621262,0.0598006644518272,0,0.00996677740863787,0,0.152823920265781,0,0,0.00664451827242525,0.00332225913621262,0,0,0,0,0.00332225913621262,0,0,0.026578073089701,0,0.00996677740863787,0.0232558139534884,0
179,11445,0,0.0026525198938992,0.0344827586206897,0,0.00530503978779841,0.403183023872679,0,0,0,0.190981432360743,0,0,0,0.0026525198938992,0,0,0,0.0106100795755968,0,0.188328912466843,0,0.0689655172413793,0,0.00795755968169761,0,0.00530503978779841,0,0,0.0106100795755968,0.0026525198938992,0,0,0,0,0,0,0,0.0610079575596817,0,0.00530503978779841,0,0
