"sample.depths","sample.ages","Abies","Acer","Alnus","Arceuthobium","Betula..shrub.","Betula.undiff.","Carya","Castanea","Corylus","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Ilex.Nemopanthus","Juniperus.Thuja","Larix","Lonicera","Myrica","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Populus","Quercus","Rhamnus","Salix","Sambucus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Galium.type","Poaceae","Rosaceae","Thalictrum"
10,215,0.00974025974025974,0.00974025974025974,0.025974025974026,0,0,0.207792207792208,0,0,0.00324675324675325,0,0,0,0,0.00324675324675325,0,0,0,0,0,0.584415584415584,0,0.0681818181818182,0,0.0292207792207792,0,0,0,0,0.00324675324675325,0,0.00324675324675325,0.0357142857142857,0,0,0.00974025974025974,0,0,0,0,0.00324675324675325,0.00324675324675325,0
14,320,0.0111731843575419,0.00837988826815642,0.14804469273743,0,0,0.435754189944134,0,0,0,0,0,0,0,0.0391061452513966,0,0,0,0,0,0.162011173184358,0,0.0391061452513966,0,0.00558659217877095,0,0,0,0,0.00558659217877095,0,0.103351955307263,0.0279329608938547,0,0,0,0,0,0.00279329608938547,0,0.00279329608938547,0.00558659217877095,0.00279329608938547
16,372,0.028391167192429,0.00630914826498423,0.116719242902208,0,0,0.148264984227129,0,0,0,0.00630914826498423,0,0,0,0,0.00315457413249211,0,0,0,0,0.529968454258675,0.00630914826498423,0.0694006309148265,0,0.0189274447949527,0,0,0,0.00315457413249211,0.0220820189274448,0.00315457413249211,0.00946372239747634,0.0126182965299685,0,0,0.00630914826498423,0,0,0,0,0.00630914826498423,0.00315457413249211,0
18,424,0.00901916572717024,0.0124013528748591,0.0428410372040586,0,0,0.750845546786922,0,0,0,0,0.00901916572717024,0,0,0.00901916572717024,0.00225479143179256,0,0,0,0.00450958286358512,0.0789177001127396,0.00112739571589628,0.0315670800450958,0,0.00225479143179256,0.00112739571589628,0,0,0,0.0304396843291995,0.00112739571589628,0.00676437429537768,0,0,0,0.00112739571589628,0,0,0.00225479143179256,0,0,0.00338218714768884,0
21,503,0.0441640378548896,0.0189274447949527,0.0126182965299685,0.00315457413249211,0,0.473186119873817,0,0.00315457413249211,0,0,0.0347003154574132,0,0,0.0189274447949527,0,0,0,0,0.00315457413249211,0.182965299684543,0,0.0883280757097792,0,0.00946372239747634,0,0,0,0,0.0851735015772871,0,0.00630914826498423,0,0,0,0.00630914826498423,0,0,0,0,0,0.00946372239747634,0
23,555,0.0176991150442478,0.023598820058997,0.00589970501474926,0.0265486725663717,0,0.498525073746313,0.00589970501474926,0.00294985250737463,0.00294985250737463,0,0.0088495575221239,0,0,0.023598820058997,0,0,0,0,0,0.0766961651917404,0.00589970501474926,0.182890855457227,0,0.0088495575221239,0,0,0,0,0.0943952802359882,0,0,0,0,0,0,0,0,0,0,0,0.0117994100294985,0.00294985250737463
24,581,0.0187393526405451,0.0340715502555366,0.0136286201022147,0.00511073253833049,0,0.505962521294719,0,0,0,0,0.0221465076660988,0.00170357751277683,0,0.0136286201022147,0,0,0,0,0,0.0630323679727428,0,0.224872231686542,0,0.0119250425894378,0,0,0,0.00170357751277683,0.0528109028960818,0.00340715502555366,0,0.00170357751277683,0,0,0,0,0,0.00511073253833049,0,0.00170357751277683,0.0187393526405451,0
25,607,0.0176767676767677,0.0126262626262626,0.0126262626262626,0,0,0.376262626262626,0,0,0,0,0.0101010101010101,0,0.00252525252525253,0.00505050505050505,0,0,0,0,0,0.310606060606061,0,0.151515151515152,0,0.0252525252525253,0,0,0,0,0.0580808080808081,0,0,0,0,0,0,0,0,0.00757575757575758,0,0,0.0101010101010101,0
27,659,0.0185185185185185,0.0231481481481481,0.0185185185185185,0,0,0.398148148148148,0,0,0,0,0.0138888888888889,0,0,0.00231481481481481,0,0,0,0,0,0.101851851851852,0.00694444444444444,0.277777777777778,0,0.0138888888888889,0,0,0,0,0.115740740740741,0,0.00231481481481481,0,0,0,0,0,0,0.00231481481481481,0,0,0.00462962962962963,0
29,712,0.0116618075801749,0.0408163265306122,0.0145772594752187,0,0,0.43731778425656,0,0,0.00291545189504373,0,0.0408163265306122,0,0,0.0204081632653061,0,0,0,0,0,0.160349854227405,0.00291545189504373,0.139941690962099,0,0.0291545189504373,0,0,0,0,0.0932944606413994,0,0.00291545189504373,0.00291545189504373,0,0,0,0,0,0,0,0,0,0
30,738,0.0167597765363128,0.0418994413407821,0.00558659217877095,0,0,0.558659217877095,0,0.00279329608938547,0,0.00279329608938547,0.0167597765363128,0,0,0.00837988826815642,0,0,0,0,0,0.0949720670391061,0,0.162011173184358,0,0.0139664804469274,0,0,0,0,0.0642458100558659,0,0.00279329608938547,0.00279329608938547,0,0,0,0,0,0,0,0,0.00558659217877095,0
32,2231,0.0186046511627907,0.0209302325581395,0.0465116279069767,0.00465116279069767,0,0.497674418604651,0,0,0.00697674418604651,0.00930232558139535,0.0232558139534884,0.00232558139534884,0,0.0162790697674419,0,0,0,0,0,0.0418604651162791,0.00697674418604651,0.195348837209302,0,0.013953488372093,0,0,0,0.00232558139534884,0.0651162790697674,0.00697674418604651,0.00465116279069767,0.00232558139534884,0,0.00232558139534884,0.00465116279069767,0,0,0.00232558139534884,0,0,0.00465116279069767,0
34,3251,0.00542005420054201,0.0867208672086721,0.008130081300813,0,0,0.550135501355014,0,0,0,0,0.037940379403794,0.00542005420054201,0.002710027100271,0.018970189701897,0,0,0,0,0,0.018970189701897,0.024390243902439,0.127371273712737,0,0.035230352303523,0,0,0.00542005420054201,0,0.062330623306233,0.002710027100271,0,0.00542005420054201,0,0.002710027100271,0,0,0,0,0,0,0,0
35,3367,0.0125628140703518,0.0628140703517588,0.0125628140703518,0,0,0.381909547738693,0,0,0.00251256281407035,0,0.00753768844221105,0.00251256281407035,0.00753768844221105,0.0125628140703518,0,0,0,0,0,0.050251256281407,0.0100502512562814,0.281407035175879,0,0.0351758793969849,0,0.00753768844221105,0,0.0050251256281407,0.085427135678392,0.00251256281407035,0.0125628140703518,0,0,0,0,0,0,0,0,0,0.00753768844221105,0
37,3599,0.00666666666666667,0.0266666666666667,0.00666666666666667,0,0,0.523333333333333,0,0,0,0,0.0633333333333333,0.00333333333333333,0,0,0,0,0,0,0.00333333333333333,0.0266666666666667,0.0333333333333333,0.146666666666667,0,0.05,0,0,0,0,0.103333333333333,0,0,0,0,0,0,0,0,0,0,0,0.00333333333333333,0.00333333333333333
40,3948,0.014018691588785,0.128504672897196,0.0163551401869159,0,0,0.336448598130841,0.00233644859813084,0,0.00934579439252336,0.00233644859813084,0.0350467289719626,0.00700934579439252,0.00233644859813084,0.0233644859813084,0,0,0,0,0.00233644859813084,0.044392523364486,0,0.240654205607477,0.00934579439252336,0.0233644859813084,0,0.00467289719626168,0,0,0.0654205607476635,0.00467289719626168,0.0233644859813084,0,0,0,0,0,0,0,0,0,0.00467289719626168,0
42,4180,0.00677966101694915,0.0745762711864407,0.0101694915254237,0,0,0.494915254237288,0,0,0,0,0.0169491525423729,0.00338983050847458,0,0.0847457627118644,0,0,0,0,0,0.0101694915254237,0.0101694915254237,0.186440677966102,0,0.023728813559322,0,0.00338983050847458,0,0,0.064406779661017,0,0.00338983050847458,0,0,0,0.00338983050847458,0,0,0,0,0,0.00338983050847458,0
45,4529,0.00508905852417303,0.0865139949109415,0.0101781170483461,0.00254452926208651,0,0.363867684478371,0,0,0,0.00254452926208651,0.0152671755725191,0.00508905852417303,0,0.0585241730279898,0.00508905852417303,0,0,0,0.00254452926208651,0.0559796437659033,0.00763358778625954,0.249363867684478,0.00254452926208651,0.0254452926208651,0,0,0,0,0.0661577608142494,0.00508905852417303,0.0254452926208651,0,0,0,0,0,0,0.00254452926208651,0,0,0.00254452926208651,0
47,4760,0.00952380952380952,0.102380952380952,0.0285714285714286,0,0,0.283333333333333,0,0,0.00476190476190476,0,0.019047619047619,0,0.00238095238095238,0.171428571428571,0,0,0,0,0,0.0238095238095238,0.00714285714285714,0.180952380952381,0.00714285714285714,0.019047619047619,0,0,0,0,0.123809523809524,0.00952380952380952,0.00238095238095238,0,0,0,0.00238095238095238,0,0,0.00238095238095238,0,0,0,0
50,5107,0.00378787878787879,0.053030303030303,0.0227272727272727,0,0,0.21969696969697,0,0,0.00189393939393939,0,0.0170454545454545,0.00189393939393939,0,0.149621212121212,0,0,0,0,0.00189393939393939,0.0189393939393939,0.0265151515151515,0.251893939393939,0,0.0208333333333333,0,0,0,0,0.178030303030303,0.00189393939393939,0.00189393939393939,0.00378787878787879,0,0,0,0,0,0,0,0,0.0208333333333333,0.00378787878787879
53,5454,0.00415800415800416,0.130977130977131,0.0187110187110187,0,0,0.330561330561331,0,0,0.00415800415800416,0,0.0249480249480249,0,0.0166320166320166,0.130977130977131,0,0,0,0,0,0.027027027027027,0.00207900207900208,0.172557172557173,0,0.0395010395010395,0,0,0,0,0.0582120582120582,0.00623700623700624,0.0187110187110187,0,0,0,0,0,0,0.0103950103950104,0,0,0.00415800415800416,0
55,5685,0.0324675324675325,0.00974025974025974,0.0649350649350649,0,0,0.633116883116883,0,0,0.00324675324675325,0,0.0064935064935065,0,0.00324675324675325,0.00974025974025974,0,0,0,0,0.00324675324675325,0.0844155844155844,0,0.090909090909091,0,0.0194805194805195,0,0,0,0,0.025974025974026,0,0.00324675324675325,0.00324675324675325,0,0,0,0,0,0,0,0,0.0064935064935065,0
57,5916,0.00229885057471264,0.128735632183908,0.0137931034482759,0,0,0.252873563218391,0.00229885057471264,0,0,0.00229885057471264,0.0137931034482759,0.00229885057471264,0,0.137931034482759,0,0,0,0,0,0.00919540229885057,0.0160919540229885,0.147126436781609,0,0.032183908045977,0,0,0,0,0.216091954022989,0.00919540229885057,0.00229885057471264,0.00229885057471264,0,0,0.00229885057471264,0,0,0.00229885057471264,0,0,0.00459770114942529,0
59,6147,0.00550964187327824,0.0192837465564738,0.00275482093663912,0,0,0.192837465564738,0,0,0,0,0.0192837465564738,0.00275482093663912,0.00275482093663912,0.31129476584022,0,0,0,0,0,0.0165289256198347,0.00550964187327824,0.220385674931129,0,0.0275482093663912,0,0,0,0,0.118457300275482,0.0165289256198347,0.0247933884297521,0.00550964187327824,0,0,0,0,0,0,0,0,0.00550964187327824,0.00275482093663912
60,6263,0.00588235294117647,0.00294117647058824,0.00294117647058824,0,0,0.88235294117647,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0.0235294117647059,0,0.0647058823529412,0,0.00588235294117647,0,0,0,0,0.00588235294117647,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0
62,6396,0,0.0876132930513595,0.00604229607250755,0,0,0.24773413897281,0,0.00302114803625378,0,0,0.00906344410876133,0.00302114803625378,0,0.120845921450151,0,0,0,0,0,0.00604229607250755,0.00906344410876133,0.302114803625378,0.00604229607250755,0.0422960725075529,0,0,0,0,0.154078549848943,0,0,0,0,0,0,0,0,0.00302114803625378,0,0,0,0
65,6574,0.00436681222707424,0.0327510917030568,0.0109170305676856,0,0,0.323144104803493,0,0,0.00218340611353712,0,0.0109170305676856,0,0.00655021834061135,0.0436681222707424,0,0,0.00655021834061135,0,0,0.0174672489082969,0.00436681222707424,0.281659388646288,0,0.0327510917030568,0,0,0,0,0.205240174672489,0,0.00655021834061135,0,0,0,0,0,0,0.00436681222707424,0,0.00218340611353712,0.00436681222707424,0
70,6871,0.00923076923076923,0.0246153846153846,0.0276923076923077,0,0,0.144615384615385,0,0,0,0,0.00307692307692308,0,0,0.00923076923076923,0,0,0,0,0,0.0246153846153846,0.0153846153846154,0.363076923076923,0.00615384615384615,0.0492307692307692,0,0,0,0.00307692307692308,0.273846153846154,0.0123076923076923,0.00923076923076923,0.00307692307692308,0,0,0,0,0,0.0153846153846154,0,0,0.00615384615384615,0
75,7167,0.00289017341040462,0.046242774566474,0.0375722543352601,0,0,0.338150289017341,0,0,0,0,0,0.00289017341040462,0,0.0202312138728324,0,0,0,0,0.00289017341040462,0.0173410404624277,0,0.245664739884393,0.00578034682080925,0.121387283236994,0,0,0,0,0.130057803468208,0.0115606936416185,0.0115606936416185,0,0,0,0,0,0.00289017341040462,0.00289017341040462,0,0,0,0
80,7464,0.00292397660818713,0.0467836257309941,0.0380116959064327,0,0,0.181286549707602,0,0,0.00292397660818713,0,0.00584795321637427,0.0087719298245614,0.00584795321637427,0.0701754385964912,0,0,0,0,0,0.0233918128654971,0,0.274853801169591,0.0467836257309941,0.087719298245614,0,0,0,0,0.125730994152047,0.00292397660818713,0.00584795321637427,0.00584795321637427,0,0,0.00292397660818713,0,0,0.0204678362573099,0,0.0350877192982456,0.00584795321637427,0
85,7761,0.00291545189504373,0.0204081632653061,0.0174927113702624,0,0,0.0845481049562682,0,0.00291545189504373,0.00291545189504373,0,0,0.00583090379008746,0,0,0.00583090379008746,0,0,0,0,0.0233236151603499,0.0087463556851312,0.285714285714286,0,0.0670553935860058,0,0.00291545189504373,0,0,0.204081632653061,0.0116618075801749,0,0,0,0,0,0,0.00583090379008746,0.139941690962099,0.00291545189504373,0.102040816326531,0.00291545189504373,0
