"depth","best.age","min.age","max.age"
0,-33,-42,-24
5,9,-2,19
10,50,37,63
15,91,75,109
20,133,111,153
25,174,148,199
30,216,184,244
35,257,222,291
40,299,258,337
45,340,294,382
50,382,330,428
65,506,439,566
80,631,548,704
115,921,802,1026
185,1502,1311,1671
215,1751,1529,1948
240,1958,1711,2179
260,2124,1856,2363
270,2207,1929,2455
280,2290,2001,2547
290,2373,2074,2639
300,2456,2146,2731
320,2622,2292,2916
330,2705,2364,3008
340,2788,2437,3100
350,2871,2509,3192
360,2954,2582,3284
365,2995,2619,3331
370,3037,2655,3377
375,3078,2692,3423
380,3120,2729,3470
385,3161,2764,3515
390,3203,2800,3561
395,3244,2837,3608
400,3286,2873,3653
415,3413,3006,3777
420,3457,3065,3809
425,3501,3126,3844
480,3987,3708,4288
498,4147,3843,4458
520,4341,3974,4677
560,4815,4379,5198
600,6131,5766,6477
