"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Corylus","Cyperaceae","Ericaceae","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Salix","Myrica","Populus","Poaceae","Alnus.undiff.","Artemisia","Pinus.undiff.","Asteraceae.subf..Asteroideae.undiff.","Quercus","Carya","Cornus","Amaranthaceae","Ranunculus","Caryophyllaceae","Rumex","Dryas.type","Thalictrum"
527,34,0.0113960113960114,0.0056980056980057,0.0455840455840456,0.00284900284900285,0.0712250712250712,0.00284900284900285,0.0113960113960114,0.00284900284900285,0.814814814814815,0.0056980056980057,0.0056980056980057,0.0056980056980057,0.00284900284900285,0.00284900284900285,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0
565,3661,0.0120192307692308,0.0240384615384615,0.0216346153846154,0,0.0408653846153846,0,0,0.00240384615384615,0.846153846153846,0.00240384615384615,0.00240384615384615,0.00240384615384615,0.00480769230769231,0.00240384615384615,0.00240384615384615,0.00961538461538462,0.00721153846153846,0.0168269230769231,0.00240384615384615,0,0,0,0,0,0,0,0,0
585,5570,0.059190031152648,0,0.0841121495327103,0,0.146417445482866,0,0,0.00311526479750779,0.691588785046729,0.00311526479750779,0,0,0,0,0.00311526479750779,0,0,0.00311526479750779,0,0.00623052959501558,0,0,0,0,0,0,0,0
605,6969,0.136498516320475,0.00890207715133531,0.00593471810089021,0,0.0979228486646884,0.0029673590504451,0.0118694362017804,0,0.70326409495549,0.0029673590504451,0.00593471810089021,0.0029673590504451,0.0029673590504451,0,0.00593471810089021,0,0,0.00890207715133531,0,0.0029673590504451,0,0,0,0,0,0,0,0
625,7857,0.248571428571429,0,0.137142857142857,0.00571428571428571,0.354285714285714,0,0.0257142857142857,0,0.197142857142857,0.00285714285714286,0.00285714285714286,0.00285714285714286,0,0,0.00571428571428571,0,0.00857142857142857,0.00285714285714286,0,0.00285714285714286,0.00285714285714286,0,0,0,0,0,0,0
645,8745,0.196078431372549,0.0318627450980392,0.0367647058823529,0,0.134803921568627,0.00245098039215686,0.00980392156862745,0,0.419117647058824,0.00980392156862745,0.00245098039215686,0.00490196078431373,0,0.00245098039215686,0.017156862745098,0.0196078431372549,0.00245098039215686,0.110294117647059,0,0,0,0,0,0,0,0,0,0
670,9855,0,0,0.283464566929134,0,0.307086614173228,0,0.047244094488189,0.0078740157480315,0.21259842519685,0.0393700787401575,0,0.015748031496063,0.0078740157480315,0,0.062992125984252,0,0.0078740157480315,0,0,0,0,0.0078740157480315,0,0,0,0,0,0
685,10521,0.016597510373444,0.004149377593361,0.244813278008299,0,0.20746887966805,0,0.120331950207469,0.012448132780083,0.282157676348548,0.012448132780083,0.004149377593361,0,0.00829875518672199,0.016597510373444,0.0622406639004149,0,0.004149377593361,0.004149377593361,0,0,0,0,0,0,0,0,0,0
705,11409,0,0,0.181818181818182,0,0.494949494949495,0.00505050505050505,0.0606060606060606,0.0101010101010101,0,0,0.0202020202020202,0.0555555555555556,0,0,0.0505050505050505,0,0,0.095959595959596,0.0101010101010101,0,0,0,0.00505050505050505,0.0101010101010101,0,0,0,0
725,12618,0,0.0135746606334842,0.0633484162895928,0,0.678733031674208,0,0.0723981900452489,0,0.0678733031674208,0.0135746606334842,0.00452488687782805,0.0497737556561086,0.00452488687782805,0,0.00904977375565611,0.00904977375565611,0,0.0135746606334842,0,0,0,0,0,0,0,0,0,0
745,13826,0.00404858299595142,0.0242914979757085,0.0607287449392713,0,0.57085020242915,0.00404858299595142,0.109311740890688,0,0.0323886639676113,0.0202429149797571,0.00404858299595142,0.137651821862348,0,0.0121457489878543,0.00809716599190283,0,0,0,0.00404858299595142,0,0,0,0.00404858299595142,0.00404858299595142,0,0,0,0
767,15155,0.00806451612903226,0.0282258064516129,0.0161290322580645,0.00403225806451613,0.564516129032258,0.00403225806451613,0.064516129032258,0.0201612903225806,0.0282258064516129,0.00806451612903226,0,0.181451612903226,0.00403225806451613,0,0.0161290322580645,0.0120967741935484,0.00806451612903226,0.0282258064516129,0,0,0,0,0,0,0.00403225806451613,0,0,0
807,17572,0,0.0476190476190476,0,0,0.247619047619048,0.0857142857142857,0.123809523809524,0,0.0761904761904762,0,0,0.19047619047619,0,0,0.0476190476190476,0.114285714285714,0,0.0476190476190476,0,0,0,0,0,0.00952380952380952,0,0.00952380952380952,0,0
853,22834,0,0.151724137931034,0.0275862068965517,0.00689655172413793,0.172413793103448,0.0827586206896552,0.096551724137931,0.0413793103448276,0.0827586206896552,0,0,0.2,0,0.0137931034482759,0.0137931034482759,0,0,0.0827586206896552,0,0,0,0,0,0.00689655172413793,0.00689655172413793,0,0.0137931034482759,0
919,NA,0,0.18348623853211,0.0137614678899083,0.00458715596330275,0.160550458715596,0.0871559633027523,0.256880733944954,0.0137614678899083,0.0688073394495413,0,0,0.0412844036697248,0.0321100917431193,0.0137614678899083,0.0321100917431193,0.0275229357798165,0,0.036697247706422,0.0091743119266055,0,0,0,0,0,0.0137614678899083,0,0,0.00458715596330275
