"depth","best.age","min.age","max.age"
1,NA,NA,NA
10,502,142,774
20,734,406,982
30,965,688,1211
40,1197,953,1434
50,1429,1180,1674
60,1661,1397,1927
70,1893,1604,2186
80,2125,1807,2452
90,2357,2004,2720
100,2589,2198,2991
110,2789,2377,3213
115,2843,2449,3247
120,2896,2519,3282
125,2949,2588,3321
130,3002,2654,3360
140,3108,2779,3440
150,3215,2898,3533
160,3321,3008,3641
170,3427,3106,3761
180,3533,3198,3895
190,3640,3274,4032
200,3746,3340,4175
210,3978,3572,4410
220,4587,4268,4929
230,5195,4882,5517
240,5804,5424,6210
250,NA,NA,NA
255,NA,NA,NA
260,NA,NA,NA
265,NA,NA,NA
270,NA,NA,NA
