"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.undiff.","Ambrosia.type","Aquifoliaceae","Artemisia","Betula","Carya","Castanea","Pinaceae.undiff.","Corylus","Cyperaceae","Ericaceae","Fagopyrum","Fagus","Poaceae.undiff.","Juglans.cinerea","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Fabaceae","Fraxinus","Populus","Amaranthaceae","Viburnum","Cerealia","Urticaceae","Plantago","Rosaceae","Caryophyllaceae","Cephalanthus","Juglans.nigra","Rhus","Sambucus","Thalictrum","Myrica","Rhamnaceae.Vitaceae","Galium","Lamiaceae","Ranunculus","Liquidambar","Nyssa","Juglans.undiff.","Ranunculaceae.undiff.","Rubiaceae.undiff.","Gentianaceae","Celtis","Impatiens"
143,1131,0,0.0753768844221105,0,0.0067001675041876,0,0.0033500837520938,0.115577889447236,0.0284757118927973,0.0067001675041876,0.0083752093802345,0,0.0016750418760469,0,0,0.165829145728643,0,0.0016750418760469,0,0,0.0268006700167504,0,0.0033500837520938,0.0117252931323283,0.0452261306532663,0.0016750418760469,0.128978224455611,0,0,0.0100502512562814,0.219430485762144,0.0016750418760469,0.0703517587939698,0,0.016750418760469,0,0.0452261306532663,0,0.0033500837520938,0,0,0,0.0016750418760469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1324,0,0.0939130434782609,0.00173913043478261,0.00347826086956522,0,0,0.106086956521739,0.0121739130434783,0.00173913043478261,0.00347826086956522,0,0,0.00173913043478261,0,0.203478260869565,0,0.00347826086956522,0,0,0.0347826086956522,0.00173913043478261,0.00521739130434783,0.00869565217391304,0.0591304347826087,0.0208695652173913,0.123478260869565,0,0,0.00521739130434783,0.198260869565217,0.00173913043478261,0.0643478260869565,0,0.0104347826086957,0,0.0330434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173913043478261,0,0,0,0,0,0,0
193,1449,0.00168634064080944,0.075885328836425,0,0.00505902192242833,0.00337268128161889,0.00168634064080944,0.0978077571669477,0.0202360876897133,0.00505902192242833,0.0101180438448567,0.00168634064080944,0.00337268128161889,0,0,0.21247892074199,0,0.00168634064080944,0,0,0.0168634064080944,0.00168634064080944,0.0134907251264755,0.0185497470489039,0.0438448566610455,0.00843170320404722,0.114671163575042,0,0.00168634064080944,0.0185497470489039,0.170320404721754,0.00168634064080944,0.0674536256323777,0,0.0101180438448567,0,0.0657672849915683,0,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168634064080944,0,0.00168634064080944,0.00168634064080944,0,0,0
223,1629,0,0.0899830220713073,0,0.0033955857385399,0,0,0.0950764006791171,0.0152801358234295,0.0067911714770798,0.0101867572156197,0,0.00169779286926995,0,0,0.169779286926995,0.00169779286926995,0.00169779286926995,0.00169779286926995,0,0.0373514431239389,0,0.0101867572156197,0.00848896434634975,0.0407470288624788,0.0101867572156197,0.171477079796265,0,0,0.0220713073005093,0.146010186757216,0.00169779286926995,0.0814940577249576,0,0.0203735144312394,0,0.0509337860780985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169779286926995,0,0,0,0
248,1777,0,0.0811258278145695,0.0033112582781457,0.0033112582781457,0.00165562913907285,0.00165562913907285,0.0943708609271523,0.0248344370860927,0.00496688741721854,0.0115894039735099,0.00165562913907285,0.0033112582781457,0,0,0.183774834437086,0,0.00496688741721854,0,0,0.0231788079470199,0.0033112582781457,0.00662251655629139,0.0115894039735099,0.0480132450331126,0.0149006622516556,0.178807947019868,0,0,0.0115894039735099,0.130794701986755,0,0.0695364238410596,0,0.0132450331125828,0,0.0662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165562913907285,0,0,0,0,0,0,0,0,0,0,0,0
273,1924,0,0.0638655462184874,0.00840336134453781,0,0.00168067226890756,0.00168067226890756,0.112605042016807,0.0302521008403361,0,0.00840336134453781,0.00336134453781513,0.00336134453781513,0,0,0.171428571428571,0,0.00336134453781513,0,0,0.0184873949579832,0,0.00672268907563025,0.00840336134453781,0.0453781512605042,0.0117647058823529,0.203361344537815,0,0,0.0184873949579832,0.13109243697479,0,0.0739495798319328,0,0.0184873949579832,0,0.0521008403361345,0,0,0,0,0,0,0,0,0,0.00168067226890756,0,0,0,0,0,0,0,0,0,0,0,0.00168067226890756,0,0,0,0
298,2073,0.00168067226890756,0.0907563025210084,0,0.00168067226890756,0,0.00336134453781513,0.102521008403361,0.0285714285714286,0.00336134453781513,0.00336134453781513,0.00168067226890756,0.00168067226890756,0,0,0.127731092436975,0,0.00336134453781513,0.00168067226890756,0,0.0336134453781513,0,0.0151260504201681,0.0168067226890756,0.0739495798319328,0.00336134453781513,0.171428571428571,0,0,0.00840336134453781,0.112605042016807,0.00336134453781513,0.0890756302521008,0,0.0134453781512605,0,0.0873949579831933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2224,0,0.0719063545150502,0.00334448160535117,0.00668896321070234,0,0.00167224080267559,0.0986622073578595,0.020066889632107,0.0133779264214047,0.0117056856187291,0.00167224080267559,0.00501672240802676,0,0,0.157190635451505,0.00167224080267559,0.00668896321070234,0.00334448160535117,0,0.0234113712374582,0.00167224080267559,0.00334448160535117,0.0284280936454849,0.0418060200668896,0.0150501672240803,0.127090301003344,0,0.00334448160535117,0.0167224080267559,0.205685618729097,0,0.0568561872909699,0,0.0250836120401338,0,0.048494983277592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2379,0,0.0862354892205638,0.0033167495854063,0.0066334991708126,0,0.0033167495854063,0.109452736318408,0.0165837479270315,0.00497512437810945,0.00829187396351575,0,0.00165837479270315,0.00165837479270315,0,0.197346600331675,0.00165837479270315,0.00829187396351575,0,0,0.021558872305141,0.00165837479270315,0.0066334991708126,0.0182421227197347,0.0447761194029851,0.0066334991708126,0.131011608623549,0,0,0.0149253731343284,0.182421227197347,0,0.0646766169154229,0,0.0165837479270315,0,0.0398009950248756,0,0,0,0,0,0,0,0,0,0,0,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2541,0,0.0808580858085809,0.0033003300330033,0.00825082508250825,0.00165016501650165,0,0.13036303630363,0.0280528052805281,0,0.00165016501650165,0.00165016501650165,0.0099009900990099,0,0,0.1996699669967,0.00165016501650165,0.00165016501650165,0.00165016501650165,0,0.0247524752475248,0,0.0066006600660066,0.00825082508250825,0.0297029702970297,0.0115511551155116,0.148514851485149,0,0,0.0115511551155116,0.122112211221122,0.00495049504950495,0.0775577557755776,0,0.0066006600660066,0,0.0693069306930693,0,0,0.00165016501650165,0,0,0,0,0.00165016501650165,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2677,0,0.0899653979238754,0,0.00346020761245675,0.00173010380622837,0.0069204152249135,0.0761245674740484,0.0242214532871972,0.00519031141868512,0.00519031141868512,0,0.00173010380622837,0,0,0.214532871972318,0.00346020761245675,0.00173010380622837,0,0,0.0311418685121107,0,0.00519031141868512,0.0155709342560554,0.027681660899654,0.0121107266435986,0.13840830449827,0,0.00519031141868512,0.0224913494809689,0.133217993079585,0,0.0726643598615917,0.00173010380622837,0.0155709342560554,0,0.0813148788927336,0,0.00173010380622837,0.00173010380622837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2818,0,0,0.0966010733452594,0.0035778175313059,0,0,0.0894454382826476,0.0286225402504472,0.0125223613595707,0.0268336314847943,0.0143112701252236,0.0035778175313059,0,0,0.155635062611807,0.00178890876565295,0,0,0,0.0250447227191413,0,0.0035778175313059,0.00536672629695885,0.0250447227191413,0.00894454382826476,0.16994633273703,0,0,0.0161001788908766,0.146690518783542,0,0.0500894454382826,0,0.0125223613595707,0,0.0948121645796064,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0.00536672629695885,0,0,0,0,0
438,3005,0,0,0.0958408679927667,0.00180831826401447,0.00723327305605787,0.00180831826401447,0.0759493670886076,0.0198915009041591,0.00723327305605787,0.0198915009041591,0.0235081374321881,0.00180831826401447,0,0,0.177215189873418,0.00180831826401447,0,0,0,0.0343580470162749,0.00180831826401447,0.00180831826401447,0.00361663652802893,0.0361663652802893,0.0054249547920434,0.184448462929476,0.00361663652802893,0.00361663652802893,0.0144665461121157,0.112115732368897,0,0.0596745027124774,0,0.00904159132007233,0,0.08499095840868,0,0.00180831826401447,0,0,0,0,0.00180831826401447,0,0,0,0,0,0.00361663652802893,0,0,0,0,0,0,0,0.00361663652802893,0,0,0,0,0
463,3205,0,0,0.12280701754386,0.00175438596491228,0.00175438596491228,0.00175438596491228,0.0824561403508772,0.0280701754385965,0.012280701754386,0.0491228070175439,0.0087719298245614,0,0,0,0.154385964912281,0.00175438596491228,0,0,0,0.0192982456140351,0,0,0.00350877192982456,0.0350877192982456,0.00350877192982456,0.171929824561404,0,0.00175438596491228,0.0175438596491228,0.103508771929825,0.00175438596491228,0.0859649122807018,0,0.012280701754386,0,0.0666666666666667,0.00701754385964912,0,0,0,0,0,0,0,0,0,0,0,0.00175438596491228,0,0,0,0,0,0,0,0.00350877192982456,0,0,0,0,0
488,3419,0,0,0.0758377425044092,0.00881834215167548,0.0017636684303351,0.00352733686067019,0.0934744268077601,0.0158730158730159,0.017636684303351,0.0440917107583774,0.0194003527336861,0.00529100529100529,0,0,0.172839506172839,0,0,0,0,0.0246913580246914,0,0.00352733686067019,0.00529100529100529,0.0458553791887125,0.0194003527336861,0.156966490299824,0,0.00352733686067019,0.0105820105820106,0.100529100529101,0,0.0740740740740741,0,0.00881834215167548,0,0.0811287477954145,0.0017636684303351,0,0,0,0,0,0,0,0,0,0,0,0.0017636684303351,0,0,0,0,0,0,0,0,0,0,0.00352733686067019,0,0
513,3650,0,0,0.125223613595707,0.00536672629695885,0.0035778175313059,0.00178890876565295,0.0465116279069767,0.0339892665474061,0.0125223613595707,0.0339892665474061,0.0161001788908766,0.00178890876565295,0,0,0.152057245080501,0,0,0,0,0.0268336314847943,0,0.00178890876565295,0.0035778175313059,0.0411449016100179,0.0071556350626118,0.191413237924866,0,0,0.0143112701252236,0.071556350626118,0,0.0966010733452594,0,0.0161001788908766,0,0.0805008944543828,0.0071556350626118,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0,0,0.00178890876565295,0,0,0,0,0,0.00536672629695885,0,0,0,0,0
538,3899,0,0,0.0653357531760436,0.00907441016333938,0,0,0.0907441016333938,0.0326678765880218,0.00362976406533575,0.0272232304900181,0.0163339382940109,0.00181488203266788,0,0,0.176043557168784,0,0,0,0,0.0381125226860254,0,0.00181488203266788,0.0108892921960073,0.0362976406533575,0.00362976406533575,0.212341197822142,0,0.00362976406533575,0.0163339382940109,0.0490018148820327,0,0.0961887477313975,0,0.00907441016333938,0,0.0798548094373866,0.0072595281306715,0,0,0,0,0,0,0,0,0,0,0,0,0.00181488203266788,0.00181488203266788,0,0,0,0,0,0.00907441016333938,0,0,0,0,0
563,4168,0,0,0.0726950354609929,0.0106382978723404,0,0,0.0921985815602837,0.0425531914893617,0.00531914893617021,0.0265957446808511,0.0159574468085106,0.00177304964539007,0,0,0.166666666666667,0.00177304964539007,0,0,0,0.0354609929078014,0,0.00177304964539007,0.00709219858156028,0.0265957446808511,0.0212765957446809,0.166666666666667,0,0.00354609929078014,0.0124113475177305,0.0656028368794326,0.00177304964539007,0.108156028368794,0,0.00886524822695036,0,0.0656028368794326,0.0124113475177305,0,0,0,0,0,0,0,0,0,0,0,0.00177304964539007,0,0.00354609929078014,0,0,0,0,0,0.0195035460992908,0,0,0,0.00177304964539007,0
588,4459,0,0,0.0805243445692884,0.00749063670411985,0,0,0.102996254681648,0.0299625468164794,0.00374531835205993,0.0205992509363296,0.0131086142322097,0,0,0,0.177902621722846,0,0,0,0,0.0280898876404494,0,0,0.00187265917602996,0.0299625468164794,0.0168539325842697,0.209737827715356,0,0,0.0168539325842697,0.0430711610486891,0,0.0786516853932584,0,0.0112359550561798,0,0.104868913857678,0.00374531835205993,0.00187265917602996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168539325842697,0,0,0,0,0
613,4774,0,0,0.0943738656987296,0.0108892921960073,0,0,0.125226860254083,0.0272232304900181,0.00544464609800363,0.0417422867513612,0.0199637023593466,0,0,0,0.172413793103448,0.00181488203266788,0,0,0,0.0199637023593466,0,0,0,0.0254083484573503,0.0127041742286751,0.165154264972777,0,0,0.00907441016333938,0.0798548094373866,0,0.0762250453720508,0,0.0163339382940109,0,0.0707803992740472,0.0127041742286751,0.00181488203266788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108892921960073,0,0,0,0,0
638,5113,0,0,0.0931458699472759,0.00878734622144113,0.00175746924428822,0.00175746924428822,0.0808435852372583,0.0281195079086116,0,0.0228471001757469,0.0193321616871705,0,0,0,0.18804920913884,0,0,0,0,0.0351493848857645,0,0,0.00175746924428822,0.0351493848857645,0.00878734622144113,0.191564147627417,0,0.00351493848857645,0.00878734622144113,0.0685413005272408,0,0.0843585237258348,0,0.00878734622144113,0,0.0790861159929701,0,0.00175746924428822,0,0,0,0,0.00175746924428822,0,0,0,0,0,0.00175746924428822,0,0,0,0,0,0,0,0.015817223198594,0,0.00527240773286467,0,0.00175746924428822,0.00175746924428822
663,5480,0,0,0.0760869565217391,0.00543478260869565,0,0,0.0996376811594203,0.0144927536231884,0.0036231884057971,0.0289855072463768,0.0108695652173913,0.0036231884057971,0,0,0.123188405797101,0,0,0,0,0.0144927536231884,0.00181159420289855,0.00181159420289855,0,0.016304347826087,0.0307971014492754,0.121376811594203,0,0,0.016304347826087,0.239130434782609,0,0.0797101449275362,0,0.0036231884057971,0,0.088768115942029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199275362318841,0,0,0,0,0
688,5877,0,0,0.035,0.00333333333333333,0,0.00166666666666667,0.0466666666666667,0.0183333333333333,0.00333333333333333,0.055,0.00333333333333333,0,0,0,0.108333333333333,0,0,0,0,0.0133333333333333,0.00166666666666667,0,0,0.02,0.0216666666666667,0.0933333333333333,0,0,0.0116666666666667,0.406666666666667,0,0.07,0,0.005,0,0.0633333333333333,0.00166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.00166666666666667,0,0,0,0,0,0,0,0.015,0,0,0,0,0
706,6183,0,0,0.0378378378378378,0.00540540540540541,0,0.0036036036036036,0.0342342342342342,0.0198198198198198,0.0018018018018018,0.0396396396396396,0.00540540540540541,0,0,0,0.108108108108108,0.0018018018018018,0,0,0,0.0144144144144144,0,0,0,0.0234234234234234,0.0378378378378378,0.12972972972973,0,0.0018018018018018,0.00540540540540541,0.372972972972973,0,0.0648648648648649,0,0.00540540540540541,0,0.0540540540540541,0.0018018018018018,0.0018018018018018,0,0,0,0,0,0,0.0072072072072072,0,0,0,0,0,0,0,0,0,0,0,0.0216216216216216,0,0,0,0,0
721,6452,0,0,0.0393559928443649,0.0071556350626118,0,0.00178890876565295,0.0483005366726297,0.0196779964221825,0,0.0143112701252236,0.00894454382826476,0,0,0,0.0966010733452594,0.00178890876565295,0,0,0,0.0107334525939177,0,0.00178890876565295,0,0.00894454382826476,0.0447227191413238,0.128801431127013,0,0,0.00894454382826476,0.37567084078712,0.00178890876565295,0.0554561717352415,0,0.00536672629695885,0,0.0805008944543828,0.0071556350626118,0.00178890876565295,0,0,0,0,0,0,0.00536672629695885,0,0,0,0,0.0035778175313059,0,0,0,0,0.00178890876565295,0,0.0178890876565295,0,0.00178890876565295,0,0,0
736,6734,0,0,0.0465116279069767,0.00894454382826476,0,0,0.035778175313059,0.0196779964221825,0.0035778175313059,0.0286225402504472,0.0035778175313059,0.0035778175313059,0.00178890876565295,0,0.118067978533095,0,0,0,0,0.0107334525939177,0.00178890876565295,0,0,0.0125223613595707,0.0465116279069767,0.143112701252236,0,0,0.0196779964221825,0.32737030411449,0,0.0644007155635063,0,0,0,0.073345259391771,0,0,0,0,0,0,0,0,0.0035778175313059,0,0,0,0,0.00178890876565295,0,0,0,0,0,0.00178890876565295,0.0214669051878354,0,0.00178890876565295,0,0,0
756,7132,0,0,0.0466786355475763,0.00718132854578097,0,0.00359066427289048,0.0430879712746858,0.0143626570915619,0.00179533213644524,0.0215439856373429,0.00359066427289048,0,0,0,0.114901256732496,0.00538599640933573,0,0,0,0.0125673249551167,0.00179533213644524,0,0,0.0305206463195691,0.0341113105924596,0.122082585278276,0,0,0.0125673249551167,0.351885098743268,0,0.0843806104129264,0,0.00718132854578097,0,0.0700179533213645,0.00179533213644524,0.00179533213644524,0,0,0,0,0,0,0.00179533213644524,0,0,0,0,0,0,0,0,0,0,0,0.00538599640933573,0,0,0,0,0
771,7447,0,0,0.0433996383363472,0.00361663652802893,0,0.00723327305605787,0.0433996383363472,0.0198915009041591,0.00361663652802893,0.0397830018083183,0.0108499095840868,0,0.00180831826401447,0,0.0922242314647378,0,0,0,0,0.0216998191681736,0,0,0.00180831826401447,0.0343580470162749,0.0524412296564195,0.121157323688969,0,0,0.0198915009041591,0.309222423146474,0.00180831826401447,0.0867992766726944,0,0.00180831826401447,0,0.0723327305605787,0,0,0,0,0,0,0,0,0.00180831826401447,0,0,0,0,0,0,0,0,0,0,0,0.00904159132007233,0,0,0,0,0
786,7777,0,0,0.0614035087719298,0,0,0.00350877192982456,0.0421052631578947,0.0175438596491228,0.00350877192982456,0.0280701754385965,0.0087719298245614,0.00526315789473684,0,0,0.133333333333333,0,0,0,0,0.0087719298245614,0,0,0.00526315789473684,0.0245614035087719,0.0526315789473684,0.143859649122807,0,0.00175438596491228,0.0105263157894737,0.236842105263158,0,0.0771929824561404,0,0.0105263157894737,0,0.0947368421052632,0.00175438596491228,0,0,0,0,0,0,0,0.0105263157894737,0,0,0,0,0,0,0,0,0,0,0,0.0157894736842105,0,0,0,0.00175438596491228,0
801,8124,0,0,0.0631970260223048,0.00185873605947955,0,0.00185873605947955,0.0427509293680297,0.0241635687732342,0.00743494423791822,0.0241635687732342,0.00371747211895911,0.00371747211895911,0,0,0.113382899628253,0,0,0,0,0.0111524163568773,0,0.00185873605947955,0,0.0297397769516729,0.0446096654275093,0.154275092936803,0,0,0.0148698884758364,0.271375464684015,0.00371747211895911,0.0762081784386617,0,0.00185873605947955,0,0.08364312267658,0.00185873605947955,0,0,0,0,0,0,0,0.00929368029739777,0,0,0,0,0,0,0,0,0,0,0,0.00743494423791822,0.00185873605947955,0,0,0,0
813,8413,0,0,0.0359712230215827,0.00539568345323741,0,0.00179856115107914,0.0575539568345324,0.0215827338129496,0.00179856115107914,0.0233812949640288,0.00899280575539568,0,0,0,0.12410071942446,0.00359712230215827,0,0,0,0.0305755395683453,0,0,0,0.0197841726618705,0.0341726618705036,0.152877697841727,0,0,0.0143884892086331,0.267985611510791,0.00359712230215827,0.0737410071942446,0,0.00899280575539568,0,0.0971223021582734,0,0.00179856115107914,0,0,0,0,0,0,0.00719424460431655,0,0,0,0,0,0,0,0,0,0,0,0.00359712230215827,0,0,0,0,0
825,8713,0,0,0.0387323943661972,0.00176056338028169,0,0.00704225352112676,0.0580985915492958,0.0123239436619718,0.00176056338028169,0.0369718309859155,0.00880281690140845,0.00176056338028169,0,0,0.11443661971831,0.00176056338028169,0,0,0,0.0334507042253521,0,0,0.00176056338028169,0.022887323943662,0.0334507042253521,0.144366197183099,0,0.00176056338028169,0.00704225352112676,0.257042253521127,0.00176056338028169,0.0845070422535211,0,0.00352112676056338,0,0.105633802816901,0,0,0,0,0,0,0.00176056338028169,0,0.00176056338028169,0,0,0,0,0,0,0,0,0,0,0,0.0158450704225352,0,0,0,0,0
