"depth","best.age","min.age","max.age"
0,-26,-35,-17
10,22,3,43
20,71,32,109
30,285,237,333
40,665,612,719
50,1046,983,1112
60,1426,1352,1507
70,1806,1718,1903
90,2567,2450,2699
100,2947,2815,3097
110,3327,3179,3495
130,4088,3907,4293
150,4848,4635,5091
170,5609,5362,5889
190,6369,6090,6688
210,7130,6816,7486
230,7890,7543,8285
240,8271,7907,8685
250,8651,8270,9084
260,9031,8633,9484
270,9411,8997,9884
275,9602,9178,10083
280,NA,NA,NA
283,NA,NA,NA
285,NA,NA,NA
289,NA,NA,NA
300,NA,NA,NA
305,NA,NA,NA
315,NA,NA,NA
325,NA,NA,NA
330,NA,NA,NA
