"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Aquifoliaceae","Artemisia","Betula","Castanea","Cyperaceae","Fagus","Herbs.undiff.","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Acer","Fraxinus","Poaceae","Rosaceae","Ericaceae","Juglans.cinerea","Larix","Taxus","Ulmus","Amaranthaceae.undiff.","Juglans.nigra","Myrica","Carya","Platanus","Salix","Trees.undiff.","Tilia","Cupressaceae","Populus","Asteraceae.subf..Cichorioideae","Corylus","Sarcobatus.vermiculatus","Shepherdia","Rhamnaceae.Vitaceae","Plantago"
180,4027,0.0243553008595989,0.116045845272206,0.0114613180515759,0.00286532951289398,0,0.00143266475644699,0.58595988538682,0,0.00716332378223496,0.0372492836676218,0.00143266475644699,0,0.0272206303724928,0.00286532951289398,0.0888252148997135,0.0315186246418338,0.0114613180515759,0,0.00429799426934097,0.00429799426934097,0,0.0229226361031519,0,0.0100286532951289,0.00143266475644699,0,0,0,0.00286532951289398,0.00286532951289398,0,0,0.00143266475644699,0,0,0,0,0,0,0,0,0,0,0,0,0
200,4302,0.0241379310344828,0.0879310344827586,0.0172413793103448,0,0,0,0.612068965517241,0,0.0103448275862069,0.0172413793103448,0.00862068965517241,0.00344827586206897,0.0189655172413793,0.00344827586206897,0.0706896551724138,0.0206896551724138,0.0172413793103448,0,0.00689655172413793,0.00689655172413793,0.00172413793103448,0.0120689655172414,0.0172413793103448,0.00862068965517241,0.00344827586206897,0,0,0,0,0.00862068965517241,0,0,0.0172413793103448,0,0,0,0,0,0.00172413793103448,0.00172413793103448,0.00172413793103448,0,0,0,0,0
220,4577,0.0365682137834037,0.0872011251758087,0.0126582278481013,0,0.00140646976090014,0.00281293952180028,0.592123769338959,0,0.00421940928270042,0.0267229254571027,0.00562587904360056,0.00562587904360056,0.019690576652602,0.00562587904360056,0.10126582278481,0.0140646976090014,0.0182841068917018,0,0.00281293952180028,0.00281293952180028,0.00281293952180028,0.0140646976090014,0.0140646976090014,0.00562587904360056,0.00421940928270042,0.00140646976090014,0,0.00281293952180028,0.00281293952180028,0.00281293952180028,0,0,0.0070323488045007,0,0,0,0,0.00281293952180028,0,0,0,0,0,0,0,0
240,4852,0.031986531986532,0.0622895622895623,0.00841750841750842,0,0.00168350168350168,0,0.5993265993266,0,0.00841750841750842,0.0134680134680135,0.0101010101010101,0.00505050505050505,0.0252525252525253,0.00673400673400673,0.0875420875420875,0.0336700336700337,0.0168350168350168,0,0.00673400673400673,0.00336700336700337,0.00505050505050505,0.0218855218855219,0.0151515151515152,0.00841750841750842,0.00336700336700337,0,0,0.00505050505050505,0,0.00841750841750842,0,0,0.00673400673400673,0,0,0,0,0.00168350168350168,0,0.00168350168350168,0,0.00168350168350168,0,0,0,0
260,5127,0.0381125226860254,0.0925589836660617,0.014519056261343,0.00181488203266788,0,0.00362976406533575,0.593466424682396,0,0.00362976406533575,0.014519056261343,0.00181488203266788,0.00181488203266788,0.0235934664246824,0.00544464609800363,0.0653357531760436,0.0217785843920145,0.0217785843920145,0,0.00181488203266788,0.00544464609800363,0.00362976406533575,0.0235934664246824,0.0235934664246824,0.00362976406533575,0,0,0.00181488203266788,0.00181488203266788,0.00544464609800363,0.0108892921960073,0.00181488203266788,0,0.00544464609800363,0.00181488203266788,0.00181488203266788,0,0,0.00181488203266788,0,0,0,0,0.00181488203266788,0,0,0
280,5402,0.0229132569558101,0.0834697217675941,0.0196399345335516,0,0.00327332242225859,0.0016366612111293,0.613747954173486,0,0.00981996726677578,0.00981996726677578,0.00981996726677578,0.00490998363338789,0.016366612111293,0.00654664484451719,0.0834697217675941,0.0343698854337152,0.0229132569558101,0,0.00327332242225859,0.00654664484451719,0.00327332242225859,0.00327332242225859,0.016366612111293,0.00490998363338789,0.00327332242225859,0,0.00490998363338789,0.0016366612111293,0,0.00981996726677578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,5668,0.0162241887905605,0.0693215339233038,0.0147492625368732,0.00442477876106195,0,0.00147492625368732,0.653392330383481,0,0.00294985250737463,0.0147492625368732,0.00147492625368732,0.00294985250737463,0.0221238938053097,0.00737463126843658,0.0943952802359882,0.0147492625368732,0.0132743362831858,0,0.00147492625368732,0.0206489675516224,0,0.0147492625368732,0.0147492625368732,0,0.00147492625368732,0,0,0,0.00147492625368732,0.00589970501474926,0,0,0.00147492625368732,0,0.00294985250737463,0,0,0.00147492625368732,0,0,0,0,0,0,0,0
320,5856,0.0256410256410256,0.0828402366863905,0.00591715976331361,0.0019723865877712,0.00591715976331361,0.00591715976331361,0.609467455621302,0,0.00788954635108481,0.00591715976331361,0.00591715976331361,0,0.0276134122287968,0.00986193293885602,0.0571992110453649,0.0276134122287968,0.0216962524654832,0,0.00394477317554241,0.0473372781065089,0.0019723865877712,0.00591715976331361,0.00986193293885602,0.0019723865877712,0,0,0.0019723865877712,0,0.0019723865877712,0.00986193293885602,0,0,0.00591715976331361,0,0.00394477317554241,0,0,0.0019723865877712,0,0.0019723865877712,0,0,0,0,0,0
340,6045,0.0220713073005093,0.0882852292020374,0.0101867572156197,0,0.00169779286926995,0.0033955857385399,0.568760611205433,0,0.00509337860780985,0.00509337860780985,0.0135823429541596,0.0033955857385399,0.0203735144312394,0.00509337860780985,0.0916808149405773,0.0254668930390492,0.0169779286926995,0,0.00169779286926995,0.032258064516129,0.00509337860780985,0.0186757215619694,0.00848896434634975,0.0067911714770798,0.00169779286926995,0,0.00169779286926995,0.00848896434634975,0.00169779286926995,0.00509337860780985,0,0,0.0135823429541596,0,0.0067911714770798,0.00169779286926995,0,0,0,0.00169779286926995,0,0.0033955857385399,0,0,0,0
362,6252,0.0453648915187377,0.0749506903353057,0.00986193293885602,0.0019723865877712,0.00394477317554241,0.00394477317554241,0.562130177514793,0,0.00788954635108481,0.00788954635108481,0.00788954635108481,0.00394477317554241,0.0315581854043393,0.00394477317554241,0.0690335305719921,0.0236686390532544,0.00788954635108481,0,0.0019723865877712,0.0729783037475345,0.0019723865877712,0.0138067061143984,0.00394477317554241,0.00591715976331361,0.00591715976331361,0,0,0,0.00394477317554241,0.0118343195266272,0,0,0.00394477317554241,0,0.00591715976331361,0,0,0,0,0.0019723865877712,0,0,0,0,0,0
380,6422,0.0250391236306729,0.0860719874804382,0.00312989045383412,0,0,0.00469483568075117,0.496087636932707,0,0.00782472613458529,0.0109546165884194,0.00782472613458529,0.00156494522691706,0.028169014084507,0.00625978090766823,0.126760563380282,0.02660406885759,0.0234741784037559,0,0,0.0672926447574335,0.00469483568075117,0.0203442879499218,0.0172143974960876,0.00625978090766823,0,0,0,0,0.00782472613458529,0.0125195618153365,0.00156494522691706,0,0.00469483568075117,0,0,0.00156494522691706,0,0,0,0,0,0,0.00156494522691706,0,0,0
400,6610,0.0399274047186933,0.0544464609800363,0.0308529945553539,0.00181488203266788,0.00181488203266788,0.00181488203266788,0.513611615245009,0,0.0072595281306715,0.00362976406533575,0.00907441016333938,0.00181488203266788,0.014519056261343,0.014519056261343,0.11070780399274,0.0381125226860254,0.0181488203266788,0,0.00362976406533575,0.0780399274047187,0.00544464609800363,0.0127041742286751,0.00907441016333938,0,0,0,0,0.00181488203266788,0.00544464609800363,0.0181488203266788,0,0,0.00362976406533575,0,0,0,0,0,0,0,0,0,0,0,0,0
420,6799,0.0348432055749129,0.073170731707317,0.0209059233449477,0.00348432055749129,0,0,0.515679442508711,0,0.00871080139372822,0.00522648083623693,0.00522648083623693,0,0.029616724738676,0.0174216027874564,0.0940766550522648,0.0278745644599303,0.0226480836236934,0,0.00348432055749129,0.0400696864111498,0.00522648083623693,0.029616724738676,0.0191637630662021,0.00522648083623693,0.00522648083623693,0,0,0.00348432055749129,0.0104529616724739,0.00871080139372822,0,0,0.00522648083623693,0.00174216027874564,0,0.00174216027874564,0,0,0,0,0,0.00174216027874564,0,0,0,0
440,6987,0.0317796610169492,0.0466101694915254,0.0169491525423729,0.00211864406779661,0,0.00211864406779661,0.48728813559322,0,0.0105932203389831,0.00635593220338983,0.00847457627118644,0.00423728813559322,0.0296610169491525,0.00635593220338983,0.13135593220339,0.0402542372881356,0.0233050847457627,0,0.00423728813559322,0.0720338983050847,0.00211864406779661,0.0127118644067797,0.0211864406779661,0.00211864406779661,0,0.00211864406779661,0,0,0.0127118644067797,0.0105932203389831,0,0,0.0105932203389831,0,0,0,0,0.00211864406779661,0,0,0,0,0,0,0,0
460,7176,0.0347349177330896,0.0530164533820841,0.0585009140767824,0.00182815356489945,0,0,0.442413162705667,0,0.00548446069469835,0.00182815356489945,0.0127970749542962,0,0.0255941499085923,0.00914076782449726,0.140767824497258,0.0694698354661792,0.0292504570383912,0,0.0036563071297989,0.0329067641681901,0.0036563071297989,0.0219378427787934,0.0109689213893967,0.00182815356489945,0.00182815356489945,0,0,0.00548446069469835,0.0036563071297989,0.0164533820840951,0,0,0.00731261425959781,0.00182815356489945,0.0036563071297989,0,0,0,0,0,0,0,0,0,0,0
480,7359,0.0386266094420601,0.0171673819742489,0.0536480686695279,0,0,0,0.420600858369099,0,0,0.0107296137339056,0.00429184549356223,0,0.0472103004291846,0.01931330472103,0.167381974248927,0.0536480686695279,0.0386266094420601,0,0,0.0278969957081545,0,0.036480686695279,0.01931330472103,0.00214592274678112,0.00214592274678112,0,0,0,0.00214592274678112,0.0150214592274678,0.00429184549356223,0,0.00643776824034335,0,0,0.00429184549356223,0,0,0,0.00643776824034335,0,0.00214592274678112,0,0,0,0
500,7536,0.0265878877400295,0.0118168389955687,0.0605612998522895,0,0,0,0.389955686853767,0,0.00590841949778434,0.00443131462333826,0.00590841949778434,0.00147710487444609,0.0384047267355982,0.0295420974889217,0.220088626292467,0.0546528803545052,0.0221565731166913,0,0.00590841949778434,0.0221565731166913,0.00738552437223043,0.0132939438700148,0.0192023633677991,0.00738552437223043,0,0.00147710487444609,0,0.00443131462333826,0.00886262924667651,0.0132939438700148,0,0,0.0162481536189069,0,0,0.00295420974889217,0,0,0,0.00147710487444609,0,0.00443131462333826,0,0,0,0
520,7712,0.0356265356265356,0.00491400491400491,0.042997542997543,0.00491400491400491,0.00122850122850123,0.00368550368550369,0.374692874692875,0,0.00737100737100737,0.00982800982800983,0.00122850122850123,0.00245700245700246,0.0393120393120393,0.0171990171990172,0.244471744471744,0.0540540540540541,0.0417690417690418,0,0,0.0233415233415233,0.00737100737100737,0.0257985257985258,0.0122850122850123,0.00368550368550369,0.00122850122850123,0.00122850122850123,0,0,0.00614250614250614,0.0122850122850123,0.00122850122850123,0,0.0085995085995086,0,0.00368550368550369,0.00122850122850123,0,0,0,0.00491400491400491,0,0.00122850122850123,0,0,0,0
540,7889,0.0265625,0.0140625,0.0609375,0,0,0.003125,0.3515625,0,0.003125,0.0046875,0.00625,0.0046875,0.0453125,0.0296875,0.2421875,0.0671875,0.0328125,0,0.009375,0.00625,0,0.0265625,0.0140625,0.0046875,0,0.0015625,0,0.003125,0.00625,0.0140625,0,0,0.009375,0.0015625,0.0015625,0.0015625,0,0.0015625,0,0.00625,0,0,0,0,0,0
560,8066,0.0449141347424042,0.00792602377807133,0.0805812417437252,0,0,0,0.317040951122853,0,0.00660501981505945,0.00528401585204756,0.00924702774108322,0.00792602377807133,0.0541611624834875,0.0211360634081902,0.25891677675033,0.0686922060766182,0.0277410832232497,0,0.00264200792602378,0.011889035667107,0.00264200792602378,0.0211360634081902,0.00924702774108322,0.00660501981505945,0,0,0,0,0.00660501981505945,0.00924702774108322,0,0,0.00924702774108322,0,0.00132100396301189,0.00396301188903567,0,0,0,0.00132100396301189,0,0.00264200792602378,0.00132100396301189,0,0,0
580,8355,0.0441988950276243,0.0184162062615101,0.0773480662983425,0.00368324125230203,0,0,0.377532228360958,0,0.00736648250460405,0.00184162062615101,0.0110497237569061,0.00184162062615101,0.0478821362799263,0.0294659300184162,0.198895027624309,0.0699815837937385,0.0349907918968692,0,0.00552486187845304,0.00552486187845304,0.00552486187845304,0.0128913443830571,0.00920810313075507,0.00552486187845304,0.00184162062615101,0,0,0.00184162062615101,0.00368324125230203,0.0110497237569061,0,0,0.00736648250460405,0,0,0.00368324125230203,0,0.00184162062615101,0,0,0,0,0,0,0,0
600,8757,0.056580565805658,0.01230012300123,0.038130381303813,0,0,0.002460024600246,0.293972939729397,0,0.00615006150061501,0.001230012300123,0.013530135301353,0.011070110701107,0.044280442804428,0.029520295202952,0.230012300123001,0.0984009840098401,0.050430504305043,0,0.002460024600246,0.01230012300123,0.003690036900369,0.022140221402214,0.023370233702337,0.002460024600246,0.002460024600246,0,0,0.002460024600246,0.00861008610086101,0.01230012300123,0,0,0.011070110701107,0,0,0.001230012300123,0,0.001230012300123,0.002460024600246,0.002460024600246,0,0.001230012300123,0,0,0,0
620,9158,0.0313075506445672,0.00920810313075507,0.0681399631675875,0.00552486187845304,0,0.00184162062615101,0.41804788213628,0,0.00368324125230203,0.00184162062615101,0.0110497237569061,0.00184162062615101,0.0497237569060773,0.0202578268876611,0.165745856353591,0.0331491712707182,0.0349907918968692,0,0.00920810313075507,0.00368324125230203,0.00368324125230203,0.0184162062615101,0.0276243093922652,0.00920810313075507,0.00184162062615101,0,0,0.00368324125230203,0.00552486187845304,0.0239410681399632,0,0,0.0128913443830571,0.00552486187845304,0,0.00552486187845304,0,0,0.00184162062615101,0.00920810313075507,0,0.00184162062615101,0,0,0,0
640,9559,0.0610972568578554,0.00623441396508728,0.169576059850374,0.00124688279301746,0,0.00249376558603491,0.399002493765586,0.00124688279301746,0.00498753117206983,0.00249376558603491,0.00498753117206983,0.00374064837905237,0.0561097256857855,0.0498753117206983,0.0922693266832918,0.0324189526184539,0.0187032418952618,0,0.00374064837905237,0.00124688279301746,0.00249376558603491,0.00249376558603491,0.00997506234413965,0.0087281795511222,0,0,0.00124688279301746,0.00124688279301746,0.00249376558603491,0.0112219451371571,0.00124688279301746,0,0.00374064837905237,0,0,0.00249376558603491,0,0,0,0.0361596009975062,0,0.00498753117206983,0,0,0,0
660,9961,0.0813823857302118,0,0.333333333333333,0.00111482720178372,0,0,0.348940914158305,0.00111482720178372,0.00557413600891862,0,0.00780379041248606,0.00111482720178372,0.0345596432552954,0.0579710144927536,0.0267558528428094,0.0144927536231884,0.020066889632107,0.00111482720178372,0,0,0.00334448160535117,0,0.00557413600891862,0.00445930880713489,0,0,0,0.00334448160535117,0,0.00334448160535117,0.00111482720178372,0,0.00111482720178372,0,0.00111482720178372,0,0,0,0.00111482720178372,0.0390189520624303,0,0.00111482720178372,0,0,0,0
670,10486,0.00662251655629139,0,0.493377483443709,0.0011037527593819,0,0.0033112582781457,0.194260485651214,0,0.00551876379690949,0.0011037527593819,0.0022075055187638,0.0022075055187638,0.0905077262693157,0.0342163355408389,0.0286975717439294,0.00772626931567329,0.0176600441501104,0,0,0,0.00883002207505519,0.0022075055187638,0.0011037527593819,0.00551876379690949,0,0,0,0,0,0.00441501103752759,0,0,0,0,0.0011037527593819,0.00551876379690949,0,0,0,0.0827814569536424,0,0,0,0,0,0
673,10789,0.00831024930747922,0,0.587257617728532,0,0,0.00138504155124654,0.124653739612188,0,0.00277008310249307,0,0.00415512465373961,0.00415512465373961,0.101108033240997,0.0193905817174515,0.0263157894736842,0.00831024930747922,0.00969529085872576,0,0,0.00138504155124654,0.00277008310249307,0.00138504155124654,0.00692520775623269,0.00277008310249307,0.00138504155124654,0,0,0.00277008310249307,0,0.00692520775623269,0,0,0.00138504155124654,0,0,0.00415512465373961,0,0,0,0.0692520775623269,0,0.00138504155124654,0,0,0,0
676,11092,0.0079155672823219,0,0.263852242744063,0,0.00263852242744063,0.00263852242744063,0.163588390501319,0,0.0131926121372032,0,0.00263852242744063,0.00527704485488127,0.213720316622691,0.0369393139841689,0.0712401055408971,0.0369393139841689,0.0395778364116095,0,0,0.00263852242744063,0.0158311345646438,0.00263852242744063,0.00527704485488127,0.00527704485488127,0.00263852242744063,0,0,0.00263852242744063,0,0.0158311345646438,0,0,0.00527704485488127,0,0.00527704485488127,0,0,0,0,0.0765171503957784,0,0,0,0,0,0
678,11294,0.008,0,0.024,0.00266666666666667,0,0.008,0.176,0,0.024,0,0.008,0.0133333333333333,0.397333333333333,0.064,0.0586666666666667,0.024,0.0586666666666667,0,0,0.00266666666666667,0.016,0,0.00266666666666667,0.0186666666666667,0.00266666666666667,0,0,0.00533333333333333,0,0.0213333333333333,0.00266666666666667,0,0.00266666666666667,0,0,0.008,0,0,0.008,0.0346666666666667,0,0.008,0,0,0,0
681,11682,0.00704225352112676,0.00352112676056338,0.0387323943661972,0,0,0.00704225352112676,0.28169014084507,0,0.0387323943661972,0,0.0105633802816901,0.0211267605633803,0.355633802816901,0.028169014084507,0.0563380281690141,0.028169014084507,0.0492957746478873,0,0,0,0,0.00352112676056338,0,0.00352112676056338,0,0.00352112676056338,0,0,0,0.0176056338028169,0,0,0,0,0,0.0211267605633803,0,0,0.00352112676056338,0.0211267605633803,0,0,0,0,0,0
683,11941,0,0,0.0325581395348837,0,0,0.0162790697674419,0.330232558139535,0,0.0395348837209302,0,0.00930232558139535,0.00697674418604651,0.304651162790698,0.0325581395348837,0.0325581395348837,0.0162790697674419,0.0441860465116279,0.00232558139534884,0,0.00232558139534884,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.0116279069767442,0,0.00465116279069767,0,0,0,0.00465116279069767,0,0,0,0,0,0.0395348837209302,0,0,0.00465116279069767,0.0441860465116279,0,0,0,0.00697674418604651,0,0
685,12200,0.00869565217391304,0,0.0463768115942029,0.00289855072463768,0,0.00289855072463768,0.391304347826087,0,0.0840579710144927,0,0.00869565217391304,0,0.168115942028985,0.0202898550724638,0.0492753623188406,0.0550724637681159,0.0202898550724638,0,0,0,0.00869565217391304,0,0,0.0115942028985507,0,0,0,0,0,0,0,0,0,0.00289855072463768,0.00289855072463768,0.072463768115942,0,0,0.00289855072463768,0.0347826086956522,0,0,0,0.00289855072463768,0.00289855072463768,0
687,12458,0.00251889168765743,0,0.0428211586901763,0.00251889168765743,0,0.0075566750629723,0.47103274559194,0,0.10831234256927,0,0.0100755667506297,0.00251889168765743,0.0654911838790932,0.0403022670025189,0.0453400503778338,0.0453400503778338,0.0100755667506297,0,0.00251889168765743,0,0.00251889168765743,0.00503778337531486,0.00251889168765743,0.0125944584382872,0,0.00503778337531486,0,0,0,0.0075566750629723,0,0,0.00251889168765743,0,0,0.0780856423173804,0,0,0,0.0277078085642317,0,0,0,0,0,0
691,12976,0.0027027027027027,0.00540540540540541,0.0648648648648649,0,0,0.0297297297297297,0.335135135135135,0,0.105405405405405,0,0.00810810810810811,0.00810810810810811,0.0405405405405405,0.0702702702702703,0.0351351351351351,0.0324324324324324,0.0162162162162162,0,0.0027027027027027,0.00540540540540541,0.0351351351351351,0,0.0108108108108108,0.027027027027027,0.0027027027027027,0.00540540540540541,0,0,0,0.0027027027027027,0,0,0,0,0,0.124324324324324,0,0,0,0.0297297297297297,0,0,0,0,0,0
694,NA,0.00453514739229025,0,0.036281179138322,0.00453514739229025,0,0.0340136054421769,0.238095238095238,0,0.233560090702948,0,0.0294784580498866,0.00226757369614512,0.0498866213151927,0.054421768707483,0.0158730158730159,0.0566893424036281,0.018140589569161,0,0,0.00226757369614512,0.0226757369614512,0,0,0.0476190476190476,0.0136054421768707,0.00226757369614512,0,0,0,0.00453514739229025,0.00226757369614512,0,0,0,0,0.104308390022676,0,0,0.00226757369614512,0.0113378684807256,0.00453514739229025,0.00226757369614512,0,0,0,0.00226757369614512
