"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Aquifoliaceae","Artemisia","Betula","Castanea","Cyperaceae","Fagus","Herbs.undiff.","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Acer","Fraxinus","Poaceae","Rosaceae","Ericaceae","Juglans.cinerea","Larix","Taxus","Ulmus","Amaranthaceae.undiff.","Juglans.nigra","Myrica","Carya","Platanus","Salix","Trees.undiff.","Tilia","Cupressaceae","Populus","Asteraceae.subf..Cichorioideae","Corylus","Sarcobatus.vermiculatus","Shepherdia","Rhamnaceae.Vitaceae","Plantago"
2,56,0.0481400437636762,0.0459518599562363,0.0175054704595186,0.0218818380743982,0.00218818380743982,0.00437636761487965,0.586433260393873,0.00437636761487965,0.00437636761487965,0.0131291028446389,0.0087527352297593,0.00218818380743982,0.0940919037199125,0.0131291028446389,0.0240700218818381,0.0087527352297593,0.0153172866520788,0.0109409190371991,0.00656455142231947,0.0109409190371991,0.00437636761487965,0.00656455142231947,0.00437636761487965,0.037199124726477,0.00437636761487965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,200,0.0572597137014315,0.0408997955010225,0.0224948875255624,0,0,0.00204498977505112,0.621676891615542,0,0.0081799591002045,0.0245398773006135,0.0081799591002045,0.00204498977505112,0.0838445807770961,0.00408997955010225,0.0286298568507157,0.0265848670756646,0.016359918200409,0.00204498977505112,0.00408997955010225,0.0143149284253579,0.00204498977505112,0.00613496932515337,0.00204498977505112,0.0122699386503067,0,0.00204498977505112,0.00204498977505112,0.00204498977505112,0.00204498977505112,0.00204498977505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,503,0.0378787878787879,0.0606060606060606,0.00909090909090909,0,0,0.00606060606060606,0.601515151515152,0.00151515151515152,0.0121212121212121,0.0151515151515152,0.00757575757575758,0.00454545454545455,0.096969696969697,0.00757575757575758,0.0378787878787879,0.0151515151515152,0.0212121212121212,0,0.00151515151515152,0.0181818181818182,0.00151515151515152,0.0121212121212121,0.0136363636363636,0.00909090909090909,0,0.00151515151515152,0,0,0,0,0.00151515151515152,0.00303030303030303,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1109,0.0402877697841727,0.0460431654676259,0.00719424460431655,0,0.00143884892086331,0,0.6431654676259,0.00287769784172662,0.00719424460431655,0.0287769784172662,0.00719424460431655,0.00719424460431655,0.0532374100719424,0.00863309352517986,0.0302158273381295,0.0201438848920863,0.0129496402877698,0,0.00143884892086331,0.0287769784172662,0.00431654676258993,0.00863309352517986,0.00575539568345324,0.00863309352517986,0.00287769784172662,0,0,0,0,0.00287769784172662,0,0,0.0129496402877698,0.00143884892086331,0.00143884892086331,0.00287769784172662,0.00143884892086331,0,0,0,0,0,0,0,0,0
60,1715,0.040084388185654,0.0843881856540084,0.00210970464135021,0,0,0,0.575949367088608,0,0.0105485232067511,0.029535864978903,0.0105485232067511,0.00421940928270042,0.0928270042194093,0.00421940928270042,0.0485232067510548,0.0210970464135021,0.0126582278481013,0,0,0.0210970464135021,0.00843881856540084,0.0105485232067511,0.00210970464135021,0.00843881856540084,0,0.00421940928270042,0,0,0,0.00210970464135021,0,0,0.00210970464135021,0.00210970464135021,0,0,0,0.00210970464135021,0,0,0,0,0,0,0,0
80,2320,0.0519713261648745,0.057347670250896,0.021505376344086,0.0017921146953405,0,0,0.591397849462366,0,0.010752688172043,0.03584229390681,0.00537634408602151,0.00537634408602151,0.057347670250896,0,0.046594982078853,0.0304659498207885,0.0161290322580645,0,0,0.025089605734767,0.0017921146953405,0.0161290322580645,0.003584229390681,0.003584229390681,0.0017921146953405,0,0,0,0,0.003584229390681,0,0,0.007168458781362,0,0.0017921146953405,0.0017921146953405,0,0,0.0017921146953405,0,0,0,0,0,0,0
100,2789,0.0363636363636364,0.0677685950413223,0.0181818181818182,0.00165289256198347,0.00165289256198347,0.00661157024793388,0.59504132231405,0,0.00826446280991736,0.0198347107438017,0.00165289256198347,0.00330578512396694,0.0347107438016529,0.00661157024793388,0.0727272727272727,0.0347107438016529,0.00991735537190083,0,0.00165289256198347,0.0247933884297521,0.00495867768595041,0.0148760330578512,0.0165289256198347,0.00330578512396694,0.00165289256198347,0,0.00165289256198347,0.00165289256198347,0,0.00165289256198347,0,0.00165289256198347,0.00495867768595041,0,0,0,0,0,0.00165289256198347,0,0,0,0,0,0,0
120,3119,0.0166666666666667,0.08125,0.01875,0,0.00208333333333333,0.00208333333333333,0.5875,0,0.00416666666666667,0.0291666666666667,0.00208333333333333,0.00833333333333333,0.0479166666666667,0.00416666666666667,0.0770833333333333,0.025,0.0125,0,0,0.01875,0.0104166666666667,0.025,0.00625,0.00416666666666667,0.00208333333333333,0.00208333333333333,0.00208333333333333,0,0,0.00625,0,0,0.00416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3450,0.0229709035222052,0.0597243491577335,0.00459418070444104,0.00153139356814701,0.00612557427258806,0,0.621745788667688,0,0.00918836140888208,0.0229709035222052,0.00765696784073507,0.00306278713629403,0.0428790199081164,0.00765696784073507,0.0673813169984686,0.0229709035222052,0.0107197549770291,0,0.00153139356814701,0.0183767228177642,0,0.0199081163859112,0.0107197549770291,0.0137825421133231,0.00306278713629403,0,0,0,0.00153139356814701,0.0122511485451761,0,0,0.00459418070444104,0,0,0,0,0,0,0.00306278713629403,0,0,0,0,0,0
162,3780,0.0362116991643454,0.0863509749303621,0.0167130919220056,0,0,0,0.551532033426184,0,0.00278551532033426,0.0167130919220056,0.0139275766016713,0.00557103064066852,0.0362116991643454,0.00278551532033426,0.108635097493036,0.0194986072423398,0.0167130919220056,0,0.00557103064066852,0.011142061281337,0.00557103064066852,0.0278551532033426,0.00278551532033426,0.011142061281337,0.00278551532033426,0,0.00557103064066852,0.00278551532033426,0,0,0,0,0.00835654596100279,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0
