"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Fagus","Juglans.cinerea","Larix","Picea.mariana.type","Pinus.undiff.","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Fraxinus","Populus","Amaranthaceae","Poaceae","Brassicaceae","Plantago","Rosaceae","Abies.balsamea","Acer.saccharum","Campanula.type","Carya.ovata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Tsuga.canadensis","Ericaceae.undiff.","Ostrya.Carpinus","Tilia","Acer.saccharinum","Galium","Ilex.Nemopanthus","Andromeda.glaucophylla","Rubiaceae.undiff.","Picea.undiff.","Picea.glauca.type","Acer.pensylvanicum","Castanea.dentata","Juniperus.communis.Thuja.occidentalis.type","Fabaceae","Gentiana","Ranunculaceae.undiff."
2,47,0.00327868852459016,0.0245901639344262,0.00163934426229508,0.0836065573770492,0.00491803278688525,0.104918032786885,0.198360655737705,0.00819672131147541,0.00327868852459016,0.00163934426229508,0.00491803278688525,0.0524590163934426,0.0672131147540984,0.0163934426229508,0.00163934426229508,0.113114754098361,0.0377049180327869,0.00819672131147541,0.0114754098360656,0.00491803278688525,0.00819672131147541,0.0901639344262295,0.00163934426229508,0.00491803278688525,0.00327868852459016,0.00163934426229508,0.0098360655737705,0.00327868852459016,0.00655737704918033,0.00163934426229508,0.0426229508196721,0.0442622950819672,0.0180327868852459,0.00655737704918033,0.00327868852459016,0.00163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,165,0.00395256916996047,0.00988142292490119,0,0.294466403162055,0.00197628458498024,0.0592885375494071,0.420948616600791,0,0.0138339920948617,0.00395256916996047,0,0.0237154150197628,0.00395256916996047,0.00197628458498024,0,0.00592885375494071,0.0276679841897233,0,0.00197628458498024,0.00790513833992095,0.00988142292490119,0.0197628458498024,0,0,0.00197628458498024,0.00197628458498024,0.00790513833992095,0.00395256916996047,0,0.00395256916996047,0.00988142292490119,0.0395256916996047,0.00395256916996047,0,0,0,0.0138339920948617,0.00197628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0
12,283,0,0.00554016620498615,0,0.21606648199446,0.00554016620498615,0.0609418282548476,0.365650969529086,0.00554016620498615,0.00277008310249307,0.00554016620498615,0,0.0831024930747922,0.0110803324099723,0.0166204986149584,0,0.0110803324099723,0.0166204986149584,0,0,0,0.00554016620498615,0.0221606648199446,0,0,0.0110803324099723,0.00554016620498615,0.0166204986149584,0,0,0,0,0.0941828254847645,0.0166204986149584,0,0.0166204986149584,0,0,0,0.00554016620498615,0,0,0,0,0,0,0,0,0,0,0,0
17,402,0.00578034682080925,0.0115606936416185,0,0.092485549132948,0.00578034682080925,0.046242774566474,0.144508670520231,0.0173410404624277,0,0.0115606936416185,0.00578034682080925,0.132947976878613,0.0173410404624277,0.0173410404624277,0,0.00578034682080925,0.0173410404624277,0,0.0115606936416185,0,0.023121387283237,0.0173410404624277,0,0,0,0.0173410404624277,0.0289017341040462,0,0,0,0,0.213872832369942,0.0578034682080925,0,0.0809248554913295,0,0,0.00578034682080925,0.00578034682080925,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0
22,520,0.0031055900621118,0.0015527950310559,0.0031055900621118,0.0046583850931677,0.0015527950310559,0.0388198757763975,0.0248447204968944,0.0124223602484472,0.0031055900621118,0.0031055900621118,0.0015527950310559,0.265527950310559,0.0124223602484472,0,0,0,0.0170807453416149,0,0.0077639751552795,0,0,0.0015527950310559,0,0,0,0.0124223602484472,0.0279503105590062,0,0,0.0031055900621118,0,0.372670807453416,0.0590062111801242,0,0.113354037267081,0,0,0.0077639751552795,0,0,0.0015527950310559,0,0,0,0,0,0,0,0,0,0
27,638,0,0.00255754475703325,0,0.0051150895140665,0.00255754475703325,0.051150895140665,0.0332480818414322,0.020460358056266,0.00255754475703325,0.0051150895140665,0,0.317135549872123,0.030690537084399,0.00767263427109974,0,0,0.0281329923273657,0,0.0127877237851662,0,0.00255754475703325,0.0051150895140665,0,0,0,0,0.0485933503836317,0,0,0.00255754475703325,0,0.138107416879795,0.0690537084398977,0,0.184143222506394,0,0.0051150895140665,0.0127877237851662,0.0051150895140665,0,0,0.00767263427109974,0,0,0,0,0,0,0,0,0
32,756,0.0077319587628866,0.00257731958762887,0,0.00515463917525773,0,0.0695876288659794,0.0438144329896907,0.0412371134020619,0,0.00257731958762887,0,0.141752577319588,0.056701030927835,0.00257731958762887,0,0.00257731958762887,0.0154639175257732,0,0.0103092783505155,0,0.00257731958762887,0.00515463917525773,0,0,0.00257731958762887,0.0128865979381443,0.0695876288659794,0,0,0.00515463917525773,0,0.126288659793814,0.0309278350515464,0,0.123711340206186,0,0,0.0206185567010309,0.0103092783505155,0,0,0.188144329896907,0,0,0,0,0,0,0,0,0
37,874,0.00527704485488127,0.00263852242744063,0.00263852242744063,0.00263852242744063,0.00263852242744063,0.0686015831134565,0.245382585751979,0.0184696569920844,0.0079155672823219,0.0131926121372032,0,0.137203166226913,0.0369393139841689,0.0105540897097625,0,0,0.0237467018469657,0.00263852242744063,0.0131926121372032,0.00263852242744063,0.00263852242744063,0.0131926121372032,0,0,0,0.0158311345646438,0.0343007915567282,0,0,0.0158311345646438,0,0.100263852242744,0.0369393139841689,0,0.155672823218997,0,0.00263852242744063,0,0.0184696569920844,0,0.00527704485488127,0,0.00263852242744063,0,0,0,0,0,0,0,0
42,992,0.00364963503649635,0.0072992700729927,0,0,0,0.138686131386861,0.072992700729927,0.0583941605839416,0.0072992700729927,0,0,0.083941605839416,0.0145985401459854,0.0328467153284672,0,0.00364963503649635,0.0255474452554745,0,0.00364963503649635,0,0,0.00364963503649635,0,0,0.0145985401459854,0.0072992700729927,0.0291970802919708,0,0,0.00364963503649635,0,0.062043795620438,0.0145985401459854,0,0.31021897810219,0,0.00364963503649635,0,0.0875912408759124,0,0,0,0,0.0109489051094891,0,0,0,0,0,0,0
47,1110,0,0.00607287449392713,0,0.01417004048583,0.00202429149797571,0.115384615384615,0.0445344129554656,0.0708502024291498,0.00202429149797571,0,0,0.151821862348178,0.0506072874493927,0.01417004048583,0,0.00404858299595142,0.0242914979757085,0,0.00202429149797571,0,0,0.00202429149797571,0,0,0.00404858299595142,0,0.0242914979757085,0,0.00202429149797571,0,0,0.129554655870445,0.0202429149797571,0,0.244939271255061,0.00809716599190283,0,0.0101214574898785,0.0465587044534413,0,0,0,0,0.00404858299595142,0.00202429149797571,0,0,0,0,0,0
