"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Fagus","Juglans.cinerea","Larix","Picea.mariana.type","Pinus.undiff.","Quercus","Salix","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Fraxinus","Populus","Amaranthaceae","Poaceae","Brassicaceae","Plantago","Rosaceae","Abies.balsamea","Acer.saccharum","Campanula.type","Carya.ovata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Tsuga.canadensis","Ericaceae.undiff.","Ostrya.Carpinus","Tilia","Acer.saccharinum","Galium","Ilex.Nemopanthus","Andromeda.glaucophylla","Rubiaceae.undiff.","Picea.undiff.","Picea.glauca.type","Acer.pensylvanicum","Castanea.dentata","Juniperus.communis.Thuja.occidentalis.type","Fabaceae","Gentiana","Ranunculaceae.undiff."
52,1228,0,0.00584795321637427,0,0.00389863547758285,0,0.0916179337231969,0.0682261208576998,0.0721247563352826,0,0,0.00194931773879142,0.124756335282651,0.0721247563352826,0.0194931773879142,0,0,0.0214424951267057,0,0.0175438596491228,0,0,0.00584795321637427,0,0,0.00389863547758285,0.00194931773879142,0.0565302144249513,0,0,0,0,0.0721247563352826,0.0155945419103314,0.00779727095516569,0.284600389863548,0.00389863547758285,0,0.00584795321637427,0.00974658869395711,0,0,0,0,0.0331384015594542,0,0,0,0,0,0,0
57,1346,0.00412371134020619,0.00412371134020619,0,0,0,0.0556701030927835,0.0597938144329897,0.0824742268041237,0,0.00206185567010309,0,0.134020618556701,0.0639175257731959,0.0123711340206186,0,0.00206185567010309,0.0288659793814433,0,0.0144329896907217,0,0,0,0,0,0,0,0.11340206185567,0,0.00206185567010309,0,0,0.0824742268041237,0.00618556701030928,0,0.272164948453608,0.00206185567010309,0.00206185567010309,0.00824742268041237,0,0,0,0,0,0.045360824742268,0,0.00206185567010309,0,0,0,0,0
62,1465,0,0.0072992700729927,0,0.00145985401459854,0,0.0583941605839416,0.0846715328467153,0.135766423357664,0.00145985401459854,0.00291970802919708,0,0.124087591240876,0.0802919708029197,0.00437956204379562,0,0.00145985401459854,0.0656934306569343,0,0.0321167883211679,0,0.00437956204379562,0.00583941605839416,0,0,0.0072992700729927,0,0.0744525547445255,0,0.00145985401459854,0,0,0.0832116788321168,0.00437956204379562,0.00437956204379562,0.176642335766423,0.00583941605839416,0,0.0072992700729927,0,0,0,0,0,0.0131386861313869,0,0,0.00291970802919708,0.00875912408759124,0,0,0
67,1583,0.00318979266347687,0.00956937799043062,0,0,0.00637958532695375,0.0940988835725678,0.106858054226475,0.087719298245614,0.00637958532695375,0,0.00159489633173844,0.127591706539075,0.0574162679425837,0.00478468899521531,0,0,0.0462519936204147,0,0.0271132376395534,0,0,0.00797448165869218,0.00159489633173844,0,0.00318979266347687,0,0.0749601275917065,0,0,0,0,0.0398724082934609,0.00956937799043062,0,0.251993620414673,0,0,0.00318979266347687,0,0,0,0,0,0.0223285486443381,0,0,0.00159489633173844,0.00478468899521531,0,0,0
72,1701,0.00784313725490196,0.00196078431372549,0,0.00196078431372549,0.0117647058823529,0.0529411764705882,0.16078431372549,0.0627450980392157,0.00392156862745098,0.00588235294117647,0.00784313725490196,0.117647058823529,0.0647058823529412,0.00588235294117647,0,0.00588235294117647,0.0529411764705882,0,0.0176470588235294,0,0.00392156862745098,0.00784313725490196,0.00392156862745098,0,0.00196078431372549,0,0.105882352941176,0,0.00980392156862745,0,0,0.0333333333333333,0.00784313725490196,0,0.217647058823529,0,0,0.00392156862745098,0,0,0,0,0,0.0176470588235294,0,0,0,0.00392156862745098,0,0,0
77,1819,0.00185528756957328,0.00742115027829314,0,0.00556586270871985,0.00556586270871985,0.111317254174397,0.098330241187384,0.0463821892393321,0,0.00185528756957328,0,0.11873840445269,0.0871985157699443,0.00556586270871985,0,0.00185528756957328,0.0315398886827458,0,0.0296846011131725,0,0.00371057513914657,0.00742115027829314,0,0,0,0,0.105751391465677,0,0,0,0,0.0779220779220779,0,0,0.224489795918367,0,0,0.0111317254174397,0,0,0,0,0,0.012987012987013,0,0,0,0.00371057513914657,0,0,0
82,1937,0,0.00823723228995058,0,0.00164744645799012,0.00329489291598023,0.0807248764415156,0.0823723228995058,0.070840197693575,0.00329489291598023,0.00329489291598023,0,0.171334431630972,0.0411861614497529,0,0,0.00329489291598023,0.042833607907743,0,0,0,0,0,0,0,0,0,0.0790774299835255,0,0.00658978583196046,0,0,0.0642504118616145,0.00329489291598023,0,0.316309719934102,0.00164744645799012,0,0.00329489291598023,0,0,0,0,0,0.00823723228995058,0,0,0.00164744645799012,0.00329489291598023,0,0,0
87,2055,0,0.00178571428571429,0,0,0,0.0803571428571429,0.103571428571429,0.0928571428571429,0,0.00357142857142857,0.00357142857142857,0.125,0.0535714285714286,0.0125,0,0.00357142857142857,0.0232142857142857,0,0.025,0,0.00178571428571429,0.00178571428571429,0,0,0.00357142857142857,0,0.1125,0,0,0,0,0.107142857142857,0.00535714285714286,0.00178571428571429,0.203571428571429,0.00357142857142857,0,0.00357142857142857,0,0,0,0,0,0.0196428571428571,0,0.00714285714285714,0,0,0,0,0
92,2173,0,0.00562851782363977,0,0,0.00187617260787992,0.0637898686679174,0.0600375234521576,0.050656660412758,0.00187617260787992,0.00187617260787992,0,0.099437148217636,0.0412757973733583,0.00375234521575985,0,0.00375234521575985,0.0431519699812383,0,0.0112570356472795,0,0.00187617260787992,0,0,0,0.00187617260787992,0,0.0806754221388368,0,0,0,0,0.232645403377111,0,0,0.275797373358349,0,0,0.0075046904315197,0,0,0,0,0,0.00187617260787992,0,0,0,0.00938086303939963,0,0,0
97,2291,0,0.0050761421319797,0,0,0,0.0482233502538071,0.0609137055837563,0.0685279187817259,0.00253807106598985,0.00253807106598985,0,0.154822335025381,0.0203045685279188,0.0126903553299492,0,0.00253807106598985,0.0380710659898477,0,0.0203045685279188,0,0,0.0050761421319797,0,0,0.00253807106598985,0.065989847715736,0.109137055837563,0,0.0101522842639594,0.00253807106598985,0,0.101522842639594,0,0,0.215736040609137,0,0,0,0,0,0,0,0,0.0431472081218274,0,0,0,0.0050761421319797,0.00253807106598985,0,0
102,2409,0.00684931506849315,0.0091324200913242,0,0,0.00228310502283105,0.047945205479452,0.107305936073059,0.047945205479452,0,0.0045662100456621,0,0.116438356164384,0.0136986301369863,0.0251141552511416,0,0.00228310502283105,0.0593607305936073,0,0.0114155251141553,0,0,0.0045662100456621,0,0,0.00684931506849315,0.00228310502283105,0.0593607305936073,0,0.0045662100456621,0,0,0.0844748858447489,0.047945205479452,0,0.315068493150685,0,0,0,0,0,0,0,0,0.0045662100456621,0,0,0,0.0136986301369863,0.00228310502283105,0,0
107,2528,0,0.00630252100840336,0,0,0,0.0609243697478992,0.134453781512605,0.0420168067226891,0,0,0,0.210084033613445,0.0357142857142857,0.0315126050420168,0,0.00420168067226891,0.023109243697479,0,0.00840336134453781,0,0,0,0,0,0.00420168067226891,0.0147058823529412,0.107142857142857,0,0.00210084033613445,0.00420168067226891,0,0.0420168067226891,0.0378151260504202,0,0.220588235294118,0.00210084033613445,0,0.00420168067226891,0,0,0,0,0,0,0,0,0,0.00420168067226891,0,0,0
112,2603,0.00447093889716841,0.00894187779433681,0,0.00447093889716841,0.0029806259314456,0.0789865871833085,0.205663189269747,0.0938897168405365,0.0014903129657228,0.0119225037257824,0,0.0998509687034277,0.0536512667660209,0.00894187779433681,0,0,0.0432190760059613,0,0.00894187779433681,0,0.0029806259314456,0.0014903129657228,0,0,0.00745156482861401,0.0029806259314456,0.0640834575260805,0,0.014903129657228,0.0119225037257824,0,0.0327868852459016,0.0163934426229508,0,0.190760059612519,0.0014903129657228,0,0,0,0,0,0,0,0.014903129657228,0,0,0.0014903129657228,0.00894187779433681,0,0,0
117,2674,0,0.00332225913621262,0,0.00332225913621262,0.00664451827242525,0.0431893687707641,0.26578073089701,0.0365448504983389,0,0.00332225913621262,0.00664451827242525,0.102990033222591,0.0166112956810631,0.00664451827242525,0,0,0.00996677740863787,0,0.026578073089701,0,0,0,0,0,0.00332225913621262,0,0.0498338870431894,0,0.00664451827242525,0,0,0.159468438538206,0,0,0.212624584717608,0,0,0,0,0,0,0,0,0.00664451827242525,0,0.00664451827242525,0.00332225913621262,0.0199335548172757,0,0,0
122,2744,0,0.0071556350626118,0,0,0,0.0268336314847943,0.114490161001789,0.0500894454382826,0,0.0035778175313059,0,0.277280858676207,0.0483005366726297,0.0196779964221825,0,0.00178890876565295,0.0214669051878354,0,0.0411449016100179,0,0,0,0,0,0,0.0107334525939177,0.0697674418604651,0,0,0.0035778175313059,0,0.037567084078712,0.0250447227191413,0,0.200357781753131,0.0161001788908766,0,0.0035778175313059,0,0,0,0,0,0.0071556350626118,0,0,0,0.0143112701252236,0,0,0
127,2815,0.020746887966805,0.0020746887966805,0,0.0020746887966805,0,0.04149377593361,0.095435684647303,0.0394190871369295,0.0020746887966805,0.012448132780083,0,0.244813278008299,0.037344398340249,0.00829875518672199,0,0.0020746887966805,0.0186721991701245,0,0.012448132780083,0,0.0020746887966805,0.0020746887966805,0,0,0.00622406639004149,0.004149377593361,0.114107883817427,0,0.00622406639004149,0.004149377593361,0,0.037344398340249,0.0269709543568465,0,0.211618257261411,0,0,0.00829875518672199,0,0,0,0,0,0.024896265560166,0,0,0,0.012448132780083,0,0,0
132,2885,0.00896860986547085,0.00448430493273543,0,0.00224215246636771,0.00224215246636771,0.0582959641255605,0.163677130044843,0.0224215246636771,0,0.00672645739910314,0,0.221973094170404,0.0605381165919283,0.00448430493273543,0,0,0.0336322869955157,0,0.0179372197309417,0,0,0.00224215246636771,0,0,0.00448430493273543,0.0134529147982063,0.0986547085201794,0,0,0,0,0.0403587443946188,0.0426008968609865,0,0.165919282511211,0,0,0.00672645739910314,0,0,0,0,0,0.0179372197309417,0,0,0,0,0,0,0
137,2956,0.0170731707317073,0.0097560975609756,0,0.0024390243902439,0,0.0658536585365854,0.209756097560976,0.0268292682926829,0,0.0121951219512195,0,0.270731707317073,0.0390243902439024,0.00731707317073171,0,0.0024390243902439,0.0365853658536585,0,0.024390243902439,0,0,0,0,0,0,0.0146341463414634,0.073170731707317,0,0.0024390243902439,0,0,0.0146341463414634,0.0146341463414634,0,0.124390243902439,0,0,0.0170731707317073,0,0,0,0,0,0.0146341463414634,0,0,0,0,0,0,0
142,3027,0.00515463917525773,0.00171821305841924,0,0.00171821305841924,0,0.0532646048109966,0.176975945017182,0.0103092783505155,0,0.0257731958762887,0,0.338487972508591,0.0171821305841924,0.00171821305841924,0,0.00343642611683849,0.0292096219931271,0,0.0429553264604811,0,0.00171821305841924,0,0,0,0,0.0206185567010309,0.0532646048109966,0,0.00859106529209622,0,0,0.0292096219931271,0.013745704467354,0,0.140893470790378,0,0,0.00343642611683849,0,0,0,0,0,0.0171821305841924,0,0,0,0.00171821305841924,0,0.00171821305841924,0
147,3097,0.00395256916996047,0.00592885375494071,0,0.00395256916996047,0,0.0533596837944664,0.272727272727273,0.0177865612648221,0.00197628458498024,0.0197628458498024,0,0.262845849802372,0.0138339920948617,0,0,0.00197628458498024,0.0138339920948617,0,0.0197628458498024,0,0,0,0,0,0,0.0296442687747036,0.0869565217391304,0,0.0118577075098814,0,0,0.0138339920948617,0.00790513833992095,0,0.146245059288538,0,0,0.00395256916996047,0,0,0,0,0,0.00790513833992095,0,0,0,0,0,0,0
152,3168,0.00550964187327824,0,0,0.00275482093663912,0,0.0550964187327824,0.151515151515152,0.0110192837465565,0,0.00275482093663912,0,0.333333333333333,0.0137741046831956,0.00550964187327824,0,0.00275482093663912,0.0220385674931129,0,0.0137741046831956,0,0,0,0,0,0.00550964187327824,0.0220385674931129,0.0495867768595041,0,0.00550964187327824,0,0,0.0578512396694215,0.0440771349862259,0,0.165289256198347,0.00550964187327824,0,0.00275482093663912,0,0,0,0,0,0.0110192837465565,0,0,0,0.0110192837465565,0,0,0
157,3239,0.00193798449612403,0.0116279069767442,0,0.00387596899224806,0,0.0387596899224806,0.156976744186047,0.0271317829457364,0,0.0155038759689922,0,0.308139534883721,0.0193798449612403,0.0193798449612403,0,0,0.0155038759689922,0,0.0135658914728682,0,0,0,0,0,0.00193798449612403,0.00968992248062015,0.062015503875969,0,0.00387596899224806,0,0,0.0562015503875969,0.0348837209302326,0,0.184108527131783,0,0,0.00387596899224806,0,0,0,0,0,0.00581395348837209,0,0,0,0.00581395348837209,0,0,0
162,3309,0.00363636363636364,0.00909090909090909,0,0.00545454545454545,0,0.0672727272727273,0.163636363636364,0.0545454545454545,0.00363636363636364,0.02,0,0.24,0.0418181818181818,0.00363636363636364,0,0,0.0236363636363636,0,0.0181818181818182,0,0.00181818181818182,0,0,0,0,0.0163636363636364,0.0981818181818182,0,0.0127272727272727,0.00727272727272727,0,0.0181818181818182,0.00727272727272727,0,0.150909090909091,0,0,0.0218181818181818,0,0,0,0,0,0.0109090909090909,0,0,0,0,0,0,0
167,3380,0,0.0101214574898785,0,0,0,0.163967611336032,0.131578947368421,0.0283400809716599,0.00404858299595142,0.01417004048583,0,0.259109311740891,0.0587044534412955,0,0,0,0.0242914979757085,0,0.0161943319838057,0,0,0,0,0.00202429149797571,0,0.00404858299595142,0.0668016194331984,0,0.0121457489878543,0.00404858299595142,0,0.00404858299595142,0.0101214574898785,0,0.147773279352227,0,0,0.0161943319838057,0,0,0,0,0,0.0222672064777328,0,0,0,0,0,0,0
172,3451,0.00524475524475524,0.006993006993007,0,0.0034965034965035,0,0.0541958041958042,0.162587412587413,0.00874125874125874,0.00174825174825175,0.0244755244755245,0,0.339160839160839,0.0297202797202797,0,0,0.00174825174825175,0.013986013986014,0,0.0157342657342657,0,0,0.00174825174825175,0,0,0.0034965034965035,0.0122377622377622,0.0751748251748252,0,0.00524475524475524,0.00524475524475524,0,0.013986013986014,0.00174825174825175,0,0.162587412587413,0,0,0.0174825174825175,0,0,0,0,0,0.027972027972028,0,0.0034965034965035,0,0,0,0,0.00174825174825175
177,3521,0,0.0149625935162095,0,0.00249376558603491,0,0.0773067331670823,0.249376558603491,0.0149625935162095,0.00249376558603491,0.057356608478803,0,0.27930174563591,0.0199501246882793,0,0,0.00249376558603491,0.0224438902743142,0,0.0224438902743142,0,0.00249376558603491,0,0,0,0,0.00748129675810474,0.0498753117206983,0,0,0.00748129675810474,0,0.0149625935162095,0.00748129675810474,0,0.124688279301746,0.00249376558603491,0,0.00748129675810474,0,0,0,0,0,0.00997506234413965,0,0,0,0,0,0,0
182,3584,0.00232018561484919,0.00696055684454756,0,0.00696055684454756,0.00232018561484919,0.0533642691415313,0.306264501160093,0.00232018561484919,0,0.0116009280742459,0,0.303944315545244,0.00232018561484919,0,0,0.00232018561484919,0.00232018561484919,0,0.0185614849187935,0,0,0.00232018561484919,0,0,0,0.0162412993039443,0.0603248259860789,0,0,0.0116009280742459,0,0.062645011600928,0.00464037122969838,0,0.116009280742459,0,0,0.00232018561484919,0,0,0,0,0,0.00232018561484919,0,0,0,0,0,0,0
187,3646,0.0421511627906977,0.00290697674418605,0,0,0,0.0319767441860465,0.338662790697674,0,0.00145348837209302,0.0116279069767442,0,0.28343023255814,0.00436046511627907,0.00145348837209302,0,0,0.00872093023255814,0,0.0348837209302326,0,0.00145348837209302,0.00145348837209302,0,0,0,0.00436046511627907,0.0552325581395349,0,0.00145348837209302,0.00145348837209302,0,0.0406976744186047,0.00145348837209302,0,0.101744186046512,0,0,0.0116279069767442,0,0,0,0,0,0.0174418604651163,0,0,0,0,0,0,0
192,3708,0.009765625,0,0,0.001953125,0,0.029296875,0.271484375,0.013671875,0.001953125,0.03125,0,0.30859375,0.0234375,0.005859375,0,0,0.013671875,0,0.015625,0,0.00390625,0,0,0,0.001953125,0.0078125,0.05078125,0,0.001953125,0,0,0.08203125,0.015625,0,0.091796875,0,0,0.01171875,0,0,0,0,0,0.005859375,0,0,0,0,0,0,0
202,3832,0,0.00423728813559322,0,0,0,0.0275423728813559,0.338983050847458,0.0105932203389831,0.00423728813559322,0.0148305084745763,0,0.264830508474576,0.0148305084745763,0.00211864406779661,0,0.0148305084745763,0.0402542372881356,0,0.0233050847457627,0,0,0.00211864406779661,0,0,0,0,0.0550847457627119,0,0.00847457627118644,0.00211864406779661,0,0.0720338983050847,0.00847457627118644,0,0.0720338983050847,0,0,0.0148305084745763,0,0,0,0,0,0.00423728813559322,0,0,0,0,0,0,0
207,3894,0.0207612456747405,0.0069204152249135,0,0,0.0069204152249135,0.0588235294117647,0.238754325259516,0.0346020761245675,0,0.0207612456747405,0,0,0.027681660899654,0.0103806228373702,0,0.0069204152249135,0.041522491349481,0,0.0242214532871972,0,0,0.013840830449827,0,0,0,0.0069204152249135,0.110726643598616,0,0.0242214532871972,0.0242214532871972,0,0.173010380622837,0.0173010380622837,0,0.0899653979238754,0,0,0.013840830449827,0,0,0,0,0,0.027681660899654,0,0,0,0,0,0,0
212,3956,0.00934579439252336,0.0155763239875389,0,0.00311526479750779,0,0.0685358255451713,0.29595015576324,0.00311526479750779,0,0.0342679127725857,0,0.308411214953271,0.00623052959501558,0.00934579439252336,0,0.00623052959501558,0.0186915887850467,0,0.00934579439252336,0,0.00311526479750779,0.0218068535825545,0,0,0,0.00623052959501558,0.0186915887850467,0,0.00311526479750779,0.00934579439252336,0,0.0778816199376947,0,0,0.0311526479750779,0,0,0.0124610591900312,0,0,0,0,0,0.0249221183800623,0,0,0,0,0,0,0.00311526479750779
217,4018,0.0207852193995381,0.0138568129330254,0,0.0046189376443418,0.0046189376443418,0.0484988452655889,0.20554272517321,0.0161662817551963,0,0.0161662817551963,0,0.300230946882217,0.0254041570438799,0,0,0,0.0300230946882217,0,0.0300230946882217,0,0,0.0184757505773672,0,0,0,0.0092378752886836,0.0531177829099307,0,0.0092378752886836,0,0,0.110854503464203,0.0069284064665127,0,0.0600461893764434,0,0,0.0069284064665127,0,0,0,0,0,0.0069284064665127,0,0,0,0,0,0,0.0023094688221709
222,4080,0.0470347648261759,0.00408997955010225,0,0.00613496932515337,0.00408997955010225,0.0593047034764826,0.0879345603271984,0.0306748466257669,0.00613496932515337,0.0184049079754601,0,0.274028629856851,0.00613496932515337,0,0,0,0.00408997955010225,0,0.0224948875255624,0,0.00204498977505112,0.00408997955010225,0,0,0,0.0143149284253579,0.0674846625766871,0,0.0081799591002045,0.0122699386503067,0,0.143149284253579,0.0245398773006135,0,0.0674846625766871,0,0,0.00204498977505112,0,0,0.0572597137014315,0,0,0.0245398773006135,0,0,0,0,0,0,0.00204498977505112
227,4142,0.0119047619047619,0.00340136054421769,0,0.00170068027210884,0.00340136054421769,0.0663265306122449,0.0442176870748299,0.00510204081632653,0,0.00850340136054422,0,0.175170068027211,0.0187074829931973,0,0,0,0.0102040816326531,0,0.0153061224489796,0,0.00340136054421769,0,0,0,0,0.0289115646258503,0.0612244897959184,0,0.0102040816326531,0.00510204081632653,0,0.022108843537415,0.00340136054421769,0,0.0476190476190476,0,0,0.00680272108843537,0,0,0.435374149659864,0,0,0.0119047619047619,0,0,0,0,0,0,0
232,4204,0.0230125523012552,0.0209205020920502,0,0,0.00209205020920502,0.0313807531380753,0.0753138075313808,0.00418410041841004,0,0.00836820083682008,0,0.255230125523013,0.0146443514644351,0,0,0.00418410041841004,0.00627615062761506,0,0.0271966527196653,0,0,0.0104602510460251,0,0,0,0.0543933054393305,0.0334728033472803,0,0.00836820083682008,0.00209205020920502,0,0.117154811715481,0,0,0.0292887029288703,0,0,0.00418410041841004,0,0,0.253138075313808,0,0,0.0125523012552301,0,0.00209205020920502,0,0,0,0,0
237,4266,0.0246575342465753,0.0506849315068493,0,0.00547945205479452,0.00273972602739726,0.0712328767123288,0.0506849315068493,0.0095890410958904,0.00273972602739726,0.010958904109589,0,0.326027397260274,0.010958904109589,0,0,0.00410958904109589,0.0246575342465753,0,0.0191780821917808,0,0.00136986301369863,0.00684931506849315,0,0,0,0.0205479452054795,0.0643835616438356,0,0.00410958904109589,0.00410958904109589,0,0.153424657534247,0,0,0.0287671232876712,0,0,0.0232876712328767,0,0,0.0356164383561644,0,0,0.0438356164383562,0,0,0,0,0,0,0
242,4328,0.0272277227722772,0.0321782178217822,0,0,0.00247524752475248,0.0693069306930693,0.0445544554455446,0.00247524752475248,0.00247524752475248,0.00742574257425743,0,0.28960396039604,0.0099009900990099,0,0,0,0.0099009900990099,0,0.0099009900990099,0,0.00495049504950495,0.00742574257425743,0,0,0,0.0123762376237624,0.0717821782178218,0,0.00247524752475248,0.00495049504950495,0,0.316831683168317,0,0,0.0173267326732673,0,0,0.00742574257425743,0,0,0.0173267326732673,0,0,0.0297029702970297,0,0,0,0,0,0,0
