"sample.depths","sample.ages","Abies","Artemisia","Betula","Asteraceae.undiff.","Cyperaceae","Ericaceae","Fagus","Larix","Picea","Platanus","Rubus","Salix","Alnus","Pinus","Poaceae","Onagraceae","Ambrosia.type","Amaranthaceae","Quercus","Fraxinus","Caryophyllaceae"
0,11,0.0700389105058366,0.00389105058365759,0.171206225680934,0.00389105058365759,0.0311284046692607,0.00389105058365759,0.00389105058365759,0.0194552529182879,0.54863813229572,0.00389105058365759,0.00389105058365759,0.00389105058365759,0.0972762645914397,0.0272373540856031,0.00389105058365759,0.00389105058365759,0,0,0,0,0
10,235,0.0829875518672199,0.004149377593361,0.186721991701245,0.004149377593361,0.045643153526971,0.012448132780083,0,0.004149377593361,0.54356846473029,0,0,0.004149377593361,0.074688796680498,0.016597510373444,0.016597510373444,0,0.004149377593361,0,0,0,0
20,460,0.0537634408602151,0.003584229390681,0.121863799283154,0.003584229390681,0.028673835125448,0.003584229390681,0,0.003584229390681,0.648745519713262,0,0.003584229390681,0,0.118279569892473,0,0.010752688172043,0,0,0,0,0,0
30,685,0.0518518518518519,0.0037037037037037,0.107407407407407,0.0037037037037037,0.0444444444444444,0.00740740740740741,0,0.0037037037037037,0.677777777777778,0,0,0.0037037037037037,0.0814814814814815,0.00740740740740741,0.0037037037037037,0,0.0037037037037037,0,0,0,0
40,910,0.079113924050633,0.00316455696202532,0.0727848101265823,0.00316455696202532,0.0126582278481013,0.00632911392405063,0,0,0.721518987341772,0,0.00316455696202532,0,0.0727848101265823,0.0189873417721519,0.00316455696202532,0,0,0.00316455696202532,0,0,0
50,1135,0.0791666666666667,0,0.108333333333333,0.00416666666666667,0.0333333333333333,0.00416666666666667,0.00416666666666667,0,0.629166666666667,0,0,0.00416666666666667,0.0875,0.025,0.00833333333333333,0.00833333333333333,0.00416666666666667,0,0,0,0
60,1359,0.0811688311688312,0.00324675324675325,0.142857142857143,0.00324675324675325,0.0194805194805195,0.00324675324675325,0,0,0.581168831168831,0,0,0.0064935064935065,0.149350649350649,0.0064935064935065,0.00324675324675325,0,0,0,0,0,0
70,1584,0.0670926517571885,0,0.130990415335463,0.00319488817891374,0.0191693290734824,0.00958466453674121,0,0.00319488817891374,0.517571884984026,0,0.00319488817891374,0.00319488817891374,0.220447284345048,0.0159744408945687,0.00319488817891374,0.00319488817891374,0,0,0,0,0
80,1809,0.0960264900662252,0.0033112582781457,0.142384105960265,0.0033112582781457,0.0231788079470199,0.0033112582781457,0,0,0.622516556291391,0,0,0,0.0927152317880795,0.0132450331125828,0,0,0,0,0,0,0
100,2258,0.0682730923694779,0.00401606425702811,0.140562248995984,0.00401606425702811,0.00803212851405622,0.00803212851405622,0,0,0.63855421686747,0,0,0,0.112449799196787,0.00401606425702811,0.00401606425702811,0,0,0,0.00401606425702811,0.00401606425702811,0
110,2629,0.0512820512820513,0.00366300366300366,0.135531135531136,0.00366300366300366,0.00732600732600733,0.0146520146520147,0,0,0.578754578754579,0,0.00366300366300366,0.00366300366300366,0.186813186813187,0.00366300366300366,0.00732600732600733,0,0,0,0,0,0
120,3000,0.102803738317757,0.00311526479750779,0.14018691588785,0.00311526479750779,0.0218068535825545,0.00934579439252336,0,0,0.595015576323987,0,0.00311526479750779,0,0.109034267912773,0.00623052959501558,0.00311526479750779,0,0.00311526479750779,0,0,0,0
130,3371,0.0916230366492147,0.00261780104712042,0.162303664921466,0.00261780104712042,0.0157068062827225,0.00261780104712042,0,0,0.568062827225131,0,0.00261780104712042,0.00261780104712042,0.143979057591623,0.00261780104712042,0.00261780104712042,0,0,0,0,0,0
140,3742,0.0918918918918919,0.0027027027027027,0.159459459459459,0.0027027027027027,0.0243243243243243,0.0027027027027027,0,0,0.481081081081081,0,0.0027027027027027,0.0027027027027027,0.216216216216216,0.00540540540540541,0.00540540540540541,0,0,0.0027027027027027,0,0,0
150,4113,0.102272727272727,0.00378787878787879,0.162878787878788,0.00378787878787879,0.00757575757575758,0.00757575757575758,0,0,0.488636363636364,0,0,0.00378787878787879,0.208333333333333,0.00757575757575758,0,0,0,0,0,0,0.00378787878787879
160,4484,0.0603448275862069,0,0.193965517241379,0.00431034482758621,0.0387931034482759,0.00862068965517241,0,0,0.392241379310345,0,0.00431034482758621,0.00431034482758621,0.267241379310345,0.0172413793103448,0.00431034482758621,0,0,0,0,0,0.00431034482758621
170,4855,0.0871559633027523,0,0.123853211009174,0.00458715596330275,0.0137614678899083,0.00458715596330275,0,0,0.564220183486238,0,0.00458715596330275,0.00458715596330275,0.18348623853211,0.0091743119266055,0,0,0,0,0,0,0
180,5064,0.0526315789473684,0,0.108552631578947,0.00328947368421053,0.0131578947368421,0.00328947368421053,0,0,0.68421052631579,0,0,0,0.128289473684211,0.00328947368421053,0.00328947368421053,0,0,0,0,0,0
200,5161,0.0861538461538462,0,0.169230769230769,0,0.00615384615384615,0,0,0,0.590769230769231,0,0,0,0.135384615384615,0.0123076923076923,0,0,0,0,0,0,0
210,5209,0.0921658986175115,0.00460829493087558,0.129032258064516,0,0.00921658986175115,0.00460829493087558,0,0,0.589861751152074,0,0,0.00460829493087558,0.142857142857143,0.0138248847926267,0.00460829493087558,0,0,0,0,0,0.00460829493087558
220,5257,0.0349462365591398,0,0.158602150537634,0.00537634408602151,0.0134408602150538,0.00268817204301075,0,0,0.612903225806452,0,0,0,0.166666666666667,0.00537634408602151,0,0,0,0,0,0,0
230,5305,0.0860655737704918,0,0.163934426229508,0.00409836065573771,0.0204918032786885,0.00409836065573771,0,0,0.627049180327869,0,0,0,0.0860655737704918,0.00819672131147541,0,0,0,0,0,0,0
235,NA,0.150579150579151,0,0.239382239382239,0,0.00386100386100386,0.00386100386100386,0,0,0.432432432432432,0,0,0,0.162162162162162,0.00772200772200772,0,0,0,0,0,0,0
240,NA,0.184873949579832,0.00840336134453781,0.235294117647059,0,0.0168067226890756,0.00840336134453781,0,0,0.117647058823529,0,0,0.0126050420168067,0.403361344537815,0.00840336134453781,0.00420168067226891,0,0,0,0,0,0
245,NA,0.0224215246636771,0.00448430493273543,0.219730941704036,0.0134529147982063,0.0538116591928251,0.0224215246636771,0,0,0.0538116591928251,0,0,0.0179372197309417,0.52914798206278,0.031390134529148,0.031390134529148,0,0,0,0,0,0
250,NA,0.0192307692307692,0.00769230769230769,0.307692307692308,0.00384615384615385,0.15,0.0653846153846154,0,0,0.0615384615384615,0,0.00769230769230769,0.0615384615384615,0.192307692307692,0.0769230769230769,0.0423076923076923,0,0,0,0,0,0.00384615384615385
255,NA,0,0,0.363636363636364,0,0.090909090909091,0,0,0,0,0,0,0,0.090909090909091,0.454545454545455,0,0,0,0,0,0,0
