"sample.depths","sample.ages","Abies","Betula","Cyperaceae","Ericaceae","Picea","Salix","Alnus","Pinus","Poaceae","Rubus","Onagraceae","Fraxinus","Artemisia","Asteraceae.undiff.","Dryas.type","Ambrosia.type","Quercus","Fabaceae","Caryophyllaceae"
10,2363,0.0580357142857143,0.178571428571429,0.0133928571428571,0.0133928571428571,0.392857142857143,0.00446428571428571,0.325892857142857,0.00892857142857143,0.00446428571428571,0,0,0,0,0,0,0,0,0,0
20,3469,0.0544554455445545,0.103960396039604,0.00495049504950495,0.0148514851485149,0.299504950495049,0,0.502475247524752,0.00742574257425743,0.00742574257425743,0.00247524752475248,0.00247524752475248,0,0,0,0,0,0,0,0
30,4575,0.0658307210031348,0.206896551724138,0.00313479623824451,0.00313479623824451,0.38871473354232,0.00313479623824451,0.307210031347962,0.0156739811912226,0.00313479623824451,0,0,0.00313479623824451,0,0,0,0,0,0,0
40,5681,0.0595238095238095,0.238095238095238,0,0.00396825396825397,0.329365079365079,0.00793650793650794,0.341269841269841,0.00793650793650794,0.00793650793650794,0,0,0,0.00396825396825397,0,0,0,0,0,0
50,6788,0.0383141762452107,0.245210727969349,0.00766283524904215,0.0114942528735632,0.0727969348659004,0.00383141762452107,0.601532567049808,0.00766283524904215,0.00766283524904215,0,0,0,0,0.00383141762452107,0,0,0,0,0
60,7894,0.00854700854700855,0.217948717948718,0.0683760683760684,0.047008547008547,0.0811965811965812,0.0897435897435897,0.41025641025641,0.0299145299145299,0.0256410256410256,0.0128205128205128,0,0,0.00427350427350427,0,0.00427350427350427,0,0,0,0
70,NA,0.00393700787401575,0.330708661417323,0.031496062992126,0.0275590551181102,0.062992125984252,0.169291338582677,0.165354330708661,0.0354330708661417,0.0511811023622047,0.0905511811023622,0,0.00393700787401575,0.0078740157480315,0.00393700787401575,0.00393700787401575,0.00393700787401575,0.00393700787401575,0.00393700787401575,0
80,NA,0,0.356589147286822,0.0775193798449612,0.0232558139534884,0.0775193798449612,0.0930232558139535,0.147286821705426,0.0930232558139535,0.0542635658914729,0.00775193798449612,0,0,0.0310077519379845,0,0,0.0232558139534884,0,0,0.0155038759689922
90,NA,0.00735294117647059,0.397058823529412,0.125,0.0220588235294118,0.0808823529411765,0.0147058823529412,0.117647058823529,0.102941176470588,0.0955882352941176,0,0,0,0.0147058823529412,0.00735294117647059,0,0.00735294117647059,0.00735294117647059,0,0
