"sample.depths","sample.ages","Acer.rubrum","Betula","Carya","Castanea","Cupressaceae","Cyperaceae","Fagus","Poaceae.undiff.","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago.lanceolata","Platanus","Prunus.type","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus","Juglans","Amaranthaceae","Acer.saccharum","Ericaceae","Picea","Fabaceae","Cornus","Rhamnus","Caprifoliaceae.undiff.","Corylus","Liquidambar","Plantago.major","Brassicaceae.type","Celtis","Vitis","Myrica","Oxalidaceae","Acer.undiff.","Aquifoliaceae","Liliaceae","Rosaceae.undiff.","Viburnum","Apiaceae","Ephedra","Populus","Lamiaceae","Ranunculus","Urtica","Solanaceae","Abies","Polygonum","Thalictrum","Humulus","Rhus","Cephalanthus","Tilia","Saxifraga","Zea","Eriogonum","Artemisia"
25.5,98,0,0.110824742268041,0.00515463917525773,0.0541237113402062,0,0,0.0412371134020619,0.0077319587628866,0.00257731958762887,0.0128865979381443,0.0360824742268041,0.0206185567010309,0.146907216494845,0,0.00515463917525773,0,0.239690721649485,0.0154639175257732,0,0.157216494845361,0.00257731958762887,0.0128865979381443,0.0463917525773196,0.0231958762886598,0.0154639175257732,0,0,0.0283505154639175,0.00257731958762887,0.00257731958762887,0.00257731958762887,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257731958762887,0.00257731958762887,0,0,0,0,0,0,0
28.5,125,0.00547945205479452,0.101369863013699,0.00547945205479452,0.0438356164383562,0,0,0.0712328767123288,0.0136986301369863,0.00273972602739726,0.010958904109589,0.0602739726027397,0.0465753424657534,0.134246575342466,0,0.00821917808219178,0,0.254794520547945,0.010958904109589,0,0.117808219178082,0,0.00273972602739726,0.0273972602739726,0.0356164383561644,0.00821917808219178,0,0.00273972602739726,0.00821917808219178,0,0.0136986301369863,0,0,0,0,0.00273972602739726,0,0,0,0.00273972602739726,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547945205479452,0,0,0,0,0,0
31.5,130,0.00526315789473684,0.110526315789474,0.0105263157894737,0.0263157894736842,0.00789473684210526,0,0.0631578947368421,0.0131578947368421,0.00263157894736842,0.00263157894736842,0.0342105263157895,0.05,0.221052631578947,0,0.00263157894736842,0,0.221052631578947,0.00263157894736842,0,0.142105263157895,0,0,0.0184210526315789,0.0184210526315789,0.00526315789473684,0,0,0.0157894736842105,0.00263157894736842,0.00789473684210526,0.00526315789473684,0,0,0,0,0,0,0,0,0,0.00263157894736842,0,0,0,0,0.00263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263157894736842,0.00263157894736842,0,0,0,0
34.5,135,0.0087719298245614,0.114035087719298,0.0109649122807018,0.037280701754386,0.00219298245614035,0,0.0570175438596491,0.00657894736842105,0.00657894736842105,0.0153508771929825,0.074561403508772,0.0416666666666667,0.155701754385965,0,0.00219298245614035,0,0.217105263157895,0.0153508771929825,0,0.116228070175439,0.00219298245614035,0.0175438596491228,0.0153508771929825,0.0285087719298246,0.0087719298245614,0,0,0.0219298245614035,0.00219298245614035,0.0131578947368421,0,0,0,0,0.00219298245614035,0.00219298245614035,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0
37,140,0.00477326968973747,0.124105011933174,0.0143198090692124,0.0262529832935561,0.00238663484486874,0.00238663484486874,0.0477326968973747,0.00477326968973747,0,0.0238663484486874,0.0763723150357995,0.0763723150357995,0.143198090692124,0.00238663484486874,0,0,0.210023866348449,0.00954653937947494,0.00477326968973747,0.138424821002387,0,0.0071599045346062,0.0286396181384248,0.0071599045346062,0.0143198090692124,0.00238663484486874,0,0.00954653937947494,0,0.00477326968973747,0,0,0,0,0.00238663484486874,0,0,0,0.00477326968973747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238663484486874,0,0.00238663484486874,0.00238663484486874,0,0
43,150,0.00260416666666667,0.0755208333333333,0.0260416666666667,0.0416666666666667,0.00520833333333333,0,0.0625,0,0.00260416666666667,0.0130208333333333,0.0651041666666667,0.0625,0.1640625,0,0.00520833333333333,0,0.182291666666667,0.00260416666666667,0,0.166666666666667,0,0.0130208333333333,0.0234375,0.0182291666666667,0.015625,0.00260416666666667,0,0.0182291666666667,0.00260416666666667,0.0130208333333333,0,0,0,0,0.00260416666666667,0,0,0.00260416666666667,0.00260416666666667,0,0,0,0,0,0,0,0,0,0,0.00260416666666667,0,0,0,0,0,0,0,0,0,0.00260416666666667,0,0,0,0.00260416666666667,0
47,171,0.00539083557951483,0.110512129380054,0.0215633423180593,0.0269541778975741,0,0.00269541778975741,0.0727762803234501,0.00539083557951483,0.00269541778975741,0.0161725067385445,0.0700808625336927,0.0215633423180593,0.210242587601078,0,0.00539083557951483,0,0.22911051212938,0,0,0.121293800539084,0,0.00808625336927224,0.0107816711590297,0.00808625336927224,0.0134770889487871,0.00269541778975741,0,0.0134770889487871,0,0.00808625336927224,0,0,0,0,0,0.00808625336927224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269541778975741,0.00269541778975741,0,0,0
53,202,0.00286532951289398,0.0773638968481375,0.00573065902578797,0.0143266475644699,0.00573065902578797,0,0.0515759312320917,0,0,0.0171919770773639,0.0859598853868195,0.0630372492836676,0.203438395415473,0,0.00859598853868195,0,0.249283667621777,0,0,0.163323782234957,0,0.00286532951289398,0.0171919770773639,0,0,0.00859598853868195,0,0.00573065902578797,0.00573065902578797,0.00573065902578797,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0
57,223,0,0.121301775147929,0.0207100591715976,0.0266272189349112,0.00591715976331361,0.0029585798816568,0.0443786982248521,0.0029585798816568,0.0029585798816568,0.00887573964497041,0.109467455621302,0.0532544378698225,0.144970414201183,0,0.00591715976331361,0,0.224852071005917,0,0,0.121301775147929,0.00591715976331361,0.00591715976331361,0.0266272189349112,0,0.0177514792899408,0,0,0.0177514792899408,0.0029585798816568,0.0118343195266272,0,0,0,0,0.0029585798816568,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029585798816568,0,0,0,0.0029585798816568,0,0,0,0.0029585798816568
61,386,0,0.103286384976526,0.0187793427230047,0.0305164319248826,0.00234741784037559,0.00234741784037559,0.0727699530516432,0,0,0.00704225352112676,0.0352112676056338,0.0492957746478873,0.178403755868545,0,0,0,0.258215962441315,0,0,0.143192488262911,0,0.00938967136150235,0.0234741784037559,0.00469483568075117,0.0258215962441315,0.00234741784037559,0,0.0140845070422535,0.00234741784037559,0.00938967136150235,0,0,0,0,0,0,0,0.00234741784037559,0,0,0,0,0.00469483568075117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
