"sample.depths","sample.ages","Acer.rubrum","Betula","Carya","Castanea","Cupressaceae","Cyperaceae","Fagus","Poaceae.undiff.","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago.lanceolata","Platanus","Prunus.type","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Fraxinus","Juglans","Amaranthaceae","Acer.saccharum","Ericaceae","Picea","Fabaceae","Cornus","Rhamnus","Caprifoliaceae.undiff.","Corylus","Liquidambar","Plantago.major","Brassicaceae.type","Celtis","Vitis","Myrica","Oxalidaceae","Acer.undiff.","Aquifoliaceae","Liliaceae","Rosaceae.undiff.","Viburnum","Apiaceae","Ephedra","Populus","Lamiaceae","Ranunculus","Urtica","Solanaceae","Abies","Polygonum","Thalictrum","Humulus","Rhus","Cephalanthus","Tilia","Saxifraga","Zea","Eriogonum","Artemisia"
0.5,-34,0.00280112044817927,0.179271708683473,0.0112044817927171,0.0224089635854342,0.0112044817927171,0.00560224089635854,0.0224089635854342,0.0280112044817927,0.00280112044817927,0.0196078431372549,0.0280112044817927,0.0140056022408964,0.0532212885154062,0.00280112044817927,0.00560224089635854,0.0112044817927171,0.358543417366947,0.0196078431372549,0.00560224089635854,0.0476190476190476,0.00280112044817927,0.00840336134453781,0.0168067226890756,0.0672268907563025,0.0252100840336134,0.00280112044817927,0.00280112044817927,0.0224089635854342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,-21,0.010230179028133,0.184143222506394,0.020460358056266,0.0127877237851662,0.00255754475703325,0,0.0281329923273657,0.030690537084399,0,0.010230179028133,0.020460358056266,0.0051150895140665,0.0588235294117647,0.00767263427109974,0.0051150895140665,0,0.40153452685422,0.020460358056266,0,0.0332480818414322,0.00255754475703325,0.0153452685421995,0.010230179028133,0.0690537084398977,0.0153452685421995,0.00767263427109974,0,0.010230179028133,0.0051150895140665,0.00255754475703325,0.00255754475703325,0.0051150895140665,0.00255754475703325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,-8,0.0152671755725191,0.137404580152672,0.0203562340966921,0.0254452926208651,0.0101781170483461,0.00254452926208651,0.0203562340966921,0.0407124681933842,0,0.0127226463104326,0.0203562340966921,0.0101781170483461,0.0483460559796438,0.00763358778625954,0.00254452926208651,0,0.368956743002545,0.0254452926208651,0.00254452926208651,0.0508905852417303,0.00254452926208651,0.00508905852417303,0.0178117048346056,0.089058524173028,0.0101781170483461,0.00254452926208651,0.00508905852417303,0.0203562340966921,0,0.00508905852417303,0.00254452926208651,0.00254452926208651,0.00254452926208651,0.00254452926208651,0.00254452926208651,0.00254452926208651,0.00254452926208651,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,8,0.0159151193633952,0.180371352785146,0.013262599469496,0.0318302387267905,0.0159151193633952,0.0026525198938992,0.0371352785145889,0.0344827586206897,0.0026525198938992,0.0026525198938992,0.013262599469496,0.0106100795755968,0.0238726790450928,0.0026525198938992,0.00530503978779841,0,0.376657824933687,0.0106100795755968,0.0026525198938992,0.0212201591511936,0,0.0185676392572944,0.0185676392572944,0.090185676392573,0.0344827586206897,0.0026525198938992,0,0.0026525198938992,0.0026525198938992,0.0026525198938992,0,0,0.0026525198938992,0,0,0.0026525198938992,0.0026525198938992,0.0026525198938992,0.0026525198938992,0.0026525198938992,0.0026525198938992,0.00530503978779841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.5,18,0.00911161731207289,0.161731207289294,0.00683371298405467,0.041002277904328,0.00683371298405467,0,0.0159453302961276,0.0592255125284738,0,0.0273348519362187,0.0113895216400911,0,0.0774487471526196,0.00455580865603645,0.00683371298405467,0,0.275626423690205,0.0227790432801822,0,0.041002277904328,0.00227790432801822,0.0136674259681093,0.0227790432801822,0.132118451025057,0.0136674259681093,0.00455580865603645,0.00227790432801822,0.0113895216400911,0,0.00227790432801822,0,0.00455580865603645,0,0,0.00683371298405467,0,0.00227790432801822,0.00227790432801822,0,0,0,0,0.00227790432801822,0.00227790432801822,0.00227790432801822,0.00227790432801822,0.00227790432801822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.5,30,0.0020703933747412,0.167701863354037,0.0041407867494824,0.0703933747412008,0.0082815734989648,0.0020703933747412,0.0600414078674948,0.0559006211180124,0,0.0082815734989648,0.0165631469979296,0.0144927536231884,0.0683229813664596,0.0062111801242236,0.0041407867494824,0.0020703933747412,0.204968944099379,0.0372670807453416,0.0020703933747412,0.0372670807453416,0.010351966873706,0.0082815734989648,0.0269151138716356,0.122153209109731,0.0124223602484472,0.0020703933747412,0.0041407867494824,0.0082815734989648,0,0.0124223602484472,0,0,0,0,0,0,0,0.0041407867494824,0.0020703933747412,0,0.010351966873706,0,0,0,0,0,0,0.0020703933747412,0.0020703933747412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5,35,0.00865800865800866,0.127705627705628,0.00865800865800866,0.0692640692640693,0.00865800865800866,0.00216450216450216,0.0432900432900433,0.0584415584415584,0.0064935064935065,0.025974025974026,0.025974025974026,0.0173160173160173,0.0887445887445888,0.00432900432900433,0.00432900432900433,0,0.181818181818182,0.0735930735930736,0.00432900432900433,0.051948051948052,0,0.00216450216450216,0.025974025974026,0.108225108225108,0.0064935064935065,0.00216450216450216,0,0.012987012987013,0.00216450216450216,0.00432900432900433,0,0,0,0,0,0,0,0.0064935064935065,0.00216450216450216,0.00432900432900433,0,0,0,0,0,0,0,0,0,0.0064935064935065,0.00216450216450216,0.00216450216450216,0,0,0,0,0,0,0,0,0,0,0,0,0
18.5,41,0.0048780487804878,0.139024390243902,0.0048780487804878,0.0707317073170732,0.0097560975609756,0.0048780487804878,0.0390243902439024,0.0609756097560976,0.0024390243902439,0.0146341463414634,0.0609756097560976,0.024390243902439,0.097560975609756,0,0.0024390243902439,0,0.18780487804878,0.0292682926829268,0.0024390243902439,0.0682926829268293,0.0024390243902439,0.00731707317073171,0.0317073170731707,0.0878048780487805,0.00731707317073171,0.0048780487804878,0.0048780487804878,0.0097560975609756,0,0.0048780487804878,0,0,0,0,0,0.0048780487804878,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0.0048780487804878,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0
20.5,55,0,0.124401913875598,0.0143540669856459,0.0311004784688995,0.00956937799043062,0.00478468899521531,0.0502392344497608,0.0358851674641148,0,0.00239234449760766,0.0215311004784689,0.0167464114832536,0.126794258373206,0,0.00239234449760766,0,0.227272727272727,0.0119617224880383,0,0.114832535885167,0.00478468899521531,0.00478468899521531,0.0287081339712919,0.105263157894737,0.00717703349282297,0,0.00239234449760766,0.0263157894736842,0,0.0167464114832536,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0.00239234449760766,0,0,0.00239234449760766,0,0,0,0,0,0,0,0.00239234449760766,0,0,0,0,0,0,0,0,0,0
22.5,71,0.00533333333333333,0.114666666666667,0,0.032,0.00266666666666667,0,0.0293333333333333,0.0346666666666667,0,0.016,0.0533333333333333,0.0373333333333333,0.122666666666667,0.00266666666666667,0.00533333333333333,0,0.24,0.024,0,0.136,0,0.0106666666666667,0.0346666666666667,0.0613333333333333,0.008,0,0,0.0133333333333333,0,0.00533333333333333,0,0,0,0.00266666666666667,0,0,0,0.00533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266666666666667,0,0,0,0,0,0,0,0,0
