"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum","Alnus.incana","Alnus.viridis.subsp..crispa","Betula","Carya","Celtis","Cornus","Corylus","Cupressaceae","Elaeagnus","Ephedra","Ericaceae","Fagus","Fraxinus","Juglans","Larix","Lonicera.type","Myrica","Ostrya.Carpinus","Picea.cf..P..glauca","Picea.mariana","Picea.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis.riparia","Ambrosia.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.undiff.","Brassicaceae","Caryophyllaceae.undiff.","Chenopodiaceae","Cyperaceae","Echinocystis.lobata","Fabaceae","Galium","Mentha.type","Plantago","Poaceae","Polygonum","Ranunculaceae.undiff.","Rosaceae","Rumex","Spergula.type","Thalictrum"
0.5,-46,0.00185528756957328,0.0241187384044527,0,0.00185528756957328,0.00742115027829314,0.00371057513914657,0.0278293135435993,0.00185528756957328,0,0,0.00185528756957328,0.00185528756957328,0,0,0,0,0.0204081632653061,0,0,0,0,0.00185528756957328,0.00185528756957328,0.0296846011131725,0.0111317254174397,0.00371057513914657,0.176252319109462,0.0296846011131725,0,0.207792207792208,0.00927643784786642,0,0,0.0742115027829314,0,0.0371057513914657,0.00185528756957328,0.0278293135435993,0.0148423005565863,0,0,0.0148423005565863,0,0.0612244897959184,0.0667903525046382,0,0,0,0,0.00185528756957328,0.115027829313544,0,0,0.00742115027829314,0.00742115027829314,0.00556586270871985,0
1.5,-42,0,0.00631578947368421,0,0.00631578947368421,0.0189473684210526,0.00421052631578947,0.0421052631578947,0.00421052631578947,0.00421052631578947,0,0.00210526315789474,0.0126315789473684,0,0.00210526315789474,0,0,0.0294736842105263,0,0,0,0,0,0,0.0294736842105263,0.0105263157894737,0,0.124210526315789,0.0168421052631579,0.00210526315789474,0.216842105263158,0.0210526315789474,0,0.00210526315789474,0.0505263157894737,0,0.0652631578947368,0.00631578947368421,0.0463157894736842,0.0105263157894737,0.00421052631578947,0.00210526315789474,0.0210526315789474,0,0.0589473684210526,0.08,0,0,0,0,0.00210526315789474,0.0694736842105263,0,0.00210526315789474,0.0168421052631579,0.00842105263157895,0,0
2.5,-39,0,0.0120068610634648,0,0.00343053173241852,0.0154373927958834,0.00514579759862779,0.0377358490566038,0.00171526586620926,0,0,0.00514579759862779,0,0.00171526586620926,0.00171526586620926,0,0,0.0120068610634648,0,0,0,0,0.00171526586620926,0.00171526586620926,0.0274442538593482,0.0120068610634648,0.00171526586620926,0.133790737564322,0.0257289879931389,0.00343053173241852,0.259005145797599,0.0120068610634648,0,0,0.0411663807890223,0,0.0891938250428816,0,0.0188679245283019,0.0120068610634648,0.0102915951972556,0,0.0137221269296741,0,0.0617495711835334,0.0634648370497427,0,0,0,0,0,0.106346483704974,0,0,0.00343053173241852,0,0.00514579759862779,0
3.5,-35,0,0.0153061224489796,0.00170068027210884,0.00170068027210884,0.0136054421768707,0,0.0340136054421769,0,0,0.00170068027210884,0.00340136054421769,0.00170068027210884,0,0,0.00170068027210884,0,0.0255102040816327,0,0,0,0,0,0,0.0119047619047619,0.00340136054421769,0,0.142857142857143,0.0238095238095238,0.00340136054421769,0.253401360544218,0.00850340136054422,0.00340136054421769,0,0.0612244897959184,0,0.0833333333333333,0.00170068027210884,0.0289115646258503,0.0119047619047619,0.00170068027210884,0,0.0187074829931973,0,0.0561224489795918,0.0850340136054422,0,0,0,0,0.00170068027210884,0.0918367346938776,0,0,0.00170068027210884,0.00170068027210884,0,0.00340136054421769
4.5,-31,0.00183823529411765,0.0147058823529412,0,0.00367647058823529,0.0128676470588235,0,0.0238970588235294,0,0,0,0.00735294117647059,0.00183823529411765,0,0,0,0,0.0202205882352941,0,0,0,0.00183823529411765,0,0.00183823529411765,0.0110294117647059,0.00919117647058824,0.00183823529411765,0.143382352941176,0.0459558823529412,0.00183823529411765,0.213235294117647,0.0165441176470588,0,0,0.0569852941176471,0,0.0753676470588235,0,0.0257352941176471,0.00183823529411765,0.00367647058823529,0,0.00735294117647059,0,0.0643382352941176,0.121323529411765,0,0,0,0,0,0.104779411764706,0.00183823529411765,0.00183823529411765,0,0,0,0.00183823529411765
5.5,-27,0,0.017175572519084,0,0.00954198473282443,0.0133587786259542,0.00763358778625954,0.0400763358778626,0,0,0,0,0.0114503816793893,0,0,0.00190839694656489,0,0.0190839694656489,0,0,0,0,0,0,0.0133587786259542,0.00763358778625954,0.00572519083969466,0.0877862595419847,0.0209923664122137,0.00381679389312977,0.223282442748092,0.0286259541984733,0,0,0.0458015267175573,0,0.0687022900763359,0,0.0324427480916031,0.00572519083969466,0,0,0.0324427480916031,0,0.066793893129771,0.0916030534351145,0,0,0.00190839694656489,0,0.00190839694656489,0.114503816793893,0,0,0.0190839694656489,0.00763358778625954,0,0
6.5,-23,0,0.017921146953405,0,0.003584229390681,0.010752688172043,0,0.0304659498207885,0,0,0,0.00537634408602151,0.0017921146953405,0,0,0,0,0.021505376344086,0,0,0,0,0,0,0.021505376344086,0.0125448028673835,0.003584229390681,0.114695340501792,0.0232974910394265,0.003584229390681,0.231182795698925,0.017921146953405,0.0017921146953405,0,0.057347670250896,0.0017921146953405,0.0627240143369176,0,0.0340501792114695,0.0017921146953405,0.003584229390681,0.003584229390681,0.021505376344086,0,0.064516129032258,0.0842293906810036,0,0,0,0,0,0.123655913978495,0,0,0,0.003584229390681,0.014336917562724,0.0017921146953405
7.5,-19,0,0.0138648180242634,0,0.00346620450606586,0.0207972270363951,0,0.0277296360485269,0,0,0.00173310225303293,0.0103986135181976,0.00346620450606586,0,0,0,0,0.0190641247833622,0,0,0,0,0,0,0.024263431542461,0.00693240901213172,0.00346620450606586,0.12998266897747,0.0329289428076256,0,0.216637781629116,0.0121317157712305,0,0,0.072790294627383,0,0.0901213171577123,0.00173310225303293,0.0363951473136915,0.00866551126516464,0,0,0.0138648180242634,0,0.0658578856152513,0.0901213171577123,0,0,0,0,0,0.0849220103986135,0,0.00519930675909879,0.00346620450606586,0,0,0
8.5,-15,0,0.0196850393700787,0,0,0.0137795275590551,0.00393700787401575,0.0275590551181102,0,0,0,0.00984251968503937,0.00196850393700787,0,0,0,0,0.0118110236220472,0,0,0,0,0,0.00196850393700787,0.0275590551181102,0.0118110236220472,0.0078740157480315,0.181102362204724,0.015748031496063,0.00393700787401575,0.181102362204724,0.0078740157480315,0.00590551181102362,0,0.0649606299212598,0,0.0610236220472441,0,0.0295275590551181,0.0078740157480315,0.00393700787401575,0,0.0216535433070866,0,0.062992125984252,0.0925196850393701,0,0,0,0,0,0.104330708661417,0,0,0,0.00196850393700787,0.015748031496063,0
9.5,-11,0.0017921146953405,0.0089605734767025,0,0,0.0125448028673835,0.00537634408602151,0.0197132616487455,0,0,0,0.007168458781362,0,0,0.0017921146953405,0,0,0.0304659498207885,0.0017921146953405,0,0,0,0,0,0.0232974910394265,0.007168458781362,0.00537634408602151,0.14336917562724,0.028673835125448,0,0.195340501792115,0.014336917562724,0.0017921146953405,0,0.0967741935483871,0,0.0591397849462366,0.003584229390681,0.0483870967741935,0.0089605734767025,0.0089605734767025,0,0.0161290322580645,0,0.064516129032258,0.0878136200716846,0,0,0,0.0017921146953405,0,0.089605734767025,0.0017921146953405,0,0,0.0017921146953405,0.0017921146953405,0
