"sample.depths","sample.ages","Abies","Alnus.undiff.","Artemisia","Iva.annua.type","Cupressaceae","Cyperaceae","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Pinus.undiff.","Ulmus","Alnus.incana","Ambrosia","Betulaceae.undiff.","Myrica","Poaceae","Pinus.strobus","Pinus.banksiana.P..resinosa","Betula","Betula.undiff.","Coniferophyta.undiff.","Picea.mariana","Alnus.viridis.subsp..crispa","Symphoricarpos.albus","Ericaceae","Quercus","Asteraceae.subf..Asteroideae.undiff.","Populus","Picea.undiff.","Epilobium","Salix","Acer.saccharum","Fagus","Xanthium","Amaranthaceae","Picea.glauca","Galium","Thalictrum","Carya","Corylus","Fraxinus.undiff.","Brassicaceae","Acer.negundo","Tsuga","Fraxinus.nigra","Juglans.nigra","Juglans.cinerea","Tilia","Rosaceae"
565,-31,0.00552486187845304,0.0331491712707182,0.0110497237569061,0.00276243093922652,0.00276243093922652,0.0193370165745856,0.00828729281767956,0.00276243093922652,0.0110497237569061,0.0497237569060773,0.00552486187845304,0.00828729281767956,0.0110497237569061,0.06353591160221,0.00552486187845304,0.00828729281767956,0.00276243093922652,0.0110497237569061,0.0441988950276243,0.0662983425414365,0.0303867403314917,0.488950276243094,0.0994475138121547,0.00828729281767956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,386,0.00338983050847458,0.064406779661017,0.0135593220338983,0,0,0.00677966101694915,0.00338983050847458,0,0.00338983050847458,0.0474576271186441,0,0.0169491525423729,0,0.0576271186440678,0,0.0101694915254237,0.00338983050847458,0.00338983050847458,0.023728813559322,0.0779661016949153,0.0135593220338983,0,0.108474576271186,0,0.00677966101694915,0.00338983050847458,0.00677966101694915,0.00338983050847458,0.522033898305085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,804,0.0123839009287926,0.0309597523219814,0.00928792569659443,0,0,0.0185758513931889,0.00928792569659443,0,0.0123839009287926,0.0495356037151703,0.00619195046439629,0,0,0.0712074303405573,0,0.00309597523219814,0,0.00309597523219814,0.0464396284829721,0.0959752321981424,0.021671826625387,0.495356037151703,0.0959752321981424,0.00309597523219814,0.00619195046439629,0,0,0,0,0.00309597523219814,0.00309597523219814,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,1251,0.0121654501216545,0.0608272506082725,0.0024330900243309,0,0,0.0048661800486618,0.0072992700729927,0,0.0024330900243309,0.0170316301703163,0,0.0121654501216545,0,0.0681265206812652,0,0.0048661800486618,0,0.0121654501216545,0.0389294403892944,0.0778588807785888,0.024330900243309,0,0.0583941605839416,0.0048661800486618,0.0024330900243309,0.0024330900243309,0,0,0.586374695863747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,1698,0.0100755667506297,0.0403022670025189,0.0075566750629723,0,0,0.00503778337531486,0.0100755667506297,0,0.00251889168765743,0.0277078085642317,0,0.00251889168765743,0.00251889168765743,0.0629722921914358,0.00251889168765743,0.00503778337531486,0.0075566750629723,0.00251889168765743,0.0226700251889169,0.0730478589420655,0.0151133501259446,0.516372795969773,0.103274559193955,0,0.00503778337531486,0,0,0,0,0,0.00251889168765743,0,0.00251889168765743,0.00251889168765743,0.00251889168765743,0.0654911838790932,0,0,0,0,0,0,0,0,0,0,0,0,0
638,2145,0.00561797752808989,0.0730337078651685,0.00842696629213483,0,0,0.00842696629213483,0.00561797752808989,0,0,0.0196629213483146,0,0.00561797752808989,0,0.0421348314606742,0.00561797752808989,0.00280898876404494,0,0.00561797752808989,0.0533707865168539,0.098314606741573,0.00842696629213483,0,0.106741573033708,0,0,0,0,0,0.547752808988764,0,0,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2443,0.00302114803625378,0.0332326283987915,0.00302114803625378,0,0.00604229607250755,0.00906344410876133,0.00604229607250755,0,0.00604229607250755,0.0241691842900302,0,0.00302114803625378,0.00302114803625378,0.0574018126888218,0.00906344410876133,0.00302114803625378,0.00302114803625378,0.00302114803625378,0.0906344410876133,0.157099697885196,0.0181268882175227,0.477341389728097,0.0725075528700906,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0.00302114803625378,0,0.00302114803625378,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0
650,2503,0.0091743119266055,0.036697247706422,0.00305810397553517,0,0,0.00611620795107034,0,0,0.00305810397553517,0.0122324159021407,0,0.0091743119266055,0,0.0886850152905199,0.00305810397553517,0,0.00611620795107034,0.00305810397553517,0.0611620795107034,0.110091743119266,0.0244648318042813,0,0.055045871559633,0,0.00305810397553517,0.00305810397553517,0,0,0.547400611620795,0,0,0.00305810397553517,0,0,0,0,0,0,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.00305810397553517,0,0,0,0,0,0,0
665,2950,0.00864553314121038,0.0288184438040346,0.00288184438040346,0,0,0.0144092219020173,0.00288184438040346,0,0,0.00576368876080692,0,0.00288184438040346,0,0.0749279538904899,0.00288184438040346,0.00576368876080692,0,0.00864553314121038,0.0778097982708934,0.115273775216138,0.00576368876080692,0.342939481268012,0.0778097982708934,0,0,0.00288184438040346,0.00288184438040346,0.00288184438040346,0,0,0.00288184438040346,0.00288184438040346,0,0,0,0.204610951008646,0,0,0,0,0,0.00288184438040346,0,0,0,0,0,0,0
682,3457,0.00833333333333333,0.05,0.00555555555555556,0,0.00277777777777778,0.0138888888888889,0,0,0,0.0138888888888889,0,0,0,0.0527777777777778,0.00555555555555556,0.00277777777777778,0.00833333333333333,0.00555555555555556,0.0805555555555556,0.144444444444444,0.0194444444444444,0.472222222222222,0.1,0.00277777777777778,0,0,0.00277777777777778,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277777777777778,0.00277777777777778,0,0,0,0,0
700,3967,0.0163170163170163,0.027972027972028,0.006993006993007,0,0,0.013986013986014,0.00466200466200466,0,0.00233100233100233,0.013986013986014,0.00233100233100233,0.00466200466200466,0,0.0652680652680653,0.00466200466200466,0.00466200466200466,0.00466200466200466,0,0.0466200466200466,0.102564102564103,0.0163170163170163,0,0.104895104895105,0,0.00233100233100233,0,0,0,0.552447552447552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233100233100233,0,0,0,0
712,4300,0.0190735694822888,0.0435967302452316,0.00544959128065395,0,0,0.00817438692098093,0.00817438692098093,0,0,0.0108991825613079,0,0,0,0.0844686648501362,0,0,0,0,0.0626702997275204,0.119891008174387,0.0163487738419619,0.536784741144414,0.0817438692098093,0,0,0,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,4523,0.0208955223880597,0.0507462686567164,0,0,0,0.00895522388059702,0,0,0.017910447761194,0.00298507462686567,0,0.00597014925373134,0,0.0656716417910448,0,0.00298507462686567,0.00597014925373134,0.00298507462686567,0.0805970149253731,0.119402985074627,0.0238805970149254,0,0.0835820895522388,0,0,0,0,0.00298507462686567,0.495522388059702,0,0.00298507462686567,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0
725,4679,0.00923076923076923,0.04,0,0,0.00615384615384615,0.00923076923076923,0.00615384615384615,0,0,0.00923076923076923,0,0,0,0.0553846153846154,0,0.00307692307692308,0.00307692307692308,0,0.0584615384615385,0.123076923076923,0.0215384615384615,0,0.12,0,0,0,0,0.00307692307692308,0.532307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,4901,0.0141509433962264,0.0660377358490566,0.00235849056603774,0,0,0.0070754716981132,0.00235849056603774,0,0.00471698113207547,0.00471698113207547,0,0.0070754716981132,0.00235849056603774,0.0872641509433962,0.00235849056603774,0.00235849056603774,0.00471698113207547,0.00235849056603774,0.099056603773585,0.174528301886792,0.0165094339622642,0.429245283018868,0.044811320754717,0,0,0,0,0,0,0,0.00235849056603774,0,0,0,0,0.0235849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0
735,5123,0.016,0.0453333333333333,0.00533333333333333,0,0.00266666666666667,0.008,0,0,0,0.00266666666666667,0,0.00533333333333333,0,0.0586666666666667,0.00266666666666667,0.008,0.00533333333333333,0,0.0933333333333333,0.176,0.0213333333333333,0.429333333333333,0.0746666666666667,0.00533333333333333,0,0.00266666666666667,0,0.00266666666666667,0,0,0.008,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0.00266666666666667,0,0,0,0
740,5346,0.0187667560321716,0.0536193029490617,0.00268096514745308,0,0,0.0107238605898123,0.00536193029490617,0,0,0.0107238605898123,0,0,0,0.123324396782842,0,0,0.00268096514745308,0,0.109919571045576,0.187667560321716,0.0160857908847185,0,0.0536193029490617,0,0,0,0,0,0.402144772117962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268096514745308,0,0,0,0
744,5523,0.0240174672489083,0.0327510917030568,0,0,0.00873362445414847,0.00655021834061135,0.00218340611353712,0,0.00436681222707424,0.00873362445414847,0,0.00873362445414847,0,0.111353711790393,0.00655021834061135,0,0.00218340611353712,0.00218340611353712,0.146288209606987,0.216157205240175,0.00873362445414847,0.301310043668122,0.0829694323144105,0.00218340611353712,0,0,0.00218340611353712,0,0,0,0,0,0,0,0.00218340611353712,0.0196506550218341,0,0,0,0,0,0,0,0,0,0,0,0,0
748,5701,0.0144230769230769,0.0264423076923077,0.00240384615384615,0,0.00240384615384615,0.00480769230769231,0.00721153846153846,0,0.00721153846153846,0.00961538461538462,0,0.00240384615384615,0,0.139423076923077,0,0,0.00240384615384615,0.00240384615384615,0.105769230769231,0.194711538461538,0.00961538461538462,0.269230769230769,0.108173076923077,0,0.00240384615384615,0,0.00240384615384615,0,0,0,0,0,0,0,0.00240384615384615,0.0817307692307692,0,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0
754,5968,0.00306748466257669,0.0644171779141104,0.00153374233128834,0.00153374233128834,0,0.00766871165644172,0.0153374233128834,0,0.00153374233128834,0.00306748466257669,0.00153374233128834,0.00153374233128834,0,0.0966257668711656,0.00153374233128834,0,0.00306748466257669,0.00306748466257669,0.145705521472393,0.25,0.00613496932515337,0.125766871165644,0.200920245398773,0,0,0,0,0.00153374233128834,0,0,0,0,0,0,0.00153374233128834,0.058282208588957,0,0,0.00153374233128834,0,0,0,0,0,0,0,0.00153374233128834,0.00153374233128834,0
758,6146,0.00201612903225806,0.0443548387096774,0,0,0,0.00806451612903226,0.00604838709677419,0,0,0.00403225806451613,0,0,0.00201612903225806,0.0403225806451613,0,0.00201612903225806,0.00201612903225806,0,0.233870967741935,0.310483870967742,0.00806451612903226,0.0725806451612903,0.237903225806452,0.00201612903225806,0,0,0,0.00403225806451613,0,0,0,0,0,0,0,0.0141129032258065,0,0,0,0,0.00604838709677419,0,0,0,0,0,0,0,0
761,NA,0.00407331975560081,0.14867617107943,0,0,0.00203665987780041,0.00610997963340122,0.00814663951120163,0,0.00203665987780041,0.0162932790224033,0.00203665987780041,0.00203665987780041,0,0.0753564154786151,0,0.00203665987780041,0.00407331975560081,0,0.140529531568228,0.191446028513238,0.00203665987780041,0,0.303462321792261,0,0,0,0,0.00610997963340122,0.0773930753564155,0,0.00407331975560081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203665987780041,0,0,0,0
768,NA,0.00636942675159236,0.125265392781316,0.00212314225053079,0,0,0.00636942675159236,0.00212314225053079,0,0,0.0212314225053079,0,0,0,0.0573248407643312,0,0.00212314225053079,0.00424628450106157,0.0106157112526539,0.0806794055201698,0.144373673036093,0.00424628450106157,0,0.454352441613588,0,0,0,0,0.00424628450106157,0.0679405520169851,0,0.00424628450106157,0,0,0,0,0,0,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0
779,NA,0.00192307692307692,0.232692307692308,0.00192307692307692,0,0,0.0115384615384615,0.00384615384615385,0,0,0.00192307692307692,0,0.00192307692307692,0,0.0576923076923077,0,0,0.00769230769230769,0,0.0730769230769231,0.132692307692308,0.00384615384615385,0,0.417307692307692,0.00192307692307692,0.00192307692307692,0,0,0,0.0461538461538462,0,0,0,0,0,0.00192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,NA,0.00308641975308642,0.320987654320988,0.00308641975308642,0,0.00308641975308642,0.00925925925925926,0,0,0.00617283950617284,0.0246913580246914,0.00308641975308642,0,0.00308641975308642,0.0740740740740741,0,0.00617283950617284,0,0,0.0524691358024691,0.0771604938271605,0.00925925925925926,0,0.274691358024691,0.00617283950617284,0,0,0,0,0.104938271604938,0,0.0123456790123457,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308641975308642
