"depth","best.age","min.age","max.age"
145,1728,1622,1805
155,1896,1795,1974
165,2065,1966,2144
175,2234,2137,2315
195,2571,2476,2660
225,3078,2977,3182
235,3246,3139,3354
254,3567,3449,3684
265,3753,3628,3877
278.5,3980,3848,4116
285,4090,3952,4229
298,4309,4163,4459
305,4428,4275,4582
325,4765,4597,4935
335,4934,4758,5112
345,5102,4919,5289
354,5232,5062,5403
365,5391,5218,5562
373.5,5513,5327,5698
385,5679,5463,5902
405,5967,5679,6280
425,6256,5877,6667
435,6851,6738,6964
445,6972,6863,7082
455,7093,6988,7199
465,7214,7112,7317
474,7323,7223,7423
485,7456,7360,7554
493.5,7559,7465,7656
530,8001,7910,8090
540,8122,8032,8210
548,8219,8130,8308
569,8473,8385,8564
580,8607,8519,8699
589,8716,8628,8810
625,9152,9061,9255
645,9394,9302,9505
653,9491,9397,9605
657,9539,9445,9655
677,9781,9684,9907
685,9878,9779,10007
697,10023,9920,10162
717,10266,10155,10416
719,10290,10178,10440
727,10395,10289,10534
739,10566,10442,10697
747,10680,10534,10828
755,10794,10617,10971
759,10851,10657,11046
767,10965,10735,11199
775,11079,10808,11353
783,11269,11032,11506
787,11364,11141,11584
791,11458,11249,11663
804,11766,11588,11933
819,12122,11929,12276
823,12217,11994,12374
827,12312,12065,12473
837,12602,12402,12747
