"depth","best.age","min.age","max.age"
710,47,-69,190
715,141,30,277
721,254,146,383
725,329,224,456
730,423,318,545
740,610,508,728
750,798,692,910
760,986,874,1097
770,1173,1053,1290
780,1361,1228,1487
790,1548,1403,1688
800,1736,1577,1891
810,1934,1767,2099
820,2163,2008,2314
830,2393,2250,2536
840,2622,2490,2761
850,2852,2726,2987
860,3081,2959,3221
870,3311,3191,3465
880,3540,3421,3716
885,3655,3532,3849
890,3770,3643,3981
893,3839,3709,4058
900,3999,3867,4238
905,4114,3979,4365
910,4229,4049,4490
915,4343,4149,4617
920,4458,4251,4744
925,4569,4363,4852
930,4675,4485,4943
935,4781,4644,5034
940,4887,4747,5123
950,5100,4960,5300
960,5313,5177,5480
970,5525,5388,5685
980,5738,5579,5890
990,5950,5770,6113
1000,6163,5918,6344
1010,6360,6086,6549
1020,6513,6326,6685
1030,6666,6490,6823
1041,6835,6653,7003
1051,6988,6776,7178
1061,7141,6884,7359
1070,7279,6978,7528
