"sample.depths","sample.ages","Acer.rubrum","Acer.saccharinum.type","Acer.saccharum","Alnus","Betula","Carya","Castanea","Celtis","Corylus","Cupressaceae.undiff.","Ericaceae","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Juglans.cinerea","Juglans.nigra","Juniperus.Thuja","Liquidambar","Ostrya.Carpinus","Other.trees.and.shrubs","Parthenocissus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rubus","Salix","Taxodium","Tilia","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Brassicaceae","cf..Fabaceae","Chenopodium.type","Cyperaceae","Galium","Humulus.type","Iva.annua.type","Lamiaceae","Other.herbs","Poaceae.undiff.","Polygonum.lapathifolium.type","Rosaceae.undiff.","Rumex","Saxifragaceae","Urtica.type","Xanthium","Zea.mays"
182,271,0.00261437908496732,0,0.00130718954248366,0.00261437908496732,0.00130718954248366,0.0065359477124183,0,0,0.00130718954248366,0,0,0.0117647058823529,0.00392156862745098,0,0.00261437908496732,0.00784313725490196,0.00392156862745098,0.00130718954248366,0.190849673202614,0,0,0.00130718954248366,0,0.00130718954248366,0.0065359477124183,0.0065359477124183,0.100653594771242,0,0.0169934640522876,0,0.00130718954248366,0.00915032679738562,0.0065359477124183,0.12156862745098,0,0,0.0104575163398693,0,0,0.065359477124183,0.0928104575163399,0,0,0.00784313725490196,0.00130718954248366,0.262745098039216,0.0431372549019608,0.00261437908496732,0.00130718954248366,0.00130718954248366,0,0,0,0.00130718954248366
228,405,0,0,0,0.00126582278481013,0.00379746835443038,0.0189873417721519,0,0.00126582278481013,0,0,0,0.00506329113924051,0.00253164556962025,0,0,0.00632911392405063,0,0,0.175949367088608,0,0,0,0,0.00632911392405063,0.020253164556962,0,0.0886075949367089,0,0.010126582278481,0,0,0.0113924050632911,0.00126582278481013,0.020253164556962,0,0,0.00126582278481013,0.00126582278481013,0.00253164556962025,0.00759493670886076,0.0177215189873418,0,0.00632911392405063,0.00126582278481013,0,0.315189873417722,0.273417721518987,0,0,0,0,0,0,0
253,486,0,0.00346420323325635,0.0046189376443418,0.00115473441108545,0.00808314087759815,0.0450346420323326,0,0.0023094688221709,0.00115473441108545,0,0,0.0046189376443418,0.00115473441108545,0.0023094688221709,0.00115473441108545,0.00115473441108545,0,0,0.38568129330254,0,0,0.0023094688221709,0,0.0277136258660508,0.0288683602771363,0,0.214780600461894,0,0.0254041570438799,0,0,0.0092378752886836,0.00115473441108545,0.0484988452655889,0,0.0023094688221709,0.00115473441108545,0,0.0023094688221709,0.0092378752886836,0.0103926096997691,0,0.00115473441108545,0.00115473441108545,0,0.109699769053118,0.0427251732101617,0,0,0,0,0,0,0
314,710,0.00120048019207683,0.00120048019207683,0.00120048019207683,0.00120048019207683,0.00360144057623049,0.0336134453781513,0,0.00360144057623049,0.00120048019207683,0,0,0.00480192076830732,0.00240096038415366,0,0.00120048019207683,0.00120048019207683,0.00120048019207683,0,0.29171668667467,0.00120048019207683,0,0.00240096038415366,0.00240096038415366,0.0204081632653061,0.0168067226890756,0,0.159663865546218,0,0.0204081632653061,0,0,0.0120048019207683,0,0.0264105642256903,0,0,0.00360144057623049,0,0.00120048019207683,0.014405762304922,0.0180072028811525,0,0.00120048019207683,0,0,0.199279711884754,0.151260504201681,0,0,0,0,0,0,0
354,877,0.00298507462686567,0,0.00597014925373134,0,0,0.00597014925373134,0,0,0,0,0,0,0.00298507462686567,0,0,0.00298507462686567,0,0,0.140298507462687,0,0,0.00298507462686567,0,0.0895522388059701,0,0,0.017910447761194,0,0,0.00298507462686567,0,0,0,0.0597014925373134,0,0.0119402985074627,0.0417910447761194,0,0,0.17910447761194,0.026865671641791,0,0,0,0,0.349253731343284,0.0507462686567164,0,0.00298507462686567,0,0,0.00298507462686567,0,0
362,912,0,0.00132978723404255,0,0,0,0.0172872340425532,0.00132978723404255,0,0.00265957446808511,0,0.00132978723404255,0,0.00531914893617021,0,0.00132978723404255,0.00265957446808511,0.00398936170212766,0,0.174202127659574,0,0,0.00132978723404255,0,0.0252659574468085,0.00398936170212766,0,0.0970744680851064,0.00132978723404255,0.00531914893617021,0,0,0.00398936170212766,0,0.0319148936170213,0.00132978723404255,0.00664893617021277,0.00531914893617021,0,0,0.0571808510638298,0.0837765957446809,0.00531914893617021,0,0.011968085106383,0.00132978723404255,0.284574468085106,0.155585106382979,0,0,0,0.00132978723404255,0.00265957446808511,0.00132978723404255,0
404,1106,0.00123456790123457,0,0,0,0,0.0185185185185185,0,0,0.00123456790123457,0,0,0.00246913580246914,0.00123456790123457,0,0,0.00246913580246914,0.00246913580246914,0,0.177777777777778,0,0,0.00123456790123457,0.00246913580246914,0.00987654320987654,0.00493827160493827,0,0.120987654320988,0,0.00617283950617284,0,0,0.00246913580246914,0.00123456790123457,0.0580246913580247,0,0.00123456790123457,0.00740740740740741,0,0.00123456790123457,0.0567901234567901,0.0222222222222222,0.00123456790123457,0,0.0185185185185185,0.00123456790123457,0.311111111111111,0.161728395061728,0.00246913580246914,0,0,0,0,0,0
420,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0
468,1435,0,0,0,0.00109170305676856,0.00436681222707424,0.00982532751091703,0,0,0,0.00764192139737991,0,0,0.00327510917030568,0,0.00109170305676856,0.00109170305676856,0,0.00109170305676856,0.146288209606987,0,0,0,0,0.0120087336244541,0,0.00327510917030568,0.084061135371179,0,0.0152838427947598,0,0,0.00109170305676856,0.00327510917030568,0.0676855895196507,0,0.00436681222707424,0.00545851528384279,0,0,0.0305676855895196,0.0174672489082969,0.00109170305676856,0,0.00327510917030568,0,0.347161572052402,0.222707423580786,0.00109170305676856,0,0,0,0.00327510917030568,0.00109170305676856,0
515,1702,0,0,0,0.0053475935828877,0,0.0133689839572193,0,0,0,0,0,0,0.0213903743315508,0,0,0,0,0,0.149732620320856,0,0,0,0,0.0240641711229947,0,0,0.0775401069518717,0,0.00802139037433155,0,0,0,0,0.088235294117647,0,0.0053475935828877,0.00267379679144385,0,0,0.018716577540107,0.0775401069518717,0,0,0,0,0.31283422459893,0.149732620320856,0,0,0,0,0.0427807486631016,0.00267379679144385,0
