"depth","best.age","min.age","max.age"
0,-50,-51,-48
4,-43,-50,-35
8,-35,-50,-20
12,-27,-50,-5
16,-19,-49,10
20,-10,-47,26
24,-1,-44,42
28,8,-42,56
32,18,-37,72
36,29,-30,89
40,41,-24,104
44,54,-14,121
48,67,-4,137
52,82,9,154
56,98,24,172
60,115,41,190
64,133,59,208
68,153,80,227
72,175,103,248
76,198,128,269
80,223,156,294
84,249,184,319
88,277,212,345
92,306,241,372
96,334,270,399
100,362,302,425
104,391,335,449
108,420,370,472
112,451,406,496
116,481,440,521
120,510,474,549
124,536,504,574
128,557,523,592
132,575,538,611
136,589,549,628
140,600,556,642
144,610,563,655
148,619,568,666
152,630,576,681
156,642,587,700
160,657,602,723
164,675,619,747
168,698,643,777
172,726,668,809
176,761,694,843
180,802,725,881
184,848,762,922
188,894,805,965
192,938,847,1005
196,978,893,1050
200,1016,935,1091
202,1035,955,1111
204,1052,975,1132
206,1070,994,1152
208,1086,1012,1171
210,1103,1030,1190
212,1118,1046,1207
214,1134,1061,1224
216,1149,1076,1241
218,1164,1089,1257
220,1178,1101,1272
222,1192,1113,1287
224,1205,1125,1303
226,1219,1136,1318
228,1232,1147,1332
230,1244,1157,1345
232,1257,1167,1358
234,1269,1177,1371
236,1281,1187,1383
238,1292,1197,1395
240,1304,1206,1407
242,1315,1216,1419
244,1326,1224,1430
246,1337,1233,1441
